,aon_male,aon_female,tuple,plc_male,plc_female,average_male,average_female,male-female
28,-0.5819105,-0.6405521,"('disloyal', 'loyal')",1.0459358,0.9563884,0.2320126,0.1579182,0.0740944
87,0.5708213,0.438253,"('unsuccessful', 'successful')",1.6418926,1.5809159,1.1063569,1.0095844,0.0967725
54,-0.5590117,-0.48338825,"('incapable', 'capable')",0.8096,0.9578436,0.1252941,0.2372277,-0.1119336
47,-0.5511942,-0.35274205,"('stupid', 'smart')",3.8120916,4.5100393,1.6304487,2.0786486,-0.4481999
23,-0.5198822,-0.4234244,"('insincere', 'sincere')",4.314083,4.8596754,1.8971004,2.2181256,-0.3210252
70,0.49454352,0.45847458,"('lethargic', 'energetic')",0.278843,0.550929,0.3866932,0.5047018,-0.1180086
78,-0.49420872,-0.2667934,"('nonresilient', 'resilient')",0.6167443,0.47855836,0.0612678,0.1058825,-0.0446147
2,0.4796767,0.75401986,"('unlikable', 'likable')",0.085455656,0.3047188,0.2825662,0.5293694,-0.2468032
32,-0.47682664,-0.5678836,"('unkind', 'kind')",0.44615614,0.45132488,-0.0153352,-0.0582794,0.0429442
56,0.47137368,0.6205264,"('impractical', 'practical')",0.2079163,0.54149926,0.339645,0.5810128,-0.2413678
82,-0.45308226,-0.35531983,"('poor', 'rich')",4.489738,5.3707356,2.018328,2.5077078,-0.4893798
17,-0.4295168,-0.3480897,"('nasty', 'nice')",-1.0367721,-1.205868,-0.7331445,-0.7769789,0.0438344
33,0.4222358,0.20381665,"('wrong', 'right')",0.3905484,0.07870235,0.4063921,0.1412595,0.2651326
75,0.4215461,0.49316168,"('meek', 'impulsive')",-0.7686969,-0.75069124,-0.1735754,-0.1287648,-0.0448106
42,0.40128237,0.5333951,"('unreliable', 'reliable')",-1.9607081,-2.154404,-0.7797129,-0.8105044,0.0307915
52,-0.40118122,-0.4048824,"('irrational', 'rational')",0.19474196,-0.09258262,-0.1032196,-0.2487325,0.1455129
3,-0.39735526,-0.376451,"('repellent', 'pleasant')",-0.36469883,-0.3280481,-0.381027,-0.3522496,-0.0287774
30,-0.36110193,-0.17002276,"('intolerant', 'tolerant')",0.05811619,0.38719815,-0.1514929,0.1085877,-0.2600806
13,-0.35643572,-0.12261224,"('impolite', 'polite')",-1.0224051,-0.4976013,-0.6894205,-0.3101068,-0.3793137
43,0.3438244,0.4847473,"('irresponsible', 'responsible')",1.0224357,1.1305261,0.68313,0.8076367,-0.1245067
81,-0.33361915,-0.07499174,"('submissive', 'aggressive')",-1.4664943,-1.0306454,-0.9000567,-0.5528185,-0.3472382
4,-0.32746804,-0.3848132,"('disliked', 'liked')",-4.287542,-5.0065026,-2.3075049,-2.695658,0.3881531
64,0.32442033,0.11858996,"('shy', 'confident')",-4.8071585,-5.3864584,-2.241369,-2.6339343,0.3925653
7,0.32361826,0.223766,"('insensitive', 'sensitive')",0.97219586,0.9826047,0.6479071,0.6031854,0.0447217
55,-0.32046312,-0.2799241,"('incompetent', 'clever')",-0.35533503,-0.153034,-0.3378991,-0.216479,-0.1214201
38,-0.31193694,-0.13666004,"('untruthful', 'truthful')",0.32123715,0.26045504,0.0046501,0.0618975,-0.0572474
48,-0.30846554,-0.16139421,"('unintelligent', 'intelligent')",-0.26280722,-0.25150764,-0.2856364,-0.2064509,-0.0791855
67,0.30826047,0.37412626,"('doubtful', 'determined')",-0.91302216,-0.84764534,-0.3023809,-0.2367595,-0.0656214
65,0.28479138,0.26239383,"('insecure', 'secure')",0.018315233,0.21563894,0.1515533,0.2390164,-0.0874631
60,0.27860045,0.58706695,"('inefficient', 'efficient')",-0.57325995,-0.013882393,-0.1473297,0.2865923,-0.433922
29,-0.26018238,-0.14771499,"('unfair', 'fair')",-0.3824384,-0.6157649,-0.3213104,-0.3817399,0.0604295
15,0.23727895,0.06374263,"('boring', 'funny')",0.02298275,0.0696698,0.1301309,0.0667062,0.0634247
59,-0.23106974,-0.24218486,"('foolish', 'wise')",0.16237089,0.007311385,-0.0343494,-0.1174367,0.0830873
11,-0.2295677,-0.012767909,"('unhelpful', 'helpful')",0.8684934,1.1880487,0.3194628,0.5876404,-0.2681776
62,0.22681424,0.60504925,"('incompetent', 'brilliant')",0.11604026,0.5834224,0.1714272,0.5942358,-0.4228086
24,-0.21668908,-0.16293757,"('dishonest', 'honest')",0.44085503,0.49176273,0.112083,0.1644126,-0.0523296
12,0.19698289,0.29753596,"('unsupportive', 'supportive')",-0.88482845,-1.0568923,-0.3439228,-0.3796782,0.0357554
79,-0.1953899,-0.36769798,"('wavering', 'unwavering')",0.26661658,0.036793638,0.0356133,-0.1654522,0.2010655
72,-0.16843839,-0.2222352,"('unambitious', 'ambitious')",0.7618039,0.7350156,0.2966828,0.2563902,0.0402926
20,0.16118059,0.18639642,"('rough', 'thoughtful')",1.0929639,0.92829025,0.6270723,0.5573434,0.0697289
14,0.16046238,0.0353796,"('antisocial', 'social')",0.5082239,0.4943477,0.3343431,0.2648636,0.0694795
45,0.1420121,-0.10040421,"('incompetent', 'competent')",0.94303435,0.8161585,0.5425232,0.3578771,0.1846461
66,-0.13673723,-0.45095363,"('inactive', 'active')",0.9326063,0.6886675,0.3979345,0.1188569,0.2790776
85,-0.13568906,-0.17026848,"('insignificant', 'prestigious')",0.87145996,0.31889805,0.3678854,0.0743148,0.2935706
27,-0.13059781,-0.17983042,"('hardhearted', 'softhearted')",0.72647685,0.64488345,0.2979395,0.2325265,0.065413
61,0.120528385,0.26577184,"('illogical', 'logical')",0.877966,0.78826845,0.4992472,0.5270202,-0.027773
35,0.11488939,0.12429211,"('corrupt', 'incorrupt')",-0.08451842,-0.35999832,0.0151855,-0.1178531,0.1330386
34,-0.11186985,0.40725267,"('mean', 'honorable')",3.5866675,4.2335825,1.7373989,2.3204176,-0.5830187
44,0.09748921,-0.04171387,"('prejudiced', 'unprejudiced')",-1.6714582,-1.5674372,-0.7869845,-0.8045755,0.017591
57,-0.09718553,-0.6641525,"('unimaginative', 'imaginative')",-0.87992585,-1.4017222,-0.4885557,-1.0329373,0.5443816
84,0.08074272,0.22232741,"('inferior', 'superior')",0.630544,0.62873685,0.3556434,0.4255321,-0.0698887
50,0.080457866,0.15315999,"('clumsy', 'skillful')",-0.18956819,-0.24656422,-0.0545552,-0.0467021,-0.0078531
46,-0.058154467,0.019938046,"('uncompetitive', 'competitive')",-0.5411188,-0.6060842,-0.2996366,-0.2930731,-0.0065635
40,-0.055415086,-0.025281195,"('stingy', 'generous')",-1.3169037,-1.614895,-0.6861594,-0.8200881,0.1339287
22,-0.053144317,-0.1259349,"('untrustworthy', 'trustworthy')",-0.49097648,-0.5041606,-0.2720604,-0.3150477,0.0429873
63,0.049489245,0.38415864,"('unperceptive', 'insightful')",1.0859654,1.250963,0.5677273,0.8175608,-0.2498335
71,0.045817636,0.0780533,"('diffident', 'self-confident')",0.7960229,0.509947,0.4209203,0.2940001,0.1269202
58,-0.015675984,-0.058320522,"('undiscriminating', 'discriminating')",1.3056049,1.0949551,0.6449645,0.5183173,0.1266472
76,-0.003315596,0.16362566,"('anxious', 'daring')",-0.67378914,-0.26630583,-0.3385524,-0.0513401,-0.2872123
