,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
57,-1.8331823,-2.0195477,"('unimaginative', 'imaginative')",0.29769695,0.103201896,-2.6413252,-2.8197083,-1.3922702,-1.5786848,0.1864146
86,-1.5915476,-1.9055011,"('uninfluential', 'influential')",0.8495303,0.67551655,0.044690788,-0.11182925,-0.2324422,-0.4472713,0.2148291
10,-1.5293485,-1.4659365,"('unsympathetic', 'sympathetic')",0.6008817,0.56361526,-0.20843448,-0.049984794,-0.3789671,-0.3174354,-0.0615317
58,-1.4920057,-1.3416133,"('undiscriminating', 'discriminating')",-0.1567502,-0.23378505,-0.23062736,-0.3058891,-0.6264611,-0.6270958,0.0006347
1,-1.4806355,-1.8801473,"('unfriendly', 'friendly')",0.09223741,-0.14124237,1.4302032,1.2663558,0.013935,-0.251678,0.265613
35,1.4143467,1.4204822,"('corrupt', 'incorrupt')",-1.9335256,-1.9598681,-0.5640086,-0.6020681,-0.3610625,-0.3804847,0.0194222
0,-1.4133015,-1.6589427,"('unsociable', 'sociable')",1.7933878,1.6155227,-0.3558207,-0.5059371,0.0080885,-0.183119,0.1912075
41,-1.3148185,-1.2953018,"('unforgiving', 'forgiving')",0.63689286,0.6873917,-0.21907932,-0.32038015,-0.2990017,-0.3094301,0.0104284
27,-1.2491959,-1.373565,"('hardhearted', 'softhearted')",0.25175822,0.36731422,1.3972826,1.2697872,0.1332816,0.0878455,0.0454361
17,-1.193937,-1.1934096,"('nasty', 'nice')",-0.64235294,-0.59847766,-0.30349153,-0.54553264,-0.7132605,-0.77914,0.0658795
43,-1.1778805,-1.1646855,"('irresponsible', 'responsible')",1.3959416,1.5548496,0.56103784,0.72752064,0.2596996,0.3725616,-0.112862
72,-1.03087,-0.89070976,"('unambitious', 'ambitious')",-0.5813816,-0.48951963,-1.0155324,-0.99817866,-0.8759279,-0.7928027,-0.0831252
69,0.9952856,1.0662465,"('lazy', 'industrious')",-0.36543298,-0.27108875,-0.3653081,-0.5048913,0.0881815,0.0967555,-0.008574
59,0.9059808,0.84429574,"('foolish', 'wise')",-0.87189186,-0.75323284,0.2594187,0.21059322,0.0978359,0.100552,-0.0027161
60,-0.87983054,-0.77854484,"('inefficient', 'efficient')",2.6983402,2.775284,0.58947945,0.6787184,0.802663,0.8918192,-0.0891562
45,-0.85916275,-0.96087015,"('incompetent', 'competent')",1.1456617,1.1727039,-0.13474298,-0.17316295,0.0505853,0.0128903,0.037695
83,-0.8544311,-0.7483341,"('powerless', 'powerful')",-0.20948508,-0.152734,-1.1990376,-1.2544671,-0.7543179,-0.7185117,-0.0358062
20,-0.84052867,-0.7582113,"('rough', 'thoughtful')",-0.2715015,-0.1806526,1.0063027,0.79993623,-0.0352425,-0.0463092,0.0110667
48,-0.8340378,-0.97365963,"('unintelligent', 'intelligent')",0.6306612,0.47893584,0.5525494,0.48334876,0.1163909,-0.0037917,0.1201826
81,-0.8115666,-0.7313131,"('submissive', 'aggressive')",1.0758119,0.99476177,-0.23080526,-0.18016182,0.0111467,0.0277623,-0.0166156
61,-0.8107185,-0.8276358,"('illogical', 'logical')",0.61779964,0.6469762,0.33100125,0.23301925,0.0460275,0.0174532,0.0285743
23,-0.8061875,-0.91021746,"('insincere', 'sincere')",0.47815472,0.5526306,5.645653,5.908361,1.7725399,1.850258,-0.0777181
77,-0.79480886,-0.89347374,"('unmotivated', 'motivated')",0.32901168,0.18760125,-0.81277966,-0.88748944,-0.4261923,-0.5311206,0.1049283
65,-0.75721705,-0.7382206,"('insecure', 'secure')",0.21936466,0.12272242,-0.10762463,-0.06162263,-0.215159,-0.2257069,0.0105479
82,0.7006364,0.74980116,"('poor', 'rich')",0.83831155,0.8507224,6.1901817,6.428593,2.5763766,2.6763722,-0.0999956
26,-0.6850093,-0.8123151,"('hardhearted', 'benevolent')",0.36494702,0.26219404,0.70663875,0.65193504,0.1288588,0.033938,0.0949208
70,-0.6843837,-0.5925876,"('lethargic', 'energetic')",0.58412546,0.69519204,0.96705216,1.1295738,0.2889313,0.4107261,-0.1217948
3,-0.65867853,-0.79455584,"('repellent', 'pleasant')",-0.41893554,-0.45510507,0.0015630908,-0.04021083,-0.3586837,-0.4299573,0.0712736
21,-0.6497742,-0.74178624,"('immoral', 'moral')",1.5499108,1.441764,-0.33752513,-0.41261908,0.1875372,0.0957862,0.091751
30,-0.6421082,-0.54445606,"('intolerant', 'tolerant')",1.6105853,1.5876011,1.0530757,1.0513455,0.6738509,0.6981635,-0.0243126
28,-0.6369838,-1.046084,"('disloyal', 'loyal')",-0.025356894,-0.31869042,0.8193637,0.7643513,0.052341,-0.2001411,0.2524821
14,-0.61232364,-0.57383585,"('antisocial', 'social')",2.1095045,2.0506086,-0.47932902,-0.58934146,0.3392839,0.2958104,0.0434735
63,-0.6054156,-0.6780718,"('unperceptive', 'insightful')",0.9245058,0.95358706,1.6440061,1.629523,0.6543655,0.6350128,0.0193527
5,0.57638067,0.5271626,"('distant', 'outgoing')",-0.02907905,0.102899656,0.25649366,0.14075282,0.2679318,0.2569384,0.0109934
37,0.5749985,0.48279214,"('fake', 'genuine')",-0.04163424,-0.15566067,0.2401481,0.27674365,0.2578375,0.2012917,0.0565458
13,-0.56910795,-0.60211724,"('impolite', 'polite')",2.1155524,2.0386603,0.37360528,0.2997929,0.6400166,0.5787786,0.061238
7,-0.5610104,-0.59319,"('insensitive', 'sensitive')",0.53384024,0.57516336,0.7778255,0.8272095,0.2502184,0.2697276,-0.0195092
39,0.53879845,0.5705192,"('exploitative', 'cooperative')",1.5206369,1.6649266,0.21553549,0.1814111,0.7583236,0.805619,-0.0472954
47,-0.52886015,-0.43579358,"('stupid', 'smart')",0.63930625,0.6992177,5.3264146,5.625886,1.8122869,1.9631033,-0.1508164
11,-0.51512784,-0.6787266,"('unhelpful', 'helpful')",0.36924773,0.44620773,2.3342137,2.4494488,0.7294445,0.7389766,-0.0095321
55,0.4864401,0.3771256,"('incompetent', 'clever')",1.7761142,1.7314962,0.2664212,0.1631771,0.8429918,0.7572663,0.0857255
88,-0.47585627,-0.54200405,"('low', 'eminent')",-0.85321033,-0.8717249,-0.13284777,-0.019896459,-0.4873048,-0.4778752,-0.0094296
25,0.475318,0.09082878,"('egoistic', 'altruistic')",0.45848918,0.2564208,1.1503524,0.92734563,0.6947199,0.4248651,0.2698548
9,-0.47404143,-0.7804007,"('unaffectionate', 'caring')",0.22067666,0.16462567,1.0004624,0.927944,0.2490325,0.1040563,0.1449762
79,0.46842578,0.3980107,"('wavering', 'unwavering')",-1.2548635,-1.2548286,0.014216734,-0.022522982,-0.257407,-0.2931136,0.0357066
71,0.45979375,0.33226165,"('diffident', 'self-confident')",1.6611583,1.608464,0.4454342,0.5260683,0.8554621,0.8222647,0.0331974
40,-0.44318116,-0.6012985,"('stingy', 'generous')",0.18495756,0.10225962,-1.2516334,-1.6051551,-0.5032856,-0.701398,0.1981124
2,0.42191637,0.4654849,"('unlikable', 'likable')",1.3954625,1.4777104,0.5931409,0.5973961,0.8035066,0.8468637,-0.0433571
73,0.41092345,0.5219248,"('helpless', 'self-reliant')",0.20841567,0.17352891,-3.0713353,-3.2195435,-0.8173321,-0.8413633,0.0240312
6,0.40789184,0.25415853,"('distant', 'open')",-0.06739983,-0.049062803,0.5495396,0.4075746,0.2966772,0.2042234,0.0924538
32,-0.39211363,-0.57908016,"('unkind', 'kind')",0.4160536,0.43874842,0.7181467,0.8107388,0.2473622,0.223469,0.0238932
34,0.39080238,0.31429926,"('mean', 'honorable')",0.4808359,0.4539185,6.2308617,6.385455,2.3675,2.3845576,-0.0170576
44,0.38651285,0.6614456,"('prejudiced', 'unprejudiced')",-0.78718716,-0.552862,-1.4864702,-1.478386,-0.6290482,-0.4566008,-0.1724474
66,0.36494738,0.27226764,"('inactive', 'active')",-0.40140128,-0.37884426,0.94441265,0.737421,0.3026529,0.2102815,0.0923714
15,0.3451739,0.12721631,"('boring', 'funny')",0.5035366,0.4978899,0.11541525,0.035597764,0.3213753,0.2202347,0.1011406
85,0.34327182,0.2878172,"('insignificant', 'prestigious')",-1.1012521,-1.131295,0.38570577,0.23344678,-0.1240915,-0.2033436,0.0792521
49,-0.2881591,-0.24649557,"('unable', 'able')",-0.04824654,0.15135564,0.037865143,0.12264058,-0.0995135,0.0091669,-0.1086804
