,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
14,2.460088,2.5030878,"('antisocial', 'social')",2.5092955,2.2607434,-0.3504887,-0.31543612,1.5396315,1.4827983,0.0568332
60,2.374374,2.4566445,"('inefficient', 'efficient')",3.7038352,3.2940445,0.4227685,0.51623446,2.1669925,2.0889745,0.078018
36,-2.331111,-2.4506454,"('hostile', 'amicable')",-2.68243,-2.4663355,-0.60803026,-0.8509948,-1.8738572,-1.9226586,0.0488014
31,-2.2711596,-2.1222072,"('evil', 'good')",-1.8172876,-1.3508911,-0.9998329,-1.1658057,-1.6960934,-1.5463014,-0.149792
56,2.2468872,2.27862,"('impractical', 'practical')",2.4022212,2.2625673,0.31996432,0.36404774,1.6563576,1.6350783,0.0212793
6,-2.1136184,-1.9975318,"('distant', 'open')",-1.3182752,-0.861429,-0.43124348,-0.40735373,-1.2877123,-1.0887714,-0.1989409
5,-2.0221727,-1.8184799,"('distant', 'outgoing')",-1.0633631,-0.65624493,-0.60529965,-0.6780815,-1.2302785,-1.0509354,-0.1793431
19,-1.7789794,-1.6482207,"('inhospitable', 'hospitable')",-1.4364597,-1.2853663,-0.72751874,-0.8176913,-1.3143193,-1.2504261,-0.0638932
81,1.7728552,1.9077331,"('submissive', 'aggressive')",2.367483,2.1851358,-0.21866079,0.10395513,1.3072257,1.3989414,-0.0917157
30,1.7440926,1.6758982,"('intolerant', 'tolerant')",2.3531563,2.178871,0.6586898,0.7517235,1.585313,1.5354977,0.0498153
79,-1.720383,-1.6393641,"('wavering', 'unwavering')",-2.373296,-2.0506577,-0.44272086,-0.48871642,-1.5121333,-1.3929129,-0.1192204
7,1.6825433,1.5633082,"('insensitive', 'sensitive')",1.918001,1.6866252,0.6742996,0.79117024,1.4249481,1.3470346,0.0779135
62,1.6762438,1.8796655,"('incompetent', 'brilliant')",2.6073575,2.4300332,1.0533416,1.0190818,1.7789809,1.7762601,0.0027208
21,1.6448191,1.4849283,"('immoral', 'moral')",1.9634093,1.5355388,-0.05676474,0.17851548,1.1838212,1.0663275,0.1174937
72,1.5845686,1.8022484,"('unambitious', 'ambitious')",1.1483638,1.2930753,0.53231746,0.55770755,1.0884167,1.217677,-0.1292603
12,1.5561904,1.7082273,"('unsupportive', 'supportive')",2.0077984,2.0803115,-1.599906,-1.4536955,0.6546942,0.7782811,-0.1235869
11,1.524692,1.4010526,"('unhelpful', 'helpful')",2.3554144,2.078809,2.045478,2.0120888,1.9751949,1.8306502,0.1445447
23,1.4796866,1.3064479,"('insincere', 'sincere')",1.7163588,1.5081073,6.355423,6.2913017,3.1838226,3.0352856,0.148537
66,-1.4592627,-1.2890462,"('inactive', 'active')",-1.5452582,-1.3872359,-0.2720202,-0.31507042,-1.0921803,-0.9971174,-0.0950629
49,-1.4351486,-1.3847322,"('unable', 'able')",-0.5828026,-0.539159,0.06616708,0.15257703,-0.6505947,-0.5904381,-0.0601566
43,1.4160211,1.5552777,"('irresponsible', 'responsible')",2.1436248,2.1714814,0.8475645,1.0076265,1.4690701,1.5781285,-0.1090584
16,-1.3908842,-1.3703245,"('unpopular', 'popular')",-0.4774159,-0.32816896,-0.2871104,-0.31085595,-0.7184702,-0.6697831,-0.0486871
24,1.3893995,1.3891807,"('dishonest', 'honest')",1.3184383,1.3639922,1.5452683,1.6634387,1.417702,1.4722039,-0.0545019
52,-1.289451,-1.3184521,"('irrational', 'rational')",-1.505649,-1.3185903,-0.43786925,-0.5369663,-1.0776564,-1.0580029,-0.0196535
4,-1.28578,-1.0829718,"('disliked', 'liked')",-0.6836601,-0.5049778,-7.355513,-7.55993,-3.1083177,-3.0492932,-0.0590245
35,-1.2803681,-1.341472,"('corrupt', 'incorrupt')",-2.319635,-2.162785,-1.0786067,-1.1927973,-1.5595366,-1.5656848,0.0061482
67,1.2293209,1.5026162,"('doubtful', 'determined')",0.8387952,0.91136247,-0.9891444,-0.76587147,0.3596573,0.549369,-0.1897117
13,1.2144736,1.194314,"('impolite', 'polite')",0.7575888,0.6557057,-0.15944543,0.06206387,0.6042056,0.6373612,-0.0331556
