,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
53,-1.7214001,-1.7956513,"('uncreative', 'creative')",0.42375672,0.6099291,-0.6488217,-0.5928611,-0.0559606
19,-1.6107144,-1.5494286,"('inhospitable', 'hospitable')",-0.39775908,0.05919371,-1.0042367,-0.7451174,-0.2591193
6,-1.5752095,-1.510755,"('distant', 'open')",-0.074535914,0.058017664,-0.8248727,-0.7263687,-0.098504
36,-1.5407298,-1.7257893,"('hostile', 'amicable')",-0.036878243,-0.24697942,-0.788804,-0.9863844,0.1975804
79,-1.4357687,-1.5777308,"('wavering', 'unwavering')",0.04716557,-0.11710344,-0.6943016,-0.8474171,0.1531155
66,-1.4257551,-1.5817081,"('inactive', 'active')",0.13514471,0.25967014,-0.6453052,-0.661019,0.0157138
60,1.4059837,1.3582047,"('inefficient', 'efficient')",0.15697056,0.19835919,0.7814771,0.7782819,0.0031952
31,-1.3904278,-1.2874577,"('evil', 'good')",-0.9678523,-1.1205451,-1.1791401,-1.2040014,0.0248613
5,-1.284148,-1.2400526,"('distant', 'outgoing')",-0.38454106,-0.24918675,-0.8343445,-0.7446197,-0.0897248
8,-1.2628835,-1.3772764,"('unaffectionate', 'affectionate')",0.46958622,0.6448807,-0.3966486,-0.3661979,-0.0304507
1,-1.2051042,-1.2415278,"('unfriendly', 'friendly')",1.3142388,1.4004632,0.0545673,0.0794677,-0.0249004
9,-1.1590837,-1.2180632,"('unaffectionate', 'caring')",0.709284,0.9713084,-0.2248999,-0.1233774,-0.1015225
30,1.1140268,1.345253,"('intolerant', 'tolerant')",1.2817237,1.4669135,1.1978753,1.4060832,-0.2082079
21,1.0856422,0.98282105,"('immoral', 'moral')",-0.38039792,-0.50380176,0.3526222,0.2395096,0.1131126
81,1.0386344,0.9811669,"('submissive', 'aggressive')",-0.22520947,-0.50075644,0.4067125,0.2402052,0.1665073
14,1.0096233,0.8722269,"('antisocial', 'social')",-0.49624422,-0.67913365,0.2566895,0.0965466,0.1601429
57,-0.9541064,-0.8157983,"('unimaginative', 'imaginative')",-2.1999404,-2.3968697,-1.5770234,-1.606334,0.0293106
86,-0.9451289,-0.8440431,"('uninfluential', 'influential')",-0.26281044,-0.09492704,-0.6039697,-0.469485,-0.1344847
32,0.9174534,0.6613432,"('unkind', 'kind')",0.95835364,0.83931315,0.9379035,0.7503282,0.1875753
85,-0.91701335,-1.0574062,"('insignificant', 'prestigious')",0.45799553,0.32317927,-0.2295089,-0.3671135,0.1376046
52,-0.9169726,-0.9447691,"('irrational', 'rational')",-0.029639289,-0.12027105,-0.4733059,-0.5325201,0.0592142
28,-0.83871233,-0.81170374,"('disloyal', 'loyal')",0.35811406,0.45291373,-0.2402991,-0.179395,-0.0609041
65,0.77174824,0.46820045,"('insecure', 'secure')",0.0021231845,-0.23201042,0.3869357,0.118095,0.2688407
2,0.7554593,0.30764395,"('unlikable', 'likable')",0.7023549,0.4883451,0.7289071,0.3979945,0.3309126
64,0.7237409,0.8078818,"('shy', 'confident')",-5.437812,-6.132283,-2.3570354,-2.6622007,0.3051653
56,0.67350274,0.8104763,"('impractical', 'practical')",0.060595445,0.107113585,0.3670491,0.458795,-0.0917459
17,-0.6663782,-0.26389384,"('nasty', 'nice')",-0.77982706,-0.559405,-0.7231026,-0.4116494,-0.3114532
55,0.661219,0.42721665,"('incompetent', 'clever')",0.42258012,0.18247461,0.5418996,0.3048456,0.237054
58,-0.61961406,-0.40607342,"('undiscriminating', 'discriminating')",-0.10799881,0.11409126,-0.3638064,-0.1459911,-0.2178153
22,0.61474127,0.6680591,"('untrustworthy', 'trustworthy')",-0.92334354,-0.7978221,-0.1543011,-0.0648815,-0.0894196
62,0.6080211,0.5661552,"('incompetent', 'brilliant')",0.43232688,0.3962189,0.520174,0.481187,0.038987
68,-0.59474814,-0.3998274,"('dependent', 'independent')",-0.41630155,-0.2771834,-0.5055249,-0.3385054,-0.1670195
41,0.5935033,0.6339343,"('unforgiving', 'forgiving')",0.005299542,0.15137681,0.2994014,0.3926556,-0.0932542
80,0.5823721,0.6536057,"('dominated', 'dominating')",-1.1567347,-1.1149958,-0.2871813,-0.2306951,-0.0564862
75,-0.5524619,-0.68011254,"('meek', 'impulsive')",-0.32589126,-0.45596844,-0.4391766,-0.5680405,0.1288639
16,-0.49715364,-0.64375085,"('unpopular', 'popular')",0.57638466,0.19521734,0.0396155,-0.2242668,0.2638823
29,-0.4789238,-0.5479575,"('unfair', 'fair')",-0.50872207,-0.474879,-0.4938229,-0.5114182,0.0175953
27,-0.45001817,-0.39173007,"('hardhearted', 'softhearted')",1.0143199,1.3330376,0.2821509,0.4706538,-0.1885029
10,-0.44915548,-0.5664958,"('unsympathetic', 'sympathetic')",-0.69259113,-0.4049133,-0.5708733,-0.4857045,-0.0851688
76,0.43277442,0.048054848,"('anxious', 'daring')",0.4718986,0.1942048,0.4523365,0.1211298,0.3312067
67,0.43271592,0.62919253,"('doubtful', 'determined')",-0.7884923,-0.4799309,-0.1778882,0.0746308,-0.252519
47,0.42892534,0.53006244,"('stupid', 'smart')",4.856342,5.3804793,2.6426337,2.9552708,-0.3126371
26,-0.4283554,-0.24973264,"('hardhearted', 'benevolent')",0.901292,1.2799575,0.2364683,0.5151125,-0.2786442
54,-0.4130396,-0.8419137,"('incapable', 'capable')",1.1764741,1.0988188,0.3817173,0.1284525,0.2532648
35,-0.41045716,-0.47825605,"('corrupt', 'incorrupt')",-0.3062393,-0.4185876,-0.3583483,-0.4484218,0.0900735
88,-0.39360124,-0.36540204,"('low', 'eminent')",0.2749635,0.05365126,-0.0593189,-0.1558754,0.0965565
39,0.38369897,0.75540763,"('exploitative', 'cooperative')",-0.0549737,0.065616116,0.1643626,0.4105119,-0.2461493
82,-0.34949538,-0.5694755,"('poor', 'rich')",5.7436905,5.9023438,2.6970975,2.666434,0.0306635
25,0.32093382,-0.03847798,"('egoistic', 'altruistic')",1.6114243,1.1583169,0.9661791,0.5599194,0.4062597
74,0.24637869,0.11480762,"('undedicated', 'dedicated')",-0.009617126,0.015053713,0.1183808,0.0649307,0.0534501
69,-0.23975839,0.034512047,"('lazy', 'industrious')",-0.5077387,-0.5803418,-0.3737485,-0.2729149,-0.1008336
4,-0.22968304,-0.22567484,"('disliked', 'liked')",-5.5384765,-5.946559,-2.8840797,-3.0861168,0.2020371
37,-0.22688444,0.013438046,"('fake', 'genuine')",-0.17753285,0.3063981,-0.2022086,0.1599181,-0.3621267
87,0.22644478,0.0344683,"('unsuccessful', 'successful')",0.90457207,0.6074065,0.5655084,0.3209374,0.244571
0,-0.22197652,-0.050786592,"('unsociable', 'sociable')",-0.6974952,-0.5501789,-0.4597359,-0.3004827,-0.1592532
44,0.21502826,0.23635809,"('prejudiced', 'unprejudiced')",-1.3811206,-1.3965782,-0.5830461,-0.5801101,-0.002936
13,0.2143536,0.6150877,"('impolite', 'polite')",-0.51366097,-0.07488142,-0.1496537,0.2701031,-0.4197568
15,-0.19663659,-0.0551161,"('boring', 'funny')",0.55976146,0.5366106,0.1815624,0.2407473,-0.0591849
48,0.17316188,0.17637035,"('unintelligent', 'intelligent')",0.88499045,0.8058717,0.5290762,0.4911211,0.0379551
43,-0.16239718,-0.054359842,"('irresponsible', 'responsible')",0.20944132,0.5860894,0.0235221,0.2658648,-0.2423427
73,0.15859208,0.44720238,"('helpless', 'self-reliant')",-2.7277975,-2.7619357,-1.2846028,-1.1573666,-0.1272362
18,-0.15647957,-0.20336294,"('disagreeable', 'welcoming')",-0.24460444,-0.27996746,-0.200542,-0.2416652,0.0411232
42,0.1536473,0.2915899,"('unreliable', 'reliable')",-3.120566,-2.936478,-1.4834592,-1.322444,-0.1610152
70,-0.14553407,-0.23605749,"('lethargic', 'energetic')",0.50658584,0.80527955,0.1805259,0.284611,-0.1040851
61,-0.14302665,0.045534693,"('illogical', 'logical')",0.041878097,0.16086294,-0.0505743,0.1031988,-0.1537731
83,-0.13564533,-0.104476854,"('powerless', 'powerful')",-0.9895607,-1.0352428,-0.562603,-0.5698598,0.0072568
46,0.123461545,0.041673653,"('uncompetitive', 'competitive')",-0.40411884,-0.57031685,-0.1403286,-0.2643216,0.123993
23,-0.11794102,-0.20709428,"('insincere', 'sincere')",5.1429715,5.4515953,2.5125153,2.6222506,-0.1097353
50,-0.112600595,-0.23429123,"('clumsy', 'skillful')",0.11096342,0.19368371,-0.0008186,-0.0203038,0.0194852
7,0.106407635,0.1881465,"('insensitive', 'sensitive')",0.5171268,0.82836694,0.3117672,0.5082567,-0.1964895
24,0.101794675,0.0890786,"('dishonest', 'honest')",0.5134606,0.6024367,0.3076276,0.3457577,-0.0381301
72,-0.10067782,-0.33899397,"('unambitious', 'ambitious')",-0.72435635,-0.9812553,-0.4125171,-0.6601247,0.2476076
20,-0.094767004,-0.12863418,"('rough', 'thoughtful')",0.83417845,0.7812708,0.3697057,0.3263183,0.0433874
51,0.09312293,-0.10953992,"('uneducated', 'educated')",0.5204112,0.6303802,0.306767,0.2604201,0.0463469
78,-0.08422189,-0.3299633,"('nonresilient', 'resilient')",0.6932833,0.3144983,0.3045307,-0.0077325,0.3122632
33,0.07299714,0.20733386,"('wrong', 'right')",-0.5453279,-0.5808481,-0.2361654,-0.1867571,-0.0494083
38,-0.07007907,-0.20929113,"('untruthful', 'truthful')",0.13763186,0.08359334,0.0337764,-0.0628489,0.0966253
40,0.06758758,0.04063751,"('stingy', 'generous')",-0.89742655,-1.0861303,-0.4149195,-0.5227464,0.1078269
63,-0.061483774,0.10060918,"('unperceptive', 'insightful')",0.9012934,1.2576025,0.4199048,0.6791058,-0.259201
3,-0.059351955,-0.51004654,"('repellent', 'pleasant')",0.3292305,-0.123285785,0.1349393,-0.3166662,0.4516055
45,-0.04982154,-0.061223846,"('incompetent', 'competent')",-0.12481433,-0.04627555,-0.0873179,-0.0537497,-0.0335682
11,-0.036598302,-0.08683912,"('unhelpful', 'helpful')",1.4961702,1.7654217,0.7297859,0.8392913,-0.1095054
12,0.021259287,0.08023767,"('unsupportive', 'supportive')",-1.6532667,-1.5517046,-0.8160037,-0.7357335,-0.0802702
77,0.020653084,-0.18272153,"('unmotivated', 'motivated')",-0.66790044,-1.2753526,-0.3236237,-0.729037,0.4054133
84,-0.01704991,-0.03866119,"('inferior', 'superior')",1.0989755,0.9581302,0.5409628,0.4597345,0.0812283
59,-0.009445179,0.17193893,"('foolish', 'wise')",0.10081571,0.33041048,0.0456853,0.2511747,-0.2054894
34,0.0056255963,0.01033348,"('mean', 'honorable')",5.6673474,5.9900866,2.8364866,3.00021,-0.1637234
71,-0.0056115445,-0.09123481,"('diffident', 'self-confident')",0.27904385,0.22474232,0.1367162,0.0667538,0.0699624
49,0.00426195,-0.07436994,"('unable', 'able')",-0.07415017,0.0052710325,-0.0349441,-0.0345495,-0.0003946
