,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
69,2.635839,2.435758,"('lazy', 'industrious')",1.4436827,1.239166,1.7337517,1.2817835,0.028606601,-0.15176243,1.46047,1.2012362,0.2592338
10,-2.2811604,-2.2145152,"('unsympathetic', 'sympathetic')",-1.6800729,-1.5455459,-1.9455483,-1.8592933,-0.61394304,-0.6048419,-1.6301811,-1.5560491,-0.074132
35,2.105362,2.0424654,"('corrupt', 'incorrupt')",0.82682186,0.72411615,0.33071077,0.3581747,0.6212688,0.61444116,0.9710408,0.9347994,0.0362414
86,-2.082408,-1.8793631,"('uninfluential', 'influential')",-0.43816194,-0.18995139,-1.4142518,-1.4165169,-0.13138834,-0.10607841,-1.0165524,-0.8979774,-0.118575
45,-2.0813293,-1.9096915,"('incompetent', 'competent')",-0.47666728,-0.42004564,-0.98509246,-1.0085365,-0.7271085,-0.71992224,-1.0675495,-1.0145489,-0.0530006
3,-1.9065973,-1.7845151,"('repellent', 'pleasant')",-1.289864,-1.198891,0.1543315,0.24719404,0.1628411,0.32093328,-0.7198222,-0.6038197,-0.1160025
57,-1.9013907,-1.9072005,"('unimaginative', 'imaginative')",-0.8531175,-0.7519502,-0.7451836,-0.79180133,-2.5488045,-2.6088917,-1.5121241,-1.514961,0.0028369
46,-1.8976834,-1.9060887,"('uncompetitive', 'competitive')",-1.2311953,-1.0916715,-1.2947022,-1.1619998,-1.2375137,-1.3087139,-1.4152735,-1.3671185,-0.048155
30,-1.8816786,-1.4656858,"('intolerant', 'tolerant')",-0.26247537,0.031233612,0.21719408,0.75589573,0.74155027,0.8848998,-0.2963524,0.0515858,-0.3479382
65,-1.8061733,-1.5232202,"('insecure', 'secure')",-1.2258257,-1.0786259,-0.49470538,-0.22441924,-1.215988,-1.0668975,-1.1856731,-0.9732907,-0.2123824
55,-1.789917,-1.7057322,"('incompetent', 'clever')",-0.80267024,-0.6810406,-0.0690055,-0.094068654,-0.5419282,-0.4724124,-0.8008802,-0.7383135,-0.0625667
48,-1.6846359,-1.6942806,"('unintelligent', 'intelligent')",-0.59341836,-0.49833307,-1.1457894,-1.2617779,0.30537847,0.25361463,-0.7796163,-0.8001942,0.0205779
81,-1.6661767,-1.5677198,"('submissive', 'aggressive')",-1.5913837,-1.3246942,-1.1238464,-1.1083491,-1.4574053,-1.4641973,-1.459703,-1.36624,-0.093463
23,-1.6272688,-1.3772299,"('insincere', 'sincere')",-0.5053342,-0.44497737,-1.091048,-0.70266634,5.567732,5.619883,0.5860202,0.7737523,-0.1877321
43,-1.6162626,-1.5738931,"('irresponsible', 'responsible')",-0.09865021,-0.2324324,-0.049429655,-0.034621343,0.4750836,0.46808392,-0.3223147,-0.3432157,0.020901
68,-1.5858324,-1.6508325,"('dependent', 'independent')",-1.0493071,-1.0952762,-1.7038876,-1.7518259,-0.9256587,-0.9753254,-1.3161714,-1.3683151,0.0521437
11,-1.5001413,-1.3808633,"('unhelpful', 'helpful')",-0.87688494,-0.8088414,-0.74147177,-0.47092354,2.0274704,2.0974083,-0.2727569,-0.140805,-0.1319519
77,-1.4802283,-1.4744473,"('unmotivated', 'motivated')",-0.81697345,-0.8545729,-0.38987064,-0.58367497,-0.82340705,-0.95468843,-0.8776199,-0.9668459,0.089226
60,-1.472665,-1.3327711,"('inefficient', 'efficient')",-0.9163954,-0.8355696,-0.34039125,-0.34679863,-0.4315042,-0.34830123,-0.790239,-0.7158601,-0.0743789
88,-1.4242166,-1.1376337,"('low', 'eminent')",-1.0179627,-0.80621314,-1.2864828,-0.6280442,0.5052035,0.6737385,-0.8058646,-0.4745381,-0.3313265
82,-1.3967998,-1.2169801,"('poor', 'rich')",-1.9804273,-1.8693961,-0.04865117,0.45155698,6.0491905,6.1579394,0.6558281,0.88078,-0.2249519
21,-1.3754241,-1.1478646,"('immoral', 'moral')",-0.73392874,-0.52746946,-0.7967672,-0.60646474,-1.5664378,-1.4507403,-1.1181395,-0.9331348,-0.1850047
0,-1.3476619,-1.2306626,"('unsociable', 'sociable')",-0.1816093,-0.03568279,0.0499081,0.14602667,-0.8429189,-0.6888137,-0.5805705,-0.4522831,-0.1282874
72,-1.3346981,-1.2083938,"('unambitious', 'ambitious')",-0.9885132,-1.027645,-1.3535415,-1.2287548,-1.1283132,-0.92595255,-1.2012664,-1.0976865,-0.1035799
22,-1.3337706,-1.1180153,"('untrustworthy', 'trustworthy')",-0.6820199,-0.5081826,0.06590916,0.30217174,-1.659876,-1.5293835,-0.9024394,-0.7133524,-0.189087
70,-1.3195533,-1.2605537,"('lethargic', 'energetic')",-0.7381457,-0.632326,-0.4956978,-0.31313235,0.5078501,0.4704849,-0.5113866,-0.4338818,-0.0775048
36,1.2830722,1.4797126,"('hostile', 'amicable')",1.0939615,1.0849671,-0.026610412,0.3053362,1.0763301,1.139077,0.8566884,1.0022732,-0.1455848
5,1.2130109,1.3592578,"('distant', 'outgoing')",1.5430735,1.3855989,-0.30711645,-0.52218074,-0.2811494,-0.2745263,0.5419546,0.4870374,0.0549172
14,-1.1740361,-0.92356646,"('antisocial', 'social')",-0.082325116,0.20603743,0.6301923,0.8338686,-1.1909066,-0.9621229,-0.4542689,-0.2114458,-0.2428231
64,-1.1731108,-1.0702364,"('shy', 'confident')",-0.9191172,-0.8711635,0.06597284,-0.16046035,-6.672739,-6.572863,-2.1747484,-2.1686809,-0.0060675
6,1.1614228,1.3303684,"('distant', 'open')",1.4867547,1.3341345,-0.33997613,-0.54484653,0.74569887,0.7107471,0.7634751,0.7076008,0.0558743
8,1.1436533,1.0589632,"('unaffectionate', 'affectionate')",1.1458772,0.97843224,-0.9712618,-1.1133455,1.279876,1.2007189,0.6495362,0.5311922,0.118344
63,-1.1392062,-0.97942954,"('unperceptive', 'insightful')",-0.33450395,-0.3387272,-0.6694929,-0.58579916,0.8626995,0.7430171,-0.3201259,-0.2902347,-0.0298912
62,-1.1090983,-0.8895575,"('incompetent', 'brilliant')",-0.42846754,-0.32771417,-0.5756923,-0.49440244,-0.18284455,-0.08917936,-0.5740257,-0.4502134,-0.1238123
66,1.0969423,1.0346185,"('inactive', 'active')",-0.0035819598,-0.118228875,0.4521864,0.33498546,1.6430236,1.3866754,0.7971426,0.6595126,0.13763
85,1.0915647,1.0572935,"('insignificant', 'prestigious')",1.4248053,1.2359236,0.06601015,0.25361893,1.5158192,1.5530897,1.0245498,1.0249815,-0.0004317
24,-1.0882165,-0.94247913,"('dishonest', 'honest')",0.57097554,0.6087261,-0.8675214,-0.87786406,0.7251896,0.85002273,-0.1648932,-0.0903986,-0.0744946
71,1.0116472,0.99285424,"('diffident', 'self-confident')",1.8606982,1.7293715,-0.12650771,-0.37157643,0.66130006,0.56158304,0.8517845,0.7280581,0.1237264
56,-1.0084496,-0.8593141,"('impractical', 'practical')",0.117029905,0.09428406,0.21393782,0.3489483,-0.3632769,-0.30224168,-0.2601897,-0.1795809,-0.0806088
58,-1.0030361,-0.88492775,"('undiscriminating', 'discriminating')",0.23483385,0.2540412,0.792322,0.84172875,-0.019604286,-0.015443689,0.0011288,0.0488496,-0.0477208
25,0.97195965,0.9181593,"('egoistic', 'altruistic')",1.2746836,1.2080476,0.8179999,0.7179422,1.6337243,1.7848586,1.1745919,1.157252,0.0173399
33,0.9612132,0.7910604,"('wrong', 'right')",1.2266167,0.9352397,0.109950565,-0.20145966,-0.11996195,-0.2621959,0.5444546,0.3156611,0.2287935
51,-0.9409032,-0.8525107,"('uneducated', 'educated')",-0.59836185,-0.3147278,0.0046930835,0.28821954,0.5703115,0.62428784,-0.2410651,-0.0636828,-0.1773823
7,-0.92705417,-0.8459087,"('insensitive', 'sensitive')",-0.6353275,-0.64501435,-1.0972316,-0.9848362,0.775034,0.695386,-0.4711449,-0.4450933,-0.0260516
79,0.86537725,0.9537158,"('wavering', 'unwavering')",-0.17170626,-0.28729105,-1.1827813,-0.9382852,0.6336795,0.58496827,0.0361423,0.078277,-0.0421347
19,0.86511064,0.87596035,"('inhospitable', 'hospitable')",1.3109545,1.202453,-0.08771287,-0.0670099,0.12994899,0.085190944,0.5545753,0.5241486,0.0304267
78,-0.78882366,-0.89032584,"('nonresilient', 'resilient')",-0.7565822,-0.8919665,-0.34102374,-0.5626242,0.41567525,0.1507704,-0.3676886,-0.5485365,0.1808479
15,0.782498,0.9314325,"('boring', 'funny')",1.6394811,1.723905,1.0252063,1.2515076,0.36786118,0.34340534,0.9537616,1.0625626,-0.108801
53,-0.7473592,-0.8063939,"('uncreative', 'creative')",0.15825205,-0.01697448,0.52333856,0.5348331,1.4065961,1.4337428,0.3352069,0.2863019,0.048905
1,-0.7180552,-0.6612005,"('unfriendly', 'friendly')",1.4107175,1.232865,-0.28881413,-0.34120122,2.3038206,2.3296459,0.6769172,0.6400273,0.0368899
83,-0.6780338,-0.52657175,"('powerless', 'powerful')",-0.011548802,0.08404753,-1.4251637,-1.3593959,-1.4241655,-1.341624,-0.884728,-0.785886,-0.098842
44,0.63834816,0.453008,"('prejudiced', 'unprejudiced')",-0.5130703,-0.59547925,0.12155308,0.004993966,-1.4459268,-1.4867325,-0.299774,-0.4060524,0.1062784
2,0.63314074,0.95636,"('unlikable', 'likable')",1.2630029,1.4064004,1.4560772,1.8388507,0.78036785,1.1240145,1.0331472,1.3314065,-0.2982593
31,0.63274467,0.75667983,"('evil', 'good')",1.1032373,0.98510915,0.41119277,0.2596506,-0.73612773,-0.6985829,0.3527618,0.3257142,0.0270476
76,-0.6209582,-0.50613725,"('anxious', 'daring')",-0.58867615,-0.39696133,0.008787228,0.2839735,-0.9492959,-0.7578314,-0.5375357,-0.3442391,-0.1932966
87,0.5982595,0.5983417,"('unsuccessful', 'successful')",1.1532545,1.1573932,0.7857703,0.8666951,0.8809005,0.85868645,0.8545462,0.8702791,-0.0157329
47,-0.5938024,-0.5063822,"('stupid', 'smart')",0.17318833,0.25247082,0.6553057,0.9222113,4.937813,4.7670054,1.2931261,1.3588264,-0.0657003
61,-0.5935839,-0.44971943,"('illogical', 'logical')",1.030844,1.0477881,-0.44683743,-0.3940084,-0.078924134,0.066866815,-0.0221254,0.0677318,-0.0898572
39,0.5763583,0.4288424,"('exploitative', 'cooperative')",1.9172534,1.9067483,1.8863736,1.9483153,-0.02575218,0.05064492,1.0885583,1.0836377,0.0049206
9,0.51409835,0.52564466,"('unaffectionate', 'caring')",1.488388,1.386493,-0.79199505,-0.9519642,2.0055683,1.9454509,0.8040149,0.7264061,0.0776088
54,0.46879023,0.4979548,"('incapable', 'capable')",1.2892087,1.1191636,-0.5711143,-0.6138224,1.1786948,1.1121812,0.5913949,0.5288693,0.0625256
50,0.45566434,0.458722,"('clumsy', 'skillful')",-0.2792717,-0.30939758,-0.23063171,0.041164532,0.5920492,0.5651953,0.1344525,0.1889211,-0.0544686
49,-0.4521809,-0.29061484,"('unable', 'able')",-0.3917934,-0.35678494,-1.0637851,-0.86471796,-0.7762939,-0.7977715,-0.6710134,-0.5774723,-0.0935411
73,0.4498789,0.4895502,"('helpless', 'self-reliant')",1.146368,1.1412781,0.8583014,0.7297243,-3.035457,-3.1359174,-0.1452271,-0.1938412,0.0486141
12,-0.43673497,-0.410241,"('unsupportive', 'supportive')",0.8651714,0.8433694,-1.1196462,-1.348762,-1.6099302,-1.6964539,-0.575285,-0.6530219,0.0777369
74,-0.4347403,-0.2934988,"('undedicated', 'dedicated')",1.1658653,1.213563,0.15997615,0.42259747,0.49021584,0.65766376,0.3453292,0.5000814,-0.1547522
20,-0.40990296,-0.41734266,"('rough', 'thoughtful')",0.6288758,0.4564869,0.55959684,0.54871607,0.51739,0.52488697,0.3239899,0.2781868,0.0458031
17,0.3930108,0.5022821,"('nasty', 'nice')",-0.06383037,0.037428115,-0.07114588,0.073366106,-1.1598971,-1.0500832,-0.2254656,-0.1092517,-0.1162139
28,-0.38681057,-0.23555294,"('disloyal', 'loyal')",0.2512391,0.40169317,-0.8152888,-0.6714415,1.3076593,1.3985847,0.0891998,0.2233209,-0.1341211
13,-0.34499517,-0.25734794,"('impolite', 'polite')",-0.6353784,-0.5345428,-0.13958043,-0.093445435,-0.6970896,-0.65920657,-0.4542609,-0.3861357,-0.0681252
40,-0.34076732,-0.22388774,"('stingy', 'generous')",0.4143457,0.51289046,-0.27466115,-0.40424854,-1.3283596,-1.3383465,-0.3823606,-0.3633981,-0.0189625
42,-0.3364418,-0.15829942,"('unreliable', 'reliable')",0.5458579,0.5431981,0.06835103,0.06662874,-3.1156218,-3.089202,-0.7094637,-0.6594186,-0.0500451
52,0.3352514,0.39061624,"('irrational', 'rational')",1.4307432,1.4299666,-0.624129,-0.5683635,0.76150876,0.76052487,0.4758435,0.5031861,-0.0273426
80,-0.3297721,-0.529017,"('dominated', 'dominating')",-0.88900256,-0.7526758,-0.21282107,-0.41889003,-1.6972634,-1.9064326,-0.7822148,-0.9017538,0.119539
18,-0.29855797,-0.06151715,"('disagreeable', 'welcoming')",0.12349135,0.21871862,-0.9627676,-0.8467403,-0.3986356,-0.2838889,-0.3841175,-0.2433569,-0.1407606
41,-0.27660125,0.04821658,"('unforgiving', 'forgiving')",0.25400487,0.4060407,-0.36710525,-0.044583075,-0.17159341,-0.15285832,-0.1403238,0.064204,-0.2045278
29,-0.2526058,-0.26649773,"('unfair', 'fair')",0.017605172,-0.14186637,-0.1421476,-0.33049026,-0.79978603,-0.74491704,-0.2942336,-0.3709429,0.0767093
67,-0.24754496,-0.34256598,"('doubtful', 'determined')",0.21363038,0.054486442,0.41562617,0.38750482,-0.53306687,-0.4982947,-0.0378388,-0.0997174,0.0618786
75,0.24279103,0.3022335,"('meek', 'impulsive')",-1.2563763,-1.3005792,-0.7696862,-0.6190705,-0.2381507,-0.28763995,-0.5053555,-0.476264,-0.0290915
34,-0.20146765,-0.003727004,"('mean', 'honorable')",-0.102339245,-0.08685836,0.17697066,0.46329048,5.987109,6.0741906,1.4650682,1.6117239,-0.1466557
4,0.167595,0.35266218,"('disliked', 'liked')",0.06727864,0.22643052,-0.19566733,-0.065081365,-6.239638,-6.1076465,-1.5501078,-1.3984088,-0.151699
37,0.16045085,-0.17027646,"('fake', 'genuine')",0.074555054,-0.1338092,-0.2503069,-0.5171037,0.31643498,0.26957208,0.0752835,-0.1379043,0.2131878
