,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,male-female
39,2.5710115,2.4368327,"('exploitative', 'cooperative')",0.81320494,0.7858747,0.2237418,0.21832213,1.2026528,1.1470098,0.055643
74,1.5511011,1.6418438,"('undedicated', 'dedicated')",-0.31652236,-0.29772052,-0.57502353,-0.63885313,0.2198517,0.23509,-0.0152383
71,1.5393431,1.6530252,"('diffident', 'self-confident')",1.4401586,1.4961922,0.040718347,0.19181654,1.00674,1.113678,-0.106938
73,1.4719553,1.6522694,"('helpless', 'self-reliant')",0.13205665,0.16042443,-3.66028,-3.6041536,-0.6854227,-0.5971533,-0.0882694
24,1.2433466,1.3599136,"('dishonest', 'honest')",-0.95555645,-0.91628176,-0.081753686,0.09277481,0.0686788,0.1788022,-0.1101234
78,-1.230302,-1.0628926,"('nonresilient', 'resilient')",0.70735997,0.9365406,0.408899,0.2951093,-0.0380143,0.0562524,-0.0942667
58,1.0695008,0.9799392,"('undiscriminating', 'discriminating')",0.49961478,0.059882943,-0.08209007,-0.2454054,0.4956752,0.2648056,0.2308696
66,1.0595344,1.1435428,"('inactive', 'active')",-0.56491095,-0.45116925,0.42200506,0.5936332,0.3055428,0.4286689,-0.1231261
35,1.0590079,0.8854679,"('corrupt', 'incorrupt')",0.17347714,0.1090215,-1.2575235,-1.1576164,-0.0083462,-0.0543757,0.0460295
31,-0.91330653,-0.83182204,"('evil', 'good')",0.20967281,-0.28350967,-1.6200346,-1.5733545,-0.7745561,-0.8962287,0.1216726
26,0.8253241,0.68798184,"('hardhearted', 'benevolent')",1.1840155,0.8733723,1.2677745,1.1400104,1.0923713,0.9004548,0.1919165
61,0.806073,0.77812076,"('illogical', 'logical')",0.376554,0.36592096,0.42999178,0.44639975,0.5375396,0.5301472,0.0073924
47,-0.79679304,-0.6515942,"('stupid', 'smart')",-0.009277165,0.05755489,5.2011757,5.543262,1.4650351,1.6497409,-0.1847058
42,0.78976244,1.0222409,"('unreliable', 'reliable')",-0.66188574,-0.59112,-2.7795708,-2.9360492,-0.883898,-0.8349761,-0.0489219
49,-0.7672701,-0.82024485,"('unable', 'able')",0.07877295,0.36694965,-0.44075668,-0.15706915,-0.376418,-0.2034548,-0.1729632
84,0.74077797,0.59116966,"('inferior', 'superior')",0.995982,0.9321241,0.54643077,0.5000066,0.7610636,0.6744335,0.0866301
76,0.73782444,0.77259916,"('anxious', 'daring')",-0.5320965,-0.30001774,0.35933048,0.28126812,0.1883528,0.2512832,-0.0629304
17,0.7336943,0.46869946,"('nasty', 'nice')",-0.3015047,-0.4459774,-0.8919193,-0.85463816,-0.1532432,-0.2773054,0.1240622
44,-0.726444,-0.73826814,"('prejudiced', 'unprejudiced')",-0.08640808,0.17787616,-1.0072246,-0.96613896,-0.6066922,-0.5088437,-0.0978485
40,0.71263933,0.7685129,"('stingy', 'generous')",0.39093104,0.1739149,-2.3044808,-2.5119176,-0.4003035,-0.5231632,0.1228597
72,0.69210505,0.77472115,"('unambitious', 'ambitious')",0.16896854,0.24087358,-0.3951553,-0.27495173,0.1553061,0.246881,-0.0915749
13,0.6900122,0.82675904,"('impolite', 'polite')",-0.6556321,-0.5342082,-0.73478854,-0.7179148,-0.2334695,-0.141788,-0.0916815
9,0.6643823,0.66800827,"('unaffectionate', 'caring')",-0.07718146,-0.099932134,0.35526526,0.5556906,0.3141554,0.3745889,-0.0604335
34,-0.65419835,-0.6528787,"('mean', 'honorable')",0.21045402,0.3258837,5.3017263,5.579048,1.6193274,1.7506844,-0.131357
77,-0.64342916,-0.7192271,"('unmotivated', 'motivated')",0.90114456,0.8890807,-0.7013593,-0.6673892,-0.1478813,-0.1658452,0.0179639
87,0.6405569,0.71339715,"('unsuccessful', 'successful')",-0.39109808,0.004892111,0.5923902,0.71884674,0.2806163,0.4790453,-0.198429
46,-0.6010934,-0.58920896,"('uncompetitive', 'competitive')",-0.9748733,-0.7852958,-0.41661865,-0.6482123,-0.6641951,-0.674239,0.0100439
3,-0.5982134,-0.5396692,"('repellent', 'pleasant')",-0.82860833,-0.8080299,1.296656,1.2866093,-0.0433886,-0.0203633,-0.0230253
82,-0.5519614,-0.54472333,"('poor', 'rich')",-0.19124278,-0.153171,6.293014,6.6021476,1.8499366,1.9680843,-0.1181477
51,0.48675168,0.3756534,"('uneducated', 'educated')",0.03597943,-0.021525346,0.43487626,0.38195327,0.3192025,0.2453604,0.0738421
60,0.48602378,0.5896366,"('inefficient', 'efficient')",-0.2775054,-0.0005325042,0.108021416,0.23157018,0.1055133,0.2735581,-0.1680448
38,0.47905564,0.6773897,"('untruthful', 'truthful')",0.060269237,0.26553994,-0.95749485,-0.7123729,-0.13939,0.0768522,-0.2162422
15,-0.47070205,-0.6130902,"('boring', 'funny')",0.63069385,0.57586384,-0.69896615,-0.6885603,-0.1796581,-0.2419289,0.0622708
29,-0.45676273,-0.5562152,"('unfair', 'fair')",0.063789845,-0.031130247,-0.5693815,-0.6729283,-0.3207848,-0.4200912,0.0993064
4,-0.45133945,-0.5410372,"('disliked', 'liked')",0.08182002,-0.09776302,-7.8201814,-8.083699,-2.7299004,-2.9074999,0.1775995
80,0.4172265,0.5637425,"('dominated', 'dominating')",-0.24827339,0.14099118,0.03513167,0.0012402609,0.0680283,0.2353247,-0.1672964
85,0.4075429,0.29854962,"('insignificant', 'prestigious')",1.1444029,0.9644698,-1.3338,-1.0582666,0.0727153,0.0682509,0.0044644
25,0.40608996,0.27616712,"('egoistic', 'altruistic')",1.412023,1.2057709,1.1233459,1.1660471,0.9804862,0.8826617,0.0978245
18,0.38590518,0.4106407,"('disagreeable', 'welcoming')",0.057356745,-0.081990145,-0.82978183,-0.8287329,-0.12884,-0.1666941,0.0378541
57,-0.38194606,-0.51399904,"('unimaginative', 'imaginative')",-0.3173821,-0.26139894,-2.7562816,-3.0108778,-1.1518699,-1.262092,0.1102221
81,0.37296292,0.4468209,"('submissive', 'aggressive')",0.30927175,0.37333012,-0.18759862,-0.2005088,0.1648787,0.2065474,-0.0416687
10,0.3567136,0.4997804,"('unsympathetic', 'sympathetic')",-1.5964955,-1.3818741,-0.19939785,-0.17610744,-0.4797266,-0.3527337,-0.1269929
16,-0.34816718,-0.5076284,"('unpopular', 'popular')",0.34716,0.23969293,0.014627144,0.015793651,0.00454,-0.0840473,0.0885873
21,-0.34695688,-0.20811793,"('immoral', 'moral')",0.30585963,0.36102107,-0.22621799,-0.28637412,-0.0891051,-0.0444903,-0.0446148
28,0.3386372,0.11362909,"('disloyal', 'loyal')",0.14290634,-0.034648165,0.9960552,0.8964789,0.4925329,0.3251533,0.1673796
8,-0.32321665,-0.4327787,"('unaffectionate', 'affectionate')",0.3361466,0.079206124,-0.3252924,-0.14599833,-0.1041208,-0.1665236,0.0624028
83,0.3224361,0.21511063,"('powerless', 'powerful')",0.4083555,0.32395858,-0.7635622,-0.766799,-0.0109235,-0.0759099,0.0649864
19,0.3219684,0.3428787,"('inhospitable', 'hospitable')",-0.276593,-0.31722808,-1.1663486,-1.0082023,-0.3736577,-0.3275172,-0.0461405
69,-0.32159337,-0.13210052,"('lazy', 'industrious')",1.3900168,1.4761873,-1.5775923,-1.3815957,-0.169723,-0.0125029,-0.1572201
20,0.31293082,0.13222662,"('rough', 'thoughtful')",1.8262213,1.9347287,0.6563502,0.73225117,0.9318341,0.9330688,-0.0012347
45,-0.29057446,-0.13477693,"('incompetent', 'competent')",-0.73722184,-0.7377418,-0.5884661,-0.5367121,-0.5387541,-0.4697436,-0.0690105
36,0.2863793,-0.11471696,"('hostile', 'amicable')",-0.045345705,-0.6286452,-0.3479673,-0.437792,-0.0356446,-0.393718,0.3580734
55,-0.27232692,-0.10914039,"('incompetent', 'clever')",0.81821376,0.8917648,0.7285028,0.6811178,0.4247966,0.4879141,-0.0631175
0,-0.27144507,-0.33036843,"('unsociable', 'sociable')",-0.113307096,-0.29459453,-0.15741019,-0.2747643,-0.1807208,-0.2999091,0.1191883
41,0.26579648,0.28074655,"('unforgiving', 'forgiving')",0.14578015,-0.07936823,-0.5518851,-0.74452484,-0.0467695,-0.1810488,0.1342793
48,-0.26464862,-0.41710186,"('unintelligent', 'intelligent')",2.1865048,1.8753359,0.5773681,0.48484737,0.8330747,0.6476938,0.1853809
33,0.2568665,0.26806608,"('wrong', 'right')",0.41417122,0.4430677,-1.0514289,-0.9693199,-0.1267971,-0.086062,-0.0407351
12,0.25673556,0.45082492,"('unsupportive', 'supportive')",-0.18162325,0.014777157,-2.5681007,-2.5524101,-0.8309961,-0.6956027,-0.1353934
59,0.25188714,0.2560197,"('foolish', 'wise')",0.2910059,0.17248914,-0.79891366,-0.5078712,-0.0853402,-0.0264541,-0.0588861
1,0.22596478,0.04649519,"('unfriendly', 'friendly')",0.14119786,-0.24567951,0.47977823,0.56473637,0.2823136,0.1218507,0.1604629
56,-0.22567427,0.11271299,"('impractical', 'practical')",0.148007,0.31557193,-0.5570537,-0.47956407,-0.2115736,-0.0170931,-0.1944805
75,-0.21810865,-0.11397,"('meek', 'impulsive')",0.22341602,0.34781384,-0.7904657,-0.6924127,-0.2617194,-0.1528563,-0.1088631
88,-0.21001324,-0.27104142,"('low', 'eminent')",-0.20511065,-0.0997137,-0.65952325,-0.48603386,-0.3582157,-0.2855963,-0.0726194
65,0.20496003,0.12574965,"('insecure', 'secure')",-0.595973,-0.71282667,0.2649312,0.22897366,-0.0420273,-0.1193678,0.0773405
52,0.20287016,-0.09538143,"('irrational', 'rational')",0.23876615,-0.0017310455,-0.43619406,-0.34389994,0.0018141,-0.1470041,0.1488182
50,0.19326635,0.31396022,"('clumsy', 'skillful')",-0.2676033,-0.2326852,-0.25140536,-0.11854026,-0.1085808,-0.0124217,-0.0961591
30,0.18454348,0.2660052,"('intolerant', 'tolerant')",-0.12562385,-0.28476316,0.039837815,0.07681666,0.0329191,0.0193529,0.0135662
62,-0.17867044,0.10640339,"('incompetent', 'brilliant')",0.624473,1.0314,0.037420966,0.28129414,0.1610745,0.4730325,-0.311958
53,0.16791649,-0.11374545,"('uncreative', 'creative')",0.45780104,0.22626016,0.3553735,0.25749558,0.3270303,0.1233368,0.2036935
14,-0.16408363,-0.15815912,"('antisocial', 'social')",0.47917637,0.4601192,0.15577152,0.07127239,0.1569548,0.1244108,0.032544
68,0.15805182,0.17116238,"('dependent', 'independent')",-0.46446955,-0.5231231,-1.1075625,-1.0968482,-0.4713267,-0.4829363,0.0116096
32,0.15712604,0.39361513,"('unkind', 'kind')",-0.4846194,-0.21839353,0.24054,0.3490815,-0.0289845,0.1747677,-0.2037522
67,-0.1433422,0.017980335,"('doubtful', 'determined')",-0.79304826,-0.81215394,-0.61607736,-0.5254805,-0.5174893,-0.4398847,-0.0776046
63,0.1399522,0.35688466,"('unperceptive', 'insightful')",-0.35244188,-0.2134676,0.12409815,0.1266917,-0.0294638,0.0900363,-0.1195001
27,-0.1290731,-0.23623061,"('hardhearted', 'softhearted')",-1.0686074,-1.0629046,0.4129553,0.5318425,-0.2615751,-0.2557642,-0.0058109
43,-0.12399897,0.019638091,"('irresponsible', 'responsible')",-0.61129946,-0.34406206,-0.0997844,-0.05855919,-0.2783609,-0.127661,-0.1506999
23,0.12338122,0.12602985,"('insincere', 'sincere')",-1.0092366,-0.91277045,5.720123,5.9241214,1.6114225,1.7124602,-0.1010377
37,-0.11374158,-0.21771489,"('fake', 'genuine')",-0.38839126,-0.33360487,-0.58803445,-0.45995024,-0.3633891,-0.33709,-0.0262991
86,-0.11300184,-0.098463334,"('uninfluential', 'influential')",-0.04662654,-0.18382484,-0.5490719,-0.5523202,-0.2362334,-0.2782028,0.0419694
70,-0.105002835,0.21501064,"('lethargic', 'energetic')",-0.71778995,-0.5268108,0.41292322,0.39263326,-0.1366232,0.0269444,-0.1635676
22,-0.06709248,0.05735775,"('untrustworthy', 'trustworthy')",-0.31883734,-0.29456452,-0.7581614,-0.86023545,-0.3813637,-0.3658141,-0.0155496
54,-0.06421174,-0.029078413,"('incapable', 'capable')",-0.2057216,-0.056763023,0.23797622,0.540139,-0.0106524,0.1514325,-0.1620849
5,0.06289535,0.041997023,"('distant', 'outgoing')",-0.38871756,-0.3364042,-1.3833286,-1.296178,-0.5697169,-0.5301951,-0.0395218
64,0.04799209,0.13905752,"('shy', 'confident')",-0.52953225,-0.50343114,-6.3955154,-6.5770063,-2.2923519,-2.3137933,0.0214414
79,0.04291023,0.05118483,"('wavering', 'unwavering')",-0.78854614,-0.86682063,-0.7745164,-0.57150686,-0.5067174,-0.4623809,-0.0443365
6,0.040066466,0.02834417,"('distant', 'open')",-0.60952884,-0.55867815,-1.242606,-1.0670892,-0.6040228,-0.5324744,-0.0715484
11,0.03325901,0.12987427,"('unhelpful', 'helpful')",-0.5088962,-0.281004,1.6727048,1.7034638,0.3990225,0.5174447,-0.1184222
7,0.018316027,-0.12904015,"('insensitive', 'sensitive')",-0.7241179,-0.7012958,0.25169277,0.24962617,-0.1513697,-0.1935699,0.0422002
2,0.0093624275,0.33036077,"('unlikable', 'likable')",0.21214128,0.25293592,-0.045148514,0.19675864,0.0587851,0.2600184,-0.2012333
