,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
38,0.42015737,0.2505725,"('untruthful', 'truthful')",-0.12886094,-0.22011846,0.31714818,0.13656029,0.2028149,0.0556714,0.1471435
47,0.4131625,-0.20169435,"('stupid', 'smart')",0.47183886,0.15569258,5.5070624,5.356241,2.1306879,1.7700798,0.3606081
27,-0.35854274,-0.74031806,"('hardhearted', 'softhearted')",-0.7402775,-0.87093806,1.2720026,1.1321042,0.0577275,-0.1597173,0.2174448
29,-0.34226185,-0.32953277,"('unfair', 'fair')",0.17933598,0.14614487,-0.5187397,-0.35660923,-0.2272218,-0.179999,-0.0472228
40,-0.33376926,-0.16623117,"('stingy', 'generous')",0.24206796,0.19300385,-2.1421254,-2.0275388,-0.7446089,-0.666922,-0.0776869
22,0.29749715,-0.2339418,"('untrustworthy', 'trustworthy')",0.63959897,0.41147658,-1.3289982,-1.2252289,-0.130634,-0.3492314,0.2185974
72,0.27688453,-0.25151756,"('unambitious', 'ambitious')",-0.9553343,-1.0262899,-0.15199336,-0.48718303,-0.2768144,-0.5883302,0.3115158
28,0.26834923,-0.10539334,"('disloyal', 'loyal')",-0.6474241,-0.87351274,1.5300465,1.3811281,0.3836572,0.134074,0.2495832
57,0.2573438,0.08857287,"('unimaginative', 'imaginative')",-0.7373211,-0.91300225,-3.057699,-2.7593327,-1.1792254,-1.1945874,0.015362
68,0.23487887,-0.13158998,"('dependent', 'independent')",0.36258274,0.1955298,-0.47261786,-0.6490369,0.0416146,-0.1950324,0.236647
83,0.18559313,0.23958853,"('powerless', 'powerful')",-0.54702127,-0.51721746,-0.8449326,-0.89285976,-0.4021203,-0.3901629,-0.0119574
82,-0.18157966,-0.24865825,"('poor', 'rich')",-0.13148949,-0.09300505,6.778227,6.7153735,2.1550525,2.1245701,0.0304824
15,-0.16802724,-0.010989837,"('boring', 'funny')",-0.49523672,-0.36177638,-0.15962017,-0.0751874,-0.2742947,-0.1493179,-0.1249768
49,0.15265349,-0.2351536,"('unable', 'able')",-0.16549426,-0.27918252,0.065187916,-0.18594489,0.017449,-0.233427,0.250876
20,0.12974262,0.026591087,"('rough', 'thoughtful')",0.03581317,-0.14793758,0.7957646,0.8064663,0.3204401,0.2283733,0.0920668
73,0.120759524,0.35248417,"('helpless', 'self-reliant')",1.0491301,1.0435332,-3.3279424,-3.601593,-0.719351,-0.7351919,0.0158409
78,0.08139201,0.051735327,"('nonresilient', 'resilient')",-0.48802394,-0.57469684,0.7246087,0.4945769,0.1059923,-0.0094615,0.1154538
17,-0.019105703,0.10928684,"('nasty', 'nice')",-0.41798148,-0.33689237,-0.92567337,-0.96726406,-0.4542535,-0.3982898,-0.0559637
