,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
31,-3.4393978,-2.7519927,"('evil', 'good')",-0.75187176,-0.34033862,-1.3946681,-1.5869783,-1.8619792,-1.5597699,-0.3022093
60,3.2108245,1.9735583,"('inefficient', 'efficient')",0.41663563,-0.12922102,0.5848475,0.73846585,1.4041025,0.8609343,0.5431682
56,2.960439,2.1568837,"('impractical', 'practical')",1.0009751,0.62380195,-0.2109542,-0.010577725,1.2501533,0.9233693,0.326784
16,-2.8353462,-2.096594,"('unpopular', 'popular')",-1.716655,-1.3291155,-0.051583614,-0.12602319,-1.5345283,-1.183911,-0.3506173
55,2.5990055,1.9227979,"('incompetent', 'clever')",0.13796762,-0.21581875,0.36525393,0.56151575,1.0340757,0.7561649,0.2779108
14,2.5862074,2.1315694,"('antisocial', 'social')",1.0315903,0.87525386,-0.40221077,0.006299746,1.0718624,1.0043743,0.0674881
21,2.545857,2.1078281,"('immoral', 'moral')",0.39986858,0.07078235,-0.35691229,-0.26448005,0.8629377,0.6380435,0.2248942
85,-2.5022297,-1.4502493,"('insignificant', 'prestigious')",-1.5162153,-0.9714341,-1.0716661,-1.0947807,-1.6967038,-1.1721547,-0.5245491
13,2.3126004,1.8299966,"('impolite', 'polite')",0.49527985,0.30263883,-0.32611668,-0.14535937,0.8272545,0.6624253,0.1648292
75,-2.206454,-1.558557,"('meek', 'impulsive')",-0.25116923,-0.10709426,-1.1128379,-1.2272497,-1.1901538,-0.9643003,-0.2258535
36,-2.1934905,-1.304304,"('hostile', 'amicable')",-1.1537731,-0.680871,-0.6669147,-0.7354434,-1.3380594,-0.9068728,-0.4311866
10,2.1664696,1.4611932,"('unsympathetic', 'sympathetic')",-0.6333479,-0.8844506,0.36861095,0.6769209,0.6339109,0.4178878,0.2160231
52,-2.1625082,-1.5766839,"('irrational', 'rational')",-1.0635977,-0.79478383,-0.13960423,-0.46535867,-1.1219034,-0.9456088,-0.1762946
62,2.1541314,1.2337356,"('incompetent', 'brilliant')",0.40094835,-0.09531918,0.9619083,0.80219537,1.1723293,0.6468706,0.5254587
81,2.0634544,1.3237988,"('submissive', 'aggressive')",1.0097144,0.55950284,0.09962918,-0.004351571,1.0575993,0.6263167,0.4312826
0,2.062611,1.7885472,"('unsociable', 'sociable')",-0.49571332,-0.52075714,-0.14295863,0.060430598,0.4746464,0.4427402,0.0319062
35,-1.957611,-1.2419568,"('corrupt', 'incorrupt')",-0.35283884,-0.085273385,-0.9862922,-1.1096473,-1.098914,-0.8122925,-0.2866215
30,1.8958168,1.322268,"('intolerant', 'tolerant')",0.020324068,0.054804806,0.8249667,1.1808846,0.9137026,0.8526525,0.0610501
48,1.8100976,1.1222526,"('unintelligent', 'intelligent')",-0.43722522,-0.82761997,1.1623758,1.0229926,0.8450828,0.4392084,0.4058744
43,1.7355459,1.3173313,"('irresponsible', 'responsible')",0.21870023,0.06169529,0.51027745,0.9454005,0.8215079,0.774809,0.0466989
79,-1.7141417,-0.90862757,"('wavering', 'unwavering')",-0.80683386,-0.4972453,-0.2780371,-0.4828113,-0.9330042,-0.6295614,-0.3034428
66,-1.6958903,-1.3645602,"('inactive', 'active')",-0.38586688,-0.2285988,0.32010216,0.10412636,-0.5872183,-0.4963442,-0.0908741
4,-1.6386319,-0.9915581,"('disliked', 'liked')",-0.29120094,0.0011280477,-7.4324355,-7.2914724,-3.1207561,-2.7606341,-0.360122
80,1.6297573,1.0018803,"('dominated', 'dominating')",0.9317649,0.5099679,-0.5681046,-0.65090555,0.6644725,0.2869809,0.3774916
65,1.6069729,1.1327493,"('insecure', 'secure')",0.91524726,0.7755968,0.02694749,0.1993579,0.8497225,0.7025681,0.1471544
39,1.6020863,0.9998994,"('exploitative', 'cooperative')",0.54387623,0.36755675,0.03189029,0.052205723,0.725951,0.4732206,0.2527304
23,1.5946206,0.7379938,"('insincere', 'sincere')",-0.4816851,-0.71518415,6.586373,6.4171615,2.5664361,2.146657,0.4197791
46,1.5836345,1.1796025,"('uncompetitive', 'competitive')",-0.28937688,-0.41783434,-0.44303,-0.20549175,0.2837425,0.1854255,0.098317
37,1.5611291,1.1758114,"('fake', 'genuine')",0.727496,0.48588768,0.5509927,0.6629599,0.9465393,0.7748863,0.171653
12,1.5418615,1.5208784,"('unsupportive', 'supportive')",0.038885422,0.11062752,-1.8841925,-1.6897137,-0.1011485,-0.0194026,-0.0817459
70,1.4234332,0.8103645,"('lethargic', 'energetic')",0.42359737,0.15400732,0.56112206,0.7417238,0.8027175,0.5686985,0.234019
7,1.3659152,0.876656,"('insensitive', 'sensitive')",-0.026430314,-0.24076243,0.641425,0.8619458,0.6603033,0.4992798,0.1610235
45,1.3408192,0.76611596,"('incompetent', 'competent')",0.31113133,0.22928742,0.12605973,0.3957591,0.5926701,0.4637208,0.1289493
8,-1.3406589,-1.0247,"('unaffectionate', 'affectionate')",-1.6764734,-1.362389,0.5024415,0.33264527,-0.8382303,-0.6848146,-0.1534157
5,-1.3081287,-0.6667425,"('distant', 'outgoing')",-0.70528954,-0.4408846,-0.7228686,-0.8612625,-0.9120956,-0.6562966,-0.255799
69,-1.3044293,-0.66767627,"('lazy', 'industrious')",0.96873826,1.3052088,-1.1325276,-1.1439648,-0.4894062,-0.1688107,-0.3205955
88,-1.3008915,-0.9417211,"('low', 'eminent')",-1.3725637,-1.1789895,-0.3818624,-0.2015901,-1.0184392,-0.7741002,-0.244339
63,1.2883465,0.87201506,"('unperceptive', 'insightful')",-0.08323915,-0.021778574,0.9293443,0.9809573,0.7114839,0.6103979,0.101086
24,1.2661353,0.7695209,"('dishonest', 'honest')",-0.6190877,-0.8972622,1.085446,1.1169478,0.5774979,0.3297355,0.2477624
51,1.1458069,1.0335052,"('uneducated', 'educated')",0.120188415,0.04739101,0.40431708,0.41340125,0.5567708,0.4980992,0.0586716
6,-1.1359087,-0.61369765,"('distant', 'open')",-1.0291787,-0.7474294,-0.7099897,-0.70472956,-0.9583591,-0.6886188,-0.2697403
54,-1.0940956,-1.0209758,"('incapable', 'capable')",-0.8406091,-0.73835707,0.95761096,0.5822484,-0.3256979,-0.3923615,0.0666636
32,1.0679138,0.6836091,"('unkind', 'kind')",-0.6594325,-0.6022134,0.85894877,1.1298115,0.4224767,0.4037358,0.0187409
18,-1.054739,-0.4955126,"('disagreeable', 'welcoming')",-0.6113283,-0.34915584,-0.8101299,-0.80725664,-0.8253991,-0.5506417,-0.2747574
50,-1.0261006,-0.6828368,"('clumsy', 'skillful')",-0.13646238,0.07206156,0.22797506,0.14567655,-0.3115293,-0.1550329,-0.1564964
59,-1.0134764,-0.34501687,"('foolish', 'wise')",0.041560806,0.27807274,-0.0846595,-0.18799789,-0.3521917,-0.0849807,-0.267211
26,-0.9920049,-0.7741312,"('hardhearted', 'benevolent')",-0.44939375,0.025652671,1.1430705,1.5601412,-0.0994427,0.2705542,-0.3699969
44,-0.97126424,-0.77612615,"('prejudiced', 'unprejudiced')",0.6175857,0.5052271,-1.7323555,-1.6810757,-0.6953447,-0.6506582,-0.0446865
61,0.9657111,0.7374854,"('illogical', 'logical')",-0.34898922,-0.3789872,0.46330836,0.654437,0.3600101,0.3376451,0.022365
86,0.93655384,0.9123301,"('uninfluential', 'influential')",-1.6394244,-1.4781828,-0.26600462,-0.06084902,-0.3229584,-0.2089006,-0.1140578
84,0.8931868,1.0299547,"('inferior', 'superior')",0.08375361,0.091826424,1.127708,1.1029967,0.7015495,0.7415926,-0.0400431
42,0.8768442,1.0257646,"('unreliable', 'reliable')",1.3683499,1.3263556,-3.2552469,-2.8013563,-0.3366842,-0.1497454,-0.1869388
41,0.8749896,0.8109426,"('unforgiving', 'forgiving')",-0.20889738,-0.008718703,-0.29659134,-0.034187995,0.123167,0.256012,-0.132845
67,0.86166763,1.0812358,"('doubtful', 'determined')",0.6614145,0.86501855,-0.47454202,-0.09105773,0.3495134,0.6183988,-0.2688854
53,-0.84085476,-0.87571424,"('uncreative', 'creative')",-2.073247,-1.9254692,0.37638843,0.6178348,-0.8459044,-0.7277829,-0.1181215
1,-0.81375,-0.9299705,"('unfriendly', 'friendly')",-2.2680748,-2.1249807,1.0770366,0.95973843,-0.6682627,-0.6984042,0.0301415
74,0.7894559,0.47457016,"('undedicated', 'dedicated')",0.041555386,0.03258491,-0.4346299,-0.18275216,0.1321271,0.1081343,0.0239928
71,0.7862194,1.0639561,"('diffident', 'self-confident')",0.5663341,0.71257794,0.3452081,0.19702885,0.5659206,0.6578543,-0.0919337
87,0.7511326,0.7621075,"('unsuccessful', 'successful')",0.15002061,0.18946859,0.7977843,0.5370103,0.5663125,0.4961955,0.070117
58,-0.75027865,-0.8502878,"('undiscriminating', 'discriminating')",-0.8825355,-0.8547496,0.29439846,0.46472362,-0.4461386,-0.4134379,-0.0327007
76,0.74412185,0.56008893,"('anxious', 'daring')",-0.3433134,-0.54327565,0.14308009,0.48187035,0.1812962,0.1662279,0.0150683
19,-0.7377375,-0.16509372,"('inhospitable', 'hospitable')",-0.67745185,-0.21980664,-0.46535414,-0.60249525,-0.6268478,-0.3291319,-0.2977159
77,0.6960838,0.44953203,"('unmotivated', 'motivated')",-0.78779703,-0.93211067,-0.8005669,-0.9527277,-0.2974267,-0.4784354,0.1810087
9,0.67880297,0.57831717,"('unaffectionate', 'caring')",-1.8944424,-1.6748778,1.4492009,1.2646306,0.0778538,0.0560233,0.0218305
11,0.678427,0.2593855,"('unhelpful', 'helpful')",-0.24776512,-0.5111485,2.6326623,2.51344,1.0211081,0.7538923,0.2672158
3,0.6514731,0.30708116,"('repellent', 'pleasant')",-0.26027894,-0.49513087,0.6897967,0.76285505,0.3603303,0.1916018,0.1687285
34,-0.5885018,-0.9442486,"('mean', 'honorable')",0.18156923,0.035764113,6.3412366,6.100778,1.9781014,1.7307645,0.2473369
64,0.5063363,0.7390619,"('shy', 'confident')",0.43974376,0.32351574,-6.6073256,-6.2531934,-1.8870818,-1.7302052,-0.1568766
25,-0.4866477,-0.2601534,"('egoistic', 'altruistic')",-0.52480555,-0.28342265,0.4410816,0.28868723,-0.1901239,-0.0849629,-0.105161
33,-0.43692333,0.038511377,"('wrong', 'right')",0.3343104,0.5352116,-1.1446443,-1.3177302,-0.4157524,-0.2480024,-0.16775
2,0.43137982,0.43232268,"('unlikable', 'likable')",0.065311685,0.15801728,0.117790505,0.38188353,0.2048273,0.3240745,-0.1192472
