,ecolab_male,ecolab_female,tuple,inc_male,inc_female,average_male,average_female,male-female
29,-0.41879714,-0.498324,"('unfair', 'fair')",-0.5613886,-0.61063445,-0.4900929,-0.5544792,0.0643863
16,-0.4180105,-0.68114233,"('unpopular', 'popular')",0.6818427,0.45301127,0.1319161,-0.1140655,0.2459816
64,0.41245726,0.49557346,"('shy', 'confident')",-6.039564,-5.8753963,-2.8135533,-2.6899114,-0.1236419
41,-0.38859415,-0.43145993,"('unforgiving', 'forgiving')",0.09154749,0.046427943,-0.1485233,-0.192516,0.0439927
43,0.38069335,0.5804596,"('irresponsible', 'responsible')",0.48644894,0.49805215,0.4335712,0.5392559,-0.1056847
12,0.37243518,0.4736627,"('unsupportive', 'supportive')",-2.104971,-1.6169364,-0.8662679,-0.5716369,-0.294631
24,-0.3695682,-0.26186475,"('dishonest', 'honest')",0.65742373,0.6447266,0.1439278,0.1914309,-0.0475031
59,0.3579731,0.2881712,"('foolish', 'wise')",0.28431866,0.4026766,0.3211459,0.3454239,-0.024278
14,0.341629,0.37314683,"('antisocial', 'social')",-0.4070352,-0.5099844,-0.0327031,-0.0684188,0.0357157
37,-0.3114039,-0.2737766,"('fake', 'genuine')",0.21288879,0.3036786,-0.0492576,0.014951,-0.0642086
34,0.28282505,0.39129803,"('mean', 'honorable')",5.7886715,5.754649,3.0357482,3.0729735,-0.0372253
51,-0.2783041,-0.25656512,"('uneducated', 'educated')",0.6223739,0.72034806,0.1720349,0.2318915,-0.0598566
50,0.2770865,0.22452226,"('clumsy', 'skillful')",0.07253856,0.1093798,0.1748125,0.166951,0.0078615
7,0.27135953,0.3991875,"('insensitive', 'sensitive')",0.1858395,0.5762768,0.2285995,0.4877321,-0.2591326
78,0.22135547,0.2317223,"('nonresilient', 'resilient')",-0.01342655,0.2220386,0.1039645,0.2268804,-0.1229159
70,0.21186475,0.5001235,"('lethargic', 'energetic')",0.53418523,0.7622093,0.373025,0.6311664,-0.2581414
23,0.21046093,0.2383855,"('insincere', 'sincere')",5.422294,5.4294834,2.8163776,2.8339345,-0.0175569
4,-0.19854267,-0.33653578,"('disliked', 'liked')",-6.2125845,-6.125746,-3.2055635,-3.2311409,0.0255774
2,0.18429695,0.13653526,"('unlikable', 'likable')",0.9708538,0.6609993,0.5775754,0.3987673,0.1788081
38,0.17795351,0.14726093,"('untruthful', 'truthful')",-0.3253421,-0.2805086,-0.0736943,-0.0666238,-0.0070705
28,-0.1500231,-0.26758757,"('disloyal', 'loyal')",0.69257325,0.54778534,0.2712751,0.1400989,0.1311762
17,0.10553332,0.03836616,"('nasty', 'nice')",-0.65488577,-0.65218496,-0.2746762,-0.3069094,0.0322332
85,0.10448216,-0.1689382,"('insignificant', 'prestigious')",0.16067863,0.09513886,0.1325804,-0.0368997,0.1694801
32,0.10437701,0.20481806,"('unkind', 'kind')",1.0608971,1.1111772,0.5826371,0.6579976,-0.0753605
54,-0.103057116,-0.14223266,"('incapable', 'capable')",1.2607828,1.1273997,0.5788628,0.4925835,0.0862793
26,0.0957387,0.09129437,"('hardhearted', 'benevolent')",1.51215,1.6996219,0.8039443,0.8954582,-0.0915139
33,0.09050584,0.15060142,"('wrong', 'right')",-0.87036175,-0.6433991,-0.389928,-0.2463989,-0.1435291
42,-0.07809345,0.06840626,"('unreliable', 'reliable')",-3.0986161,-2.841718,-1.5883548,-1.3866558,-0.201699
27,0.074303694,0.12851965,"('hardhearted', 'softhearted')",1.0128231,1.2556436,0.5435634,0.6920816,-0.1485182
75,-0.05170085,-0.29158917,"('meek', 'impulsive')",-0.30991745,-0.5502318,-0.1808092,-0.4209105,0.2401013
46,-0.049742818,0.12145024,"('uncompetitive', 'competitive')",-0.53099304,-0.541231,-0.2903679,-0.2098904,-0.0804775
88,0.041059256,-0.05763388,"('low', 'eminent')",0.33680445,0.26358634,0.1889319,0.1029762,0.0859557
9,0.032563217,-0.062802434,"('unaffectionate', 'caring')",0.8466532,1.0844972,0.4396082,0.5108474,-0.0712392
74,0.031042736,-0.020439293,"('undedicated', 'dedicated')",-0.062665366,0.041934777,-0.0158113,0.0107477,-0.026559
57,0.026797663,0.037353374,"('unimaginative', 'imaginative')",-2.4136655,-2.3003736,-1.1934339,-1.1315101,-0.0619238
65,0.019376356,0.11041572,"('insecure', 'secure')",0.0058218986,-0.033672012,0.0125991,0.0383719,-0.0257728
25,-0.01434283,-0.1110459,"('egoistic', 'altruistic')",1.5718364,1.2998188,0.7787468,0.5943865,0.1843603
52,-0.009670369,-0.344574,"('irrational', 'rational')",0.185498,-0.05500041,0.0879138,-0.1997872,0.287701
58,-0.0045262054,-0.19281067,"('undiscriminating', 'discriminating')",-0.2318334,-0.073140115,-0.1181798,-0.1329754,0.0147956
0,0.0035715103,0.09666107,"('unsociable', 'sociable')",-0.1354188,-0.052167043,-0.0659236,0.022247,-0.0881706
