,ecolab_male,ecolab_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,-1.7764896,-1.860114,"('inhospitable', 'hospitable')",-0.27188465,-0.15347418,-1.0241871,-1.0067941,-0.017393
60,1.6530567,1.7963709,"('inefficient', 'efficient')",0.3243886,0.4854399,0.9887227,1.1409054,-0.1521827
82,-1.6407915,-1.6194258,"('poor', 'rich')",6.09482,5.8709626,2.2270143,2.1257684,0.1012459
39,1.4579895,1.475921,"('exploitative', 'cooperative')",0.15606956,0.15863684,0.8070295,0.8172789,-0.0102494
56,1.3134129,1.4355468,"('impractical', 'practical')",0.077874616,0.1284807,0.6956438,0.7820137,-0.0863699
48,1.29887,1.1927441,"('unintelligent', 'intelligent')",0.9017346,1.0511044,1.1003022,1.1219243,-0.0216221
31,-1.2825142,-1.2690709,"('evil', 'good')",-1.1834927,-1.1664757,-1.2330034,-1.2177732,-0.0152302
73,1.2172929,1.1398162,"('helpless', 'self-reliant')",-3.130709,-3.1293225,-0.956708,-0.9947532,0.0380452
71,1.2069409,1.309481,"('diffident', 'self-confident')",0.13123155,0.5707751,0.6690862,0.9401281,-0.2710419
6,-1.1530864,-1.1171483,"('distant', 'open')",-0.06629889,0.030297752,-0.6096926,-0.5434253,-0.0662673
62,1.1160569,1.173298,"('incompetent', 'brilliant')",0.35444626,0.4092232,0.7352516,0.7912606,-0.056009
36,-1.0104353,-1.3435473,"('hostile', 'amicable')",0.3700874,-0.13325939,-0.320174,-0.7384034,0.4182294
30,1.0006568,1.0721719,"('intolerant', 'tolerant')",1.2242413,1.2517524,1.112449,1.1619622,-0.0495132
79,-0.9698911,-1.1506729,"('wavering', 'unwavering')",-0.5034447,-0.5308547,-0.7366679,-0.8407638,0.1040959
10,-0.92587066,-0.7613141,"('unsympathetic', 'sympathetic')",-0.60504836,-0.43322837,-0.7654595,-0.5972712,-0.1681883
8,-0.9025547,-1.1087162,"('unaffectionate', 'affectionate')",0.35851738,0.4805505,-0.2720187,-0.3140829,0.0420642
67,0.88771933,0.8679763,"('doubtful', 'determined')",-0.4593463,-0.59586644,0.2141865,0.1360549,0.0781316
21,0.84447265,0.76194024,"('immoral', 'moral')",-0.2139246,-0.40781647,0.315274,0.1770619,0.1382121
20,0.8007414,0.5704675,"('rough', 'thoughtful')",1.3073155,1.0412387,1.0540284,0.8058531,0.2481753
84,0.8000866,0.6672197,"('inferior', 'superior')",0.7784279,0.7767938,0.7892573,0.7220067,0.0672506
45,-0.78210384,-0.65709317,"('incompetent', 'competent')",-0.27671003,-0.1376253,-0.5294069,-0.3973593,-0.1320476
66,-0.76084536,-0.9949195,"('inactive', 'active')",0.3494544,0.4952764,-0.2056955,-0.2498215,0.044126
11,0.7541152,0.78393155,"('unhelpful', 'helpful')",1.8175837,1.9702368,1.2858495,1.3770841,-0.0912346
76,0.74849135,0.72984815,"('anxious', 'daring')",0.523708,0.32953474,0.6360997,0.5296915,0.1064082
5,-0.74331725,-0.7454201,"('distant', 'outgoing')",-0.48586276,-0.2863288,-0.61459,-0.5158744,-0.0987156
83,0.73069066,0.49387598,"('powerless', 'powerful')",-0.88739055,-0.9567213,-0.0783499,-0.2314227,0.1530728
3,-0.7181186,-0.6710939,"('repellent', 'pleasant')",0.21623966,-0.123716325,-0.2509395,-0.3974051,0.1464656
18,-0.71164435,-0.62358594,"('disagreeable', 'welcoming')",-0.46841058,-0.34057304,-0.5900275,-0.4820795,-0.107948
35,-0.7088471,-1.0782257,"('corrupt', 'incorrupt')",-0.3742743,-0.6070915,-0.5415607,-0.8426586,0.3010979
77,0.6996538,0.5952193,"('unmotivated', 'motivated')",-0.7677983,-0.79303074,-0.0340723,-0.0989057,0.0648334
80,0.69677097,0.72449744,"('dominated', 'dominating')",-1.2814791,-1.14032,-0.2923541,-0.2079113,-0.0844428
1,-0.6685911,-0.7094559,"('unfriendly', 'friendly')",1.3837004,1.5336694,0.3575546,0.4121067,-0.0545521
63,0.6368517,0.7904476,"('unperceptive', 'insightful')",0.8843595,1.2700238,0.7606056,1.0302358,-0.2696302
15,0.6228067,0.45402002,"('boring', 'funny')",0.58373797,0.4621138,0.6032723,0.4580669,0.1452054
87,0.62101334,0.44352272,"('unsuccessful', 'successful')",0.86842674,1.0074478,0.74472,0.7254853,0.0192347
44,0.61427045,0.50999284,"('prejudiced', 'unprejudiced')",-1.0694246,-1.3232329,-0.2275771,-0.40662,0.1790429
13,0.6096231,0.8525655,"('impolite', 'polite')",-0.39273733,-0.2066652,0.1084429,0.3229502,-0.2145073
53,-0.594166,-0.6991581,"('uncreative', 'creative')",1.050137,1.0665329,0.2279855,0.1836874,0.0442981
22,-0.58764577,-0.44182143,"('untrustworthy', 'trustworthy')",-0.7261829,-0.66794544,-0.6569144,-0.5548834,-0.102031
86,-0.5775,-0.4183466,"('uninfluential', 'influential')",-0.30779973,0.060320117,-0.4426498,-0.1790133,-0.2636365
81,0.54158854,0.6436508,"('submissive', 'aggressive')",-0.3600167,-0.37255055,0.0907859,0.1355501,-0.0447642
69,0.5222196,0.49073005,"('lazy', 'industrious')",-0.5392773,-0.2773861,-0.0085289,0.106672,-0.1152009
72,0.4926078,0.3568056,"('unambitious', 'ambitious')",-1.1213944,-1.071751,-0.3143933,-0.3574727,0.0430794
61,0.4917,0.43413016,"('illogical', 'logical')",0.1524528,0.23511569,0.3220764,0.3346229,-0.0125465
68,-0.48038033,-0.43499568,"('dependent', 'independent')",-0.5391991,-0.53582245,-0.5097897,-0.4854091,-0.0243806
49,0.4610979,0.4469427,"('unable', 'able')",0.032433905,-0.005188249,0.2467659,0.2208772,0.0258887
55,0.45817387,0.45800537,"('incompetent', 'clever')",0.2797026,0.232363,0.3689382,0.3451842,0.023754
47,0.45745736,0.60277075,"('stupid', 'smart')",5.415214,5.3080354,2.9363358,2.9554031,-0.0190673
40,-0.43448764,-0.33382568,"('stingy', 'generous')",-1.9156554,-1.6552597,-1.1750715,-0.9945427,-0.1805288
