,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
0,-1.127722,-1.4284738,"('unsociable', 'sociable')",-1.310074,-1.6968166,0.23091944,-0.09527612,-0.7356256,-1.0735222,0.3378966
73,1.1269085,1.3195555,"('helpless', 'self-reliant')",1.1819308,1.2649028,-3.7741163,-3.606725,-0.4884257,-0.3407555,-0.1476702
53,-1.1260469,-1.2857605,"('uncreative', 'creative')",-1.5672256,-1.7704241,0.3645397,0.30991948,-0.7762443,-0.9154218,0.1391775
34,-1.1185439,-0.9142761,"('mean', 'honorable')",-1.109251,-0.9658228,6.5382023,6.605105,1.4368025,1.575002,-0.1381995
2,-1.0960984,-0.857075,"('unlikable', 'likable')",-1.1704875,-1.0685139,0.06044914,0.07864311,-0.7353789,-0.6156486,-0.1197303
54,-1.0900993,-1.0430416,"('incapable', 'capable')",-1.156226,-1.2321955,1.0765654,1.3173318,-0.38992,-0.3193018,-0.0706182
72,-1.0519376,-0.9850438,"('unambitious', 'ambitious')",-1.2242422,-1.1935073,0.032088127,0.020049281,-0.7480306,-0.7195006,-0.02853
45,-1.0260217,-1.0606164,"('incompetent', 'competent')",-0.5446271,-0.6997977,0.22246604,0.073481396,-0.4493943,-0.5623109,0.1129166
28,-1.0207677,-1.4505545,"('disloyal', 'loyal')",-0.8123366,-1.2709955,1.5157483,1.3311443,-0.1057854,-0.4634686,0.3576832
17,-1.0094168,-1.1807375,"('nasty', 'nice')",-0.3100703,-0.51809376,-0.7766356,-0.7322296,-0.6987076,-0.8103536,0.111646
41,-0.9988956,-1.2566433,"('unforgiving', 'forgiving')",-0.8673937,-1.1342075,-0.45066553,-0.6631597,-0.7723183,-1.0180035,0.2456852
77,-0.98176694,-0.61947966,"('unmotivated', 'motivated')",-0.8206517,-0.7317248,-0.7210995,-0.7120369,-0.8411727,-0.6877471,-0.1534256
63,-0.9733253,-1.2151473,"('unperceptive', 'insightful')",-0.8645505,-1.1784453,1.2963663,1.1135322,-0.1805032,-0.4266868,0.2461836
65,-0.96539164,-1.0734495,"('insecure', 'secure')",-1.1071812,-1.131629,0.41396156,0.39173305,-0.5528704,-0.6044485,0.0515781
11,-0.96304417,-1.2618212,"('unhelpful', 'helpful')",-1.2091672,-1.5282807,2.5410023,2.272054,0.1229303,-0.1726827,0.295613
22,-0.96177083,-0.9980345,"('untrustworthy', 'trustworthy')",-1.070995,-0.9590487,-0.5652126,-0.615653,-0.8659929,-0.8575788,-0.0084141
32,-0.9144926,-1.1595007,"('unkind', 'kind')",-1.580064,-1.8531253,1.1002461,0.7765824,-0.4647702,-0.7453479,0.2805777
9,-0.8968197,-1.042224,"('unaffectionate', 'caring')",-1.2711323,-1.5921569,1.3967756,1.3164357,-0.2570588,-0.439315,0.1822562
35,0.8933944,1.062719,"('corrupt', 'incorrupt')",1.2523332,1.3868692,-0.92718667,-0.64250576,0.4061803,0.6023608,-0.1961805
15,0.893161,0.5229578,"('boring', 'funny')",0.66347814,0.3922437,-0.17853357,-0.013189986,0.4593685,0.3006705,0.158698
88,-0.89187783,-0.93992877,"('low', 'eminent')",-1.7909589,-1.9373413,-0.3630193,-0.27086627,-1.0152853,-1.0493789,0.0340936
8,-0.86456025,-1.1909528,"('unaffectionate', 'affectionate')",-0.9916122,-1.3584461,0.509987,0.42367348,-0.4487285,-0.7085752,0.2598467
79,-0.85556525,-0.95997363,"('wavering', 'unwavering')",-0.23742649,-0.47512344,-0.23097965,0.04806468,-0.4413238,-0.4623441,0.0210203
67,0.79914784,0.7237689,"('doubtful', 'determined')",1.1462731,0.9935399,-0.43791753,-0.53047204,0.5025012,0.3956122,0.106889
61,-0.76935595,-0.95334166,"('illogical', 'logical')",-0.9416795,-1.1981496,0.5289549,0.47463992,-0.3940268,-0.5589504,0.1649236
62,-0.73458666,-0.6528349,"('incompetent', 'brilliant')",-1.0007284,-0.97740203,0.7806823,0.82837915,-0.3182109,-0.2672859,-0.050925
6,-0.7199668,-0.56780624,"('distant', 'open')",-0.49985713,-0.47976464,-0.60876113,-0.41819596,-0.6095284,-0.488589,-0.1209394
81,-0.7145964,-0.68059385,"('submissive', 'aggressive')",-1.0290674,-1.1419157,-0.042878486,-0.12903199,-0.5955141,-0.6505138,0.0549997
7,-0.7134993,-0.66375935,"('insensitive', 'sensitive')",-0.79255724,-0.8649684,0.74011344,0.58044475,-0.2553144,-0.3160943,0.0607799
24,-0.679693,-0.8898724,"('dishonest', 'honest')",-0.94125646,-1.0728694,1.001615,0.95092386,-0.2064448,-0.3372726,0.1308278
59,0.6569886,0.64035696,"('foolish', 'wise')",0.6403913,0.4424274,0.0057615526,0.16738942,0.4343805,0.4167246,0.0176559
64,-0.6568586,-0.4831181,"('shy', 'confident')",-0.1334787,-0.10374204,-6.745973,-6.6927834,-2.5121034,-2.4265478,-0.0855556
58,-0.6477612,-0.58593255,"('undiscriminating', 'discriminating')",-0.9157865,-1.0113809,-0.27179298,-0.3521039,-0.6117802,-0.6498058,0.0380256
48,-0.6246402,-0.68252116,"('unintelligent', 'intelligent')",-0.99459094,-1.0868342,1.1503527,0.94342285,-0.1562928,-0.2753108,0.119018
49,-0.6217287,-0.6285056,"('unable', 'able')",-0.29335243,-0.36540753,0.52437115,0.68168354,-0.1302367,-0.1040765,-0.0261602
69,-0.6207627,-0.005632721,"('lazy', 'industrious')",1.0792232,1.448193,-1.5866135,-1.3043193,-0.376051,0.0460803,-0.4221313
36,-0.6130948,-0.5436291,"('hostile', 'amicable')",-0.32096252,-0.33377934,-0.76393014,-0.55296844,-0.5659959,-0.4767923,-0.0892036
56,0.5876951,0.32080483,"('impractical', 'practical')",0.44104335,0.16544136,0.043404173,0.025835726,0.3573809,0.170694,0.1866869
78,-0.57725084,-0.29720366,"('nonresilient', 'resilient')",-0.003546629,0.18201795,0.97423285,0.9990623,0.1311451,0.2946255,-0.1634804
70,-0.56346744,-0.5046025,"('lethargic', 'energetic')",-0.9188333,-0.89673716,0.9871632,0.98001665,-0.1650459,-0.140441,-0.0246049
14,-0.56037915,-0.60611504,"('antisocial', 'social')",-0.6580362,-0.75537825,-0.5949677,-0.64996356,-0.604461,-0.6704857,0.0660247
21,-0.52422345,-0.6000434,"('immoral', 'moral')",-0.9336351,-0.9249106,0.12010059,0.09887002,-0.4459193,-0.4753613,0.029442
38,-0.5125148,-0.6806676,"('untruthful', 'truthful')",-0.397059,-0.675092,-0.072497614,-0.14837477,-0.3273571,-0.5013781,0.174021
42,0.5025771,0.5594808,"('unreliable', 'reliable')",0.2898665,0.20492473,-2.884519,-2.7653837,-0.6973584,-0.6669927,-0.0303657
16,-0.4968045,-0.50230336,"('unpopular', 'popular')",-0.55505896,-0.6260849,0.086131364,0.08500946,-0.3219107,-0.3477929,0.0258822
82,-0.46621037,-0.5729941,"('poor', 'rich')",-1.0906017,-1.2126192,7.4488688,7.5271335,1.9640188,1.91384,0.0501788
31,-0.4487073,-0.37113342,"('evil', 'good')",0.021809436,0.080040224,-1.7204218,-1.66611,-0.7157733,-0.6524011,-0.0633722
33,0.35382748,0.6206261,"('wrong', 'right')",0.7740983,0.883159,-1.1748403,-0.9746465,-0.0156382,0.1763795,-0.1920177
19,-0.3460166,-0.5976787,"('inhospitable', 'hospitable')",-0.4571528,-0.68402034,-0.2872301,-0.14388563,-0.3634665,-0.4751949,0.1117284
5,-0.2992794,-0.32511318,"('distant', 'outgoing')",-0.16761576,-0.2294282,-0.6957138,-0.5395299,-0.3875363,-0.3646904,-0.0228459
50,-0.28656113,-0.31571624,"('clumsy', 'skillful')",0.002714701,-0.19484472,0.66648126,0.6916226,0.1275449,0.0603539,0.067191
84,0.27546835,0.35694295,"('inferior', 'superior')",0.43436003,0.43343243,0.79626197,0.8481606,0.5020301,0.5461787,-0.0441486
26,-0.25629094,-0.48691761,"('hardhearted', 'benevolent')",-0.50781345,-0.75413877,0.5316524,0.3686689,-0.077484,-0.2907958,0.2133118
80,0.23240091,0.3795636,"('dominated', 'dominating')",0.3029213,0.390352,-0.368437,-0.33768496,0.0556284,0.1440769,-0.0884485
76,-0.2170087,-0.41927713,"('anxious', 'daring')",-0.5471475,-0.6971828,0.5280943,0.566067,-0.0786873,-0.1834643,0.104777
37,-0.20469755,-0.2952439,"('fake', 'genuine')",-0.18834731,-0.26634935,0.39236453,0.41470754,-0.0002268,-0.0489619,0.0487351
39,0.17704988,0.17901024,"('exploitative', 'cooperative')",0.2611382,0.32364494,-0.057926036,-0.091248184,0.126754,0.1371357,-0.0103817
75,0.1693504,0.3221555,"('meek', 'impulsive')",0.54468066,0.7033399,-0.94156075,-0.8684605,-0.0758432,0.052345,-0.1281882
47,-0.15775101,-0.2527631,"('stupid', 'smart')",-0.45273188,-0.58846325,6.179307,6.2187963,1.8562748,1.7925234,0.0637514
60,-0.15064615,-0.19162169,"('inefficient', 'efficient')",-0.4756726,-0.5770904,0.5577958,0.3924548,-0.022841,-0.1254191,0.1025781
74,0.13896236,0.09882789,"('undedicated', 'dedicated')",0.020201948,-0.027662765,-0.36761418,-0.46883556,-0.0694833,-0.1325568,0.0630735
4,-0.13527381,-0.15926677,"('disliked', 'liked')",0.636311,0.4885956,-8.0679245,-8.072727,-2.5222958,-2.5811327,0.0588369
51,0.12887566,-0.0789599,"('uneducated', 'educated')",-0.8514426,-1.0661055,0.7371678,0.6053071,0.004867,-0.1799194,0.1847864
83,0.11795117,0.21273908,"('powerless', 'powerful')",-0.3705446,-0.42939413,-0.76650995,-0.69269794,-0.3397011,-0.3031177,-0.0365834
85,-0.11704209,0.38761073,"('insignificant', 'prestigious')",-0.47770065,-0.4240512,-1.3684292,-1.1355727,-0.6543907,-0.3906711,-0.2637196
68,-0.1168172,-0.11342024,"('dependent', 'independent')",-0.18080395,-0.058571182,-0.311293,-0.18018788,-0.2029714,-0.1173931,-0.0855783
52,0.11265573,0.059635043,"('irrational', 'rational')",-0.30737698,-0.51396346,-0.36069363,-0.1658634,-0.1851383,-0.2067306,0.0215923
44,-0.09440805,-0.019083722,"('prejudiced', 'unprejudiced')",0.07726126,0.36034366,-1.5848514,-1.4932749,-0.5339994,-0.384005,-0.1499944
87,-0.08582081,-0.06544821,"('unsuccessful', 'successful')",-0.013311714,-0.17609376,1.1651881,1.3002753,0.3553518,0.3529111,0.0024407
27,0.08472456,0.031139221,"('hardhearted', 'softhearted')",-0.41460887,-0.32697195,1.0421885,0.9172965,0.2374347,0.2071546,0.0302801
29,-0.075367466,-0.18597618,"('unfair', 'fair')",0.39515123,0.32748073,-0.52925164,-0.44744232,-0.0698226,-0.1019793,0.0321567
20,0.07229994,0.27789438,"('rough', 'thoughtful')",-0.42413265,-0.18012543,0.8174524,0.8668426,0.1552066,0.3215372,-0.1663306
13,-0.06699572,-0.5297705,"('impolite', 'polite')",-0.18664147,-0.54543525,-0.0803261,-0.26247367,-0.1113211,-0.4458932,0.3345721
71,0.030335095,0.062555365,"('diffident', 'self-confident')",0.7114098,0.7264283,0.6223398,0.72671455,0.4546949,0.5052327,-0.0505378
55,0.029864173,-0.024856642,"('incompetent', 'clever')",-0.7852812,-0.8112551,0.4672518,0.46744457,-0.0960551,-0.1228891,0.026834
25,-0.026242357,0.12844169,"('egoistic', 'altruistic')",0.31938192,0.23622853,0.41611707,0.6128851,0.2364189,0.3258518,-0.0894329
30,0.011221498,-0.23990382,"('intolerant', 'tolerant')",-0.63672775,-0.8692989,0.35922366,0.21958391,-0.0887609,-0.2965396,0.2077787
