,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,male-female
59,0.28016165,0.42344138,"('foolish', 'wise')",-0.31435484,-0.08682116,-0.56375164,-0.5880179,-0.199315,-0.0837992,-0.1155158
44,-0.26647317,-0.19463839,"('prejudiced', 'unprejudiced')",-0.34025598,-0.39673316,-1.3588861,-1.3039435,-0.6552051,-0.6317717,-0.0234334
80,0.26376644,0.15062946,"('dominated', 'dominating')",-0.038742155,-0.2871785,0.12270194,0.006351538,0.1159087,-0.0433992,0.1593079
81,-0.25354296,-0.34391892,"('submissive', 'aggressive')",-1.1132374,-1.2752341,-0.13280332,-0.17149118,-0.4998612,-0.5968814,0.0970202
66,0.2529571,0.18625218,"('inactive', 'active')",0.34194216,0.3288869,0.46415457,0.5003442,0.353018,0.3384945,0.0145235
17,-0.24453977,-0.20510644,"('nasty', 'nice')",0.4898892,0.618714,-0.7437036,-0.7526303,-0.1661181,-0.1130076,-0.0531105
6,0.2371797,0.27908874,"('distant', 'open')",0.6092485,0.7591187,-0.97814626,-0.83942384,-0.043906,0.0662612,-0.1101672
29,-0.2110975,-0.12122294,"('unfair', 'fair')",0.12557447,0.2370876,-0.40399146,-0.2594425,-0.1631715,-0.0478593,-0.1153122
36,-0.20532818,0.05175942,"('hostile', 'amicable')",0.5006688,0.9065774,-1.0617527,-0.852924,-0.2554707,0.0351376,-0.2906083
47,-0.20184942,-0.45761955,"('stupid', 'smart')",-0.57896984,-0.8012791,5.538824,5.474998,1.5860016,1.4053664,0.1806352
64,0.20043503,0.38106897,"('shy', 'confident')",-0.8414516,-0.7204328,-6.297415,-6.3645587,-2.3128104,-2.2346409,-0.0781695
73,0.18969846,0.23887648,"('helpless', 'self-reliant')",-0.50239074,-0.48611093,-3.7754683,-3.75284,-1.3627202,-1.3333581,-0.0293621
46,-0.18470372,-0.1969603,"('uncompetitive', 'competitive')",0.0037721992,-0.035227478,-0.2340052,-0.27363122,-0.1383122,-0.1686063,0.0302941
5,-0.1794976,-0.067353986,"('distant', 'outgoing')",0.1071928,0.31768852,-1.2228707,-1.1902275,-0.4317252,-0.3132977,-0.1184275
75,0.1753512,0.25270262,"('meek', 'impulsive')",0.5534883,0.58843935,-0.89712876,-1.0610738,-0.0560964,-0.0733106,0.0172142
1,0.16649891,0.19749904,"('unfriendly', 'friendly')",0.39316666,0.65040106,0.71992826,0.84342474,0.4265313,0.5637749,-0.1372436
31,-0.16643688,-0.28889397,"('evil', 'good')",0.17452088,0.31283867,-1.7324924,-1.7009903,-0.5748028,-0.5590152,-0.0157876
57,-0.14138974,-0.150729,"('unimaginative', 'imaginative')",-1.0802422,-1.1630256,-2.8044503,-2.8946464,-1.3420273,-1.4028002,0.0607729
63,0.13987531,0.01690855,"('unperceptive', 'insightful')",-0.1669851,-0.23261556,0.71185994,0.8008208,0.22825,0.1950379,0.0332121
0,-0.13347246,-0.18325794,"('unsociable', 'sociable')",-0.6990649,-0.7437095,0.30535874,0.36448383,-0.1757262,-0.1874945,0.0117683
4,-0.13289812,-0.10419354,"('disliked', 'liked')",-0.011858514,0.078940615,-8.055716,-8.103164,-2.7334906,-2.7094723,-0.0240183
15,-0.12854418,-0.0553367,"('boring', 'funny')",0.31259915,0.31499815,-0.20644253,-0.22010677,-0.0074625,0.0131849,-0.0206474
83,0.12264858,0.20497179,"('powerless', 'powerful')",0.4074682,0.43996388,-0.643673,-0.5654367,-0.0378521,0.0264996,-0.0643517
11,-0.12069596,-0.26703933,"('unhelpful', 'helpful')",-0.88757277,-0.9902141,1.977041,1.9800034,0.3229241,0.2409166,0.0820075
87,-0.120303124,-0.2985687,"('unsuccessful', 'successful')",-0.49419278,-0.7408254,0.97206265,0.7190673,0.1191889,-0.1067756,0.2259645
23,-0.10619453,-0.19921854,"('insincere', 'sincere')",-0.9983243,-1.0329016,6.519622,6.5059557,1.8050343,1.7579452,0.0470891
43,0.102583125,-0.028593035,"('irresponsible', 'responsible')",-1.3628075,-1.5039884,0.90423596,0.95125765,-0.1186628,-0.1937746,0.0751118
62,0.10134893,-0.20802201,"('incompetent', 'brilliant')",-0.32183748,-0.67531025,1.1467936,0.8981131,0.3087684,0.0049269,0.3038415
18,0.09969728,0.3353406,"('disagreeable', 'welcoming')",0.16645743,0.31706858,-1.022651,-0.9929217,-0.2521654,-0.1135042,-0.1386612
14,0.09668885,0.007761188,"('antisocial', 'social')",-0.020200757,-0.081089154,0.32845172,0.32325938,0.1349799,0.0833105,0.0516694
30,-0.09069708,-0.07695554,"('intolerant', 'tolerant')",-1.0181279,-0.9657206,0.47297576,0.7183431,-0.2119497,-0.108111,-0.1038387
41,-0.071089804,-0.013945399,"('unforgiving', 'forgiving')",-0.121364385,0.05815366,-0.5819784,-0.3520364,-0.2581442,-0.1026094,-0.1555348
52,-0.064887285,0.18339396,"('irrational', 'rational')",0.32909596,0.5619657,-0.76683426,-0.70545,-0.1675419,0.0133032,-0.1808451
53,0.05108802,0.09950501,"('uncreative', 'creative')",-1.016445,-1.0573536,0.375185,0.4355608,-0.196724,-0.1740959,-0.0226281
70,0.049673487,-0.098728515,"('lethargic', 'energetic')",-0.20491612,-0.30808207,0.83320355,0.81085473,0.225987,0.1346814,0.0913056
24,0.038573295,0.05126887,"('dishonest', 'honest')",-0.77018404,-0.7133306,0.5739517,0.63025,-0.052553,-0.0106039,-0.0419491
82,0.03667367,-0.09503818,"('poor', 'rich')",-0.90758353,-1.0358645,6.7223988,6.562507,1.9504964,1.8105348,0.1399616
60,0.03563196,-0.3621041,"('inefficient', 'efficient')",-0.7120698,-1.0063813,0.6250605,0.48012808,-0.0171258,-0.2961191,0.2789933
72,0.029108336,-0.10285923,"('unambitious', 'ambitious')",-0.38242805,-0.5470824,0.18256652,-0.09258274,-0.0569177,-0.2475081,0.1905904
56,0.018731251,-0.4924307,"('impractical', 'practical')",-0.3582236,-0.65481454,0.32377145,0.10741028,-0.0052403,-0.3466116,0.3413713
35,-0.013419115,0.08470163,"('corrupt', 'incorrupt')",0.39544827,0.58213705,-1.3095382,-1.2670959,-0.3091697,-0.2000858,-0.1090839
45,-0.012704723,-0.3611841,"('incompetent', 'competent')",-0.90925,-1.1004046,0.21834397,0.13836336,-0.2345369,-0.4410751,0.2065382
88,-0.0055860095,0.23622757,"('low', 'eminent')",-0.7104903,-0.6369971,-0.7054875,-0.731991,-0.4738546,-0.3775868,-0.0962678
55,0.00401254,-0.17598432,"('incompetent', 'clever')",-1.2183335,-1.3657485,0.97362983,0.9799175,-0.0802304,-0.1872718,0.1070414
