,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,male-female
73,1.68296,1.7825897,"('helpless', 'self-reliant')",0.39175197,0.54136556,-3.1364706,-2.993668,-0.3539195,-0.2232376,-0.1306819
66,1.1712065,0.8472863,"('inactive', 'active')",-0.23933499,-0.20264563,0.61374784,0.51025385,0.5152064,0.3849649,0.1302415
47,-1.1308645,-1.0574298,"('stupid', 'smart')",0.23428155,0.2848135,5.2914987,5.167117,1.4649719,1.4648336,0.0001383
0,-1.1225327,-1.1511109,"('unsociable', 'sociable')",0.29470906,0.10914061,-0.49851704,-0.5396337,-0.4421136,-0.5272013,0.0850877
45,-1.1128442,-1.3892405,"('incompetent', 'competent')",-0.16060811,-0.56632,-0.4307683,-0.61634094,-0.5680735,-0.8573004,0.2892269
3,-1.0307777,-0.87946004,"('repellent', 'pleasant')",-1.0192267,-0.9778485,0.60197574,0.67595583,-0.4826763,-0.3937842,-0.0888921
42,1.0216069,0.9209719,"('unreliable', 'reliable')",0.19822739,0.09977559,-2.7364562,-2.6750724,-0.5055406,-0.5514417,0.0459011
16,-0.9433311,-0.74018383,"('unpopular', 'popular')",-0.4097689,-0.1731471,0.3729353,0.44296283,-0.3267216,-0.1567894,-0.1699322
39,0.93237877,1.0106866,"('exploitative', 'cooperative')",0.67421114,0.8094853,0.51635146,0.5750566,0.7076472,0.7984095,-0.0907623
29,-0.912678,-0.99634874,"('unfair', 'fair')",-0.916389,-1.012323,-0.5730875,-0.5513315,-0.8007181,-0.8533344,0.0526163
40,0.8927197,0.6483542,"('stingy', 'generous')",0.605387,0.47815955,-2.39807,-2.4239657,-0.2999878,-0.432484,0.1324962
77,-0.8735395,-0.6516733,"('unmotivated', 'motivated')",-0.15757528,-0.19209662,-1.2690268,-1.2476407,-0.7667139,-0.6971369,-0.069577
49,-0.81797904,-0.469585,"('unable', 'able')",-0.17702116,-0.0069803037,-0.42002633,-0.2520722,-0.4716755,-0.2428792,-0.2287963
24,0.7855593,0.41550285,"('dishonest', 'honest')",0.5621079,0.33810717,0.7260564,0.5857154,0.6912412,0.4464418,0.2447994
22,-0.752832,-0.8526676,"('untrustworthy', 'trustworthy')",-0.7134006,-0.90739423,-0.9424348,-0.95944357,-0.8028891,-0.9065018,0.1036127
82,-0.74225163,-0.52365243,"('poor', 'rich')",-0.18355817,-0.016387392,6.384661,6.2616363,1.8196171,1.9071987,-0.0875816
55,-0.72882164,-0.5892346,"('incompetent', 'clever')",-0.24077488,-0.304361,-0.13244972,-0.1374862,-0.3673488,-0.3436939,-0.0236549
64,0.7194606,0.47152245,"('shy', 'confident')",-0.3694521,-0.5086074,-5.9760017,-5.8661165,-1.8753311,-1.9677339,0.0924028
2,0.70536894,0.80103374,"('unlikable', 'likable')",1.2404602,1.29623,0.94975543,1.0079664,0.9651949,1.0350768,-0.0698819
33,0.702056,0.5160238,"('wrong', 'right')",0.5784239,0.5308892,-0.37082115,-0.34933233,0.3032196,0.2325269,0.0706927
78,-0.69725645,-0.55565953,"('nonresilient', 'resilient')",-0.2561323,-0.285582,-0.39477283,-0.5973264,-0.4493872,-0.4795226,0.0301354
74,0.6968795,0.6462444,"('undedicated', 'dedicated')",0.17719582,0.1314901,-0.30805367,-0.28207096,0.1886739,0.1652212,0.0234527
72,0.67469025,0.52067214,"('unambitious', 'ambitious')",0.41299546,0.29903603,-0.0013171546,0.046842564,0.3621229,0.2888502,0.0732727
56,0.6675265,0.5644685,"('impractical', 'practical')",1.106579,0.79616076,-0.50617063,-0.5514088,0.4226449,0.2697402,0.1529047
53,-0.65758646,-0.5925617,"('uncreative', 'creative')",-0.6500538,-0.52204394,0.4512325,0.48622906,-0.2854693,-0.2094589,-0.0760104
18,0.6531537,0.78941846,"('disagreeable', 'welcoming')",0.08491321,0.24334553,-0.4823426,-0.45265007,0.0852414,0.1933713,-0.1081299
67,0.64180344,0.5066985,"('doubtful', 'determined')",0.26907432,0.14319511,-0.2868423,-0.22146842,0.2080118,0.1428084,0.0652034
36,-0.6262575,-0.70704395,"('hostile', 'amicable')",0.32015067,0.34373,-0.035141356,0.053020354,-0.1137494,-0.1034312,-0.0103182
57,-0.6256751,-0.64766675,"('unimaginative', 'imaginative')",-0.7782541,-0.852555,-3.6675677,-3.5976431,-1.690499,-1.6992884,0.0087894
12,0.6182414,0.58599174,"('unsupportive', 'supportive')",-0.016365157,0.023165701,-2.192092,-2.237254,-0.5300719,-0.5426988,0.0126269
76,0.6146337,0.88457596,"('anxious', 'daring')",0.50128275,0.60828555,-0.18869585,-0.15550813,0.3090735,0.4457844,-0.1367109
79,0.57806623,0.32463843,"('wavering', 'unwavering')",-0.6741613,-0.7637064,-0.4446961,-0.54890984,-0.1802637,-0.3293259,0.1490622
69,0.5772318,0.60028434,"('lazy', 'industrious')",0.67618287,0.80152404,-0.62411577,-0.5466826,0.2097663,0.2850419,-0.0752756
13,-0.569593,-0.7739923,"('impolite', 'polite')",0.34363353,0.08338242,-0.35916737,-0.60410035,-0.1950423,-0.4315701,0.2365278
8,-0.535856,-0.6938278,"('unaffectionate', 'affectionate')",0.12748277,0.15791263,0.48339203,0.3889381,0.0250063,-0.0489924,0.0739987
23,-0.5146805,-0.58006155,"('insincere', 'sincere')",-0.05480855,-0.21946286,5.786169,5.4015307,1.7388933,1.5340021,0.2048912
31,-0.512658,-0.65703094,"('evil', 'good')",-0.5213206,-0.550223,-0.58510846,-0.57304406,-0.5396957,-0.5934327,0.053737
14,-0.4980793,-0.5132432,"('antisocial', 'social')",-0.034473892,-0.21765094,-0.58572096,-0.5588108,-0.3727581,-0.4299016,0.0571435
26,0.47667402,0.27647504,"('hardhearted', 'benevolent')",1.215772,1.0959276,1.0538719,1.0094332,0.9154393,0.7939453,0.121494
71,0.4304771,0.5372753,"('diffident', 'self-confident')",0.7583957,0.9134855,0.57512087,0.4948294,0.5879979,0.6485301,-0.0605322
17,-0.42999414,-0.37564346,"('nasty', 'nice')",0.29444107,0.27744907,-0.30074924,-0.2799689,-0.1454341,-0.1260544,-0.0193797
81,0.41549245,0.36392078,"('submissive', 'aggressive')",0.6963904,0.4934637,-1.0691808,-1.1566025,0.014234,-0.0997394,0.1139734
44,0.40682516,0.8745958,"('prejudiced', 'unprejudiced')",0.026881114,0.41206428,-0.66052336,-0.50860983,-0.0756057,0.2593501,-0.3349558
85,0.40456608,0.36993438,"('insignificant', 'prestigious')",-0.17102167,0.021043457,-0.47973755,-0.33744034,-0.0820644,0.0178458,-0.0999102
88,0.39157316,0.31228685,"('low', 'eminent')",0.08899742,0.13257302,-0.5526784,-0.57262087,-0.0240359,-0.042587,0.0185511
46,-0.38509998,-0.2035644,"('uncompetitive', 'competitive')",0.29528737,0.2808498,-1.4561324,-1.5485758,-0.515315,-0.4904301,-0.0248849
75,0.36651507,0.48256403,"('meek', 'impulsive')",-0.24892595,-0.0862536,-0.38783583,-0.31810257,-0.0900822,0.0260693,-0.1161515
4,-0.36624312,-0.504513,"('disliked', 'liked')",0.070941895,0.029899698,-7.247475,-7.051701,-2.5142589,-2.5087714,-0.0054875
41,-0.36613122,-0.5101798,"('unforgiving', 'forgiving')",0.58809686,0.42699528,0.04916118,0.04058599,0.0903756,-0.0141995,0.1045751
70,0.35392982,0.22116801,"('lethargic', 'energetic')",-0.28304127,-0.43455377,0.29665655,0.10482198,0.122515,-0.0361879,0.1587029
1,-0.35303828,-0.4179011,"('unfriendly', 'friendly')",0.42314437,0.33323878,1.4978865,1.3971453,0.5226642,0.4374943,0.0851699
27,0.330775,0.30020705,"('hardhearted', 'softhearted')",0.19200206,0.11567928,1.0539455,0.9909508,0.5255742,0.4689457,0.0566285
38,0.32965007,0.2720331,"('untruthful', 'truthful')",0.25685343,0.23184013,-0.036136504,-0.14286962,0.1834557,0.1203345,0.0631212
30,-0.3253172,-0.43708676,"('intolerant', 'tolerant')",0.39393848,0.17063726,0.37093285,0.3342356,0.146518,0.0225954,0.1239226
37,-0.32052532,-0.48549515,"('fake', 'genuine')",-0.24231733,-0.40689072,0.017173331,-0.12563692,-0.1818898,-0.3393409,0.1574511
43,0.29784244,0.26316965,"('irresponsible', 'responsible')",0.038920544,-0.07013953,0.43775117,0.2662967,0.2581714,0.1531089,0.1050625
9,0.29491454,0.18263397,"('unaffectionate', 'caring')",0.508281,0.46585065,0.92384666,0.82284653,0.5756807,0.4904437,0.085237
20,0.27831435,0.44264895,"('rough', 'thoughtful')",0.033788703,0.11068318,0.539619,0.50504446,0.2839074,0.3527922,-0.0688848
51,0.2667277,-0.11385331,"('uneducated', 'educated')",-0.2561852,-0.523656,0.0758233,-0.12603348,0.0287886,-0.2545143,0.2833029
65,-0.2572974,-0.32718158,"('insecure', 'secure')",-0.41864938,-0.64534414,0.07541082,0.015318766,-0.2001786,-0.319069,0.1188904
61,0.24932218,0.16463806,"('illogical', 'logical')",-0.37087563,-0.49618447,-0.09540861,-0.12187095,-0.0723207,-0.1511391,0.0788184
84,0.23900695,0.05033543,"('inferior', 'superior')",-0.0048935898,0.019143889,0.23292513,0.17731225,0.1556795,0.0822639,0.0734156
19,0.22650802,0.1317186,"('inhospitable', 'hospitable')",-0.48083463,-0.44843024,-0.28867143,-0.308608,-0.1809994,-0.2084399,0.0274405
48,0.22275715,0.26550394,"('unintelligent', 'intelligent')",0.26236653,0.18553168,-0.48838636,-0.52810794,-0.0010876,-0.0256908,0.0246032
34,-0.21549395,-0.11598307,"('mean', 'honorable')",0.046106935,0.08108677,5.232859,5.0793486,1.6878241,1.6814841,0.00634
86,-0.2122874,-0.6666326,"('uninfluential', 'influential')",-0.33710998,-0.7641598,-0.6025784,-0.7437246,-0.3839919,-0.724839,0.3408471
28,-0.20479679,-0.35996723,"('disloyal', 'loyal')",-0.60723037,-0.67889893,0.6501301,0.56924176,-0.0539657,-0.1565415,0.1025758
50,0.19645916,0.19166751,"('clumsy', 'skillful')",-0.5832864,-0.3566205,-0.15436736,-0.24443914,-0.1803982,-0.136464,-0.0439342
5,0.19085099,0.18766671,"('distant', 'outgoing')",0.1115374,0.23570482,-0.055347443,-0.06831157,0.082347,0.1183533,-0.0360063
80,0.1849725,0.0126113035,"('dominated', 'dominating')",-0.13779408,-0.28564438,-0.99581337,-1.1460453,-0.3162117,-0.4730261,0.1568144
83,0.18275563,0.05444451,"('powerless', 'powerful')",0.65401566,0.62185216,-1.2458088,-1.1078957,-0.1363458,-0.1438664,0.0075206
15,-0.1799085,-0.41074598,"('boring', 'funny')",0.49255404,0.25055903,0.10274381,0.0019588973,0.1384631,-0.0527427,0.1912058
58,0.16339391,0.28736436,"('undiscriminating', 'discriminating')",-0.0056413487,0.07607592,-0.15603998,-0.18773553,0.0005709,0.0585682,-0.0579973
62,-0.14872263,-0.17225909,"('incompetent', 'brilliant')",0.6778951,0.5104854,0.060143486,-0.07989085,0.1964387,0.0861118,0.1103269
10,-0.1484751,-0.25357822,"('unsympathetic', 'sympathetic')",-0.50359696,-0.64953524,-0.53993595,-0.6650024,-0.397336,-0.5227053,0.1253693
21,-0.13395639,0.04846765,"('immoral', 'moral')",-0.044653006,-0.07776354,-0.9625267,-0.93663627,-0.3803787,-0.3219774,-0.0584013
35,0.12796125,-0.08302222,"('corrupt', 'incorrupt')",-0.40596324,-0.34085757,-0.6225142,-0.5878504,-0.3001721,-0.3372434,0.0370713
25,0.12783709,0.31392702,"('egoistic', 'altruistic')",0.97954684,1.2487915,1.2916561,1.4490958,0.7996801,1.0039381,-0.204258
52,0.11799526,0.035859793,"('irrational', 'rational')",-0.4777261,-0.5009543,-0.04309219,0.12485673,-0.1342743,-0.1134126,-0.0208617
63,0.11227901,0.16296755,"('unperceptive', 'insightful')",0.2280244,0.2424779,-0.11897046,-0.32420656,0.0737777,0.0270796,0.0466981
87,-0.11005697,-0.18358234,"('unsuccessful', 'successful')",0.29900584,0.34849703,0.009923827,-0.032424383,0.0662909,0.0441634,0.0221275
32,-0.099609956,-0.18169844,"('unkind', 'kind')",-0.16863003,-0.1506294,0.77901226,0.679892,0.1702574,0.1158547,0.0544027
