,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
81,-1.6651584,-1.347063,"('submissive', 'aggressive')",-2.0334914,-1.8274313,-0.28070214,0.019972876,-1.3264507,-1.0515072,-0.2749435
46,-1.6391369,-1.4585979,"('uncompetitive', 'competitive')",-2.0955,-1.9952971,-0.3541388,-0.14620277,-1.3629252,-1.2000326,-0.1628926
65,-1.6300637,-1.2988468,"('insecure', 'secure')",-2.379774,-2.205551,0.56576586,0.8855817,-1.1480239,-0.8729387,-0.2750852
44,-1.5667775,-1.5846372,"('prejudiced', 'unprejudiced')",-0.797653,-0.73893315,-1.6888864,-1.3617029,-1.3511057,-1.2284244,-0.1226813
11,-1.5373491,-1.2081509,"('unhelpful', 'helpful')",-2.0135062,-1.8630183,2.1147275,2.5977852,-0.4787092,-0.1577946,-0.3209146
13,-1.5314459,-1.1835955,"('impolite', 'polite')",-1.8597686,-1.5888128,0.21666247,0.4510395,-1.058184,-0.7737896,-0.2843944
82,-1.4731213,-1.0392495,"('poor', 'rich')",-1.4866633,-1.0845704,5.0390444,5.706687,0.6930866,1.194289,-0.5012024
6,1.4601202,1.3363937,"('distant', 'open')",0.5971959,0.51265126,-1.0863439,-1.3707148,0.3236574,0.1594434,0.164214
22,-1.4353988,-1.2002896,"('untrustworthy', 'trustworthy')",-1.5019937,-1.5224497,-0.1819285,-0.21961823,-1.0397736,-0.9807858,-0.0589878
45,-1.4000665,-1.1601478,"('incompetent', 'competent')",-2.154263,-2.049008,-0.2719594,-0.40251267,-1.2754296,-1.2038894,-0.0715402
60,-1.39609,-0.8682078,"('inefficient', 'efficient')",-2.6961198,-2.350086,0.09663206,0.5622074,-1.3318593,-0.8853621,-0.4464972
59,1.3951948,1.3852043,"('foolish', 'wise')",1.858648,1.7670382,-0.282912,-0.32812372,0.9903103,0.941373,0.0489373
63,-1.3800138,-1.0065962,"('unperceptive', 'insightful')",-1.4378446,-1.3055788,0.27902153,0.41560122,-0.846279,-0.6321913,-0.2140877
5,1.349995,1.3064159,"('distant', 'outgoing')",0.8146801,0.7586907,-1.1420842,-1.272179,0.3408637,0.2643092,0.0765545
74,1.3128011,1.4972591,"('undedicated', 'dedicated')",-0.5826868,-0.4378246,0.27406123,0.35955274,0.3347252,0.4729958,-0.1382706
71,1.2962466,1.2158252,"('diffident', 'self-confident')",0.8628247,0.8274782,0.13569409,0.10134402,0.7649218,0.7148825,0.0500393
15,1.2758814,1.1667674,"('boring', 'funny')",1.5345886,1.4166837,0.99985266,0.9506189,1.2701076,1.1780233,0.0920843
62,-1.2045493,-0.67261356,"('incompetent', 'brilliant')",-1.6629611,-1.2952121,-0.06758396,0.45130834,-0.9783648,-0.5055058,-0.472859
53,1.191182,1.2480282,"('uncreative', 'creative')",-0.074837215,-0.091375366,0.80791986,0.7497989,0.6414216,0.6354839,0.0059377
30,-1.1565684,-0.6965488,"('intolerant', 'tolerant')",-1.0833302,-0.7402764,0.5124894,0.98355234,-0.5758031,-0.151091,-0.4247121
9,1.112347,0.986993,"('unaffectionate', 'caring')",0.20971149,0.046344556,0.49241805,0.3379931,0.6048255,0.4571102,0.1477153
84,1.073168,1.0682443,"('inferior', 'superior')",0.8122972,0.7774775,0.9198844,0.7606302,0.9351165,0.868784,0.0663325
31,1.0559067,0.79324955,"('evil', 'good')",1.4908236,1.1714599,-1.4475942,-1.8447684,0.3663787,0.0399804,0.3263983
51,-1.023616,-0.7895112,"('uneducated', 'educated')",-0.6844482,-0.56067485,1.4804935,1.5866036,-0.0758568,0.0788058,-0.1546626
0,-1.0088336,-0.7338826,"('unsociable', 'sociable')",-1.5767621,-1.3868526,0.24453399,0.25562736,-0.7803539,-0.6217026,-0.1586513
39,1.0071976,0.9395532,"('exploitative', 'cooperative')",-0.27930224,-0.37693873,0.7232183,0.7539622,0.4837046,0.4388589,0.0448457
3,-0.9906994,-0.89384335,"('repellent', 'pleasant')",-1.3450445,-1.3362305,0.6527618,0.7948031,-0.560994,-0.4784236,-0.0825704
56,-0.9864162,-0.4849127,"('impractical', 'practical')",-1.2416668,-0.7408231,0.057359617,0.67404544,-0.7235745,-0.1838968,-0.5396777
52,0.97246605,0.7783852,"('irrational', 'rational')",0.87960696,0.750202,-0.75243324,-0.90565425,0.3665466,0.2076443,0.1589023
80,-0.94048965,-0.803917,"('dominated', 'dominating')",-1.4155351,-1.3328409,-0.13833506,0.0073012714,-0.8314532,-0.7098188,-0.1216344
35,0.89802337,0.60130656,"('corrupt', 'incorrupt')",1.8389921,1.694435,-1.155293,-1.3588012,0.5272408,0.3123134,0.2149274
42,-0.8152485,-0.6099468,"('unreliable', 'reliable')",-0.62010527,-0.52788585,-2.5558279,-2.5436652,-1.3303939,-1.2271659,-0.103228
37,-0.78353846,-0.8629933,"('fake', 'genuine')",-2.1532888,-2.1736743,-0.4863864,-0.5087362,-1.1410712,-1.1818012,0.04073
2,0.7560425,1.2061425,"('unlikable', 'likable')",0.41218647,0.72911364,0.9679835,1.3497473,0.7120708,1.0950012,-0.3829304
68,-0.7391147,-0.66973096,"('dependent', 'independent')",-0.77666867,-0.7172763,-1.4719098,-1.3761059,-0.9958977,-0.9210377,-0.07486
18,0.7248623,0.8810361,"('disagreeable', 'welcoming')",0.534323,0.5860025,-1.192857,-1.0617986,0.0221094,0.13508,-0.1129706
7,-0.7199977,-0.5301358,"('insensitive', 'sensitive')",-1.2635685,-1.2419934,0.19881006,0.24952199,-0.5949187,-0.5075358,-0.0873829
14,-0.71080035,-0.34988922,"('antisocial', 'social')",-1.1964965,-0.875085,0.19021225,0.47165352,-0.5723615,-0.2511069,-0.3212546
17,-0.68653184,-0.63362586,"('nasty', 'nice')",-0.010558739,-0.113638595,-0.25718468,-0.31375358,-0.3180918,-0.3536727,0.0355809
72,0.67659456,0.7775818,"('unambitious', 'ambitious')",-0.67555,-0.5996998,-0.6996888,-0.5447694,-0.2328814,-0.1222958,-0.1105856
66,0.6763537,0.5447451,"('inactive', 'active')",0.36459205,0.2758212,0.3611313,-0.10430143,0.467359,0.2387549,0.2286041
58,0.66436774,0.5131392,"('undiscriminating', 'discriminating')",0.6201989,0.58057076,0.38978985,0.102322,0.5581188,0.3986773,0.1594415
64,-0.6302207,-0.6208222,"('shy', 'confident')",-1.464335,-1.4995682,-4.9121475,-5.0909824,-2.3355678,-2.403791,0.0682232
8,0.6084147,0.44372016,"('unaffectionate', 'affectionate')",0.17500965,0.023917198,-0.40822366,-0.36577517,0.1250669,0.0339541,0.0911128
4,0.60381866,0.52470237,"('disliked', 'liked')",0.98869044,0.9570389,-5.993339,-6.2773495,-1.4669434,-1.5985362,0.1315928
54,0.60380393,0.65927994,"('incapable', 'capable')",0.619616,0.64905596,0.430661,0.57852226,0.5513603,0.6289527,-0.0775924
32,-0.5926666,-0.36079958,"('unkind', 'kind')",-1.0549009,-0.9085399,1.1172818,1.3509611,-0.1767619,0.0272072,-0.2039691
34,-0.56563044,-0.30278492,"('mean', 'honorable')",-0.32242733,-0.10674974,4.51883,4.9275174,1.2102574,1.5059943,-0.2957369
12,0.54517424,0.7639263,"('unsupportive', 'supportive')",-0.17931779,-0.20205383,-1.474472,-1.5682127,-0.3695385,-0.3354468,-0.0340917
88,0.5340302,0.60027146,"('low', 'eminent')",0.2626643,0.23833555,-0.23991902,0.07662209,0.1855918,0.3050764,-0.1194846
28,-0.51853126,-0.46386895,"('disloyal', 'loyal')",-1.0416123,-1.0968554,0.6831999,0.74877656,-0.2923145,-0.2706493,-0.0216652
78,-0.5078871,-0.5888288,"('nonresilient', 'resilient')",-0.33615056,-0.3788786,0.34125963,0.31105238,-0.1675927,-0.218885,0.0512923
57,-0.5016873,-0.5564135,"('unimaginative', 'imaginative')",-0.9483665,-1.0926691,-2.3344889,-2.665477,-1.2615142,-1.4381866,0.1766724
27,-0.48771587,-0.68902063,"('hardhearted', 'softhearted')",-1.3630263,-1.6961954,-0.019145807,-0.4103773,-0.623296,-0.9318644,0.3085684
29,-0.46840155,-0.27692157,"('unfair', 'fair')",0.004007183,-0.031169422,-0.90671,-1.0161784,-0.4570348,-0.4414231,-0.0156117
19,-0.4357862,-0.27759102,"('inhospitable', 'hospitable')",-0.17074995,-0.0931276,-0.654629,-0.55839014,-0.4203884,-0.3097029,-0.1106855
23,-0.43436092,-0.15696828,"('insincere', 'sincere')",-1.4076989,-1.2509387,5.200678,5.7164555,1.1195393,1.4361828,-0.3166435
77,-0.4279861,-0.4120739,"('unmotivated', 'motivated')",-0.80385965,-0.76430804,-0.7803392,-0.67342395,-0.6707283,-0.6166019,-0.0541264
86,0.41867754,0.51304287,"('uninfluential', 'influential')",-0.73950946,-0.77077734,-0.09186673,-0.37808916,-0.1375662,-0.2119412,0.074375
38,-0.39660993,-0.15747568,"('untruthful', 'truthful')",-0.32531798,-0.19500406,-0.24934718,0.12714317,-0.3237584,-0.0751122,-0.2486462
61,0.38171363,0.5574254,"('illogical', 'logical')",-0.34289414,-0.315822,-0.22294149,-0.26274896,-0.061374,-0.0070485,-0.0543255
73,0.34842044,0.40631488,"('helpless', 'self-reliant')",0.46979836,0.5548249,-3.6461425,-3.6032848,-0.9426413,-0.8807151,-0.0619262
16,0.3347655,0.3859008,"('unpopular', 'popular')",1.1109879,1.2509948,-0.13683614,0.12807877,0.4363057,0.5883248,-0.1520191
24,-0.31415805,-0.24548027,"('dishonest', 'honest')",-1.6082681,-1.6006949,0.32492164,0.51647455,-0.5325015,-0.4432336,-0.0892679
49,-0.2865164,0.007964749,"('unable', 'able')",-0.5244992,-0.22481498,-0.78517944,-0.40590686,-0.532065,-0.2075857,-0.3244793
47,-0.21651399,0.017922625,"('stupid', 'smart')",0.32259026,0.47535443,4.8098426,4.9521255,1.6386396,1.8151342,-0.1764946
83,0.18764472,0.38677695,"('powerless', 'powerful')",0.06729653,0.38663003,-1.3696666,-1.0255493,-0.3715751,-0.0840474,-0.2875277
48,-0.184023,-0.10777083,"('unintelligent', 'intelligent')",-1.2126329,-1.2029196,0.16207898,0.26858297,-0.4115256,-0.3473692,-0.0641564
87,0.16049045,0.39559367,"('unsuccessful', 'successful')",0.11453079,0.363141,0.65921754,0.83009076,0.3114129,0.5296085,-0.2181956
41,-0.15377255,0.051541895,"('unforgiving', 'forgiving')",-0.3292216,-0.27651086,0.83752996,0.81951517,0.1181786,0.1981821,-0.0800035
75,-0.08832895,-0.07453194,"('meek', 'impulsive')",1.0920515,1.0932763,-0.35145834,-0.29094976,0.2174214,0.2425982,-0.0251768
79,-0.08441045,-0.17946225,"('wavering', 'unwavering')",0.90979046,0.87457335,-0.9972581,-0.88589025,-0.0572927,-0.063593,0.0063003
20,-0.0569745,-0.02153507,"('rough', 'thoughtful')",-0.58352333,-0.56058383,0.41576132,0.62951076,-0.0749122,0.0157973,-0.0907095
67,0.04227332,0.49212196,"('doubtful', 'determined')",0.70714104,1.0283507,-0.036316548,0.25218487,0.2376993,0.5908858,-0.3531865
50,0.03890934,0.08503064,"('clumsy', 'skillful')",0.70220196,0.641918,-0.39779112,-0.38505957,0.1144401,0.113963,0.0004771
25,0.023648797,0.023073938,"('egoistic', 'altruistic')",0.45406955,0.47176468,0.123030044,0.20150252,0.2002495,0.2321137,-0.0318642
