,constellation_male,constellation_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
39,3.8802414,3.6069431,"('exploitative', 'cooperative')",0.3940842,0.32751125,1.3725826,1.8479576,-0.14806534,-0.08046115,1.3747106,1.4254878,-0.0507772
6,-2.4731317,-2.4542122,"('distant', 'open')",-0.53106296,-0.46184176,-2.1012344,-1.7994602,0.4343191,0.527262,-1.1677775,-1.0470631,-0.1207144
4,-2.4108372,-2.3107672,"('disliked', 'liked')",0.4580726,0.46252513,-0.20477128,-0.4210274,-6.5757427,-6.7274714,-2.1833196,-2.2491851,0.0658655
60,2.368539,2.5984187,"('inefficient', 'efficient')",1.7312051,1.7611196,1.1803839,1.2960563,-0.73507136,-0.12668775,1.1362643,1.3822267,-0.2459624
65,2.223229,2.0987823,"('insecure', 'secure')",0.36813053,0.15124267,0.8872539,0.7634873,-0.53730357,-0.34672013,0.7353275,0.666698,0.0686295
23,2.2175658,2.165013,"('insincere', 'sincere')",-0.21982591,-0.20935689,-0.004931327,-0.02847169,5.4278893,5.7073865,1.8551745,1.9086428,-0.0534683
76,2.0579307,2.1154063,"('anxious', 'daring')",0.11972826,0.032889415,1.1934865,0.8519188,0.25466505,0.28398082,0.9064527,0.8210489,0.0854038
31,-2.052841,-1.7828243,"('evil', 'good')",-1.360444,-1.2401857,-1.5965174,-1.3090122,-0.673038,-0.9149057,-1.4207101,-1.3117319,-0.1089782
5,-1.9258324,-2.0031476,"('distant', 'outgoing')",-0.05573096,-0.043284193,-1.8023722,-1.4927387,-0.21201324,-0.03882525,-0.9989872,-0.8944989,-0.1044883
74,1.6616228,1.582792,"('undedicated', 'dedicated')",0.15582119,0.17009854,1.2349427,1.3167975,-0.093344465,-0.058976673,0.7397606,0.7526779,-0.0129173
36,-1.656642,-2.2275867,"('hostile', 'amicable')",-0.5912791,-0.8778683,-1.0202967,-1.5584981,1.0801214,0.45464566,-0.547024,-1.0523268,0.5053028
10,1.6412873,1.7660404,"('unsympathetic', 'sympathetic')",-0.3635174,-0.3832568,-0.1882914,-0.16439727,-0.8420995,-0.27759293,0.0618448,0.2351984,-0.1733536
69,-1.5709162,-1.8287969,"('lazy', 'industrious')",1.2288859,0.93510854,0.314544,0.4830445,-0.35487533,-0.41240624,-0.0955904,-0.2057625,0.1101721
85,-1.543461,-2.0004773,"('insignificant', 'prestigious')",0.24835554,0.120821625,-0.6870632,-0.8891293,0.5636388,0.2653324,-0.3546325,-0.6258631,0.2712306
56,1.4989179,1.561847,"('impractical', 'practical')",0.97696656,0.7550508,0.686008,0.4895683,-0.35429335,-0.28484496,0.7018998,0.6304053,0.0714945
62,1.4788802,1.5599532,"('incompetent', 'brilliant')",0.61114264,0.61114603,0.67181224,0.34260952,-0.2617118,0.08649009,0.6250308,0.6500497,-0.0250189
20,1.476502,1.5082626,"('rough', 'thoughtful')",0.06775666,0.114719704,1.2597818,0.91746,1.0238563,1.1649295,0.9569741,0.926343,0.0306311
16,-1.4739407,-1.707,"('unpopular', 'popular')",-0.26282144,-0.2671398,-0.11116844,-0.3678872,0.83571297,0.64863956,-0.2530544,-0.4233468,0.1702924
43,1.4582702,1.4539131,"('irresponsible', 'responsible')",1.1867867,1.0982358,0.6434504,0.5641569,0.2747227,0.47905636,0.8908074,0.8988405,-0.0080331
46,1.3991876,1.4106395,"('uncompetitive', 'competitive')",0.50236285,0.37360558,1.6505518,1.5882328,-1.0738628,-0.8849389,0.6195598,0.6218848,-0.002325
72,1.379381,1.3326117,"('unambitious', 'ambitious')",0.543672,0.72337,0.36401132,0.4888415,-0.91729444,-0.6943155,0.3424425,0.4626269,-0.1201844
7,1.3688828,1.5114759,"('insensitive', 'sensitive')",1.0347813,1.233157,-0.18435937,0.33069083,0.24568847,1.0013976,0.6162483,1.0191803,-0.402932
21,1.3575484,1.3905874,"('immoral', 'moral')",1.5310934,1.1830573,1.0333983,0.2799803,-0.7726368,-0.95642173,0.7873508,0.4743008,0.31305
35,-1.3467602,-1.5609092,"('corrupt', 'incorrupt')",-0.38360694,-0.4640856,-1.1005282,-1.5640805,0.3762393,-0.05948739,-0.613664,-0.9121407,0.2984767
52,-1.3242166,-1.5403622,"('irrational', 'rational')",-0.38259298,-0.52730757,-0.93133014,-0.9238396,0.46380365,0.057388652,-0.543584,-0.7335302,0.1899462
77,1.245335,1.192831,"('unmotivated', 'motivated')",0.9181331,0.8257629,0.77626234,0.6267379,-1.344832,-1.2051519,0.3987246,0.360045,0.0386796
29,-1.2274475,-0.9309922,"('unfair', 'fair')",-0.74918294,-0.7477202,-0.44330505,-0.25366136,-0.5465131,-0.4720463,-0.7416121,-0.601105,-0.1405071
32,1.2061038,1.0027193,"('unkind', 'kind')",-0.010812573,-0.09647732,0.480938,0.5953929,0.72845966,0.8435274,0.6011722,0.5862905,0.0148817
70,1.1903905,1.3998564,"('lethargic', 'energetic')",0.57566327,0.62391794,0.37283823,0.45220196,0.090177156,0.8262649,0.5572672,0.8255603,-0.2682931
