,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
87,0.36453435,0.15250647,"('unsuccessful', 'successful')",1.0278978,1.1889142,0.6962161,0.6707103,0.0255058
82,-0.3480831,-0.5802721,"('poor', 'rich')",6.779498,6.5007052,3.2157075,2.9602165,0.255491
0,-0.3451556,-0.36864924,"('unsociable', 'sociable')",-0.15851443,-0.20632868,-0.251835,-0.287489,0.035654
42,-0.3267227,-0.27257252,"('unreliable', 'reliable')",-3.4269934,-3.3600419,-1.876858,-1.8163072,-0.0605508
76,0.29250643,-0.32605314,"('anxious', 'daring')",-0.03880634,-0.4631947,0.12685,-0.3946239,0.5214739
34,0.28904268,0.062097814,"('mean', 'honorable')",5.847541,5.693649,3.0682917,2.8778734,0.1904183
88,0.2873935,0.15903942,"('low', 'eminent')",-0.20367786,-0.26189896,0.0418578,-0.0514298,0.0932876
19,-0.27664888,-0.07625229,"('inhospitable', 'hospitable')",-0.6181075,-0.33256552,-0.4473782,-0.2044089,-0.2429693
73,0.2760693,0.35133493,"('helpless', 'self-reliant')",-3.4805975,-3.3003976,-1.602264,-1.4745314,-0.1277326
29,-0.2739519,-0.15406877,"('unfair', 'fair')",-0.3625502,-0.3328213,-0.318251,-0.243445,-0.074806
67,-0.26889887,-0.37429956,"('doubtful', 'determined')",-0.6990979,-0.80013925,-0.4839984,-0.5872194,0.103221
58,-0.26785138,0.1635302,"('undiscriminating', 'discriminating')",-0.07802535,0.18046194,-0.1729384,0.1719961,-0.3449345
14,0.2414554,0.18258166,"('antisocial', 'social')",-0.11372513,-0.29484254,0.0638651,-0.0561304,0.1199955
7,0.22904368,0.40942585,"('insensitive', 'sensitive')",0.5736324,0.72903085,0.401338,0.5692284,-0.1678904
13,-0.1971963,-0.51953244,"('impolite', 'polite')",-0.66070604,-0.7755108,-0.4289512,-0.6475216,0.2185704
78,-0.18812329,0.13549891,"('nonresilient', 'resilient')",0.032919813,0.25854215,-0.0776017,0.1970205,-0.2746222
36,-0.18737571,0.017525889,"('hostile', 'amicable')",-0.22336653,-0.03787328,-0.2053711,-0.0101737,-0.1951974
68,0.1848123,0.091161735,"('dependent', 'independent')",-0.8480431,-0.72230977,-0.3316154,-0.315574,-0.0160414
41,0.16713203,0.5855493,"('unforgiving', 'forgiving')",-0.2635207,-0.104335114,-0.0481943,0.2406071,-0.2888014
49,0.15080185,-0.12417166,"('unable', 'able')",-0.38492134,-0.3830405,-0.1170597,-0.2536061,0.1365464
47,-0.1437087,-0.47439662,"('stupid', 'smart')",5.5542426,5.2646694,2.705267,2.3951364,0.3101306
65,0.11771649,-0.46291757,"('insecure', 'secure')",-0.060352236,-0.34567285,0.0286821,-0.4042952,0.4329773
18,0.11446603,0.24995212,"('disagreeable', 'welcoming')",-0.47078657,-0.35851407,-0.1781603,-0.054281,-0.1238793
69,-0.11305787,0.05944381,"('lazy', 'industrious')",-0.97051245,-0.6288281,-0.5417852,-0.2846921,-0.2570931
6,-0.10621377,0.08451132,"('distant', 'open')",-0.47893304,-0.380704,-0.2925734,-0.1480963,-0.1444771
5,0.10584992,0.31170347,"('distant', 'outgoing')",-0.6965528,-0.5699018,-0.2953514,-0.1290992,-0.1662522
38,0.103455685,0.108474255,"('untruthful', 'truthful')",-0.3652284,-0.4403707,-0.1308864,-0.1659482,0.0350618
10,-0.10016102,-0.0452095,"('unsympathetic', 'sympathetic')",-0.26739866,-0.35168013,-0.1837798,-0.1984448,0.014665
53,-0.086786,0.24624464,"('uncreative', 'creative')",0.22938609,0.29128656,0.0713,0.2687656,-0.1974656
70,-0.07566488,-0.009835012,"('lethargic', 'energetic')",0.3590464,0.32119876,0.1416908,0.1556819,-0.0139911
81,0.055879556,-0.5408937,"('submissive', 'aggressive')",-0.4810452,-0.98194474,-0.2125828,-0.7614192,0.5488364
80,0.045192398,-0.04265912,"('dominated', 'dominating')",-0.7660762,-0.7582923,-0.3604419,-0.4004757,0.0400338
3,0.035748653,0.061760537,"('repellent', 'pleasant')",1.2403388,1.0000002,0.6380437,0.5308804,0.1071633
74,-0.027262956,0.03630252,"('undedicated', 'dedicated')",-0.4147567,-0.41256997,-0.2210098,-0.1881337,-0.0328761
11,0.011786789,-0.30722642,"('unhelpful', 'helpful')",1.5636038,1.3193345,0.7876953,0.506054,0.2816413
22,-0.0022878964,-0.11261914,"('untrustworthy', 'trustworthy')",-1.1092297,-1.1046293,-0.5557588,-0.6086242,0.0528654
