,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,1.6174947,1.2582223,"('exploitative', 'cooperative')",0.0885744,0.023108754,0.8530346,0.6406655,0.2123691
71,1.5992117,1.7694305,"('diffident', 'self-confident')",0.21980096,0.42248166,0.9095063,1.0959561,-0.1864498
62,1.5846195,1.4385172,"('incompetent', 'brilliant')",0.33962148,0.19497584,0.9621205,0.8167465,0.145374
57,-1.5700227,-1.2854159,"('unimaginative', 'imaginative')",-3.5074492,-3.5211942,-2.5387359,-2.4033051,-0.1354308
9,1.533376,1.8461634,"('unaffectionate', 'caring')",1.2334899,1.4593892,1.3834329,1.6527762,-0.2693433
64,-1.4220937,-1.2545894,"('shy', 'confident')",-6.8552437,-6.777897,-4.1386685,-4.016243,-0.1224255
61,1.3595072,1.3528442,"('illogical', 'logical')",0.5116917,0.5793411,0.9355994,0.9660927,-0.0304933
33,1.2422878,1.4406334,"('wrong', 'right')",-0.6152265,-0.4446412,0.3135306,0.4979961,-0.1844655
60,1.2278134,0.86272454,"('inefficient', 'efficient')",0.24434823,-0.022692155,0.7360808,0.4200162,0.3160646
50,-1.195503,-0.8576673,"('clumsy', 'skillful')",-0.002164185,0.2516632,-0.5988336,-0.3030021,-0.2958315
4,-1.164728,-0.46459392,"('disliked', 'liked')",-7.910797,-7.5870476,-4.5377626,-4.0258207,-0.5119419
75,-1.146706,-1.2783641,"('meek', 'impulsive')",-0.89955264,-0.9500813,-1.0231293,-1.1142226,0.0910933
25,1.1392964,1.2820928,"('egoistic', 'altruistic')",1.7430468,1.8371359,1.4411716,1.5596144,-0.1184428
83,1.1329777,1.1093177,"('powerless', 'powerful')",-0.9166703,-1.0006232,0.1081537,0.0543472,0.0538065
16,-1.1129116,-0.9465011,"('unpopular', 'popular')",0.12684512,0.18047023,-0.4930332,-0.3830154,-0.1100178
17,-1.0134267,-1.0116442,"('nasty', 'nice')",-0.8454725,-0.8623493,-0.9294496,-0.9369968,0.0075472
48,0.9407501,1.0700829,"('unintelligent', 'intelligent')",0.6869384,0.6836397,0.8138443,0.8768613,-0.063017
79,-0.89463884,-0.8041028,"('wavering', 'unwavering')",-0.5893848,-0.42937002,-0.7420118,-0.6167364,-0.1252754
54,0.8907727,0.7146358,"('incapable', 'capable')",0.95554787,0.97052777,0.9231603,0.8425817,0.0805786
37,0.8739902,1.1292338,"('fake', 'genuine')",0.31283146,0.5438634,0.5934108,0.8365486,-0.2431378
66,-0.8665387,-0.81603324,"('inactive', 'active')",0.41477892,0.6712666,-0.2258799,-0.0723833,-0.1534966
2,0.8635203,0.834274,"('unlikable', 'likable')",0.53392595,0.51997876,0.6987231,0.6771264,0.0215967
72,0.8496816,0.8769843,"('unambitious', 'ambitious')",-0.43346173,-0.4330879,0.2081099,0.2219482,-0.0138383
12,0.8196729,1.1883199,"('unsupportive', 'supportive')",-1.987637,-1.8082505,-0.5839821,-0.3099653,-0.2740168
32,0.80984044,0.75192565,"('unkind', 'kind')",0.8629647,0.9254047,0.8364025,0.8386652,-0.0022627
40,-0.7978945,-0.11190516,"('stingy', 'generous')",-2.2397346,-1.8606055,-1.5188146,-0.9862553,-0.5325593
52,-0.79688805,-0.775697,"('irrational', 'rational')",-0.11596205,-0.12116495,-0.456425,-0.448431,-0.007994
63,0.7450131,0.95321405,"('unperceptive', 'insightful')",0.40816742,0.654696,0.5765903,0.803955,-0.2273647
35,-0.73405135,-0.55010015,"('corrupt', 'incorrupt')",-0.6595522,-0.4100975,-0.6968018,-0.4800988,-0.216703
26,0.7239492,1.0275654,"('hardhearted', 'benevolent')",1.3971599,1.5576978,1.0605545,1.2926316,-0.2320771
44,-0.67973614,-1.181267,"('prejudiced', 'unprejudiced')",-1.2099285,-1.4414486,-0.9448323,-1.3113577,0.3665254
51,-0.6537129,-0.37798825,"('uneducated', 'educated')",0.5481858,0.628008,-0.0527636,0.1250099,-0.1777735
23,0.64160275,0.40188023,"('insincere', 'sincere')",6.4001617,6.180004,3.5208821,3.2909422,0.2299399
31,-0.62820685,-0.12844902,"('evil', 'good')",-1.0194459,-0.76708,-0.8238264,-0.4477645,-0.3760619
77,0.6256232,0.7798328,"('unmotivated', 'motivated')",-1.0505047,-1.0380485,-0.2124407,-0.1291079,-0.0833328
56,0.6063176,0.2866522,"('impractical', 'practical')",-0.7764725,-1.0656801,-0.0850775,-0.389514,0.3044365
30,0.5987938,0.43885785,"('intolerant', 'tolerant')",0.5516179,0.36178765,0.5752059,0.4003227,0.1748832
43,0.57567346,0.32261968,"('irresponsible', 'responsible')",0.41649082,0.28050154,0.4960821,0.3015606,0.1945215
55,0.54412305,0.48942754,"('incompetent', 'clever')",0.46715373,0.24036127,0.5056384,0.3648944,0.140744
1,0.5317577,1.0206184,"('unfriendly', 'friendly')",1.313249,1.5348746,0.9225034,1.2777464,-0.355243
21,0.528706,0.20874095,"('immoral', 'moral')",-0.16687383,-0.3792761,0.1809161,-0.0852676,0.2661837
24,0.52508914,0.4632452,"('dishonest', 'honest')",0.4633447,0.43408567,0.4942169,0.4486654,0.0455515
45,-0.51158315,-0.2615208,"('incompetent', 'competent')",-0.22819269,-0.24890904,-0.3698879,-0.2552149,-0.114673
86,0.5073798,0.94573927,"('uninfluential', 'influential')",-0.19620436,-0.06122151,0.1555877,0.4422589,-0.2866712
15,-0.5031179,-0.5156429,"('boring', 'funny')",-0.3538825,-0.26928565,-0.4285002,-0.3924643,-0.0360359
84,0.48986757,0.54996026,"('inferior', 'superior')",0.68804896,0.7459411,0.5889583,0.6479506,-0.0589923
85,0.48368272,0.9578506,"('insignificant', 'prestigious')",-0.3253506,-0.0020262692,0.0791661,0.4779122,-0.3987461
27,0.47877973,0.89733446,"('hardhearted', 'softhearted')",1.2271258,1.6090623,0.8529527,1.2531984,-0.4002457
59,-0.4459553,-0.26465985,"('foolish', 'wise')",-0.021778688,0.17997037,-0.233867,-0.0423447,-0.1915223
20,0.43167874,0.32157892,"('rough', 'thoughtful')",0.8195518,0.8688149,0.6256153,0.5951969,0.0304184
8,0.3915108,0.6444814,"('unaffectionate', 'affectionate')",0.7034872,0.9257765,0.547499,0.785129,-0.23763
46,0.37961328,0.29651824,"('uncompetitive', 'competitive')",-0.95903337,-1.0323944,-0.28971,-0.3679381,0.0782281
28,-0.37508142,-0.1728562,"('disloyal', 'loyal')",1.0536829,0.99879616,0.3393008,0.41297,-0.0736692
