,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,male-female
39,2.439244,2.392969,"('exploitative', 'cooperative')",0.7652465,0.79188377,0.14331403,0.26912957,1.1159349,1.1513274,-0.0353925
74,1.7784612,1.6818084,"('undedicated', 'dedicated')",-0.21189924,-0.35210976,-0.39995557,-0.27227712,0.3888688,0.3524738,0.036395
71,1.6629232,1.7211345,"('diffident', 'self-confident')",1.5023668,1.5794288,0.15891388,0.36533153,1.1080679,1.221965,-0.1138971
73,1.6325564,1.5419546,"('helpless', 'self-reliant')",0.23200443,0.23697075,-3.483932,-3.0514617,-0.5397904,-0.4241788,-0.1156116
78,-1.2986083,-1.2097394,"('nonresilient', 'resilient')",0.6887661,0.3696841,0.20242712,-0.15763655,-0.135805,-0.332564,0.196759
66,1.2573667,1.1201805,"('inactive', 'active')",-0.49178362,-0.523534,0.5129408,0.28119975,0.4261746,0.2926154,0.1335592
24,1.0832603,1.1849371,"('dishonest', 'honest')",-0.76484716,-0.8019235,0.122751586,0.32069162,0.1470549,0.2345684,-0.0875135
58,1.0669838,0.8509718,"('undiscriminating', 'discriminating')",0.4339398,0.19364059,0.08645864,0.11398777,0.5291274,0.3862001,0.1429273
35,1.025365,1.0456209,"('corrupt', 'incorrupt')",0.09464754,0.2970477,-1.176075,-1.0606385,-0.0186875,0.09401,-0.1126975
31,-0.9837294,-0.6812234,"('evil', 'good')",0.029292028,0.39058602,-1.5977709,-1.2067698,-0.8507361,-0.4991357,-0.3516004
87,0.90843046,0.8113355,"('unsuccessful', 'successful')",-0.036164142,-0.2501887,1.003462,0.9095422,0.6252427,0.4902297,0.135013
61,0.8828822,0.9002707,"('illogical', 'logical')",0.6544744,0.5316329,0.4896243,0.34088996,0.6756603,0.5909312,0.0847291
42,0.87490135,0.9611027,"('unreliable', 'reliable')",-0.47162881,-0.7201915,-2.827002,-2.429088,-0.8079098,-0.7293923,-0.0785175
44,-0.8192351,-0.86769325,"('prejudiced', 'unprejudiced')",-0.10265915,0.03534354,-1.1875305,-1.130992,-0.7031416,-0.6544472,-0.0486944
3,-0.7948583,-0.682441,"('repellent', 'pleasant')",-0.8031514,-0.92425716,1.0816523,0.8143091,-0.1721191,-0.2641297,0.0920106
77,-0.7766648,-0.6695884,"('unmotivated', 'motivated')",0.6574263,0.4987471,-1.0075045,-1.0130314,-0.375581,-0.3946242,0.0190432
49,-0.76064825,-0.631994,"('unable', 'able')",0.19914788,0.30677852,-0.26641518,-0.13628447,-0.2759718,-0.1538333,-0.1221385
72,0.69073474,0.42103165,"('unambitious', 'ambitious')",-0.069209844,-0.2208763,-0.42386824,-0.6531668,0.0658856,-0.1510038,0.2168894
47,-0.66705894,-0.73729044,"('stupid', 'smart')",0.071769305,0.07045864,5.1283894,4.4846497,1.5110332,1.272606,0.2384272
9,0.6411259,0.7733342,"('unaffectionate', 'caring')",0.07198863,0.05665967,0.49254683,0.6073496,0.4018871,0.4791145,-0.0772274
84,0.61176395,0.5966029,"('inferior', 'superior')",0.84515643,0.83953905,0.5662084,0.7004216,0.6743762,0.7121878,-0.0378116
4,-0.6095569,-0.2742534,"('disliked', 'liked')",0.1628641,0.25247246,-7.18441,-5.772911,-2.543701,-1.931564,-0.612137
76,0.60809916,0.56092376,"('anxious', 'daring')",-0.56287694,-0.868454,0.15739524,-0.063705064,0.0675392,-0.1237451,0.1912843
85,0.60602486,0.6473,"('insignificant', 'prestigious')",1.2604468,1.4098095,-0.78397673,-0.36049917,0.3608317,0.5655367,-0.204705
13,0.58686364,0.73866874,"('impolite', 'polite')",-0.55921435,-0.5098969,-0.9140206,-0.7146486,-0.2954571,-0.1619589,-0.1334982
26,0.57132417,0.6344381,"('hardhearted', 'benevolent')",1.3027899,1.2512757,1.5182056,1.8386558,1.1307732,1.2414565,-0.1106833
57,-0.571036,-0.4970933,"('unimaginative', 'imaginative')",-0.12066101,-0.39336318,-2.8008664,-2.3817277,-1.1641877,-1.090728,-0.0734597
46,-0.56534916,-0.74530625,"('uncompetitive', 'competitive')",-0.6999094,-1.0729381,-0.648154,-0.70857114,-0.6378042,-0.8422718,0.2044676
15,-0.55755806,-0.35121912,"('boring', 'funny')",0.66934043,0.92767537,-0.47733337,-0.19249226,-0.1218503,0.127988,-0.2498383
38,0.5536274,0.6452857,"('untruthful', 'truthful')",0.18209147,0.0894717,-0.5569547,-0.17207661,0.0595881,0.1875603,-0.1279722
27,-0.5446023,-0.40651953,"('hardhearted', 'softhearted')",-1.0626146,-1.1664971,0.44257054,0.17331415,-0.3882154,-0.4665675,0.0783521
17,0.5415465,0.62000376,"('nasty', 'nice')",-0.3714459,-0.1568046,-0.7260603,-0.6069159,-0.1853199,-0.0479056,-0.1374143
29,-0.52926755,-0.38899153,"('unfair', 'fair')",-0.056440163,-0.0027921535,-0.54048705,-0.4489393,-0.3753982,-0.280241,-0.0951572
0,-0.5231293,-0.5550442,"('unsociable', 'sociable')",-0.09627877,-0.40516344,-0.43764412,-0.5685793,-0.3523507,-0.5095956,0.1572449
82,-0.5210864,-0.71899545,"('poor', 'rich')",0.093100175,0.03387115,6.3124504,5.324801,1.9614881,1.5465589,0.4149292
80,0.51031435,0.4768013,"('dominated', 'dominating')",-0.12692618,-0.39455935,-0.03068126,-0.32935983,0.117569,-0.0823726,0.1999416
45,-0.5061289,-0.41724044,"('incompetent', 'competent')",-0.6635999,-0.9931972,-0.55796,-0.5148553,-0.5758963,-0.6417643,0.065868
19,0.48395398,0.56636566,"('inhospitable', 'hospitable')",-0.2696119,-0.08995335,-0.97994584,-0.7968976,-0.2552013,-0.1068284,-0.1483729
34,-0.44147775,-0.43986505,"('mean', 'honorable')",0.4719873,0.555396,5.4895277,4.879117,1.8400124,1.6648827,0.1751297
60,0.4392013,0.45019343,"('inefficient', 'efficient')",-0.24986479,-0.45612484,0.08118183,0.25273824,0.0901728,0.0822689,0.0079039
83,0.42286205,0.2204036,"('powerless', 'powerful')",0.27746463,0.26233518,-0.7678502,-0.69965374,-0.0225078,-0.072305,0.0497972
50,0.41913557,0.36002088,"('clumsy', 'skillful')",-0.37288952,-0.56194913,-0.058987185,-0.23671578,-0.004247,-0.1462147,0.1419677
79,0.40749288,0.2425462,"('wavering', 'unwavering')",-0.72035635,-0.75586903,-0.5568919,-0.7285174,-0.2899185,-0.4139467,0.1240282
14,-0.39746466,-0.35938233,"('antisocial', 'social')",0.35131207,0.3383326,-0.006746472,0.15664756,-0.017633,0.0451993,-0.0628323
2,0.39342284,0.49414092,"('unlikable', 'likable')",0.4449234,0.5718114,0.39358494,0.94470334,0.4106437,0.6702185,-0.2595748
51,0.357418,0.5739237,"('uneducated', 'educated')",0.13996652,0.006856162,0.5693655,0.54407793,0.3555833,0.3749526,-0.0193693
40,0.34435338,0.50631094,"('stingy', 'generous')",0.33234248,0.18964767,-2.220739,-1.9100338,-0.514681,-0.4046917,-0.1099893
48,-0.33974144,-0.42179355,"('unintelligent', 'intelligent')",1.8543296,1.6988024,0.59297246,0.71737516,0.7025202,0.6647946,0.0377256
25,0.33366737,0.4286544,"('egoistic', 'altruistic')",1.334714,1.4400549,1.0863297,1.1154597,0.9182371,0.994723,-0.0764859
59,0.31925303,0.41059908,"('foolish', 'wise')",0.30092084,0.42169452,-0.50714856,-0.257042,0.0376751,0.1917505,-0.1540754
43,-0.31525755,-0.3151309,"('irresponsible', 'responsible')",-0.45142215,-0.67618954,-0.053465143,0.0902754,-0.2733816,-0.3003483,0.0269667
28,0.30610704,0.28600723,"('disloyal', 'loyal')",0.18867455,-0.17911929,0.9016903,0.5256767,0.4654907,0.2108549,0.2546358
12,0.29585952,0.5061906,"('unsupportive', 'supportive')",0.0072051007,-0.10098769,-2.37161,-1.9110886,-0.6895151,-0.5019619,-0.1875532
18,0.28418964,0.51514506,"('disagreeable', 'welcoming')",0.08212674,0.21443902,-0.87732667,-0.70879316,-0.1703368,0.0069303,-0.1772671
37,-0.27758235,-0.40577933,"('fake', 'genuine')",-0.31250638,-0.5258838,-0.50979614,-0.4777576,-0.3666283,-0.4698069,0.1031786
75,-0.25924346,-0.1705311,"('meek', 'impulsive')",0.20903641,0.46590874,-0.70324564,-0.5006776,-0.2511509,-0.0684333,-0.1827176
20,0.2539183,0.07740462,"('rough', 'thoughtful')",1.6573291,1.5886322,0.61052364,0.748587,0.8405903,0.8048746,0.0357157
5,0.252525,0.4881775,"('distant', 'outgoing')",-0.038478315,0.24109577,-1.2010393,-0.8072946,-0.3289975,-0.0260071,-0.3029904
22,-0.24389431,-0.11786915,"('untrustworthy', 'trustworthy')",-0.17197724,-0.2159645,-0.9795153,-0.7241161,-0.465129,-0.3526499,-0.1124791
16,-0.2432451,-0.28781292,"('unpopular', 'popular')",0.40224648,0.4247598,0.1509883,0.16800614,0.1033299,0.101651,0.0016789
8,-0.24269158,-0.2567212,"('unaffectionate', 'affectionate')",0.40539742,0.34410268,-0.16206504,-0.08122978,0.0002136,0.0020506,-0.001837
65,0.24192277,0.11223084,"('insecure', 'secure')",-0.6449655,-0.7935318,0.12292825,-0.0011256523,-0.0933715,-0.2274755,0.134104
68,0.24162506,0.1510856,"('dependent', 'independent')",-0.4819145,-0.45651546,-1.2160568,-1.2347577,-0.4854488,-0.5133959,0.0279471
86,0.2379541,0.05264797,"('uninfluential', 'influential')",0.27419737,0.005404182,-0.40047142,-0.56873864,0.0372267,-0.1702288,0.2074555
41,-0.23677583,0.16814853,"('unforgiving', 'forgiving')",0.14980888,0.118262544,-0.57540417,-0.18305938,-0.2207904,0.0344506,-0.255241
11,0.22888015,0.37152618,"('unhelpful', 'helpful')",-0.2817089,-0.54017127,1.969532,2.0260608,0.6389011,0.6191386,0.0197625
32,0.22035456,0.3652849,"('unkind', 'kind')",-0.14735311,-0.27751672,0.6197143,0.68140113,0.2309053,0.2563898,-0.0254845
33,0.22007222,0.44764042,"('wrong', 'right')",0.47233254,0.6435931,-1.0360044,-0.824465,-0.1145332,0.0889228,-0.203456
23,0.2104941,0.20551911,"('insincere', 'sincere')",-0.8555199,-1.1170477,5.7560954,4.832387,1.7036899,1.3069528,0.3967371
21,-0.20082258,-0.21579085,"('immoral', 'moral')",0.43223315,0.29490423,-0.40307653,-0.6012669,-0.057222,-0.1740512,0.1168292
56,0.19758362,0.03758332,"('impractical', 'practical')",0.30630627,0.20819438,-0.29937017,-0.15596038,0.0681732,0.0299391,0.0382341
88,-0.19621749,-0.13375247,"('low', 'eminent')",-0.045898046,-0.17752938,-0.27706838,-0.08930653,-0.1730613,-0.1335295,-0.0395318
81,0.17100418,0.23212694,"('submissive', 'aggressive')",0.28792605,-0.014306806,-0.18860346,-0.2201841,0.0901089,-0.000788,0.0908969
53,0.16611126,0.16281971,"('uncreative', 'creative')",0.4918605,0.4057039,0.4011826,0.5004025,0.3530514,0.3563087,-0.0032573
55,-0.16150393,-0.34953454,"('incompetent', 'clever')",0.97274834,0.516215,0.59691554,0.43379682,0.4693867,0.2001591,0.2692276
7,-0.16082247,-0.11412374,"('insensitive', 'sensitive')",-0.73228234,-0.918091,0.27178773,0.30990982,-0.2071057,-0.2407683,0.0336626
63,0.15063474,0.31084275,"('unperceptive', 'insightful')",-0.19796479,-0.41799736,0.29661444,0.44090816,0.0830948,0.1112512,-0.0281564
10,0.12317543,0.20507966,"('unsympathetic', 'sympathetic')",-1.4353372,-1.8686609,-0.36789417,-0.6627719,-0.5600187,-0.775451,0.2154323
36,0.11359563,0.33011624,"('hostile', 'amicable')",-0.20692259,0.074017234,-0.41991577,-0.35339558,-0.1710809,0.0169126,-0.1879935
54,0.10023445,0.14087008,"('incapable', 'capable')",-0.02467126,-0.021535266,0.38919964,0.40337536,0.1549209,0.1742367,-0.0193158
52,0.09387228,0.1349877,"('irrational', 'rational')",0.35608152,0.39024454,-0.062235665,-0.09955969,0.1292394,0.1418909,-0.0126515
