,big_male,big_female,tuple,lots_male,lots_female,inc_male,inc_female,average_male,average_female,male-female
69,-2.8492806,-2.9968615,"('lazy', 'industrious')",-1.7909323,-2.358014,-0.80164057,-0.77222806,-1.8139512,-2.0423679,0.2284167
36,-2.5864568,-2.7353687,"('hostile', 'amicable')",-3.9025114,-4.5516133,-0.38495964,-0.40717778,-2.2913092,-2.56472,0.2734108
81,2.1524298,2.5134642,"('submissive', 'aggressive')",3.1629322,4.0199056,-0.046164714,0.06400058,1.7563992,2.1991235,-0.4427243
31,-2.1131136,-2.3299096,"('evil', 'good')",-2.784159,-3.3190246,-0.8804354,-0.9701122,-1.9259027,-2.2063489,0.2804462
62,1.7401583,2.5459788,"('incompetent', 'brilliant')",3.6258006,4.779198,0.50832504,0.8612485,1.9580948,2.7288087,-0.7707139
80,1.7190552,1.8485329,"('dominated', 'dominating')",0.8348001,1.655249,-1.2834843,-1.3932388,0.423457,0.7035143,-0.2800573
52,-1.6743413,-2.117288,"('irrational', 'rational')",-2.9617462,-3.4952197,-0.3092905,-0.520433,-1.6484593,-2.0443136,0.3958543
76,1.6578292,1.7137756,"('anxious', 'daring')",2.0100572,2.54371,0.72289574,0.7038255,1.463594,1.6537703,-0.1901763
24,1.5937837,1.8189048,"('dishonest', 'honest')",2.0829275,2.692067,0.70363414,0.7820233,1.4601151,1.7643317,-0.3042166
55,1.5189182,1.9320731,"('incompetent', 'clever')",3.3063982,4.5698347,0.41749585,0.31023076,1.7476041,2.2707129,-0.5231088
35,-1.5121281,-1.5650029,"('corrupt', 'incorrupt')",-3.4182954,-4.373229,-0.8094598,-0.74277306,-1.9132945,-2.2270017,0.3137072
26,-1.4988397,-1.2483836,"('hardhearted', 'benevolent')",-0.43829572,-0.5204445,1.4793854,1.3018821,-0.1525834,-0.1556487,0.0030653
60,1.4708135,2.3048937,"('inefficient', 'efficient')",4.804743,5.9548154,0.76194847,1.0757971,2.345835,3.1118355,-0.7660005
46,1.4268258,1.6671767,"('uncompetitive', 'competitive')",3.1515996,4.2956495,-0.21238881,-0.2146815,1.4553455,1.9160482,-0.4607027
11,1.3398287,1.7365814,"('unhelpful', 'helpful')",1.3990706,1.9965584,2.2160094,2.4904206,1.6516361,2.0745201,-0.422884
16,-1.3276867,-1.7207958,"('unpopular', 'popular')",-1.1849605,-1.2136552,0.23003495,0.3443297,-0.7608708,-0.8633738,0.102503
20,-1.287977,-0.9441712,"('rough', 'thoughtful')",-0.44730142,-0.5091386,1.087902,0.894583,-0.2157921,-0.1862423,-0.0295498
63,1.2851033,1.5737435,"('unperceptive', 'insightful')",1.9461762,2.2100334,1.427917,1.524095,1.5530655,1.7692906,-0.2162251
19,-1.2841552,-0.75501657,"('inhospitable', 'hospitable')",-1.875075,-1.9396249,-0.40396392,-0.20460121,-1.1877314,-0.9664143,-0.2213171
49,-1.2487715,-0.6422144,"('unable', 'able')",-0.49100447,-0.030569024,-0.028221712,0.22952679,-0.5893326,-0.1477522,-0.4415804
32,1.1685021,1.8671563,"('unkind', 'kind')",1.107929,1.7796534,1.113839,1.0991249,1.1300901,1.5819782,-0.4518881
56,1.168146,1.7966965,"('impractical', 'practical')",3.526235,4.406306,-0.047185663,0.19446301,1.5490651,2.1324886,-0.5834235
85,-1.116543,-1.2050232,"('insignificant', 'prestigious')",-3.2904234,-4.1962976,0.24756104,0.26646993,-1.3864684,-1.711617,0.3251486
50,-1.1048443,-1.1259302,"('clumsy', 'skillful')",-1.3583632,-1.1044232,0.023271985,0.15536568,-0.8133118,-0.6916625,-0.1216493
9,1.1021948,1.3299804,"('unaffectionate', 'caring')",-0.4164489,-0.271101,1.2649645,1.4151306,0.6502368,0.82467,-0.1744332
70,1.0735527,1.4536581,"('lethargic', 'energetic')",2.067956,2.8593926,0.57480353,0.72027224,1.2387707,1.6777743,-0.4390036
34,-1.0042639,-0.8022917,"('mean', 'honorable')",0.8843993,0.9346368,5.9334717,6.189486,1.9378691,2.1072771,-0.169408
38,0.9944471,1.1919371,"('untruthful', 'truthful')",1.5635437,1.6337124,0.073324524,0.4914888,0.8771051,1.1057127,-0.2286076
87,0.9562191,1.3679326,"('unsuccessful', 'successful')",1.3539386,2.0771782,0.99979407,1.1605833,1.1033173,1.5352313,-0.431914
12,0.9282581,1.247154,"('unsupportive', 'supportive')",0.8834916,1.4401219,-1.3820897,-1.3511964,0.14322,0.4453598,-0.3021398
17,-0.9128906,-0.9343178,"('nasty', 'nice')",-0.25898314,-0.73016423,-0.5116565,-0.52287567,-0.5611768,-0.7291193,0.1679425
37,-0.9045554,-1.078453,"('fake', 'genuine')",-0.037636217,0.2537262,0.20847014,0.058830842,-0.2445738,-0.2552986,0.0107248
79,-0.8568586,-1.1269782,"('wavering', 'unwavering')",-1.5930058,-2.2688742,-0.06194435,0.13889468,-0.8372695,-1.0856525,0.248383
83,0.84150034,1.2865564,"('powerless', 'powerful')",0.09606697,0.59519356,-1.0827451,-1.0482538,-0.0483926,0.277832,-0.3262246
43,0.81738275,1.3066069,"('irresponsible', 'responsible')",1.8759825,2.7393973,0.8882513,0.9040401,1.1938722,1.6500149,-0.4561427
21,0.78439605,1.2174174,"('immoral', 'moral')",2.689451,3.3705482,-0.2715222,-0.2995628,1.0674415,1.4294675,-0.362026
72,0.7739337,1.3767967,"('unambitious', 'ambitious')",1.1843361,1.5513469,-0.78863883,-0.5951119,0.389877,0.7776772,-0.3878002
13,0.7660914,1.0306147,"('impolite', 'polite')",2.5912666,3.1707387,-0.3265863,-0.23924975,1.0102572,1.3207013,-0.3104441
28,0.7477629,0.77986664,"('disloyal', 'loyal')",0.55682814,0.61761236,0.8122351,0.7671664,0.7056087,0.7215485,-0.0159398
67,0.730712,0.69392496,"('doubtful', 'determined')",0.6660973,0.465484,-0.6685965,-0.51221037,0.2427376,0.2157329,0.0270047
51,0.70221,1.1705637,"('uneducated', 'educated')",1.1446233,1.9577105,0.2746376,0.22472502,0.707157,1.1176664,-0.4105094
88,-0.66998637,-0.053998306,"('low', 'eminent')",-0.25696287,0.35402724,0.17295022,0.3114605,-0.251333,0.2038298,-0.4551628
6,-0.65733427,-0.34881637,"('distant', 'open')",-2.1326995,-2.4448137,-0.036162607,0.15383363,-0.9420655,-0.8799322,-0.0621333
64,0.639883,0.68216646,"('shy', 'confident')",0.24588084,0.77248585,-6.439133,-6.5368176,-1.8511232,-1.6940551,-0.1570681
71,0.6349616,0.9008915,"('diffident', 'self-confident')",1.3218657,1.1327189,0.8001643,0.83770585,0.9189972,0.9571054,-0.0381082
78,-0.6185403,-0.7024509,"('nonresilient', 'resilient')",-0.5013328,-0.46120256,0.4466212,0.40856993,-0.2244173,-0.2516945,0.0272772
