,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,male-female
14,1.937784,1.9261622,"('antisocial', 'social')",0.19498676,0.23943122,1.0663854,1.0827967,-0.0164113
7,1.7333722,1.5305237,"('insensitive', 'sensitive')",0.75276613,0.65724933,1.2430692,1.0938865,0.1491827
37,1.6656251,1.5343446,"('fake', 'genuine')",0.39556092,0.20861456,1.030593,0.8714796,0.1591134
56,1.5226798,2.0453188,"('impractical', 'practical')",0.22474685,0.92990726,0.8737133,1.4876131,-0.6138998
10,1.385827,0.95868325,"('unsympathetic', 'sympathetic')",0.47452486,0.3863968,0.9301759,0.67254,0.2576359
46,1.3678956,1.1412152,"('uncompetitive', 'competitive')",-0.3617883,-0.15382712,0.5030537,0.493694,0.0093597
36,-1.3662907,-1.7530288,"('hostile', 'amicable')",-0.717087,-1.1940367,-1.0416888,-1.4735327,0.4318439
16,-1.3570218,-1.4220963,"('unpopular', 'popular')",-0.163668,-0.21274127,-0.7603449,-0.8174188,0.0570739
26,1.323966,0.8033925,"('hardhearted', 'benevolent')",1.8227463,1.4009962,1.5733562,1.1021943,0.4711619
45,1.3218479,1.1505376,"('incompetent', 'competent')",0.124311775,0.3659774,0.7230799,0.7582575,-0.0351776
31,-1.2928354,-1.4983672,"('evil', 'good')",-0.99280745,-1.2461916,-1.1428214,-1.3722794,0.229458
70,1.2409244,1.3385359,"('lethargic', 'energetic')",0.29967695,0.63845474,0.7703006,0.9884953,-0.2181947
62,1.1832112,1.8393266,"('incompetent', 'brilliant')",0.2941663,0.9310216,0.7386888,1.385174,-0.6464852
60,1.1606444,1.4701949,"('inefficient', 'efficient')",0.2119719,1.022722,0.6863081,1.2464585,-0.5601504
55,1.134971,0.8199589,"('incompetent', 'clever')",0.27885818,0.42321232,0.7069146,0.6215856,0.085329
28,1.1106659,0.9151162,"('disloyal', 'loyal')",1.1930338,0.87943345,1.1518499,0.8972749,0.254575
44,-1.0834408,-0.5496964,"('prejudiced', 'unprejudiced')",-1.6142635,-1.3538897,-1.3488522,-0.9517931,-0.3970591
49,-1.0821792,-0.7227875,"('unable', 'able')",-0.9203686,-0.67603004,-1.0012739,-0.6994088,-0.3018651
24,1.0797524,1.0222405,"('dishonest', 'honest')",1.1591152,1.1105343,1.1194339,1.0663874,0.0530465
35,-1.0797178,-0.9645505,"('corrupt', 'incorrupt')",-0.91670364,-1.2030798,-0.9982107,-1.0838151,0.0856044
74,1.0619334,1.0604681,"('undedicated', 'dedicated')",-0.09663851,0.14330545,0.4826474,0.6018867,-0.1192393
9,1.0108312,0.7733016,"('unaffectionate', 'caring')",1.1605461,0.9290855,1.0856886,0.8511935,0.2344951
67,0.9720466,1.0349318,"('doubtful', 'determined')",-0.1835277,-0.21519582,0.3942595,0.409868,-0.0156085
21,0.95547897,1.0766495,"('immoral', 'moral')",-0.748818,-0.49003303,0.1033305,0.2933083,-0.1899778
63,0.95437205,0.8992502,"('unperceptive', 'insightful')",0.26345325,0.6059877,0.6089126,0.752619,-0.1437064
2,0.9488823,1.4092036,"('unlikable', 'likable')",0.84400123,1.0761913,0.8964418,1.2426975,-0.3462557
80,0.93566936,0.90509015,"('dominated', 'dominating')",-0.13420035,0.020528547,0.4007345,0.4628094,-0.0620749
85,-0.9286729,-0.9767573,"('insignificant', 'prestigious')",-1.0911939,-1.4070128,-1.0099335,-1.191885,0.1819515
50,-0.9271586,-0.93473697,"('clumsy', 'skillful')",-0.6913359,-0.8072391,-0.8092473,-0.870988,0.0617407
53,-0.9262499,-0.9550653,"('uncreative', 'creative')",0.34585914,0.380975,-0.2901954,-0.2870452,-0.0031502
39,0.9003956,0.9765436,"('exploitative', 'cooperative')",0.72942543,0.811623,0.8149105,0.8940833,-0.0791728
33,0.8620277,0.6463048,"('wrong', 'right')",-0.28765434,-0.3957286,0.2871867,0.1252881,0.1618986
86,0.82275176,0.2762544,"('uninfluential', 'influential')",-0.25305155,-0.3467958,0.2848501,-0.0352707,0.3201208
42,0.805714,0.993264,"('unreliable', 'reliable')",-2.786027,-2.4636059,-0.9901565,-0.735171,-0.2549855
19,-0.7959276,-0.47402456,"('inhospitable', 'hospitable')",-0.74580944,-0.5759299,-0.7708685,-0.5249772,-0.2458913
71,0.7889044,0.6525501,"('diffident', 'self-confident')",0.16956541,0.38025716,0.4792349,0.5164036,-0.0371687
76,0.7613028,1.0643241,"('anxious', 'daring')",0.017202014,0.33369267,0.3892524,0.6990084,-0.309756
12,0.7407029,0.875458,"('unsupportive', 'supportive')",-1.7266049,-1.4968218,-0.492951,-0.3106819,-0.1822691
52,-0.7359284,-0.7872431,"('irrational', 'rational')",-0.5323287,-0.83459693,-0.6341286,-0.81092,0.1767914
75,-0.7227782,-0.7629638,"('meek', 'impulsive')",-0.7422981,-0.6442111,-0.7325382,-0.7035874,-0.0289508
5,-0.7081994,-0.45686665,"('distant', 'outgoing')",-0.8494474,-0.9316779,-0.7788234,-0.6942723,-0.0845511
30,0.69522303,1.0583453,"('intolerant', 'tolerant')",0.5802971,0.9971028,0.63776,1.027724,-0.389964
72,0.68412673,0.38410726,"('unambitious', 'ambitious')",0.027735155,0.1310175,0.355931,0.2575624,0.0983686
82,-0.67144454,-0.124691084,"('poor', 'rich')",5.86271,5.7804084,2.5956328,2.8278587,-0.2322259
83,0.66539085,0.55713457,"('powerless', 'powerful')",-0.9225941,-1.0127214,-0.1286016,-0.2277934,0.0991918
79,-0.65228266,-0.5652437,"('wavering', 'unwavering')",-0.5832795,-0.6318311,-0.617781,-0.5985374,-0.0192436
0,0.64481235,0.49009746,"('unsociable', 'sociable')",0.11736925,0.25924587,0.3810908,0.3746717,0.0064191
59,-0.6442828,-0.58263975,"('foolish', 'wise')",-0.115099266,-0.19415952,-0.379691,-0.3883996,0.0087086
41,0.6290502,0.6478658,"('unforgiving', 'forgiving')",0.463837,0.614751,0.5464436,0.6313084,-0.0848648
58,0.6107572,0.26073498,"('undiscriminating', 'discriminating')",0.3272732,0.36775813,0.4690152,0.3142465,0.1547687
81,0.53589815,0.7989195,"('submissive', 'aggressive')",-0.54979223,-0.10088612,-0.006947,0.3490167,-0.3559637
73,-0.51755565,-0.2360135,"('helpless', 'self-reliant')",-3.4352655,-3.3236344,-1.9764106,-1.7798239,-0.1965867
65,0.5093116,0.5438059,"('insecure', 'secure')",0.2851151,0.5795293,0.3972133,0.5616676,-0.1644543
40,0.4711627,0.08148116,"('stingy', 'generous')",-2.2593555,-2.4796531,-0.8940964,-1.199086,0.3049896
4,-0.46515754,-0.29036635,"('disliked', 'liked')",-7.527121,-7.1003904,-3.9961393,-3.6953783,-0.300761
6,-0.46252745,-0.4399405,"('distant', 'open')",-0.44131812,-0.85312146,-0.4519228,-0.646531,0.1946082
88,-0.43075448,0.13565525,"('low', 'eminent')",-0.76559585,-0.6284114,-0.5981752,-0.2463781,-0.3517971
22,0.4277987,0.12774207,"('untrustworthy', 'trustworthy')",-0.38378203,-0.27054873,0.0220083,-0.0714033,0.0934116
23,0.4117366,0.67403287,"('insincere', 'sincere')",6.251328,6.18565,3.3315322,3.4298413,-0.0983091
48,0.4100224,0.3713982,"('unintelligent', 'intelligent')",0.0030926801,0.07879798,0.2065575,0.2250981,-0.0185406
13,0.39852,0.8618445,"('impolite', 'polite')",-0.10369468,0.36591676,0.1474127,0.6138806,-0.4664679
68,-0.38504565,-0.18243842,"('dependent', 'independent')",-1.7889285,-1.6359652,-1.086987,-0.9092018,-0.1777852
3,0.37309143,0.05671077,"('repellent', 'pleasant')",0.63617635,0.5036191,0.5046339,0.2801649,0.224469
54,-0.36220813,-0.072200656,"('incapable', 'capable')",0.55389273,0.591766,0.0958423,0.2597827,-0.1639404
32,0.34956002,0.49498063,"('unkind', 'kind')",1.0188103,1.0249718,0.6841851,0.7599763,-0.0757912
11,0.34290823,0.6503463,"('unhelpful', 'helpful')",2.1574688,2.5682833,1.2501885,1.6093148,-0.3591263
69,-0.33608216,-0.30517173,"('lazy', 'industrious')",-0.89435905,-0.95925224,-0.6152206,-0.632212,0.0169914
1,0.31609458,-0.024801187,"('unfriendly', 'friendly')",1.6921396,1.2761972,1.0041171,0.625698,0.3784191
77,-0.24718915,-0.35419813,"('unmotivated', 'motivated')",-0.8261408,-0.64820325,-0.536665,-0.5012007,-0.0354643
61,0.22190048,0.3888037,"('illogical', 'logical')",0.061259896,0.17705067,0.1415802,0.2829272,-0.141347
57,0.21650623,-0.0018933918,"('unimaginative', 'imaginative')",-2.850483,-2.6663287,-1.3169883,-1.334111,0.0171227
43,0.19636706,0.43490976,"('irresponsible', 'responsible')",1.1089183,1.4039942,0.6526427,0.919452,-0.2668093
87,-0.19361821,0.25916225,"('unsuccessful', 'successful')",0.07063027,0.30621636,-0.061494,0.2826893,-0.3441833
78,-0.16845524,-0.5436793,"('nonresilient', 'resilient')",-0.1070292,-0.038550243,-0.1377422,-0.2911148,0.1533726
15,0.167669,0.2014412,"('boring', 'funny')",0.17893688,0.3371516,0.1733029,0.2692964,-0.0959935
8,0.16587836,-0.16508934,"('unaffectionate', 'affectionate')",0.6120154,0.030000322,0.3889469,-0.0675445,0.4564914
64,-0.14823711,-0.0061770137,"('shy', 'confident')",-6.0563383,-5.480494,-3.1022878,-2.7433355,-0.3589523
18,-0.13957816,-0.002243951,"('disagreeable', 'welcoming')",-0.91462624,-0.9021666,-0.5271022,-0.4522053,-0.0748969
51,0.12306279,0.32847056,"('uneducated', 'educated')",-0.121661164,0.12438022,0.0007008,0.2264254,-0.2257246
25,0.117653586,-0.13888344,"('egoistic', 'altruistic')",1.1244619,0.84468895,0.6210577,0.3529028,0.2681549
27,0.11605358,0.08074744,"('hardhearted', 'softhearted')",0.5926494,0.22144042,0.3543515,0.1510939,0.2032576
17,-0.10243714,-0.20969051,"('nasty', 'nice')",-0.16506362,-0.18004966,-0.1337504,-0.1948701,0.0611197
29,-0.09430677,-0.225431,"('unfair', 'fair')",-0.46395743,-0.5982245,-0.2791321,-0.4118277,0.1326956
34,-0.0837694,0.14903864,"('mean', 'honorable')",5.213857,5.2858167,2.5650439,2.7174277,-0.1523838
20,-0.07798881,-0.3442916,"('rough', 'thoughtful')",0.55296874,0.33078584,0.23749,-0.0067529,0.2442429
84,-0.077511035,-0.15724503,"('inferior', 'superior')",-0.0998611,-0.23253867,-0.0886861,-0.1948918,0.1062057
38,0.073170245,0.19868046,"('untruthful', 'truthful')",0.47756281,0.79927415,0.2753665,0.4989773,-0.2236108
47,0.01762192,0.16961789,"('stupid', 'smart')",5.1559467,5.1373463,2.5867844,2.653482,-0.0666976
66,-0.016322955,-0.11334252,"('inactive', 'active')",0.18237019,-0.18645789,0.0830236,-0.1499002,0.2329238
