,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,male-female
26,0.3832043,0.6695741,"('hardhearted', 'benevolent')",1.3654424,1.8136102,0.8743234,1.2415922,-0.3672688
20,0.37343985,0.19663328,"('rough', 'thoughtful')",1.0784589,0.9376517,0.7259494,0.5671425,0.1588069
22,-0.34920922,-0.6630182,"('untrustworthy', 'trustworthy')",-0.92038715,-1.0376887,-0.6347982,-0.8503535,0.2155553
64,-0.34620982,-0.75207937,"('shy', 'confident')",-7.105289,-6.977733,-3.7257495,-3.8649063,0.1391568
83,-0.33988434,-0.2898237,"('powerless', 'powerful')",-0.9398933,-0.6923889,-0.6398888,-0.4911063,-0.1487825
51,-0.3387468,-0.34673223,"('uneducated', 'educated')",0.8435645,0.8048095,0.2524089,0.2290386,0.0233703
39,-0.32750875,-0.03393729,"('exploitative', 'cooperative')",-0.20919254,-0.041548938,-0.2683507,-0.0377431,-0.2306076
36,-0.31469953,-0.17992665,"('hostile', 'amicable')",0.02924819,0.08983874,-0.1427257,-0.045044,-0.0976817
21,-0.2983994,-0.23372261,"('immoral', 'moral')",-0.6548834,-0.47504994,-0.4766414,-0.3543863,-0.1222551
41,-0.2947317,-0.15609366,"('unforgiving', 'forgiving')",0.035389252,0.27419016,-0.1296712,0.0590483,-0.1887195
66,-0.2925981,-0.41611412,"('inactive', 'active')",0.5942749,0.6113826,0.1508384,0.0976342,0.0532042
49,-0.28020883,-0.2932112,"('unable', 'able')",0.16068606,0.09875539,-0.0597614,-0.0972279,0.0374665
65,-0.26956087,-0.548605,"('insecure', 'secure')",-0.6849843,-1.0319062,-0.4772726,-0.7902557,0.3129831
59,-0.26861727,-0.4360882,"('foolish', 'wise')",0.5523958,0.3769924,0.1418893,-0.0295479,0.1714372
25,0.26405513,0.38927796,"('egoistic', 'altruistic')",1.6559942,1.7573453,0.9600247,1.0733117,-0.113287
47,-0.26116273,-0.34100965,"('stupid', 'smart')",5.455306,5.1212964,2.5970716,2.3901434,0.2069282
14,-0.25539353,-0.21830711,"('antisocial', 'social')",-0.8448004,-0.6757517,-0.550097,-0.4470294,-0.1030676
4,-0.23322794,-0.32951283,"('disliked', 'liked')",-6.359865,-5.8373747,-3.2965465,-3.0834436,-0.2131029
27,-0.23043416,-0.39144012,"('hardhearted', 'softhearted')",1.7584207,1.4513193,0.7639933,0.5299396,0.2340537
48,-0.215879,-0.3156337,"('unintelligent', 'intelligent')",0.8387003,0.6730417,0.3114107,0.178704,0.1327067
34,0.20747805,0.48064584,"('mean', 'honorable')",6.217817,6.160533,3.2126474,3.3205893,-0.1079419
58,-0.2058308,-0.28905275,"('undiscriminating', 'discriminating')",0.30689147,0.37085536,0.0505303,0.0409013,0.009629
78,-0.20209152,-0.521596,"('nonresilient', 'resilient')",0.40479136,0.15788583,0.1013499,-0.1818551,0.283205
67,0.19311906,0.25881428,"('doubtful', 'determined')",-0.91035277,-0.62369,-0.3586169,-0.1824379,-0.176179
40,0.166028,-0.44300592,"('stingy', 'generous')",-0.9463193,-1.3194828,-0.3901457,-0.8812444,0.4910987
42,0.16126339,-0.13801616,"('unreliable', 'reliable')",-3.3658316,-3.4864006,-1.6022841,-1.8122084,0.2099243
82,-0.15954548,0.12087276,"('poor', 'rich')",6.271965,6.238186,3.0562098,3.1795294,-0.1233196
30,-0.1508579,-0.007037364,"('intolerant', 'tolerant')",1.2817074,1.3907195,0.5654247,0.6918411,-0.1264164
15,-0.14582224,0.073159106,"('boring', 'funny')",0.42094663,0.64151955,0.1375622,0.3573393,-0.2197771
37,0.12914413,-0.22874302,"('fake', 'genuine')",0.6424564,0.3095682,0.3858003,0.0404126,0.3453877
85,0.12666842,0.49817902,"('insignificant', 'prestigious')",0.6193713,1.1598885,0.3730199,0.8290337,-0.4560138
17,-0.11572076,0.25416866,"('nasty', 'nice')",-0.3387649,0.029492708,-0.2272428,0.1418307,-0.3690735
75,0.08605456,0.293605,"('meek', 'impulsive')",-0.3563382,-0.26262885,-0.1351418,0.0154881,-0.1506299
80,-0.08490653,-0.39014333,"('dominated', 'dominating')",-1.1112932,-1.331022,-0.5980999,-0.8605827,0.2624828
88,-0.078728825,0.4366347,"('low', 'eminent')",0.31483254,0.6853566,0.1180519,0.5609956,-0.4429437
76,-0.060808357,-0.077199295,"('anxious', 'daring')",-0.12730141,-0.14108013,-0.0940549,-0.1091397,0.0150848
87,0.044568114,-0.1044424,"('unsuccessful', 'successful')",0.76741415,0.46239373,0.4059911,0.1789757,0.2270154
74,-0.04032602,-0.1483269,"('undedicated', 'dedicated')",-0.03589987,-0.016303487,-0.0381129,-0.0823152,0.0442023
68,-0.039857995,-0.25906783,"('dependent', 'independent')",-0.05072794,-0.31091684,-0.045293,-0.2849923,0.2396993
81,0.036361333,0.31497192,"('submissive', 'aggressive')",-0.8455109,-0.53902745,-0.4045748,-0.1120278,-0.292547
33,-0.03244052,-0.13306047,"('wrong', 'right')",-0.3779633,-0.47497424,-0.2052019,-0.3040174,0.0988155
79,-0.020241113,0.042002268,"('wavering', 'unwavering')",0.31100118,0.12636937,0.14538,0.0841858,0.0611942
