,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
56,3.0382679,3.0291266,"('impractical', 'practical')",1.3409755,1.3007017,0.43507656,0.6337859,1.6047734,1.654538,-0.0497646
6,-2.781041,-2.5796535,"('distant', 'open')",-1.851424,-1.4660778,-0.92403793,-0.58756006,-1.8521676,-1.5444306,-0.307737
55,2.7099206,2.4863088,"('incompetent', 'clever')",1.5409098,1.3596573,0.8922275,0.50166136,1.7143528,1.4492092,0.2651436
35,-2.6672878,-2.2182002,"('corrupt', 'incorrupt')",-0.9501421,-0.8084277,-1.0291611,-0.6772483,-1.5488637,-1.2346254,-0.3142383
62,2.6260078,2.74127,"('incompetent', 'brilliant')",1.558812,1.6552832,0.8906049,1.0710814,1.6918082,1.8225447,-0.1307365
51,2.6073818,2.8000934,"('uneducated', 'educated')",1.0760214,1.2829754,0.8215023,0.74632853,1.5016352,1.6097991,-0.1081639
60,2.6038158,2.256838,"('inefficient', 'efficient')",1.5811591,1.5486903,0.84710467,0.833194,1.6773597,1.5462408,0.1311189
36,-2.5835838,-2.4597917,"('hostile', 'amicable')",-1.74301,-1.5548817,-0.90566224,-0.7597178,-1.7440853,-1.5914637,-0.1526216
45,2.5234554,2.0964372,"('incompetent', 'competent')",2.111357,2.0292933,0.76717883,0.25912267,1.8006638,1.4616178,0.339046
12,2.4326262,2.3076768,"('unsupportive', 'supportive')",0.33983386,0.6972443,-1.0430815,-1.1243342,0.5764595,0.6268622,-0.0504027
5,-2.4024158,-2.1685152,"('distant', 'outgoing')",-1.5148406,-1.2405081,-1.188196,-0.73960024,-1.7018175,-1.3828745,-0.318943
13,2.4012415,2.269613,"('impolite', 'polite')",2.3896542,2.576078,0.47585708,0.48117986,1.7555842,1.7756235,-0.0200393
0,2.3920794,2.037104,"('unsociable', 'sociable')",1.4070421,1.4075519,0.067900866,-0.12451684,1.2890074,1.1067131,0.1822943
46,2.3413558,1.9814638,"('uncompetitive', 'competitive')",1.1963447,1.394638,0.6072086,0.3423319,1.3816365,1.2394779,0.1421586
85,-2.311475,-2.2877045,"('insignificant', 'prestigious')",-2.0428753,-2.3379202,-0.11558551,-0.21746881,-1.4899785,-1.6143645,0.124386
31,-2.2116373,-2.347488,"('evil', 'good')",-1.9643389,-1.8966557,-1.543945,-1.5891466,-1.9066404,-1.94443,0.0377896
32,2.0941427,1.8710293,"('unkind', 'kind')",-0.2501311,-0.1897353,1.3403611,1.0494593,1.0614576,0.9102511,0.1512065
30,2.0885816,2.0131884,"('intolerant', 'tolerant')",1.1539165,1.2055447,1.3744934,1.4699541,1.538997,1.5628958,-0.0238988
14,2.0826347,1.6764827,"('antisocial', 'social')",0.9748376,0.7396855,0.15214732,-0.15113828,1.0698732,0.75501,0.3148632
52,-2.0441864,-1.8179897,"('irrational', 'rational')",-2.1099222,-1.8283664,-0.7440916,-0.7426794,-1.6327333,-1.4630119,-0.1697214
57,1.8611674,1.5451889,"('unimaginative', 'imaginative')",-0.8843533,-0.7549693,-1.6320143,-2.1357806,-0.2184,-0.4485203,0.2301203
69,-1.851836,-1.7521448,"('lazy', 'industrious')",-0.35380146,-0.7480986,-1.090347,-1.1364418,-1.0986615,-1.2122285,0.113567
25,-1.8468041,-1.649326,"('egoistic', 'altruistic')",-0.07946792,0.14771423,0.7475598,0.8830666,-0.3929041,-0.2061817,-0.1867224
63,1.8169572,1.4723982,"('unperceptive', 'insightful')",1.1496893,1.2980895,1.9160843,1.7886534,1.627577,1.5197137,0.1078633
44,-1.7993546,-1.9094286,"('prejudiced', 'unprejudiced')",-1.0764859,-1.1726122,-1.6214283,-1.7901828,-1.4990896,-1.6240746,0.124985
81,1.764967,1.6455534,"('submissive', 'aggressive')",0.3840802,0.21193635,-0.041998945,-0.020834401,0.7023494,0.6122184,0.090131
11,1.7201637,1.6087682,"('unhelpful', 'helpful')",0.47449568,0.5216058,2.4795537,2.4978225,1.5580711,1.5427322,0.0153389
79,-1.7179363,-1.5173818,"('wavering', 'unwavering')",-1.8477504,-1.8155543,-0.30821043,-0.096968815,-1.291299,-1.1433016,-0.1479974
21,1.6749016,1.434111,"('immoral', 'moral')",0.5744275,0.5089465,-0.0761711,-0.4277396,0.724386,0.505106,0.21928
66,-1.625175,-1.6697098,"('inactive', 'active')",-0.87483543,-0.7522783,0.33926585,0.39631614,-0.7202482,-0.675224,-0.0450242
23,1.6205059,1.5129542,"('insincere', 'sincere')",0.61246467,0.5421309,5.8318477,6.1220675,2.6882728,2.7257175,-0.0374447
70,1.6163228,1.0826908,"('lethargic', 'energetic')",1.2398509,1.1672562,1.7555128,1.6216388,1.5372287,1.2905286,0.2467001
41,1.5694268,1.2567177,"('unforgiving', 'forgiving')",0.8853723,1.0651722,0.27867502,0.07249601,0.9111581,0.7981286,0.1130295
10,1.5639201,1.0176872,"('unsympathetic', 'sympathetic')",-0.036355726,0.059652667,0.62075055,0.3099884,0.716105,0.4624428,0.2536622
74,1.5593376,1.145728,"('undedicated', 'dedicated')",1.098259,1.0351179,0.47873157,0.14223492,1.0454427,0.7743602,0.2710825
80,1.5390505,1.2816876,"('dominated', 'dominating')",2.4936037,2.2710016,-0.3561822,-0.65930593,1.2254907,0.964461,0.2610297
22,1.5229092,1.2241454,"('untrustworthy', 'trustworthy')",1.2069879,1.2626222,0.16995323,-0.044610925,0.9666168,0.8140523,0.1525645
43,1.4740295,1.2613717,"('irresponsible', 'responsible')",1.9618165,1.8836728,1.0959138,0.97658825,1.5105866,1.3738775,0.1367091
65,1.4587374,1.1084626,"('insecure', 'secure')",1.95577,1.542464,0.3253474,0.2913342,1.2466183,0.9807536,0.2658647
