,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
86,1.4354174,1.1751127,"('uninfluential', 'influential')",0.37274674,0.25549492,0.28042305,-0.022591665,0.6961958,0.4693387,0.2268571
16,-1.3754689,-1.2266406,"('unpopular', 'popular')",-1.9660621,-1.6204803,0.01978309,0.003741715,-1.1072493,-0.947793,-0.1594563
8,-1.3615797,-1.1504903,"('unaffectionate', 'affectionate')",-1.6969385,-1.3570683,0.24593726,0.39266935,-0.9375269,-0.704963,-0.2325639
48,1.2801123,1.3502631,"('unintelligent', 'intelligent')",0.7346261,0.63066536,0.73370135,0.74916744,0.9161466,0.910032,0.0061146
54,-1.2388991,-0.9294647,"('incapable', 'capable')",-0.85634816,-0.76400846,0.6043995,1.0110838,-0.4969493,-0.2274631,-0.2694862
59,-1.2000855,-1.0481325,"('foolish', 'wise')",-0.8504108,-0.68683696,-0.1458836,0.087730214,-0.7321266,-0.5490798,-0.1830468
47,1.0981317,1.1289953,"('stupid', 'smart')",0.030558022,0.020244986,4.9638557,5.38068,2.0308485,2.1766402,-0.1457917
33,-1.0934856,-1.0115896,"('wrong', 'right')",1.0829749,1.1400522,-1.189039,-1.1626632,-0.3998499,-0.3447336,-0.0551163
87,1.0662407,0.7993753,"('unsuccessful', 'successful')",2.0583568,1.9198812,1.5846642,1.3064883,1.569754,1.3419148,0.2278392
53,-1.0500364,-0.764381,"('uncreative', 'creative')",-0.7537023,-0.5753347,0.42929834,0.5672191,-0.4581468,-0.2574989,-0.2006479
75,-0.99358386,-0.7014656,"('meek', 'impulsive')",-2.0379517,-1.542933,-0.7881064,-0.5108892,-1.273214,-0.9184292,-0.3547848
78,0.9719273,0.8969993,"('nonresilient', 'resilient')",0.83888483,0.82344127,1.1619604,1.141277,0.9909242,0.9539059,0.0370183
37,0.94958144,0.58434725,"('fake', 'genuine')",1.1271116,1.2047551,0.72394484,0.72202027,0.933546,0.8370409,0.0965051
72,0.9361001,1.2430961,"('unambitious', 'ambitious')",0.2558853,0.32260108,-1.0230201,-0.85459614,0.0563217,0.2370337,-0.180712
50,-0.85880345,-0.8954432,"('clumsy', 'skillful')",-0.30338478,-0.24393883,0.30631837,0.28843316,-0.28529,-0.2836496,-0.0016404
27,-0.81101996,-1.1810362,"('hardhearted', 'softhearted')",-0.417149,-0.6013982,0.965631,0.81854886,-0.0875127,-0.3212952,0.2337825
58,0.7802326,0.5380422,"('undiscriminating', 'discriminating')",0.99151087,0.9220429,0.74222505,0.4940417,0.8379895,0.6513756,0.1866139
1,-0.7744546,-0.49795082,"('unfriendly', 'friendly')",-0.94649553,-0.5611545,0.8799085,1.0219754,-0.2803472,-0.0123766,-0.2679706
19,-0.7577371,-0.38571376,"('inhospitable', 'hospitable')",-1.1062317,-0.79220587,-0.5725738,-0.22131011,-0.8121808,-0.4664099,-0.3457709
76,0.7005909,0.35561404,"('anxious', 'daring')",1.2181193,1.1660877,0.8738344,0.7105197,0.9308482,0.7440739,0.1867743
64,0.6276417,0.6473926,"('shy', 'confident')",0.19206038,0.33181345,-5.5781307,-5.625829,-1.5861429,-1.5488744,-0.0372685
17,-0.59712994,-0.68517697,"('nasty', 'nice')",-0.9136853,-0.94116354,-0.662834,-0.77321935,-0.7245498,-0.7998533,0.0753035
28,-0.5821843,-0.63991755,"('disloyal', 'loyal')",-0.058138832,-0.100941494,0.81580526,0.8840492,0.058494,0.04773,0.010764
2,0.55046374,0.54729337,"('unlikable', 'likable')",0.47438282,0.42583683,0.35622203,0.38647753,0.4603562,0.4532026,0.0071536
18,-0.51804465,-0.65123373,"('disagreeable', 'welcoming')",-1.2065468,-0.9948521,-0.56922483,-0.5278095,-0.7646054,-0.7246318,-0.0399736
68,0.49803382,0.7453872,"('dependent', 'independent')",0.14009373,0.2080507,-0.52910876,-0.30291802,0.0363396,0.21684,-0.1805004
20,0.4892093,0.3252108,"('rough', 'thoughtful')",0.59724957,0.43272737,1.2985653,1.2347026,0.795008,0.6642136,0.1307944
34,0.47662002,0.43107837,"('mean', 'honorable')",-1.5968605,-1.5880746,5.776335,6.0956516,1.5520315,1.6462185,-0.094187
71,0.4602885,0.43679264,"('diffident', 'self-confident')",1.4872036,1.2729324,0.4445982,0.36841425,0.7973634,0.6927131,0.1046503
26,-0.4354164,-0.5863877,"('hardhearted', 'benevolent')",1.4410181,1.1086699,1.3448839,1.0193589,0.7834952,0.5138803,0.2696149
7,0.42473546,0.15915553,"('insensitive', 'sensitive')",1.0919476,1.0237755,1.2820603,1.1351122,0.9329144,0.7726811,0.1602333
29,-0.41761124,-0.4818642,"('unfair', 'fair')",-0.19239071,-0.08797206,-0.57438505,-0.66601104,-0.3947957,-0.4119491,0.0171534
15,-0.40885332,-0.4801975,"('boring', 'funny')",-0.06400709,-0.10316729,0.31502503,0.26941213,-0.0526118,-0.1046509,0.0520391
82,0.40136135,0.75037324,"('poor', 'rich')",-0.22850361,0.013833795,5.480296,6.1196856,1.8843846,2.2946308,-0.4102462
24,0.38906336,0.33258295,"('dishonest', 'honest')",0.3467402,0.70823324,0.62387496,0.7088117,0.4532262,0.5832093,-0.1299831
61,0.3804723,0.09627883,"('illogical', 'logical')",1.0406708,0.99214166,0.4687248,0.092417456,0.6299559,0.3936127,0.2363432
84,0.37948772,0.4688644,"('inferior', 'superior')",1.3256983,1.3068016,1.0758227,1.2480723,0.9270029,1.0079128,-0.0809099
49,0.3781143,0.46226463,"('unable', 'able')",-0.33715975,-0.3567109,0.3233651,0.47974786,0.1214399,0.1951005,-0.0736606
77,0.36166444,0.2622589,"('unmotivated', 'motivated')",-0.63903344,-0.44164202,-0.8151526,-0.80352026,-0.3641738,-0.3276345,-0.0365393
9,0.2941999,0.45621017,"('unaffectionate', 'caring')",-0.4419022,-0.10737817,0.96283066,1.1331198,0.2717095,0.4939839,-0.2222744
88,0.2666879,0.20357281,"('low', 'eminent')",-0.81238043,-1.0327367,0.35896325,0.2538897,-0.0622431,-0.191758,0.1295149
40,0.23570237,0.029568586,"('stingy', 'generous')",-0.66739905,-0.29267755,-1.4766376,-1.4998754,-0.6361114,-0.5876615,-0.0484499
83,-0.22974758,-0.29259732,"('powerless', 'powerful')",-0.35990554,-0.53624976,-0.57219803,-0.6175915,-0.3872837,-0.4821462,0.0948625
73,-0.20208359,0.13698003,"('helpless', 'self-reliant')",-0.2803551,0.10893591,-2.915227,-2.7587566,-1.1325552,-0.8376136,-0.2949416
39,0.14392649,0.05035331,"('exploitative', 'cooperative')",2.0102794,1.7878679,0.10456813,0.016153315,0.7529247,0.6181248,0.1347999
67,-0.11641593,-0.07192449,"('doubtful', 'determined')",0.18395032,0.36128968,-0.87717396,-0.63091785,-0.2698799,-0.1138509,-0.156029
3,0.06989529,-0.28161195,"('repellent', 'pleasant')",-1.0064511,-0.85378486,0.452778,0.27117717,-0.1612593,-0.2880732,0.1268139
38,-0.052946016,0.25133228,"('untruthful', 'truthful')",-0.35971928,0.09931318,-0.14934334,0.17693591,-0.1873362,0.1758604,-0.3631966
42,0.015568912,-0.2974764,"('unreliable', 'reliable')",-0.1359061,0.04546783,-2.6548915,-2.9243875,-0.9250762,-1.0587987,0.1337225
4,-0.0037227832,-0.0080705555,"('disliked', 'liked')",-0.8691391,-0.46648398,-5.825554,-6.1099095,-2.2328053,-2.1948214,-0.0379839
