,electronic_male,electronic_female,tuple,arts_male,arts_female,inc_male,inc_female,average_male,average_female,male-female
42,-1.8733894,-1.4748404,"('unreliable', 'reliable')",-0.759984,-0.17374812,-2.8256223,-2.424552,-1.8196653,-1.3577135,-0.4619518
48,1.7498797,1.4208355,"('unintelligent', 'intelligent')",1.1736459,0.6958622,0.8493286,0.8303483,1.257618,0.9823487,0.2752693
10,-1.7098109,-1.621406,"('unsympathetic', 'sympathetic')",-0.6457082,-0.5515468,-0.5808306,-0.1568527,-0.9787832,-0.7766018,-0.2021814
76,-1.5649987,-1.2615303,"('anxious', 'daring')",1.058404,1.4753109,0.23684765,0.59481275,-0.0899157,0.2695311,-0.3594468
70,-1.4212925,-0.7978302,"('lethargic', 'energetic')",-0.45526594,0.30650103,0.34528017,0.96963084,-0.5104261,0.1594339,-0.66986
61,1.3078768,1.0540138,"('illogical', 'logical')",0.14423278,-0.24376434,0.18448962,0.09721547,0.5455331,0.3024883,0.2430448
66,-1.2664554,-1.1135956,"('inactive', 'active')",-1.1865194,-1.0004365,0.9188105,0.7446809,-0.5113881,-0.4564505,-0.0549376
45,-1.2600836,-1.1269695,"('incompetent', 'competent')",-0.30574486,-0.2024532,-0.4074469,-0.13305217,-0.6577584,-0.4874916,-0.1702668
39,1.2371749,1.3073326,"('exploitative', 'cooperative')",0.5886798,0.62681675,0.16362184,0.1959409,0.6631588,0.7100301,-0.0468713
46,-1.1293037,-1.0618297,"('uncompetitive', 'competitive')",-0.10548926,0.00022634864,-0.99047077,-0.70357776,-0.7417545,-0.5883937,-0.1533608
16,-1.1253648,-1.5628645,"('unpopular', 'popular')",-0.83693725,-1.0994947,0.7455723,0.40898418,-0.4055765,-0.751125,0.3455485
22,-1.047521,-0.85216427,"('untrustworthy', 'trustworthy')",-0.5299159,-0.263833,-0.9679565,-0.702195,-0.8484645,-0.6060641,-0.2424004
1,0.98809004,0.24304393,"('unfriendly', 'friendly')",-0.9391627,-1.0006182,1.819188,1.5160474,0.6227051,0.2528243,0.3698808
