,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,male-female
19,-1.751654,-1.5545555,"('inhospitable', 'hospitable')",-0.6651444,-0.57268053,-1.2083992,-1.0636181,-0.1447811
1,-1.6958073,-1.3685194,"('unfriendly', 'friendly')",1.5245728,1.58191,-0.0856172,0.1066953,-0.1923125
86,-1.6700526,-1.494345,"('uninfluential', 'influential')",-0.53471273,-0.34413216,-1.1023827,-0.9192386,-0.1831441
53,-1.5642047,-1.1987053,"('uncreative', 'creative')",0.4584007,0.56596965,-0.552902,-0.3163678,-0.2365342
6,-1.5635636,-1.1937063,"('distant', 'open')",-0.35796434,-0.22794643,-0.9607639,-0.7108263,-0.2499376
9,-1.5307851,-1.4320197,"('unaffectionate', 'caring')",1.3787178,1.421857,-0.0760337,-0.0050814,-0.0709523
85,-1.3291582,-1.0755888,"('insignificant', 'prestigious')",-0.16735123,0.022488361,-0.7482547,-0.5265502,-0.2217045
10,-1.3238102,-1.2878761,"('unsympathetic', 'sympathetic')",-0.30766964,-0.19080646,-0.8157399,-0.7393413,-0.0763986
52,-1.3014925,-1.3248137,"('irrational', 'rational')",0.21839143,0.24827793,-0.5415505,-0.5382679,-0.0032826
8,-1.2457052,-1.171893,"('unaffectionate', 'affectionate')",1.0215063,1.051185,-0.1120995,-0.060354,-0.0517455
36,-1.2021692,-1.0738636,"('hostile', 'amicable')",-0.09312243,-0.07934293,-0.6476458,-0.5766033,-0.0710425
12,-1.1618001,-1.042843,"('unsupportive', 'supportive')",-2.2932336,-2.0103595,-1.7275169,-1.5266013,-0.2009156
31,-1.1567271,-0.67511046,"('evil', 'good')",-0.95520014,-0.6931296,-1.0559636,-0.6841201,-0.3718435
5,-1.1359309,-0.76827276,"('distant', 'outgoing')",-0.60024494,-0.52198917,-0.8680879,-0.645131,-0.2229569
66,-1.0963228,-0.84997654,"('inactive', 'active')",-0.06412628,0.13276088,-0.5802245,-0.3586078,-0.2216167
38,-1.0941548,-1.3392987,"('untruthful', 'truthful')",-0.45559704,-0.53353953,-0.7748759,-0.9364191,0.1615432
63,-1.0525827,-1.020975,"('unperceptive', 'insightful')",0.3159651,0.5379766,-0.3683088,-0.2414992,-0.1268096
79,-1.0194575,-0.9191214,"('wavering', 'unwavering')",-0.5395945,-0.4716566,-0.779526,-0.695389,-0.084137
56,0.98874557,0.49481428,"('impractical', 'practical')",-0.30229345,-0.6039559,0.3432261,-0.0545708,0.3977969
60,0.9886226,0.7385156,"('inefficient', 'efficient')",0.027692527,-0.045384273,0.5081576,0.3465657,0.1615919
54,-0.9843241,-0.8733874,"('incapable', 'capable')",0.9266816,0.85979146,-0.0288213,-0.006798,-0.0220233
73,0.9724608,1.028161,"('helpless', 'self-reliant')",-3.181909,-2.930713,-1.1047242,-0.9512759,-0.1534483
81,0.9358932,0.43865123,"('submissive', 'aggressive')",-0.55045277,-0.7942645,0.1927202,-0.1778066,0.3705268
71,-0.9285885,-0.61453867,"('diffident', 'self-confident')",0.55143857,0.6028571,-0.188575,-0.0058408,-0.1827342
44,0.9223634,0.7245738,"('prejudiced', 'unprejudiced')",-1.1807337,-1.2492377,-0.1291851,-0.2623319,0.1331468
14,0.89898896,0.55091786,"('antisocial', 'social')",-0.053925782,-0.19276665,0.4225316,0.1790756,0.243456
61,-0.8966008,-0.8002719,"('illogical', 'logical')",0.20475036,0.38999608,-0.3459252,-0.2051379,-0.1407873
39,0.8779992,0.7290429,"('exploitative', 'cooperative')",0.2744465,0.19655335,0.5762228,0.4627981,0.1134247
0,-0.85666007,-0.932436,"('unsociable', 'sociable')",-0.35241774,-0.370667,-0.6045389,-0.6515515,0.0470126
45,-0.8479271,-1.0284655,"('incompetent', 'competent')",-0.07811594,-0.022226298,-0.4630215,-0.5253459,0.0623244
16,-0.8414927,-0.98851126,"('unpopular', 'popular')",0.31986785,0.29012874,-0.2608124,-0.3491912,0.0883788
27,-0.7843499,-0.45202494,"('hardhearted', 'softhearted')",1.2402592,1.5405978,0.2279546,0.5442864,-0.3163318
68,-0.73007476,-0.47673285,"('dependent', 'independent')",-1.2355293,-0.8666306,-0.982802,-0.6716818,-0.3111202
25,-0.72774035,-0.4887063,"('egoistic', 'altruistic')",1.2118326,1.2532278,0.2420461,0.3822608,-0.1402147
23,-0.6845309,-0.94994605,"('insincere', 'sincere')",6.0164666,5.6178446,2.6659679,2.3339493,0.3320186
24,-0.6819945,-0.6630723,"('dishonest', 'honest')",0.484892,0.46907425,-0.0985512,-0.096999,-0.0015522
18,-0.6730795,-0.56048685,"('disagreeable', 'welcoming')",-0.5921871,-0.44108462,-0.6326333,-0.5007857,-0.1318476
57,-0.6695432,-0.60875905,"('unimaginative', 'imaginative')",-3.2138925,-2.9320426,-1.9417179,-1.7704008,-0.1713171
21,0.6543118,0.34007126,"('immoral', 'moral')",-0.3763246,-0.45912617,0.1389936,-0.0595275,0.1985211
3,-0.6520079,-0.599127,"('repellent', 'pleasant')",0.85006666,0.8327274,0.0990294,0.1168002,-0.0177708
42,0.62770575,0.5022824,"('unreliable', 'reliable')",-3.0772645,-2.853405,-1.2247794,-1.1755613,-0.0492181
11,-0.62662715,-0.9901704,"('unhelpful', 'helpful')",1.5498449,1.374877,0.4616089,0.1923533,0.2692556
69,0.60791934,0.7731977,"('lazy', 'industrious')",-0.62047386,-0.51788,-0.0062773,0.1276588,-0.1339361
46,-0.60672873,-0.7577128,"('uncompetitive', 'competitive')",-1.1401099,-1.0989863,-0.8734193,-0.9283495,0.0549302
78,-0.57294154,-0.5133818,"('nonresilient', 'resilient')",0.15428917,0.3139753,-0.2093262,-0.0997032,-0.109623
33,-0.5624667,-0.4171174,"('wrong', 'right')",-0.71258533,-0.5745259,-0.637526,-0.4958217,-0.1417043
17,-0.54518175,-0.6265442,"('nasty', 'nice')",-0.64832103,-0.6944613,-0.5967514,-0.6605027,0.0637513
43,-0.48678765,-0.7330557,"('irresponsible', 'responsible')",0.49792805,0.4203774,0.0055702,-0.1563392,0.1619094
30,0.47582507,0.14236008,"('intolerant', 'tolerant')",0.91629565,0.71521777,0.6960604,0.4287889,0.2672715
80,0.45858186,0.28223953,"('dominated', 'dominating')",-1.0528796,-1.0225765,-0.2971489,-0.3701684,0.0730195
77,-0.45662716,-0.3662624,"('unmotivated', 'motivated')",-1.2363495,-1.193963,-0.8464883,-0.7801127,-0.0663756
29,-0.45329693,-0.2343012,"('unfair', 'fair')",-0.5673316,-0.28653386,-0.5103143,-0.2604175,-0.2498968
28,-0.44902444,-0.6474849,"('disloyal', 'loyal')",1.1483562,0.9334311,0.3496659,0.1429731,0.2066928
32,0.44874004,0.025965406,"('unkind', 'kind')",0.8516439,0.6056349,0.650192,0.3158002,0.3343918
72,-0.44224364,-0.5293139,"('unambitious', 'ambitious')",-0.013232678,-0.052300196,-0.2277382,-0.2908071,0.0630689
37,0.43805546,0.5352132,"('fake', 'genuine')",0.31089586,0.5150567,0.3744757,0.5251349,-0.1506592
76,0.432378,0.23696175,"('anxious', 'daring')",-0.17693484,-0.2772847,0.1277216,-0.0201615,0.1478831
4,-0.42702988,-0.40442187,"('disliked', 'liked')",-7.4492097,-7.2464724,-3.9381199,-3.8254471,-0.1126728
70,-0.42533135,-0.5095284,"('lethargic', 'energetic')",0.20807171,0.23109187,-0.1086298,-0.1392183,0.0305885
13,-0.41766343,-0.6916858,"('impolite', 'polite')",-0.9134623,-1.112089,-0.6655629,-0.9018874,0.2363245
7,-0.40732175,-0.30172187,"('insensitive', 'sensitive')",0.41853505,0.6551347,0.0056067,0.1767064,-0.1710997
58,-0.40066546,-0.21193065,"('undiscriminating', 'discriminating')",-0.050776068,0.22826415,-0.2257208,0.0081668,-0.2338876
