,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.0909884,-2.364477,"('unfriendly', 'friendly')",0.48574924,0.27098915,-0.17001712,-0.427442,-0.35332716,-0.4368921,-1.8101225,-2.01308,2.067479,1.9424343,-0.3118712,-0.5047445,0.1928733
53,-1.4080697,-1.4056873,"('uncreative', 'creative')",0.8955952,0.75849706,0.07738388,0.08440861,-0.26660728,-0.3517882,-0.14076844,-0.19461802,1.4012369,1.4035442,0.0931284,0.0490594,0.044069
42,1.3717227,1.67866,"('unreliable', 'reliable')",1.107902,1.1655396,1.4199809,1.5560938,1.2240427,1.2331239,0.43751538,0.5794201,-2.9474792,-2.95352,0.4356141,0.5432195,-0.1076054
36,-1.2580429,-1.3321391,"('hostile', 'amicable')",-1.3165609,-1.3924049,0.24189793,0.19057858,-2.614487,-2.5842938,-2.3353283,-2.4220426,-0.13049558,0.008168874,-1.2355028,-1.2553556,0.0198528
6,-1.2105522,-1.598239,"('distant', 'open')",-0.021540092,-0.20531604,0.009742573,-0.31144673,-2.5880384,-2.6516345,-1.6556987,-1.9282984,0.2830537,0.23627119,-0.8638388,-1.0764438,0.212605
31,-1.2076629,-1.6284972,"('evil', 'good')",-1.4753654,-1.6483498,-0.3331666,-0.64038426,-3.5025065,-3.534913,-1.8566182,-2.1247647,-1.5680974,-1.7148783,-1.6572361,-1.8819645,0.2247284
86,-0.99520385,-1.0117457,"('uninfluential', 'influential')",0.6990925,0.60127574,-0.49414685,-0.66333556,1.5695325,1.4598802,-0.8190461,-0.86496454,-0.066326715,-0.283407,-0.0176831,-0.1270495,0.1093664
20,-0.9940754,-0.8769748,"('rough', 'thoughtful')",-0.4561553,-0.37099478,0.07726395,0.07368792,0.09829523,0.18666032,-0.58622473,-0.5203853,0.5986836,0.6056188,-0.2103688,-0.150398,-0.0599708
39,0.9768188,0.9106146,"('exploitative', 'cooperative')",0.9579018,0.9982589,0.7194631,0.78768027,1.5276247,1.6426002,-0.13788597,-0.03325248,-0.023119133,-0.001951661,0.6701339,0.7173249,-0.047191
87,0.9685619,1.16923,"('unsuccessful', 'successful')",1.6742688,1.6378137,1.55682,1.572444,1.9018312,1.8330411,1.166605,1.2389622,0.81207216,0.77908885,1.3466932,1.3717632,-0.02507
64,0.9333616,1.0037267,"('shy', 'confident')",0.93547493,0.9772631,0.9250947,1.0851978,0.95976144,0.92610186,0.88698924,0.92016494,-6.5325365,-6.5537167,-0.3153091,-0.2735437,-0.0417654
