,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
87,-0.17720722,-0.5642042,"('unsuccessful', 'successful')",0.76951545,0.27029032,1.1506673,1.0671937,0.5809918,0.2577599,0.3232319
11,0.17255019,-0.26796147,"('unhelpful', 'helpful')",-0.04271836,-0.1941495,1.7680638,1.1998736,0.6326319,0.2459209,0.386711
79,-0.12948161,-0.12609541,"('wavering', 'unwavering')",0.7548535,0.8113543,-0.54572445,-0.44089922,0.0265491,0.0814532,-0.0549041
61,0.11982584,0.003050738,"('illogical', 'logical')",-0.5653689,-0.37449092,0.6134625,0.3193039,0.0559732,-0.0173788,0.073352
88,-0.09242782,-0.09642984,"('low', 'eminent')",0.22535053,0.18840614,-0.35850653,-0.62417054,-0.0751946,-0.1773981,0.1022035
80,-0.08583277,-0.5110643,"('dominated', 'dominating')",-0.34576434,-0.5689784,-0.7272208,-1.0605671,-0.3862726,-0.7135366,0.327264
78,0.08267245,0.33604923,"('nonresilient', 'resilient')",0.44202697,0.2126974,0.22401929,-0.010584332,0.2495729,0.1793874,0.0701855
6,-0.06963644,0.31391504,"('distant', 'open')",-0.7579361,-0.28505972,-1.0707593,-0.56840944,-0.6327773,-0.1798514,-0.4529259
66,-0.06452432,-0.25840017,"('inactive', 'active')",-0.06618136,-0.15900823,0.55969334,0.49135113,0.1429959,0.0246476,0.1183483
20,-0.062589005,0.0063051917,"('rough', 'thoughtful')",0.427912,0.37066367,0.84692067,1.0596719,0.4040812,0.4788802,-0.074799
29,-0.049671993,-0.027703635,"('unfair', 'fair')",-0.28308898,-0.26173046,-0.49763414,-0.43832952,-0.2767984,-0.2425879,-0.0342105
12,0.04732595,0.10057442,"('unsupportive', 'supportive')",-0.50298184,-0.23043242,-2.0925634,-1.8732334,-0.8494064,-0.6676971,-0.1817093
74,0.044086844,0.05071538,"('undedicated', 'dedicated')",-0.060461935,0.1000023,-0.25261447,-0.3656937,-0.0896632,-0.0716587,-0.0180045
16,0.022701107,0.25363883,"('unpopular', 'popular')",0.4166603,0.50542974,0.45848742,0.5351351,0.2992829,0.4314013,-0.1321184
