,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
45,-2.5740397,-2.6536212,"('incompetent', 'competent')",-2.2187264,-2.0972583,-0.619417,-0.9167031,-1.8040611,-1.8891942,0.0851331
10,-2.2767205,-2.0951056,"('unsympathetic', 'sympathetic')",-1.8599752,-1.7492269,-0.71473026,-1.3070866,-1.617142,-1.7171397,0.0999977
42,-2.0866868,-2.421283,"('unreliable', 'reliable')",-1.6676797,-1.6813006,-2.9866548,-3.0990214,-2.2470071,-2.4005351,0.153528
33,1.8052645,2.0788577,"('wrong', 'right')",0.9652927,1.4087868,-0.68831223,-0.11028002,0.6940816,1.1257881,-0.4317065
71,1.8003387,1.773485,"('diffident', 'self-confident')",0.8139789,0.9714987,0.3238192,0.17284173,0.9793789,0.9726085,0.0067704
43,-1.7668291,-1.6867211,"('irresponsible', 'responsible')",-2.1200984,-1.8489162,-0.38600683,-0.62551266,-1.4243115,-1.38705,-0.0372615
82,-1.6661541,-1.4962809,"('poor', 'rich')",-1.5568258,-1.3871102,5.7135077,4.6290717,0.8301759,0.5818935,0.2482824
0,-1.6412514,-1.7974544,"('unsociable', 'sociable')",-0.99707377,-1.3633835,-0.4334487,-0.9905809,-1.0239247,-1.3838062,0.3598815
46,-1.5946915,-1.7702028,"('uncompetitive', 'competitive')",-1.0178767,-1.1112134,-0.74764055,-1.2975327,-1.1200697,-1.392983,0.2729133
14,-1.5665255,-2.0091572,"('antisocial', 'social')",-0.5605056,-1.1215266,0.2605652,-0.030923152,-0.6221553,-1.053869,0.4317137
60,-1.56279,-1.7121322,"('inefficient', 'efficient')",-1.590207,-1.6798029,-0.45399827,-0.9237372,-1.2023318,-1.4385575,0.2362257
21,-1.4575514,-1.2281295,"('immoral', 'moral')",-1.0308471,-0.8344325,-0.8546718,-1.2591183,-1.1143568,-1.1072268,-0.00713
3,-1.4467639,-1.406757,"('repellent', 'pleasant')",-0.51164633,-0.75678587,0.8179187,0.51527196,-0.3801638,-0.5494236,0.1692598
30,-1.3602185,-1.3797085,"('intolerant', 'tolerant')",-1.1274749,-1.1263134,0.17521349,-0.022185463,-0.7708266,-0.8427358,0.0719092
41,-1.343177,-0.80703205,"('unforgiving', 'forgiving')",-0.8245049,-0.38395375,-0.2732975,-0.055492945,-0.8136598,-0.4154929,-0.3981669
70,-1.329829,-1.7618985,"('lethargic', 'energetic')",-0.9725673,-1.1374943,0.1537953,-0.5688838,-0.7162004,-1.1560922,0.4398918
76,-1.2348636,-1.6947408,"('anxious', 'daring')",-1.0098784,-1.185535,-0.26996967,-0.8960374,-0.8382372,-1.258771,0.4205338
13,-1.2272117,-1.5275186,"('impolite', 'polite')",-1.3834093,-1.4269936,-1.18262,-1.5705907,-1.2644137,-1.5083675,0.2439538
24,-1.2145435,-1.0024679,"('dishonest', 'honest')",-1.5240856,-0.95259726,1.6946346e-05,-0.1782946,-0.9128707,-0.7111199,-0.2017508
69,1.1859832,1.3502394,"('lazy', 'industrious')",1.383826,1.4395826,-0.547791,0.28432894,0.6740061,1.024717,-0.3507109
84,1.1202509,1.0273124,"('inferior', 'superior')",0.7740256,0.5798139,1.1395806,1.1300793,1.0112858,0.9124018,0.098884
65,-1.0834438,-1.4937086,"('insecure', 'secure')",-1.5206788,-1.5713668,-0.0075116903,-0.62649983,-0.8705448,-1.2305251,0.3599803
81,-1.0752898,-1.413486,"('submissive', 'aggressive')",0.11106924,-0.25469807,-0.58266854,-1.1416106,-0.5156297,-0.9365982,0.4209685
15,1.0438055,0.9915976,"('boring', 'funny')",-0.26429647,0.05598232,-0.28355688,-0.19397227,0.1653174,0.2845359,-0.1192185
25,1.0108874,1.3514241,"('egoistic', 'altruistic')",1.0165735,1.0685011,1.0751325,1.3033894,1.0341978,1.2411049,-0.2069071
86,-0.9516777,-0.77840734,"('uninfluential', 'influential')",-0.59692687,-0.46768966,-0.73292106,-1.0967906,-0.7605085,-0.7809625,0.020454
55,-0.95009154,-1.0857936,"('incompetent', 'clever')",-1.5103384,-1.4876297,0.32593432,-0.17456853,-0.7114985,-0.9159973,0.2044988
34,-0.9449766,-0.6573762,"('mean', 'honorable')",-0.6371785,-0.49104804,4.701658,3.8956633,1.0398342,0.9157464,0.1240878
64,-0.93126124,-1.1251202,"('shy', 'confident')",-1.0445879,-0.8947669,-5.755524,-5.022317,-2.5771244,-2.3474013,-0.2297231
37,-0.91162443,-0.8339612,"('fake', 'genuine')",-1.8366096,-1.5768346,-0.7876388,-0.6404669,-1.1786243,-1.0170875,-0.1615368
63,-0.89482737,-0.8813021,"('unperceptive', 'insightful')",-1.095779,-0.81545466,0.070094176,-0.12145161,-0.6401707,-0.6060695,-0.0341012
77,-0.8931389,-0.6959987,"('unmotivated', 'motivated')",-0.18227991,-0.27473685,-1.3862361,-1.4636184,-0.8205516,-0.8114513,-0.0091003
59,0.8738851,0.7803274,"('foolish', 'wise')",0.23909524,0.47964862,-0.5435347,-0.0038635023,0.1898152,0.4187042,-0.228889
27,-0.8586616,-0.63623637,"('hardhearted', 'softhearted')",-1.3267732,-0.995365,0.38585195,0.4189362,-0.5998609,-0.4042217,-0.1956392
40,-0.8260777,-0.54761213,"('stingy', 'generous')",-1.0628281,-0.72671735,-2.146492,-1.6053425,-1.3451325,-0.9598907,-0.3852418
39,0.82136726,0.80077654,"('exploitative', 'cooperative')",0.16348952,0.47870147,0.4721911,0.5869282,0.4856826,0.6221354,-0.1364528
8,0.8105964,1.0688443,"('unaffectionate', 'affectionate')",0.3303623,0.5960142,0.16785868,0.4054514,0.4362725,0.6901033,-0.2538308
75,0.78800976,0.5721183,"('meek', 'impulsive')",0.8214569,0.8583064,-0.30852193,-0.20369153,0.4336483,0.4089111,0.0247372
50,-0.72533065,-0.68514764,"('clumsy', 'skillful')",0.013878232,0.13015741,-0.015378237,0.11570348,-0.2422769,-0.1464289,-0.095848
54,0.71680456,0.6867973,"('incapable', 'capable')",0.83266956,0.6816281,0.77438307,0.6731756,0.7746191,0.6805336,0.0940855
9,0.7104061,0.9854524,"('unaffectionate', 'caring')",0.5146529,0.7554122,0.70619386,0.7088244,0.643751,0.816563,-0.172812
35,0.7021118,0.8422172,"('corrupt', 'incorrupt')",1.0411665,1.253711,-0.84726125,-0.21169984,0.2986723,0.6280761,-0.3294038
68,-0.6948003,-0.5656719,"('dependent', 'independent')",-1.3751507,-0.98267233,-1.2900181,-1.2053381,-1.1199897,-0.9178941,-0.2020956
26,0.65858823,0.8534425,"('hardhearted', 'benevolent')",-0.001833614,0.106465206,1.5784408,1.7959186,0.7450651,0.9186087,-0.1735436
53,0.64812607,0.67534876,"('uncreative', 'creative')",-0.012744635,0.12109719,0.46361673,0.27979454,0.3663327,0.3587468,0.0075859
51,-0.62350386,-0.70631605,"('uneducated', 'educated')",0.3618703,0.02924519,0.5801829,0.12394528,0.1061831,-0.1843752,0.2905583
52,0.6067668,0.9629975,"('irrational', 'rational')",-0.3092731,0.12635481,-0.40970737,0.19394332,-0.0374045,0.4277652,-0.4651697
4,-0.60642976,-0.6520161,"('disliked', 'liked')",-0.115845025,0.002881607,-6.412499,-5.3006268,-2.3782579,-1.9832538,-0.3950041
22,-0.584844,-0.84429145,"('untrustworthy', 'trustworthy')",-1.0162197,-1.011086,-0.53088766,-0.91541785,-0.7106504,-0.9235984,0.212948
85,0.57530916,1.0255712,"('insignificant', 'prestigious')",1.354052,1.7090509,-0.40755978,0.29621238,0.5072671,1.0102781,-0.503011
38,-0.5519928,-0.5579628,"('untruthful', 'truthful')",-0.13583478,0.0073169935,-0.5851871,-0.3597026,-0.4243382,-0.3034495,-0.1208887
67,0.5519162,0.1773606,"('doubtful', 'determined')",0.88855684,0.32739246,-0.49106243,-0.514699,0.3164702,-0.0033153,0.3197855
49,0.5206152,0.45840105,"('unable', 'able')",0.3459968,0.16308147,-0.49869925,-0.9583528,0.1226376,-0.1122901,0.2349277
2,0.5182529,0.38132128,"('unlikable', 'likable')",0.45914674,0.25171176,0.65275604,0.8463949,0.5433852,0.4931426,0.0502426
44,-0.45872787,-0.84064525,"('prejudiced', 'unprejudiced')",-0.62914747,-0.73077184,-1.2927558,-1.21989,-0.7935437,-0.9304357,0.136892
28,-0.45499787,-0.22873443,"('disloyal', 'loyal')",-0.6084235,-0.31552085,0.94595623,0.4793036,-0.039155,-0.0216506,-0.0175044
57,-0.43882018,-0.7603297,"('unimaginative', 'imaginative')",-1.038424,-1.0946075,-2.4809723,-2.5918472,-1.3194055,-1.4822615,0.162856
18,-0.4217492,-0.34165767,"('disagreeable', 'welcoming')",-0.71982545,-0.5714755,-0.99521595,-0.88007015,-0.7122635,-0.5977345,-0.114529
17,-0.42128688,-0.6252353,"('nasty', 'nice')",0.08369621,0.1642577,-0.43871313,-0.2949353,-0.2587679,-0.251971,-0.0067969
1,0.38705543,0.9012241,"('unfriendly', 'friendly')",-0.067027204,0.3031808,0.75689375,0.9442978,0.358974,0.7162342,-0.3572602
58,-0.3832969,-0.15025407,"('undiscriminating', 'discriminating')",-0.20164308,-0.041226186,0.1799877,0.16814485,-0.1349841,-0.0077785,-0.1272056
72,0.37528747,0.29931936,"('unambitious', 'ambitious')",-0.004533821,-0.07744473,-0.5476991,-0.77674943,-0.0589818,-0.1849583,0.1259765
32,-0.36729485,-0.30189306,"('unkind', 'kind')",-0.63440704,-0.43591845,0.5090086,0.1536816,-0.1642311,-0.19471,0.0304789
83,0.33518568,0.100447185,"('powerless', 'powerful')",0.13770178,-0.22661243,-1.0288212,-1.1822257,-0.1853113,-0.4361303,0.250819
5,0.32410687,0.48640496,"('distant', 'outgoing')",-0.010658123,0.18308125,-1.1252307,-0.633249,-0.270594,0.0120791,-0.2826731
36,-0.27043587,0.3346707,"('hostile', 'amicable')",-0.28609896,0.16430505,-0.54547375,-0.04375299,-0.3673362,0.1517409,-0.5190771
62,0.26774243,-0.3387801,"('incompetent', 'brilliant')",-0.524298,-0.836071,0.14653713,-0.27382937,-0.0366728,-0.4828935,0.4462207
73,0.24523899,0.16015172,"('helpless', 'self-reliant')",-0.4483458,-0.35244322,-3.2141142,-2.6762707,-1.1390737,-0.9561874,-0.1828863
48,0.24300902,0.5298606,"('unintelligent', 'intelligent')",0.31490964,0.49741253,0.36839685,0.19928992,0.3087718,0.4088544,-0.1000826
23,-0.23576796,-0.25973156,"('insincere', 'sincere')",-0.48531872,-0.41606286,5.270972,4.160724,1.5166284,1.1616433,0.3549851
31,0.21534652,0.5605112,"('evil', 'good')",0.06882498,0.40967736,-1.0522965,-0.34195068,-0.2560417,0.2094126,-0.4654543
7,-0.19249788,-0.19592394,"('insensitive', 'sensitive')",-0.9767456,-0.80331886,0.40813252,-0.005221037,-0.2537036,-0.3348213,0.0811177
47,0.19041611,-0.048594054,"('stupid', 'smart')",0.08905852,-0.049402833,4.734128,3.8836637,1.6712009,1.2618889,0.409312
56,-0.18966928,-0.5026246,"('impractical', 'practical')",0.119255275,-0.15798536,-0.605615,-1.2048135,-0.225343,-0.6218078,0.3964648
19,-0.18105777,0.04801017,"('inhospitable', 'hospitable')",-0.41530368,-0.22028728,-0.8733183,-0.7605216,-0.4898933,-0.3109329,-0.1789604
