,cme_male,cme_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
87,0.5950462,0.9271976,"('unsuccessful', 'successful')",1.573518,1.7412997,0.746049,1.011353,0.9715377,1.2266168,-0.2550791
42,0.57905823,0.6879462,"('unreliable', 'reliable')",1.0583103,1.2222705,-2.79913,-2.984327,-0.3872538,-0.3580368,-0.029217
60,0.5642327,0.7211576,"('inefficient', 'efficient')",1.7359294,1.7007613,0.028098525,-0.107452594,0.7760869,0.7714887,0.0045982
84,0.55502415,0.7256681,"('inferior', 'superior')",0.30606666,0.17532599,0.64291906,0.6157334,0.5013366,0.5055758,-0.0042392
18,-0.54561377,-0.42978692,"('disagreeable', 'welcoming')",-0.55887425,-0.40648675,-0.3027423,-0.3082384,-0.4690768,-0.381504,-0.0875728
30,0.50800455,1.0072453,"('intolerant', 'tolerant')",0.80231196,0.9999625,1.2302357,1.5049587,0.8468507,1.1707222,-0.3238715
23,-0.4904667,-0.27622285,"('insincere', 'sincere')",0.6114715,0.6727367,6.0191574,5.920396,2.0467207,2.1056366,-0.0589159
41,-0.4675859,-0.1812036,"('unforgiving', 'forgiving')",0.46756443,0.5303843,0.6920946,0.69027144,0.2306911,0.346484,-0.1157929
38,-0.46573234,-0.36958838,"('untruthful', 'truthful')",-1.1467596,-1.0395824,-0.07248224,0.10715388,-0.5616581,-0.4340056,-0.1276525
21,0.4580312,0.81503576,"('immoral', 'moral')",0.8111355,0.85419816,-0.40865493,-0.32462567,0.2868373,0.4482028,-0.1613655
44,0.4552084,0.03867839,"('prejudiced', 'unprejudiced')",-0.064119056,-0.24749655,-1.2752918,-1.3970892,-0.2947342,-0.5353025,0.2405683
26,-0.44739854,-0.29209396,"('hardhearted', 'benevolent')",1.1645951,1.3811296,1.7004323,1.6807127,0.8058763,0.9232494,-0.1173731
72,-0.43702132,-0.5516926,"('unambitious', 'ambitious')",0.56613743,0.30776787,-1.0601593,-1.2507181,-0.3103477,-0.4982143,0.1878666
4,-0.40989503,-0.24963893,"('disliked', 'liked')",-0.46181586,-0.29592878,-6.186652,-5.8998585,-2.3527877,-2.1484753,-0.2043124
17,-0.40766296,0.040659413,"('nasty', 'nice')",-0.7591298,-0.4355033,-0.5250355,-0.09040976,-0.5639428,-0.1617512,-0.4021916
20,0.40586066,0.3386255,"('rough', 'thoughtful')",1.4074968,1.3613384,1.1834421,1.0740608,0.9989332,0.9246748,0.0742584
19,-0.3918178,-0.0604164,"('inhospitable', 'hospitable')",-1.5907004,-1.2537684,-0.26498923,-0.11703909,-0.7491691,-0.4770747,-0.2720944
51,-0.38833308,-0.06749202,"('uneducated', 'educated')",0.8357935,1.0406988,1.1420377,1.143859,0.5298327,0.7056886,-0.1758559
59,0.38740683,0.23127535,"('foolish', 'wise')",-1.1369343,-1.1371645,0.13903406,0.18714002,-0.2034978,-0.2395831,0.0360853
49,-0.37796968,-0.24092737,"('unable', 'able')",-0.6970462,-0.50208896,-0.37513313,-0.19050102,-0.483383,-0.3111725,-0.1722105
71,0.36983013,0.38011694,"('diffident', 'self-confident')",0.04134109,0.20549707,0.43773723,0.326988,0.2829695,0.3042007,-0.0212312
32,-0.36775014,-0.087585956,"('unkind', 'kind')",0.9881254,1.0567625,1.1052204,1.1578648,0.5751986,0.7090138,-0.1338152
61,0.3651754,0.64049894,"('illogical', 'logical')",-0.10622335,-0.031116655,0.2229489,0.25465697,0.1606336,0.2880131,-0.1273795
29,-0.35176742,-0.39199337,"('unfair', 'fair')",-0.67625326,-0.64429903,-0.7542571,-0.7733092,-0.5940926,-0.6032005,0.0091079
34,-0.34319115,-0.1897924,"('mean', 'honorable')",0.3090667,0.40162018,6.18461,6.0889826,2.0501618,2.1002701,-0.0501083
54,-0.3346744,-0.17391144,"('incapable', 'capable')",-0.16677454,0.03871927,0.99237543,1.133161,0.1636422,0.3326563,-0.1690141
62,0.32661515,0.7579785,"('incompetent', 'brilliant')",0.8625779,1.0923204,0.09783973,0.15392654,0.4290109,0.6680752,-0.2390643
63,0.27466023,0.46286276,"('unperceptive', 'insightful')",1.2646513,1.2150141,1.197359,0.95840544,0.9122235,0.8787607,0.0334628
25,-0.26828262,-0.11418867,"('egoistic', 'altruistic')",-0.31846163,-0.0679193,1.2036941,1.3836777,0.20565,0.4005233,-0.1948733
35,-0.26802632,-0.37002757,"('corrupt', 'incorrupt')",-1.7077593,-1.513235,-0.43847334,-0.13829505,-0.804753,-0.6738525,-0.1309005
55,-0.26311302,-0.19739023,"('incompetent', 'clever')",1.2963647,1.1430819,0.16525528,0.023176756,0.3995023,0.3229561,0.0765462
15,0.2628472,0.7522722,"('boring', 'funny')",-0.9193475,-0.42932013,0.37595147,0.9380503,-0.0935163,0.4203341,-0.5138504
13,-0.23776458,0.22244509,"('impolite', 'polite')",0.17805868,0.19444247,-0.24387825,-0.17941773,-0.1011947,0.0791566,-0.1803513
77,-0.2202957,-0.13166815,"('unmotivated', 'motivated')",0.29921865,0.287614,-1.3473785,-1.2382511,-0.4228185,-0.3607684,-0.0620501
76,0.21820568,0.24965717,"('anxious', 'daring')",0.8575942,0.9505111,0.3348626,0.34216148,0.4702208,0.5141099,-0.0438891
11,0.20884126,0.43651608,"('unhelpful', 'helpful')",0.5704094,0.73979825,2.1779542,2.4149373,0.9857349,1.1970839,-0.211349
80,0.20514046,0.18650444,"('dominated', 'dominating')",1.5910963,1.5135407,-0.9542562,-0.9218643,0.2806602,0.2593937,0.0212665
64,0.19877863,0.3145584,"('shy', 'confident')",0.8877471,0.8738536,-6.3411736,-6.2560987,-1.7515494,-1.689229,-0.0623204
70,-0.1917426,-0.14675665,"('lethargic', 'energetic')",0.75127804,0.7486482,0.82035947,0.61048836,0.459965,0.4041266,0.0558384
58,-0.18793263,-0.06702653,"('undiscriminating', 'discriminating')",1.0255576,0.8783412,0.35149592,0.30008394,0.3963737,0.3704662,0.0259075
12,0.16958576,0.22186354,"('unsupportive', 'supportive')",0.72297543,0.7091613,-1.4370419,-1.7091229,-0.1814936,-0.259366,0.0778724
46,-0.16535503,0.028199226,"('uncompetitive', 'competitive')",1.740108,1.5948378,-0.38115185,-0.4191826,0.397867,0.4012848,-0.0034178
14,0.16317436,0.5527652,"('antisocial', 'social')",1.6094899,1.7767867,-0.17258804,-0.057212636,0.5333588,0.7574464,-0.2240876
81,0.118679926,0.3042223,"('submissive', 'aggressive')",2.1186812,2.0534232,-0.25140887,-0.34315854,0.6619841,0.6714957,-0.0095116
85,0.11631222,0.1811766,"('insignificant', 'prestigious')",-0.4794252,-0.10849069,0.5955081,0.66469765,0.077465,0.2457945,-0.1683295
16,-0.102028646,-0.14285728,"('unpopular', 'popular')",-0.18379126,-0.25575495,0.483865,0.6214355,0.066015,0.0742744,-0.0082594
3,-0.09915948,-0.10189164,"('repellent', 'pleasant')",0.9124791,0.7884087,0.4544648,0.35334715,0.4225948,0.3466214,0.0759734
43,0.09147918,0.18218303,"('irresponsible', 'responsible')",0.7973579,0.6437427,0.6673471,0.61377907,0.5187281,0.4799016,0.0388265
88,-0.08531882,0.7225592,"('low', 'eminent')",-0.40889576,0.6563417,0.53093624,0.98072165,0.0122405,0.7865408,-0.7743003
7,0.08096528,0.26066706,"('insensitive', 'sensitive')",0.29848868,0.31923997,0.8853366,0.65541047,0.4215968,0.4117725,0.0098243
22,-0.053370144,0.17990728,"('untrustworthy', 'trustworthy')",0.56576526,0.46476784,-0.94041485,-0.99920547,-0.1426732,-0.1181768,-0.0244964
47,-0.02739712,0.06633918,"('stupid', 'smart')",0.43459466,0.24058555,5.3897743,5.103295,1.9323239,1.8034066,0.1289173
75,-0.023738578,-0.032939255,"('meek', 'impulsive')",-1.247407,-1.1725507,-0.5822749,-0.43590844,-0.6178068,-0.5471328,-0.070674
52,0.019361563,0.22017664,"('irrational', 'rational')",-1.066652,-0.86377656,-0.13591996,0.22131096,-0.3944035,-0.140763,-0.2536405
65,-0.013924122,0.033012334,"('insecure', 'secure')",1.1744537,0.953396,-0.23549128,-0.46721956,0.3083461,0.1730629,0.1352832
37,0.01312913,0.03145265,"('fake', 'genuine')",-0.033673946,-0.17371693,0.26836255,0.16298202,0.0826059,0.0069059,0.0757
83,0.0054000616,0.16769229,"('powerless', 'powerful')",-0.087255925,-0.02845639,-0.9843732,-0.9447155,-0.3554097,-0.2684932,-0.0869165
74,-0.004904043,0.05398663,"('undedicated', 'dedicated')",1.2483501,1.2438349,0.27669019,0.204532,0.5067121,0.5007845,0.0059276
