,cme_male,cme_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
39,1.855091,2.1118522,"('exploitative', 'cooperative')",2.0940309,1.9534848,0.21552029,0.19899824,1.3882141,1.4214452,-0.0332311
1,-1.4107196,-1.0602522,"('unfriendly', 'friendly')",-0.6946336,-0.43651697,1.3119049,1.4033284,-0.2644828,-0.0311469,-0.2333359
10,-1.3680921,-0.9180847,"('unsympathetic', 'sympathetic')",0.15758395,0.19635165,-0.223134,-0.27622548,-0.4778807,-0.3326528,-0.1452279
57,-1.3525059,-1.0391715,"('unimaginative', 'imaginative')",-0.24847257,-0.09168088,-2.4986393,-2.28258,-1.3665393,-1.1378107,-0.2287286
6,-1.2219838,-1.2766235,"('distant', 'open')",-2.6701953,-2.6428442,-0.41126215,-0.5350021,-1.4344803,-1.4848232,0.0503429
86,-1.2114052,-1.0758821,"('uninfluential', 'influential')",-0.048142187,-0.14563121,-0.18525904,-0.41033757,-0.4816021,-0.5439503,0.0623482
73,1.1887462,1.1940107,"('helpless', 'self-reliant')",0.03544642,0.0172658,-3.2639172,-3.2768376,-0.6799082,-0.6885204,0.0086122
69,1.1400243,0.8304977,"('lazy', 'industrious')",-0.0653096,-0.06711137,-0.8754451,-0.8289489,0.0664232,-0.0218542,0.0882774
67,1.125737,1.027189,"('doubtful', 'determined')",0.50080776,0.42111602,-0.56377906,-0.47374257,0.3542552,0.3248541,0.0294011
9,-1.1173875,-0.8473464,"('unaffectionate', 'caring')",-0.35707715,-0.14138864,0.92679286,1.080664,-0.1825573,0.030643,-0.2132003
66,-1.0754654,-0.91503066,"('inactive', 'active')",0.26667905,0.40522927,0.6037886,0.64743316,-0.0683326,0.0458773,-0.1142099
24,-0.9858824,-0.53306603,"('dishonest', 'honest')",-0.34500128,-0.24078633,0.39997306,0.42410412,-0.3103036,-0.1165827,-0.1937209
79,-0.9590068,-0.80396163,"('wavering', 'unwavering')",-1.9665978,-1.6326029,-0.16276568,-0.10440397,-1.0294568,-0.8469895,-0.1824673
5,-0.95825946,-0.94863987,"('distant', 'outgoing')",-2.2524586,-2.1952198,-0.88818717,-0.84981227,-1.3663019,-1.331224,-0.0350779
53,-0.95263755,-0.55091745,"('uncreative', 'creative')",-0.09649565,0.18575785,0.7729684,0.9022333,-0.0920549,0.1790246,-0.2710795
2,0.9474846,1.2340217,"('unlikable', 'likable')",1.8007953,1.899337,0.86374587,0.93883795,1.2040087,1.3573988,-0.1533901
8,-0.9126753,-0.8728682,"('unaffectionate', 'affectionate')",-0.3608703,-0.26498795,0.44371983,0.4915777,-0.2766086,-0.2154261,-0.0611825
0,-0.89841855,-0.32985064,"('unsociable', 'sociable')",0.34212413,0.6319833,-0.43672347,-0.21874073,-0.331006,0.0277973,-0.3588033
45,-0.8977018,-0.43724164,"('incompetent', 'competent')",0.09689723,0.25449523,-0.62918633,-0.567462,-0.4766636,-0.2500695,-0.2265941
27,-0.84146315,-0.93704903,"('hardhearted', 'softhearted')",-0.5755608,-0.7114699,0.933159,0.8145406,-0.1612883,-0.2779928,0.1167045
36,-0.8338632,-0.69584227,"('hostile', 'amicable')",-1.5133395,-1.2008789,0.2850377,0.44792366,-0.6873883,-0.4829325,-0.2044558
31,-0.77428496,-0.78562355,"('evil', 'good')",-1.7515701,-1.6887397,-1.4675324,-1.4333273,-1.3311292,-1.3025635,-0.0285657
28,-0.7600456,-0.39425904,"('disloyal', 'loyal')",0.31218347,0.5966648,1.0282348,1.2577152,0.1934576,0.486707,-0.2932494
68,-0.74001265,-0.5643283,"('dependent', 'independent')",-0.38606972,-0.25451052,-0.7064085,-0.7443186,-0.6108303,-0.5210525,-0.0897778
78,-0.73201054,-1.081991,"('nonresilient', 'resilient')",0.67636085,0.622959,0.09459287,-0.055839237,0.0129811,-0.1716237,0.1846048
33,0.7173786,0.5916828,"('wrong', 'right')",-0.66538894,-0.7577696,-0.9305025,-0.9351229,-0.2928376,-0.3670699,0.0742323
48,-0.6817616,-0.81730103,"('unintelligent', 'intelligent')",0.22377767,-0.01130401,0.65605587,0.44105402,0.066024,-0.1291837,0.1952077
82,-0.6742908,-0.23706765,"('poor', 'rich')",-0.03831815,0.39329875,5.8967724,6.0643682,1.7280545,2.0735331,-0.3454786
56,0.6334738,1.1206357,"('impractical', 'practical')",1.0391704,1.3281833,0.19469284,0.43933836,0.6224457,0.9627192,-0.3402735
40,-0.63075334,-0.6666557,"('stingy', 'generous')",0.004005067,-0.12087967,-1.6744231,-2.046456,-0.7670571,-0.9446638,0.1776067
50,0.6061893,0.32035565,"('clumsy', 'skillful')",0.007938065,0.11632332,0.2552808,0.07800078,0.2898027,0.1715599,0.1182428
