,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.374163,-2.0479453,"('unfriendly', 'friendly')",1.2190686,1.3567445,-0.12912194,0.16109572,1.608649,1.6434222,0.0811082,0.2783293,-0.1972211
8,-1.735161,-1.3984818,"('unaffectionate', 'affectionate')",0.29565787,0.36635655,-0.5172243,-0.43075752,0.41024202,0.5654606,-0.3866214,-0.2243555,-0.1622659
53,-1.7227798,-1.5293522,"('uncreative', 'creative')",-0.833602,-0.60048974,-0.045944348,0.2469208,0.95639306,1.183998,-0.4114833,-0.1747307,-0.2367526
36,-1.4234161,-1.275602,"('hostile', 'amicable')",-0.07666993,-0.10241828,-0.7775444,-0.95313036,0.057652403,-0.12228021,-0.5549945,-0.6133577,0.0583632
25,-1.4106795,-1.0380906,"('egoistic', 'altruistic')",0.1825622,0.31664228,1.0163505,1.0655032,1.4684697,1.450483,0.3141758,0.4486345,-0.1344587
31,-1.3384753,-1.1829383,"('evil', 'good')",-0.13694622,-0.15224963,-1.1140445,-1.0538228,-1.2064897,-1.1691035,-0.9489889,-0.8895285,-0.0594604
57,-1.2449583,-1.5433545,"('unimaginative', 'imaginative')",-0.56416845,-0.47108588,-0.51173025,-0.85354424,-2.0831404,-2.2543755,-1.1009994,-1.2805901,0.1795907
58,-1.1914839,-1.3013085,"('undiscriminating', 'discriminating')",-1.198711,-1.3099798,0.4818743,0.2689662,-0.0601462,-0.1532431,-0.4921167,-0.6238913,0.1317746
56,1.187676,1.1361235,"('impractical', 'practical')",0.8405244,0.992792,0.14771518,0.3199423,0.05178023,0.05030018,0.5569239,0.6247895,-0.0678656
6,-1.1848917,-0.7183683,"('distant', 'open')",0.92944694,1.1705048,-0.81293696,-0.2918074,0.34090397,0.6257291,-0.1818694,0.1965145,-0.3783839
5,-1.1351775,-0.8573117,"('distant', 'outgoing')",0.839063,1.0883764,-0.59143984,-0.17958763,-0.13919497,0.18439081,-0.2566873,0.058967,-0.3156543
0,-1.0590173,-1.4112811,"('unsociable', 'sociable')",-0.1924597,-0.2922629,-0.5947591,-0.5870465,-0.34549943,-0.5339139,-0.5479339,-0.7061261,0.1581922
80,1.0574389,0.63564456,"('dominated', 'dominating')",-0.84660363,-0.98230946,0.6845464,0.6020192,-1.1728566,-1.3688453,-0.0693687,-0.2783728,0.2090041
29,-1.0311762,-0.80986094,"('unfair', 'fair')",-0.20412916,0.057814226,-0.8638489,-0.56544435,-0.9934307,-0.82020986,-0.7731462,-0.5344253,-0.2387209
73,1.0047615,1.1778235,"('helpless', 'self-reliant')",0.83373725,0.8791259,0.30778053,0.45090297,-3.0850103,-2.877964,-0.2346827,-0.0925279,-0.1421548
39,0.9913456,0.8892172,"('exploitative', 'cooperative')",0.12933531,0.28776604,-0.114350386,0.14545476,-0.34742862,-0.19110486,0.1647255,0.2828333,-0.1181078
86,-0.96804965,-1.0071471,"('uninfluential', 'influential')",-0.13640636,-0.10499635,-0.36338523,-0.18664277,-0.29246357,-0.27295634,-0.4400762,-0.3929356,-0.0471406
76,0.93745244,0.65016985,"('anxious', 'daring')",-0.9878996,-1.0248756,0.47672123,0.37696576,0.32644328,0.23756455,0.1881793,0.0599561,0.1282232
2,0.91647285,0.77308834,"('unlikable', 'likable')",1.5945249,1.4540254,1.8832549,1.8807062,0.95102066,1.0630703,1.3363184,1.2927226,0.0435958
9,-0.8839154,-0.62677467,"('unaffectionate', 'caring')",1.2822342,1.3990566,0.15881728,0.41427743,1.2210724,1.42914,0.4445521,0.6539248,-0.2093727
18,-0.8697193,-0.7522998,"('disagreeable', 'welcoming')",-0.310529,-0.29223436,0.11617261,0.18744072,-0.3109385,-0.19436535,-0.3437535,-0.2628647,-0.0808888
16,-0.8646228,-0.7679915,"('unpopular', 'popular')",0.09388171,0.025933087,-0.6468317,-0.66571057,0.49897748,0.40773094,-0.2296488,-0.2500095,0.0203607
28,-0.8633883,-0.82307154,"('disloyal', 'loyal')",0.010428179,-0.06938338,0.022160128,-0.05010081,1.1325225,1.0753665,0.0754306,0.0332027,0.0422279
60,0.8599973,0.9063898,"('inefficient', 'efficient')",-0.34585583,-0.07664952,0.18933767,0.5765893,0.012923728,0.27290234,0.1791007,0.419808,-0.2407073
27,-0.8591557,-0.7476179,"('hardhearted', 'softhearted')",0.55985314,0.6903747,0.13960408,0.2351622,1.262245,1.306673,0.2756366,0.371148,-0.0955114
4,-0.85871464,-0.9148683,"('disliked', 'liked')",0.96223366,0.9944731,0.7934881,0.51692456,-5.106439,-5.2473707,-1.052358,-1.1627103,0.1103523
52,-0.8566638,-0.77925146,"('irrational', 'rational')",0.35400787,0.24001229,-0.80312574,-0.76043594,-0.32293522,-0.35293296,-0.4071792,-0.413152,0.0059728
50,0.83574057,0.9134088,"('clumsy', 'skillful')",0.7839358,0.73906153,0.15002818,0.4055577,0.38567087,0.5074567,0.5388439,0.6413712,-0.1025273
42,0.8321873,0.70581037,"('unreliable', 'reliable')",1.2013352,1.2027969,1.3964841,1.5694238,-2.0256534,-2.0548491,0.3510883,0.3557955,-0.0047072
30,0.8214904,0.47716814,"('intolerant', 'tolerant')",0.19860984,0.15962626,1.157784,0.9263563,1.2895455,1.1434662,0.8668574,0.6766542,0.1902032
40,-0.8049376,-0.73697406,"('stingy', 'generous')",0.34004962,0.4354945,0.2661237,0.063751414,-1.2578928,-1.2394283,-0.3641643,-0.3692891,0.0051248
70,0.71911144,0.20386246,"('lethargic', 'energetic')",-0.17525956,-0.25197604,0.89451176,0.6902049,1.0342293,0.9726366,0.6181482,0.403682,0.2144662
43,0.71689117,0.6311533,"('irresponsible', 'responsible')",1.0954463,1.200235,-0.7325654,-0.5345795,0.4078123,0.46752134,0.3718961,0.4410825,-0.0691864
67,0.7089939,0.67742383,"('doubtful', 'determined')",-0.061774127,-0.07062809,0.8427727,1.0379232,-0.41583353,-0.42792183,0.2685397,0.3041993,-0.0356596
68,-0.682411,-0.4708396,"('dependent', 'independent')",-1.295502,-1.0642483,-0.9029209,-0.63577807,-0.77149165,-0.46884507,-0.9130814,-0.6599278,-0.2531536
62,0.67765886,0.45512065,"('incompetent', 'brilliant')",-0.1722363,-0.017948564,0.5566515,0.66989577,0.29618546,0.5066207,0.3395649,0.4034221,-0.0638572
13,0.6674,0.24951817,"('impolite', 'polite')",0.30167675,0.19798766,0.15044583,0.083307855,0.1536243,0.016856294,0.3182867,0.1369175,0.1813692
78,-0.6531964,-0.41370657,"('nonresilient', 'resilient')",0.913618,1.1782012,0.102125764,0.36255997,0.26818836,0.36908403,0.1576839,0.3740347,-0.2163508
85,-0.62596345,-0.5592375,"('insignificant', 'prestigious')",1.7714864,1.7270625,0.4876787,0.5096904,0.5666371,0.4991055,0.5499597,0.5441552,0.0058045
35,-0.6232395,-0.34326744,"('corrupt', 'incorrupt')",-0.6769766,-0.5602098,-0.8119659,-0.8709423,-0.3026165,-0.37086305,-0.6036997,-0.5363206,-0.0673791
34,0.60941213,0.65300137,"('mean', 'honorable')",0.68629104,0.66786265,-0.26398194,-0.046437465,5.6954813,5.8335433,1.6818006,1.7769924,-0.0951918
37,0.5714948,0.4682104,"('fake', 'genuine')",0.09129921,-0.048343733,0.07539669,0.10077578,0.59953237,0.5884868,0.3344308,0.2772823,0.0571485
11,0.55291986,0.3653551,"('unhelpful', 'helpful')",-0.12260108,-0.13351117,-0.58689713,-0.64128256,2.0076478,2.0653946,0.4627674,0.413989,0.0487784
10,-0.531684,-0.8143091,"('unsympathetic', 'sympathetic')",-0.65364236,-0.719708,-0.7460038,-0.85021996,0.0059643723,-0.09626341,-0.4813415,-0.6201251,0.1387836
81,0.52966064,0.022280045,"('submissive', 'aggressive')",-0.22128098,-0.3517966,0.7099062,0.38607377,-0.6126017,-0.6643813,0.101421,-0.151956,0.253377
17,-0.5251353,-0.81319094,"('nasty', 'nice')",-0.32580042,-0.20446052,-0.720196,-0.85440004,-0.40604025,-0.5704613,-0.494293,-0.6106282,0.1163352
12,0.5219206,0.61539555,"('unsupportive', 'supportive')",2.24668,2.483957,0.14643812,0.5089629,-1.2450491,-1.0426764,0.4174974,0.6414098,-0.2239124
48,-0.5032475,-0.5081892,"('unintelligent', 'intelligent')",0.030655116,0.14155427,-0.6598462,-0.5793828,0.3994418,0.4962904,-0.1832492,-0.1124318,-0.0708174
82,-0.49047625,-0.3661186,"('poor', 'rich')",-0.10180926,-0.11896643,0.735926,0.9752464,5.8489237,6.069292,1.4981411,1.6398634,-0.1417223
83,-0.46969447,-0.52115995,"('powerless', 'powerful')",0.17521639,0.15140705,0.3985949,0.46028513,-0.96199954,-0.99096406,-0.2144707,-0.225108,0.0106373
32,0.46298474,0.47061488,"('unkind', 'kind')",1.7316424,1.7185407,0.6378292,0.83513653,1.4177791,1.3642024,1.0625588,1.0971236,-0.0345648
47,0.45540297,0.2946454,"('stupid', 'smart')",1.4891912,1.4000521,0.111355096,0.22521251,5.0219154,5.195075,1.7694662,1.7787462,-0.00928
