,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
71,2.5213904,2.602056,"('diffident', 'self-confident')",2.3360658,2.1664765,0.7425188,0.55512744,1.8666584,1.7745535,0.0921049
12,2.320412,2.0641701,"('unsupportive', 'supportive')",1.012226,0.71338713,-1.4753098,-1.8257446,0.6191093,0.3172709,0.3018384
87,1.9705812,1.9186983,"('unsuccessful', 'successful')",2.0098631,1.9116892,0.6977201,0.5328619,1.5593882,1.4544164,0.1049718
26,1.8370847,2.1015594,"('hardhearted', 'benevolent')",1.078485,1.136331,1.57549,1.6728597,1.4970199,1.6369166,-0.1398967
1,1.8176023,2.0169158,"('unfriendly', 'friendly')",1.1329662,1.1645789,1.7225151,1.7281649,1.5576944,1.6365531,-0.0788587
75,-1.7445983,-1.6719435,"('meek', 'impulsive')",-1.4747165,-1.423586,-0.30895707,-0.2227283,-1.1760906,-1.1060859,-0.0700047
85,1.6348262,2.0561643,"('insignificant', 'prestigious')",0.5847959,0.5919429,1.3529449,1.5316817,1.1908557,1.3932629,-0.2024072
53,1.604319,1.5351782,"('uncreative', 'creative')",1.0672728,1.102067,1.0959659,1.042913,1.2558525,1.2267194,0.0291331
35,-1.445527,-1.1081802,"('corrupt', 'incorrupt')",-1.7094367,-1.5756693,-0.052025653,0.20290986,-1.0689963,-0.8269798,-0.2420165
3,-1.4345398,-1.599635,"('repellent', 'pleasant')",-0.67173564,-0.6160033,-0.115169525,-0.11755282,-0.7404817,-0.7777303,0.0372486
33,1.3572316,1.5730598,"('wrong', 'right')",0.9919321,1.0069952,-0.18845868,-0.119679704,0.720235,0.8201251,-0.0998901
56,1.2596674,0.8951093,"('impractical', 'practical')",1.0707451,0.8160056,-0.612999,-0.86426973,0.5724711,0.2822817,0.2901894
73,1.2228758,1.2705609,"('helpless', 'self-reliant')",0.73359656,0.73823667,-2.9591296,-3.0791707,-0.3342191,-0.356791,0.0225719
84,1.2150958,1.3664209,"('inferior', 'superior')",0.27709776,0.15745024,1.0243396,1.0676738,0.8388443,0.8638483,-0.025004
78,1.2038976,1.0271137,"('nonresilient', 'resilient')",1.361366,1.1342148,0.81726074,0.4655794,1.1275082,0.8756359,0.2518723
9,1.166546,1.2380086,"('unaffectionate', 'caring')",1.0473871,0.9935467,1.1075089,0.90111065,1.1071473,1.044222,0.0629253
37,1.1516312,0.8265677,"('fake', 'genuine')",-0.042323783,-0.2131157,0.55348843,0.18113135,0.5542653,0.2648611,0.2894042
2,1.1481283,1.0069816,"('unlikable', 'likable')",0.8696475,0.79455197,0.46735707,0.45537394,0.8283776,0.7523025,0.0760751
63,1.1400424,0.5855245,"('unperceptive', 'insightful')",0.6529898,0.2688142,1.2561067,0.721572,1.0163797,0.5253036,0.4910761
23,1.1040287,0.805774,"('insincere', 'sincere')",0.98745894,0.7706067,5.5337315,5.1826854,2.5417398,2.253022,0.2887178
19,1.1040125,1.3429463,"('inhospitable', 'hospitable')",0.051294856,0.032946255,0.46756476,0.54727006,0.5409574,0.6410542,-0.1000968
57,-1.0869545,-1.3406296,"('unimaginative', 'imaginative')",-0.7430465,-0.87527776,-2.5972946,-2.7154672,-1.4757652,-1.6437915,0.1680263
55,1.0283728,0.5656806,"('incompetent', 'clever')",0.39375538,0.20857856,-0.43459573,-0.6788017,0.3291775,0.0318192,0.2973583
60,0.92198974,0.43576217,"('inefficient', 'efficient')",1.4291656,1.2426591,-0.3181367,-0.76890254,0.6776729,0.3031729,0.3745
68,-0.9061782,-1.0711923,"('dependent', 'independent')",-0.7577468,-0.8463384,-0.46657166,-0.48917288,-0.7101655,-0.8022345,0.092069
42,0.89157695,0.67347884,"('unreliable', 'reliable')",0.5647511,0.27359664,-2.766293,-3.0842042,-0.436655,-0.7123763,0.2757213
18,0.86471325,0.8317405,"('disagreeable', 'welcoming')",-0.013214901,-0.10325289,-0.1735551,-0.21262702,0.2259811,0.1719535,0.0540276
31,-0.85881215,-0.7176421,"('evil', 'good')",-1.1061411,-1.1617631,-0.5085752,-0.38716605,-0.8245095,-0.7555238,-0.0689857
29,-0.8551198,-1.0500599,"('unfair', 'fair')",-0.68389994,-0.84632176,-0.40305072,-0.26916212,-0.6473568,-0.7218479,0.0744911
46,0.81275475,0.3845667,"('uncompetitive', 'competitive')",1.2845744,1.1134261,-0.46804643,-0.757155,0.5430942,0.2469459,0.2961483
44,-0.8058931,-0.5399964,"('prejudiced', 'unprejudiced')",0.121734604,0.21379694,-1.3711543,-1.2130309,-0.6851043,-0.5130768,-0.1720275
81,-0.80268914,-1.1319665,"('submissive', 'aggressive')",0.18913868,0.098689534,-1.2753392,-1.4305208,-0.6296299,-0.8212659,0.191636
83,0.7979217,0.64619637,"('powerless', 'powerful')",0.5011695,0.41787347,-0.7730481,-0.9459817,0.1753477,0.0393627,0.135985
16,-0.77609694,-0.8833951,"('unpopular', 'popular')",-0.5610567,-0.58393484,0.4458948,0.52729267,-0.2970863,-0.3133458,0.0162595
43,0.7653469,0.5155207,"('irresponsible', 'responsible')",1.19832,0.9326931,0.25458556,-0.07895481,0.7394175,0.4564197,0.2829978
36,-0.75573885,-0.27274212,"('hostile', 'amicable')",-1.6662002,-1.4484036,0.50115246,0.7439438,-0.6402621,-0.325734,-0.3145281
54,0.74873626,1.0240151,"('incapable', 'capable')",1.3051537,1.2334198,1.3325027,1.3649046,1.1287975,1.2074465,-0.078649
21,0.7362277,0.45700118,"('immoral', 'moral')",0.43629694,0.29158673,-1.0117469,-1.1999133,0.0535926,-0.1504418,0.2040344
66,0.7285518,0.7188387,"('inactive', 'active')",-0.25176963,-0.34818587,1.2609775,1.4700191,0.5792532,0.6135573,-0.0343041
4,-0.7206763,-0.8017761,"('disliked', 'liked')",-0.48124194,-0.560055,-6.2998767,-6.398976,-2.5005983,-2.5869357,0.0863374
25,0.69398224,1.070632,"('egoistic', 'altruistic')",0.1830143,0.28111583,1.6176913,1.8122097,0.8315626,1.0546525,-0.2230899
39,0.6936183,0.66751355,"('exploitative', 'cooperative')",1.5711775,1.6551995,0.15535834,0.17224991,0.806718,0.8316544,-0.0249364
8,0.689428,0.84277534,"('unaffectionate', 'affectionate')",0.17924431,0.190901,0.87490004,0.7680307,0.5811907,0.600569,-0.0193783
62,0.6883533,0.2120539,"('incompetent', 'brilliant')",0.990054,0.6876948,-0.31366864,-0.77940696,0.4549129,0.0401139,0.414799
76,0.67290854,0.47639614,"('anxious', 'daring')",0.45048735,0.4514242,0.068297535,0.10579443,0.3972311,0.3445383,0.0526928
67,0.6611339,0.69981307,"('doubtful', 'determined')",-0.41143563,-0.38946995,-0.8308354,-0.7377619,-0.1937124,-0.1424729,-0.0512395
74,0.6529538,0.39495662,"('undedicated', 'dedicated')",0.8474702,0.7162241,0.21181774,0.010081485,0.5707473,0.3737541,0.1969932
17,-0.6515619,-0.61233026,"('nasty', 'nice')",-0.5580676,-0.52543163,-0.63756347,-0.41044447,-0.615731,-0.5160688,-0.0996622
20,0.6472464,0.51431173,"('rough', 'thoughtful')",0.57987523,0.5517424,1.0494211,0.99085695,0.7588476,0.685637,0.0732106
49,-0.6178824,-0.78719395,"('unable', 'able')",0.5299936,0.24019131,-0.39944202,-0.59541494,-0.1624436,-0.3808059,0.2183623
50,0.6170823,0.4540012,"('clumsy', 'skillful')",0.4936033,0.17640063,0.6156146,0.23747551,0.5754334,0.2892925,0.2861409
11,0.61168754,0.4140789,"('unhelpful', 'helpful')",0.7256716,0.45586002,1.8796432,1.4767662,1.0723341,0.7822351,0.290099
7,0.5839497,0.18215246,"('insensitive', 'sensitive')",0.70319027,0.37985814,0.71919274,0.23633358,0.6687775,0.2661147,0.4026628
