,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
69,0.5704592,0.7574016,"('lazy', 'industrious')",0.3762567,0.43489665,-0.35771152,-0.21703243,0.1963348,0.3250886,-0.1287538
34,0.5466422,0.34764364,"('mean', 'honorable')",-0.21862124,-0.29995745,6.2106547,6.066349,2.1795586,2.0380117,0.1415469
14,0.5393114,0.14005715,"('antisocial', 'social')",0.17428693,0.040905733,-1.1524471,-1.2288735,-0.1462829,-0.3493035,0.2030206
88,0.4904406,0.6783954,"('low', 'eminent')",0.4472919,0.45527446,-0.06876989,-0.07787554,0.2896542,0.3519315,-0.0622773
61,0.47487473,0.28407764,"('illogical', 'logical')",0.21010578,0.14933954,-0.03609259,-0.15367459,0.216296,0.0932475,0.1230485
5,0.45841303,0.81720346,"('distant', 'outgoing')",0.0044086874,-0.039192446,0.10496189,0.19650538,0.1892612,0.3248388,-0.1355776
86,0.45375508,0.12626362,"('uninfluential', 'influential')",0.17120986,0.010125715,-0.26522624,-0.45474347,0.1199129,-0.106118,0.2260309
30,0.41469842,0.07721869,"('intolerant', 'tolerant')",0.9376953,0.8036995,0.71253914,0.6358181,0.6883109,0.5055788,0.1827321
47,0.38240802,0.26682532,"('stupid', 'smart')",0.961238,0.86740243,5.0147433,4.9739585,2.1194631,2.0360621,0.083401
58,0.37687424,0.07971847,"('undiscriminating', 'discriminating')",0.160648,0.122905806,0.12333661,-0.01675981,0.2202863,0.0619548,0.1583315
51,-0.35576308,-0.859445,"('uneducated', 'educated')",-0.29913232,-0.5039457,0.37441754,0.29678097,-0.0934926,-0.3555366,0.262044
48,-0.34258434,-0.6387753,"('unintelligent', 'intelligent')",-0.60185957,-0.7721559,-0.07406428,-0.19170858,-0.3395027,-0.5342132,0.1947105
0,0.3357959,0.037854962,"('unsociable', 'sociable')",0.53033155,0.46069288,-0.9284978,-1.1271544,-0.0207901,-0.2095355,0.1887454
64,-0.33417138,-0.52406627,"('shy', 'confident')",0.16783671,0.0718621,-6.5678,-6.4955387,-2.2447116,-2.3159143,0.0712027
80,0.32767993,-0.080996454,"('dominated', 'dominating')",0.66057205,0.5182468,-1.3894894,-1.5899553,-0.1337458,-0.384235,0.2504892
45,0.30847406,-0.18382958,"('incompetent', 'competent')",0.02479897,-0.352098,-0.6131164,-1.1188864,-0.0932811,-0.5516046,0.4583235
6,-0.2527249,0.07005611,"('distant', 'open')",-0.26980227,-0.34959966,0.70206547,0.7806604,0.0598461,0.167039,-0.1071929
10,0.24865352,-0.17361246,"('unsympathetic', 'sympathetic')",0.379422,0.19739908,-0.48770285,-0.877813,0.0467909,-0.2846755,0.3314664
38,0.2458938,0.08540617,"('untruthful', 'truthful')",-0.18267106,-0.32547468,0.05847181,-0.12812364,0.0405649,-0.1227307,0.1632956
77,0.23152836,0.1760622,"('unmotivated', 'motivated')",0.16487181,0.14411795,-1.2360395,-1.3542212,-0.2798798,-0.3446803,0.0648005
13,0.23079775,-0.029873468,"('impolite', 'polite')",0.3612086,0.33357924,-0.49787292,-0.7483457,0.0313778,-0.1482133,0.1795911
82,-0.2233164,-0.32600772,"('poor', 'rich')",-0.16311286,-0.16499235,5.8646517,5.6635175,1.8260741,1.7241724,0.1019017
27,0.1743406,0.13165487,"('hardhearted', 'softhearted')",0.5187405,0.32281628,1.5222887,1.2715498,0.7384566,0.5753404,0.1631162
28,-0.16766351,-0.3364584,"('disloyal', 'loyal')",-0.11853958,-0.23448968,0.75610167,0.46322414,0.1566329,-0.035908,0.1925409
52,0.15883404,0.40242216,"('irrational', 'rational')",-0.11637421,0.0134468675,-0.0945874,0.13987741,-0.0173759,0.1852488,-0.2026247
72,-0.15060951,-0.2497584,"('unambitious', 'ambitious')",-0.7154425,-0.74700993,-1.2434862,-1.4270161,-0.7031794,-0.8079282,0.1047488
70,0.14628723,-0.33479765,"('lethargic', 'energetic')",0.012455061,-0.27698326,0.4875239,0.13520288,0.2154221,-0.1588593,0.3742814
24,0.14076743,-0.07041733,"('dishonest', 'honest')",-0.25560153,-0.28017431,0.34536377,0.25599837,0.0768432,-0.0315311,0.1083743
79,-0.13944377,0.046596374,"('wavering', 'unwavering')",-0.94808024,-1.0270983,0.2746739,0.27249053,-0.27095,-0.2360038,-0.0349462
22,-0.13316911,-0.4263765,"('untrustworthy', 'trustworthy')",0.0676654,-0.14713585,-1.0016428,-1.1816981,-0.3557155,-0.5850701,0.2293546
32,-0.11695209,-0.28599155,"('unkind', 'kind')",1.0980953,0.97483903,0.7299102,0.5334668,0.5703511,0.4074381,0.162913
41,0.091365874,-0.1910783,"('unforgiving', 'forgiving')",-0.21295375,-0.3829994,0.108513065,-0.031529885,-0.0043583,-0.2018692,0.1975109
65,-0.07569649,-0.32245886,"('insecure', 'secure')",0.3450424,0.22252001,-0.53422266,-0.7467412,-0.0882923,-0.2822267,0.1939344
15,-0.05974802,-0.011018336,"('boring', 'funny')",-0.17298563,-0.31220892,0.3776515,0.45687166,0.048306,0.0445481,0.0037579
40,0.016952015,-0.5418554,"('stingy', 'generous')",-0.08920967,-0.36007333,-1.4234885,-1.6415093,-0.498582,-0.8478127,0.3492307
59,-0.008443035,0.08026737,"('foolish', 'wise')",0.48212606,0.34794953,0.28916276,0.37075868,0.2542819,0.2663252,-0.0120433
