,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
66,-0.6894633,-0.7757047,"('inactive', 'active')",0.4177591,0.36412752,-0.1358521,-0.2057886,0.0699365
55,-0.6845051,-0.6487752,"('incompetent', 'clever')",0.18373623,-0.061234757,-0.2503844,-0.355005,0.1046206
40,-0.59475946,-0.13167866,"('stingy', 'generous')",-2.2282352,-1.9387553,-1.4114974,-1.0352169,-0.3762805
24,0.5744106,0.6553731,"('dishonest', 'honest')",0.8488987,0.80084306,0.7116547,0.728108,-0.0164533
6,0.56424224,0.35445303,"('distant', 'open')",-0.5140312,-0.23180152,0.0251055,0.0613258,-0.0362203
65,-0.5518111,-0.48272803,"('insecure', 'secure')",0.05942993,-0.099588975,-0.2461906,-0.2911585,0.0449679
47,0.5479065,0.3714275,"('stupid', 'smart')",5.2101393,4.9781327,2.8790228,2.6747801,0.2042427
70,-0.5418578,-0.37802905,"('lethargic', 'energetic')",0.79398423,0.5926216,0.1260632,0.1072963,0.0187669
61,0.5184581,0.63028264,"('illogical', 'logical')",0.06863526,0.098724805,0.2935467,0.3645037,-0.070957
0,-0.5048642,-0.2785331,"('unsociable', 'sociable')",-0.6802571,-0.72219867,-0.5925606,-0.5003659,-0.0921947
67,0.48648006,0.43997705,"('doubtful', 'determined')",-0.2774063,-0.42569482,0.1045369,0.0071411,0.0973958
43,0.4677902,0.5594907,"('irresponsible', 'responsible')",0.6346822,0.48631012,0.5512362,0.5229004,0.0283358
87,0.4244528,0.20339744,"('unsuccessful', 'successful')",0.90286374,0.62140316,0.6636583,0.4124003,0.251258
50,-0.38838637,-0.17681058,"('clumsy', 'skillful')",0.4578775,0.54261976,0.0347456,0.1829046,-0.148159
27,0.36558956,0.21703653,"('hardhearted', 'softhearted')",0.8461334,0.8643695,0.6058615,0.540703,0.0651585
35,-0.3510674,-0.43534696,"('corrupt', 'incorrupt')",-0.46158782,-0.28277138,-0.4063276,-0.3590592,-0.0472684
15,-0.34956843,-0.54148424,"('boring', 'funny')",-0.20789324,-0.11349794,-0.2787308,-0.3274911,0.0487603
16,-0.34929577,-0.1810703,"('unpopular', 'popular')",0.34673557,0.48205665,-0.0012801,0.1504932,-0.1517733
41,-0.30845615,0.0069086216,"('unforgiving', 'forgiving')",-0.29624653,-0.28357822,-0.3023514,-0.1383348,-0.1640166
19,0.28380978,0.15918097,"('inhospitable', 'hospitable')",-0.23480178,-0.09348476,0.024504,0.0328481,-0.0083441
86,0.27538067,0.33325475,"('uninfluential', 'influential')",-0.35958883,-0.3367388,-0.0421041,-0.001742,-0.0403621
31,0.26801968,0.37503454,"('evil', 'good')",-1.778588,-1.5138221,-0.7552842,-0.5693938,-0.1858904
63,-0.2558083,-0.13733865,"('unperceptive', 'insightful')",0.6881982,0.64793307,0.216195,0.2552972,-0.0391022
18,-0.25143158,0.020099312,"('disagreeable', 'welcoming')",-0.5924197,-0.3260712,-0.4219256,-0.1529859,-0.2689397
37,-0.24440561,-0.05249592,"('fake', 'genuine')",0.13353881,0.25033277,-0.0554334,0.0989184,-0.1543518
38,0.2403396,0.34505695,"('untruthful', 'truthful')",-0.07763129,-0.07512145,0.0813542,0.1349677,-0.0536135
79,0.23595248,-0.015505391,"('wavering', 'unwavering')",0.09343587,0.13644445,0.1646942,0.0604695,0.1042247
42,-0.23359637,-0.14185826,"('unreliable', 'reliable')",-3.1555927,-2.990929,-1.6945945,-1.5663936,-0.1282009
77,-0.20864981,-0.1346688,"('unmotivated', 'motivated')",-0.7280747,-0.94505537,-0.4683623,-0.5398621,0.0714998
2,0.19573116,0.24348164,"('unlikable', 'likable')",0.42663276,0.42473567,0.311182,0.3341087,-0.0229267
20,0.17442675,0.2413636,"('rough', 'thoughtful')",1.2301412,1.1169306,0.702284,0.6791471,0.0231369
76,0.1744234,0.049298663,"('anxious', 'daring')",0.65328264,0.46530724,0.413853,0.2573029,0.1565501
34,0.15830915,0.37123626,"('mean', 'honorable')",5.8417478,5.7890034,3.0000284,3.0801198,-0.0800914
69,-0.1465337,-0.06957832,"('lazy', 'industrious')",-0.8995077,-0.658264,-0.5230207,-0.3639212,-0.1590995
82,0.1454278,0.2867226,"('poor', 'rich')",5.8415036,5.9766393,2.9934657,3.131681,-0.1382153
30,0.14330216,0.17305735,"('intolerant', 'tolerant')",0.62124246,0.6560097,0.3822723,0.4145335,-0.0322612
60,0.13303532,0.28021076,"('inefficient', 'efficient')",0.53332675,0.39071923,0.333181,0.335465,-0.002284
36,-0.129549,-0.11678057,"('hostile', 'amicable')",-0.20457584,0.011725079,-0.1670624,-0.0525277,-0.1145347
49,-0.12555912,-0.10706959,"('unable', 'able')",-0.41564846,-0.34249574,-0.2706038,-0.2247827,-0.0458211
62,0.11080316,0.03957554,"('incompetent', 'brilliant')",0.021560058,-0.06557788,0.0661816,-0.0130012,0.0791828
7,0.09464625,0.2958966,"('insensitive', 'sensitive')",0.49600956,0.46378967,0.2953279,0.3798431,-0.0845152
83,-0.07164541,-0.22634594,"('powerless', 'powerful')",-0.83847195,-1.0067555,-0.4550587,-0.6165507,0.161492
28,-0.054292068,0.2842859,"('disloyal', 'loyal')",0.8324432,1.0786753,0.3890755,0.6814806,-0.2924051
21,0.05350402,0.107374735,"('immoral', 'moral')",-0.42726383,-0.77271056,-0.1868799,-0.3326679,0.145788
58,-0.047505192,0.22205621,"('undiscriminating', 'discriminating')",-0.19975525,-0.20961362,-0.1236302,0.0062213,-0.1298515
78,0.044000603,0.09416698,"('nonresilient', 'resilient')",0.112945415,0.04944566,0.078473,0.0718063,0.0066667
11,-0.040694628,-0.17701271,"('unhelpful', 'helpful')",1.8312547,1.6208867,0.8952801,0.721937,0.1733431
48,0.022901425,0.21200803,"('unintelligent', 'intelligent')",0.5253916,0.5310368,0.2741465,0.3715224,-0.0973759
52,0.018218182,-0.05440002,"('irrational', 'rational')",-0.49884525,-0.2973366,-0.2403135,-0.1758683,-0.0644452
88,-0.006039545,-0.07437237,"('low', 'eminent')",0.29973903,0.28931862,0.1468498,0.1074731,0.0393767
