,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
25,-0.9469628,-0.992239,"('egoistic', 'altruistic')",0.5949729,0.4157048,1.908087,1.6736455,0.518699,0.3657037,0.1529953
27,-0.8908566,-0.9055986,"('hardhearted', 'softhearted')",-0.006570449,-0.03283252,0.4028029,0.30034903,-0.1648747,-0.212694,0.0478193
66,-0.88348657,-0.98787224,"('inactive', 'active')",-0.46520746,-0.55943024,1.434101,1.3370547,0.028469,-0.0700826,0.0985516
68,-0.8647128,-0.90857583,"('dependent', 'independent')",-0.6632728,-0.7101128,-1.3011792,-1.3652807,-0.9430549,-0.9946564,0.0516015
18,-0.81918144,-0.5222361,"('disagreeable', 'welcoming')",0.078731105,0.17915875,-0.91430044,-0.8516806,-0.5515836,-0.3982526,-0.153331
85,-0.8182651,-1.1103799,"('insignificant', 'prestigious')",0.53837526,0.15854934,1.3455613,0.8841435,0.3552238,-0.0225624,0.3777862
80,0.811016,0.7279117,"('dominated', 'dominating')",0.37656227,0.4959473,0.2868514,0.43911022,0.4914766,0.5543231,-0.0628465
65,0.8083432,0.83530754,"('insecure', 'secure')",-0.37795702,-0.35599777,-0.62561363,-0.41317254,-0.0650758,0.0220457,-0.0871215
24,-0.7748156,-0.6794615,"('dishonest', 'honest')",-1.4626034,-1.4738607,-0.07187337,-0.04019001,-0.7697642,-0.7311707,-0.0385935
60,0.7655526,1.0206108,"('inefficient', 'efficient')",0.50996214,0.66293657,-1.5139477,-1.0463078,-0.0794777,0.2124132,-0.2918909
14,0.75389606,0.93814933,"('antisocial', 'social')",1.0708933,1.1808761,0.10065511,0.42599007,0.6418148,0.8483385,-0.2065237
28,-0.74209255,-1.0563734,"('disloyal', 'loyal')",0.086689666,-0.02566896,0.7652557,0.4950593,0.0366176,-0.195661,0.2322786
88,-0.73481363,-0.85265344,"('low', 'eminent')",0.4120586,0.30373672,-0.10152986,0.111407906,-0.1414283,-0.1458363,0.004408
36,-0.7176166,-0.9816877,"('hostile', 'amicable')",-0.5328498,-0.83256716,2.2853777,1.8042231,0.3449705,-0.0033439,0.3483144
59,-0.7108767,-0.5281725,"('foolish', 'wise')",0.05455619,0.054278046,0.253039,0.1871466,-0.1344272,-0.0955826,-0.0388446
76,0.7084789,0.9819081,"('anxious', 'daring')",-0.2800485,0.008608727,-1.3066074,-0.9249581,-0.2927256,0.0218529,-0.3145785
10,-0.6920658,-0.68357736,"('unsympathetic', 'sympathetic')",-0.820536,-0.8805252,-1.4387168,-1.3474754,-0.9837729,-0.970526,-0.0132469
11,-0.65372425,-0.44219244,"('unhelpful', 'helpful')",0.6961593,0.9037677,-0.0067329556,0.20605859,0.0119007,0.2225446,-0.2106439
15,0.6112917,0.55106854,"('boring', 'funny')",0.005468756,0.07418884,0.26628214,0.3402987,0.2943475,0.321852,-0.0275045
72,-0.60969406,-0.3487155,"('unambitious', 'ambitious')",-0.4474418,-0.39254484,0.6544403,0.7174624,-0.1342318,-0.0079326,-0.1262992
52,-0.6065982,-0.83271307,"('irrational', 'rational')",-0.276019,-0.50327575,0.45539966,0.12259446,-0.1424059,-0.4044648,0.2620589
44,0.57334685,0.66786444,"('prejudiced', 'unprejudiced')",-0.33249158,-0.13857655,-1.2851253,-1.1011837,-0.34809,-0.1906319,-0.1574581
55,0.56886584,0.56312716,"('incompetent', 'clever')",0.51400876,0.38821843,-0.7147841,-0.7264987,0.1226968,0.0749489,0.0477479
32,-0.55940557,-0.27767947,"('unkind', 'kind')",-0.20431352,-0.06940313,-0.0506531,0.32478335,-0.2714574,-0.0074331,-0.2640243
84,0.5522204,0.45910743,"('inferior', 'superior')",0.08754021,0.17208129,0.5309119,0.47437775,0.3902242,0.3685222,0.021702
3,-0.5455006,-0.3792192,"('repellent', 'pleasant')",-0.035467632,-0.036728013,-0.8408953,-0.8184843,-0.4739545,-0.4114772,-0.0624773
35,-0.5013817,-0.65968114,"('corrupt', 'incorrupt')",-0.48947766,-0.59378445,0.667642,0.4187686,-0.1077391,-0.2782323,0.1704932
37,0.5009924,0.5992173,"('fake', 'genuine')",-0.2827678,-0.24076907,0.34850574,0.53015286,0.1889101,0.2962004,-0.1072903
7,0.47331688,0.558241,"('insensitive', 'sensitive')",0.62020403,0.7342197,0.08199902,0.17754401,0.39184,0.4900016,-0.0981616
57,-0.46052015,-0.5981556,"('unimaginative', 'imaginative')",0.93209213,0.7756769,0.07111539,-0.2535053,0.1808958,-0.025328,0.2062238
75,-0.4541038,-0.39687097,"('meek', 'impulsive')",0.27904654,0.28623873,-0.13913617,-0.2532068,-0.1047311,-0.1212797,0.0165486
40,-0.44628075,-0.50266194,"('stingy', 'generous')",0.3018615,0.1724244,-0.68027455,-1.0171708,-0.2748979,-0.4491361,0.1742382
0,-0.44426116,-0.442831,"('unsociable', 'sociable')",-0.6019911,-0.7951787,-1.1281898,-1.1302303,-0.724814,-0.7894133,0.0645993
43,-0.42885923,-0.20593053,"('irresponsible', 'responsible')",-0.4535656,-0.42224926,-0.0135298055,0.21106684,-0.2986515,-0.1390376,-0.1596139
56,0.40823403,0.6259979,"('impractical', 'practical')",0.010553366,0.12531443,-0.5253693,-0.12946366,-0.0355273,0.2072829,-0.2428102
62,0.4074596,0.6975244,"('incompetent', 'brilliant')",0.88212657,1.0103185,-0.559557,-0.17293243,0.2433431,0.5116369,-0.2682938
4,-0.3982451,-0.4958853,"('disliked', 'liked')",-0.14679748,-0.24509513,-2.0586967,-2.4337204,-0.8679131,-1.0582336,0.1903205
73,0.38881066,0.533733,"('helpless', 'self-reliant')",0.87291926,0.8359814,-1.1518586,-1.2752624,0.0366238,0.031484,0.0051398
74,-0.38284504,-0.1913056,"('undedicated', 'dedicated')",0.48743862,0.53979486,1.0544754,1.0608045,0.3863564,0.4697646,-0.0834082
78,-0.3597812,-0.36619172,"('nonresilient', 'resilient')",0.88352203,0.81300396,0.7620027,0.5835329,0.4285812,0.3434484,0.0851328
41,-0.34067973,-0.20248264,"('unforgiving', 'forgiving')",-0.6364749,-0.51218826,0.7220868,0.46690243,-0.0850226,-0.0825895,-0.0024331
83,-0.33779302,-0.31294903,"('powerless', 'powerful')",-0.17707577,-0.07184085,-1.0429509,-0.9902935,-0.5192732,-0.4583611,-0.0609121
77,-0.33380437,-0.33337235,"('unmotivated', 'motivated')",0.5482263,0.4294228,-1.318678,-1.452595,-0.3680854,-0.4521815,0.0840961
30,0.31997192,0.5383468,"('intolerant', 'tolerant')",1.3412386,1.3763896,-0.27516714,-0.082043484,0.4620145,0.6108977,-0.1488832
70,-0.31411296,-0.059168693,"('lethargic', 'energetic')",-0.08490898,0.014595514,-0.34179676,-0.21745855,-0.2469396,-0.0873439,-0.1595957
2,0.31061888,0.6283646,"('unlikable', 'likable')",0.11152919,0.24251245,0.13839936,0.57194716,0.1868491,0.4809414,-0.2940923
22,0.3033762,0.46843216,"('untrustworthy', 'trustworthy')",-0.39605397,-0.46034297,-0.40413716,-0.37173426,-0.165605,-0.121215,-0.04439
45,-0.2800797,-0.24310574,"('incompetent', 'competent')",-0.21111038,-0.32878047,1.0134616,0.88843745,0.1740905,0.1055171,0.0685734
63,-0.27161503,-0.09958285,"('unperceptive', 'insightful')",0.47320393,0.4198665,0.6634025,0.6996151,0.2883305,0.3399663,-0.0516358
46,0.26844814,0.22095713,"('uncompetitive', 'competitive')",0.5255175,0.43650556,-1.0885038,-1.1006879,-0.0981794,-0.1477417,0.0495623
21,0.2582796,0.4149387,"('immoral', 'moral')",0.092015795,0.17271233,-2.0786252,-1.8595182,-0.5761099,-0.4239557,-0.1521542
12,-0.2581831,-0.092146665,"('unsupportive', 'supportive')",0.9774711,1.0240194,-0.71741015,-0.6950268,0.0006259,0.0789486,-0.0783227
34,-0.2572204,-0.13793702,"('mean', 'honorable')",-0.2581674,-0.048266284,2.6330616,3.0276608,0.7058913,0.9471525,-0.2412612
64,0.24532664,0.18916154,"('shy', 'confident')",-0.09123495,-0.17804039,-4.0279694,-4.13947,-1.2912926,-1.3761163,0.0848237
20,0.20294815,0.12300501,"('rough', 'thoughtful')",0.48838848,0.4349314,0.86704504,0.8513706,0.5194606,0.469769,0.0496916
61,-0.19575249,-0.45701393,"('illogical', 'logical')",0.64610356,0.3924731,0.6587079,0.5866578,0.3696863,0.174039,0.1956473
67,0.14759466,0.42032963,"('doubtful', 'determined')",-0.13794775,0.1218894,-1.2799674,-1.0748296,-0.4234402,-0.1775368,-0.2459034
26,-0.14197597,-0.4121248,"('hardhearted', 'benevolent')",0.7999003,0.7535432,3.2551498,3.102872,1.304358,1.1480967,0.1562613
50,-0.13142945,0.13051851,"('clumsy', 'skillful')",0.07213213,0.23551469,-0.054321527,-0.05773173,-0.0378729,0.1027672,-0.1406401
13,0.12396284,0.4265963,"('impolite', 'polite')",-0.34877113,-0.2573473,-1.457161,-0.89478505,-0.5606564,-0.2418453,-0.3188111
47,-0.12117415,0.14895019,"('stupid', 'smart')",0.48221833,0.69337463,3.0917938,3.67667,1.150946,1.5063316,-0.3553856
48,-0.11372975,-0.043953322,"('unintelligent', 'intelligent')",0.84117216,0.8579324,-0.64446414,-0.6253965,0.0276594,0.0628609,-0.0352015
87,-0.09860177,-0.12015246,"('unsuccessful', 'successful')",0.77671653,0.7995937,1.4922917,1.8261693,0.7234688,0.8352035,-0.1117347
71,-0.07519612,-0.15777917,"('diffident', 'self-confident')",0.92158014,0.855063,0.73482233,0.6535802,0.5270688,0.450288,0.0767808
42,0.06161963,0.32818583,"('unreliable', 'reliable')",-1.173491,-0.9632469,-1.7968963,-1.7786802,-0.9695892,-0.8045804,-0.1650088
33,-0.046033017,-0.17906603,"('wrong', 'right')",0.3658893,0.20866297,0.6290404,0.42678192,0.3162989,0.1521263,0.1641726
69,-0.038636588,-0.14191492,"('lazy', 'industrious')",0.6140182,0.80347854,0.85376966,0.91906226,0.4763838,0.5268753,-0.0504915
81,0.033740383,0.16976057,"('submissive', 'aggressive')",0.6990054,0.8522649,-1.8495721,-1.5698227,-0.3722754,-0.1825991,-0.1896763
17,-0.025264252,-0.08212189,"('nasty', 'nice')",-0.69988215,-0.7178584,-0.9065198,-1.0016594,-0.5438887,-0.6005466,0.0566579
49,0.010294162,0.14890501,"('unable', 'able')",0.4172067,0.66006225,-0.6401297,-0.29116493,-0.0708763,0.1726008,-0.2434771
29,-0.004783123,-0.16564482,"('unfair', 'fair')",-0.66440415,-0.81430733,-0.2813505,-0.70904803,-0.3168459,-0.563,0.2461541
58,0.003314156,-0.25082806,"('undiscriminating', 'discriminating')",0.35386115,0.14844829,1.2417281,0.9781505,0.5329678,0.2919236,0.2410442
