,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
6,-1.8534431,-1.8910038,"('distant', 'open')",-1.059872,-1.1168354,0.9504639,0.75291526,-0.6542838,-0.7516413,0.0973575
1,-1.6158504,-1.8845569,"('unfriendly', 'friendly')",0.18393548,-0.23138167,2.4495113,2.2036595,0.3391988,0.0292403,0.3099585
53,-1.5923676,-1.5993207,"('uncreative', 'creative')",0.21436247,0.118152514,1.2588571,1.1696956,-0.039716,-0.1038242,0.0641082
5,-1.5873712,-1.6914066,"('distant', 'outgoing')",-0.54795635,-0.5841204,1.0329064,0.8439769,-0.3674737,-0.4771833,0.1097096
9,-1.547072,-1.4721059,"('unaffectionate', 'caring')",0.11628915,0.08392513,1.2835039,1.2389711,-0.049093,-0.0497365,0.0006435
19,-1.495236,-1.4049512,"('inhospitable', 'hospitable')",-1.0967022,-1.157532,-0.0068271905,-0.03785775,-0.8662551,-0.8667804,0.0005253
86,-1.4271053,-1.678264,"('uninfluential', 'influential')",-0.15435486,-0.51591325,0.10306479,-0.178855,-0.4927984,-0.7910107,0.2982123
82,-1.3674452,-1.0657709,"('poor', 'rich')",-0.29108638,-0.19853166,2.9935076,3.4236445,0.444992,0.7197807,-0.2747887
39,1.3010392,1.2322615,"('exploitative', 'cooperative')",0.35936788,0.4343397,0.39778125,0.42149505,0.6860628,0.696032,-0.0099692
54,-1.2000237,-1.1118305,"('incapable', 'capable')",-0.110297784,-0.10162629,0.4270047,0.69472957,-0.2944389,-0.1729091,-0.1215298
38,-1.1053725,-0.86807597,"('untruthful', 'truthful')",-0.63017917,-0.59430933,0.20844735,0.2560554,-0.5090348,-0.4021099,-0.1069249
8,-1.0949674,-1.0439829,"('unaffectionate', 'affectionate')",0.05964966,0.044777803,1.2132075,1.1230958,0.0592966,0.0412969,0.0179997
23,-1.0896571,-0.8233999,"('insincere', 'sincere')",-0.5753167,-0.4079137,2.2817762,2.5321426,0.2056008,0.4336097,-0.2280089
31,-1.0697049,-1.2538884,"('evil', 'good')",0.10005234,-0.17911443,1.1313338,0.6379165,0.0538938,-0.2650288,0.3189226
16,-0.98368245,-0.8721329,"('unpopular', 'popular')",-0.38702154,-0.45340127,0.104855925,-0.10461666,-0.4219493,-0.4767169,0.0547676
51,-0.9590848,-0.7849828,"('uneducated', 'educated')",-0.3401562,-0.34091747,-0.5685054,-0.4401985,-0.6225822,-0.5220329,-0.1005493
79,-0.95093083,-1.0321544,"('wavering', 'unwavering')",-1.0750818,-1.2090261,0.4597463,0.18567958,-0.5220888,-0.6851669,0.1630781
