,intel_male,intel_female,tuple,corp_male,corp_female,average_male,average_female,male-female
45,-2.0710003,-2.110478,"('incompetent', 'competent')",0.10445699,0.10929845,-0.9832717,-1.0005897,0.017318
48,1.8507628,1.4885675,"('unintelligent', 'intelligent')",1.4869198,1.4609737,1.6688414,1.4747705,0.1940709
61,1.7147549,1.5217779,"('illogical', 'logical')",0.6210518,0.72962135,1.1679034,1.1256996,0.0422038
71,1.5717639,1.6746387,"('diffident', 'self-confident')",0.27708673,0.2083032,0.9244253,0.941471,-0.0170457
41,-1.5498713,-1.7171738,"('unforgiving', 'forgiving')",-0.5320809,-0.65176755,-1.040976,-1.1844707,0.1434947
57,-1.5027552,-1.7498388,"('unimaginative', 'imaginative')",-3.2447495,-3.1773243,-2.3737524,-2.4635816,0.0898292
42,-1.3655275,-1.3038275,"('unreliable', 'reliable')",-3.0176215,-2.808067,-2.1915746,-2.0559473,-0.1356273
31,-1.2226202,-1.3989033,"('evil', 'good')",-2.1767902,-2.5623815,-1.6997052,-1.9806423,0.2809371
66,-1.1210306,-0.9065816,"('inactive', 'active')",0.18187886,0.14517999,-0.4695759,-0.3807008,-0.0888751
84,1.0940948,0.66615,"('inferior', 'superior')",1.4464326,1.3582392,1.2702637,1.0121946,0.2580691
10,-1.0755732,-0.72756696,"('unsympathetic', 'sympathetic')",0.36350605,0.80164516,-0.3560336,0.0370391,-0.3930727
49,1.07056,1.0804802,"('unable', 'able')",0.09987878,0.28925738,0.5852194,0.6848688,-0.0996494
17,-1.0555137,-1.2055734,"('nasty', 'nice')",-0.71114665,-0.79133904,-0.8833302,-0.9984562,0.115126
78,1.0509712,1.1147655,"('nonresilient', 'resilient')",1.0559527,1.0184138,1.0534619,1.0665896,-0.0131277
39,1.0314119,1.1141083,"('exploitative', 'cooperative')",-0.25648955,-0.14412603,0.3874612,0.4849911,-0.0975299
4,-1.0217353,-1.222647,"('disliked', 'liked')",-7.1722045,-7.465074,-4.0969701,-4.3438606,0.2468905
34,1.0191765,1.2906295,"('mean', 'honorable')",5.7976413,5.935229,3.4084089,3.6129291,-0.2045202
60,0.9803756,1.2838271,"('inefficient', 'efficient')",0.873343,1.4171611,0.9268593,1.3504941,-0.4236348
43,-0.9736269,-0.68178684,"('irresponsible', 'responsible')",0.5312458,0.7993201,-0.2211905,0.0587666,-0.2799571
13,-0.924816,-0.67749166,"('impolite', 'polite')",-0.20757881,0.08587811,-0.5661974,-0.2958068,-0.2703906
25,0.90951854,0.6553994,"('egoistic', 'altruistic')",0.13763133,-0.031742625,0.5235749,0.3118284,0.2117465
44,-0.90797263,-0.660618,"('prejudiced', 'unprejudiced')",-1.7547005,-1.600923,-1.3313366,-1.1307704,-0.2005662
0,-0.89776665,-1.0466042,"('unsociable', 'sociable')",0.3016172,0.32940364,-0.2980747,-0.3586003,0.0605256
64,-0.8101988,-0.95374477,"('shy', 'confident')",-5.736406,-5.757573,-3.2733023,-3.355659,0.0823567
33,0.76723987,0.33653414,"('wrong', 'right')",-1.2308735,-1.3351141,-0.2318168,-0.49929,0.2674732
30,0.76557344,0.77156734,"('intolerant', 'tolerant')",0.4393192,0.5048323,0.6024463,0.6381998,-0.0357535
22,-0.7591866,-1.0295529,"('untrustworthy', 'trustworthy')",-0.42881206,-0.5544892,-0.5939993,-0.792021,0.1980217
46,-0.7385196,-0.7535887,"('uncompetitive', 'competitive')",0.5436107,0.78696114,-0.0974545,0.0166862,-0.1141407
73,0.7354079,0.8129993,"('helpless', 'self-reliant')",-3.4769325,-3.455305,-1.3707623,-1.3211529,-0.0496094
16,-0.7340845,-0.9370269,"('unpopular', 'popular')",0.25714996,-0.0066303723,-0.2384673,-0.4718286,0.2333613
9,0.71780384,0.714266,"('unaffectionate', 'caring')",0.39336118,0.3469335,0.5555825,0.5305998,0.0249827
83,0.7172819,0.56918555,"('powerless', 'powerful')",-0.091305524,-0.056830205,0.3129882,0.2561777,0.0568105
29,-0.67888564,-1.0918827,"('unfair', 'fair')",-0.33332637,-0.57470924,-0.506106,-0.8332959,0.3271899
59,0.6688071,0.46661365,"('foolish', 'wise')",-0.649244,-0.7893186,0.0097815,-0.1613525,0.171134
75,-0.6678049,-0.5917293,"('meek', 'impulsive')",-0.5499594,-0.6527252,-0.6088822,-0.6222273,0.0133451
70,-0.6323046,-0.31543356,"('lethargic', 'energetic')",1.203569,1.5243905,0.2856322,0.6044785,-0.3188463
37,-0.6191158,-0.582272,"('fake', 'genuine')",0.2754704,0.34077913,-0.1718227,-0.1207464,-0.0510763
69,0.6032191,0.70468843,"('lazy', 'industrious')",-1.5845202,-1.7618576,-0.4906506,-0.5285846,0.037934
68,0.5843969,0.2767214,"('dependent', 'independent')",0.22669874,0.22171934,0.4055478,0.2492204,0.1563274
7,-0.58228683,-0.56442857,"('insensitive', 'sensitive')",0.6873507,0.78925264,0.0525319,0.112412,-0.0598801
62,0.5358951,0.8274281,"('incompetent', 'brilliant')",1.1605268,1.4905795,0.8482109,1.1590037,-0.3107928
19,-0.52002454,-0.4295625,"('inhospitable', 'hospitable')",-0.3721017,-0.45570007,-0.4460631,-0.4426313,-0.0034318
58,-0.5162036,-1.0338145,"('undiscriminating', 'discriminating')",0.49849978,0.29106587,-0.0088519,-0.3713743,0.3625224
18,-0.4981789,-0.559065,"('disagreeable', 'welcoming')",-1.0248934,-1.0875746,-0.7615361,-0.8233198,0.0617837
24,0.49339807,0.65873253,"('dishonest', 'honest')",0.99813426,1.0968647,0.7457662,0.8777986,-0.1320324
27,-0.43823317,-0.38148332,"('hardhearted', 'softhearted')",0.44681633,0.25824326,0.0042916,-0.06162,0.0659116
20,0.4234959,0.19974717,"('rough', 'thoughtful')",1.0003734,0.8018086,0.7119346,0.5007779,0.2111567
35,0.42188188,0.12547469,"('corrupt', 'incorrupt')",-1.3313447,-1.617868,-0.4547314,-0.7461966,0.2914652
55,0.41162324,0.43712234,"('incompetent', 'clever')",1.249878,1.4765632,0.8307506,0.9568428,-0.1260922
79,-0.4013301,-0.48226914,"('wavering', 'unwavering')",-0.4324935,-0.50075585,-0.4169118,-0.4915125,0.0746007
2,-0.3750494,-0.21236785,"('unlikable', 'likable')",0.08805255,0.12237867,-0.1434984,-0.0449946,-0.0985038
28,0.33508834,-0.031341232,"('disloyal', 'loyal')",1.2237637,1.3053045,0.779426,0.6369817,0.1424443
51,0.3010577,0.11887042,"('uneducated', 'educated')",1.4301304,1.5887239,0.865594,0.8537971,0.0117969
1,-0.29063702,-0.53464943,"('unfriendly', 'friendly')",0.019348647,-0.18138467,-0.1356442,-0.3580171,0.2223729
32,-0.2774572,0.17381927,"('unkind', 'kind')",0.51810914,0.7924126,0.120326,0.4831159,-0.3627899
3,-0.26255575,-0.032840528,"('repellent', 'pleasant')",0.91039306,1.0035853,0.3239186,0.4853724,-0.1614538
67,-0.2566887,-0.18377212,"('doubtful', 'determined')",-0.34682372,-0.28783703,-0.3017562,-0.2358046,-0.0659516
38,0.25069374,0.41203883,"('untruthful', 'truthful')",-0.051683143,0.17849821,0.0995053,0.2952685,-0.1957632
82,-0.23636037,-0.04927272,"('poor', 'rich')",6.7956367,6.987658,3.2796381,3.4691927,-0.1895546
63,-0.23577628,-0.20981696,"('unperceptive', 'insightful')",1.4439436,1.5139197,0.6040837,0.6520514,-0.0479677
77,-0.23407036,-0.41561836,"('unmotivated', 'motivated')",0.06264023,0.2341263,-0.0857151,-0.090746,0.0050309
8,-0.23291951,-0.5473463,"('unaffectionate', 'affectionate')",-0.7193004,-0.9628701,-0.47611,-0.7551082,0.2789982
12,-0.19315684,-0.066010565,"('unsupportive', 'supportive')",-1.9078401,-1.8218911,-1.0504985,-0.9439508,-0.1065477
47,0.18844919,0.10582931,"('stupid', 'smart')",5.4389887,5.366977,2.813719,2.7364032,0.0773158
