,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,male-female
48,2.1844702,1.9858718,"('unintelligent', 'intelligent')",0.5493651,0.5202791,0.7966361,0.7837241,0.47989932,0.6676742,1.0025927,0.9893873,0.0132054
6,-1.8537601,-1.5292474,"('distant', 'open')",-0.8688955,-0.6049384,-1.1418325,-0.6527121,0.29443675,0.29959106,-0.8925129,-0.6218267,-0.2706862
5,-1.5961242,-1.213422,"('distant', 'outgoing')",-0.3727378,-0.2341398,-1.1777068,-0.77338487,-0.45821926,-0.3618822,-0.901197,-0.6457072,-0.2554898
55,1.5622365,1.2006931,"('incompetent', 'clever')",0.07522786,-0.093587875,0.17847285,-0.22002599,0.07122844,0.07557242,0.4717914,0.2406629,0.2311285
12,1.5315901,1.4471635,"('unsupportive', 'supportive')",0.15566102,0.2535764,-0.47351447,-0.388419,-2.0502486,-1.6998452,-0.209128,-0.0968811,-0.1122469
39,1.5280637,1.5022988,"('exploitative', 'cooperative')",1.7669295,1.5652902,0.6208457,0.5940238,0.4827892,0.50286734,1.0996569,1.0411201,0.0585368
82,-1.5059093,-1.4609956,"('poor', 'rich')",-1.3687483,-1.2093557,-0.24519637,-0.06464936,6.03588,5.5677843,0.7290065,0.7081959,0.0208106
31,-1.5045004,-1.1927533,"('evil', 'good')",0.36139685,0.6394234,-0.18766826,0.40833405,-0.5922055,-0.4105454,-0.4807444,-0.1388853,-0.3418591
1,-1.394224,-1.2083863,"('unfriendly', 'friendly')",-0.13329852,0.14675714,-0.6693435,-0.04612554,1.6722671,1.963809,-0.1311497,0.2140136,-0.3451633
79,-1.3489845,-1.2487382,"('wavering', 'unwavering')",-0.88243085,-0.79924977,-1.5817494,-1.3499497,-0.22147807,-0.27316248,-1.0086607,-0.917775,-0.0908857
80,1.297969,0.97076225,"('dominated', 'dominating')",-0.3105552,-0.6101099,-0.20374024,-0.7198396,-1.2815464,-1.552015,-0.1244682,-0.4778005,0.3533323
40,1.2950089,1.2290623,"('stingy', 'generous')",0.3985304,0.49644336,0.4460488,0.5334186,-1.3836813,-0.93499154,0.1889767,0.3309832,-0.1420065
32,-1.2246515,-1.1583996,"('unkind', 'kind')",-0.94528,-0.8047029,-0.5412712,-0.41521475,0.61236024,0.6694063,-0.5247106,-0.4272277,-0.0974829
19,-1.1894932,-0.94005764,"('inhospitable', 'hospitable')",-1.0491018,-0.8443322,-1.0316857,-0.754469,-0.30057934,-0.13420711,-0.892715,-0.6682665,-0.2244485
73,1.0763317,1.1437601,"('helpless', 'self-reliant')",1.452636,1.5309262,0.3787063,0.57495046,-3.2022548,-2.7690294,-0.0736452,0.1201519,-0.1937971
60,1.0671761,0.94450295,"('inefficient', 'efficient')",0.14385055,0.20127529,0.26479384,0.005135672,-0.35278141,-0.12755759,0.2807598,0.255839,0.0249208
38,-0.99551773,-0.7841003,"('untruthful', 'truthful')",-0.8654149,-0.7979701,-0.845843,-0.7076351,-0.5692385,-0.29965022,-0.8190035,-0.6473389,-0.1716646
81,0.99133694,0.8365545,"('submissive', 'aggressive')",-0.45868123,-0.632876,-0.08373518,-0.46747366,-0.7904967,-0.72085994,-0.085394,-0.2461638,0.1607698
53,-0.9726766,-0.9275434,"('uncreative', 'creative')",-0.056744047,0.06673512,-0.09929168,0.18517357,0.7538202,0.932282,-0.093723,0.0641618,-0.1578848
84,0.9283419,0.96296835,"('inferior', 'superior')",0.61661947,0.5579753,-0.023127848,0.008864997,0.81237066,0.89675283,0.583551,0.6066403,-0.0230893
20,0.89503384,0.74220735,"('rough', 'thoughtful')",0.562395,0.53898,0.7035018,0.7596493,1.2053906,1.3707827,0.8415803,0.8529048,-0.0113245
69,0.8754633,1.0181179,"('lazy', 'industrious')",1.5868651,1.5084305,1.2882018,1.3387798,-0.29867208,-0.18396637,0.8629645,0.9203405,-0.057376
7,0.83443993,0.69857836,"('insensitive', 'sensitive')",-0.0042945547,-0.08771965,-0.18223906,-0.41199693,0.42084956,0.5284858,0.267189,0.1818369,0.0853521
67,0.8275233,0.9458502,"('doubtful', 'determined')",0.108751416,0.09041564,-0.35657534,-0.30776352,-0.90817,-0.82279885,-0.0821176,-0.0235741,-0.0585435
72,0.80798477,0.9320864,"('unambitious', 'ambitious')",-0.18601088,-0.05096124,-0.8780115,-0.67021364,-1.1170692,-1.0135554,-0.3432767,-0.200661,-0.1426157
