,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,male-female
43,-1.6770008,-1.9070438,"('irresponsible', 'responsible')",-1.5169919,-1.7441876,-1.5969963,-1.8256156,0.2286193
23,-1.6713214,-1.7283145,"('insincere', 'sincere')",0.3150245,0.8246207,-0.6781484,-0.4518469,-0.2263015
2,1.5637189,1.5116462,"('unlikable', 'likable')",0.80848765,0.7377193,1.1861033,1.1246827,0.0614206
13,-1.5051634,-2.0728712,"('impolite', 'polite')",-1.3241076,-1.650797,-1.4146355,-1.861834,0.4471985
38,-1.4940624,-1.2590791,"('untruthful', 'truthful')",-0.7437423,-0.49369055,-1.1189023,-0.8763849,-0.2425174
56,-1.475353,-1.5971625,"('impractical', 'practical')",-0.96758705,-1.197194,-1.22147,-1.3971782,0.1757082
40,1.4729671,1.6632756,"('stingy', 'generous')",0.36897337,0.45542645,0.9209703,1.059351,-0.1383807
88,-1.4447342,-1.5494943,"('low', 'eminent')",-1.0283444,-1.034535,-1.2365394,-1.2920146,0.0554752
31,1.4190431,1.2740616,"('evil', 'good')",1.0978794,1.1710849,1.2584612,1.2225733,0.0358879
51,-1.3679416,-1.4188874,"('uneducated', 'educated')",-1.465067,-1.5972619,-1.4165044,-1.5080746,0.0915702
52,1.35496,1.4447806,"('irrational', 'rational')",0.9540168,1.1023535,1.1544883,1.273567,-0.1190787
71,1.2971159,1.2564355,"('diffident', 'self-confident')",1.1278117,1.2306099,1.2124639,1.2435226,-0.0310587
35,1.2855362,1.5205579,"('corrupt', 'incorrupt')",1.1855222,1.2935015,1.2355292,1.4070296,-0.1715004
85,1.2771263,1.1146576,"('insignificant', 'prestigious')",1.932399,1.8489822,1.6047627,1.4818199,0.1229428
21,-1.2397372,-1.3323507,"('immoral', 'moral')",-1.5101973,-1.6748327,-1.3749672,-1.5035918,0.1286246
15,1.1588062,1.1208297,"('boring', 'funny')",1.0508472,0.89406765,1.1048267,1.0074487,0.097378
7,-1.0985019,-1.3414,"('insensitive', 'sensitive')",-0.9639374,-0.9253757,-1.0312197,-1.1333878,0.1021681
26,1.087015,0.747481,"('hardhearted', 'benevolent')",0.35448334,0.36536288,0.7207492,0.5564219,0.1643273
46,-1.0686092,-1.4162185,"('uncompetitive', 'competitive')",-1.9510183,-2.1536565,-1.5098138,-1.7849375,0.2751237
76,-1.0521501,-1.1538309,"('anxious', 'daring')",-0.9216917,-1.0193124,-0.986921,-1.0865717,0.0996507
68,-1.0321275,-0.8581162,"('dependent', 'independent')",-0.7407916,-0.7203078,-0.8864596,-0.789212,-0.0972476
33,1.01393,1.0751472,"('wrong', 'right')",0.95951253,1.1064591,0.9867213,1.0908031,-0.1040818
72,-0.9759298,-0.97492397,"('unambitious', 'ambitious')",-0.44934228,-0.26104575,-0.7126361,-0.6179849,-0.0946512
0,-0.94959646,-1.1463908,"('unsociable', 'sociable')",-1.8472736,-1.9178275,-1.398435,-1.5321091,0.1336741
49,-0.8907306,-0.8364018,"('unable', 'able')",-0.62607926,-0.6121649,-0.758405,-0.7242833,-0.0341217
3,-0.857016,-0.6489915,"('repellent', 'pleasant')",-0.4072997,-0.3493097,-0.6321579,-0.4991506,-0.1330073
18,0.82899374,0.9072013,"('disagreeable', 'welcoming')",-0.08152324,0.009295215,0.3737352,0.4582483,-0.0845131
75,0.82367474,0.82903516,"('meek', 'impulsive')",1.0023372,0.91826403,0.9130059,0.8736496,0.0393563
22,-0.818505,-0.8731618,"('untrustworthy', 'trustworthy')",-1.4139854,-1.408189,-1.1162452,-1.1406754,0.0244302
82,-0.81736666,-0.84057283,"('poor', 'rich')",0.51792985,1.0383925,-0.1497184,0.0989099,-0.2486283
64,-0.8068965,-0.9509732,"('shy', 'confident')",-2.11353,-2.8506212,-1.4602132,-1.9007972,0.440584
63,-0.80290514,-0.91354257,"('unperceptive', 'insightful')",-0.8435472,-0.7543465,-0.8232262,-0.8339446,0.0107184
39,0.71253514,0.5666027,"('exploitative', 'cooperative')",0.4753729,0.414541,0.593954,0.4905719,0.1033821
57,-0.70873564,-0.82366616,"('unimaginative', 'imaginative')",-2.1788633,-2.2888396,-1.4437995,-1.5562528,0.1124533
74,-0.69716346,-0.8343898,"('undedicated', 'dedicated')",-0.6524505,-0.68454945,-0.674807,-0.7594696,0.0846626
65,-0.6950895,-0.85934776,"('insecure', 'secure')",-1.0972234,-1.1771693,-0.8961564,-1.0182586,0.1221022
80,-0.69360507,-0.58813244,"('dominated', 'dominating')",-0.46265367,-0.6051796,-0.5781294,-0.596656,0.0185266
12,-0.6914405,-0.7255712,"('unsupportive', 'supportive')",-1.3184501,-1.2125883,-1.0049453,-0.9690797,-0.0358656
34,0.6736966,0.6271705,"('mean', 'honorable')",1.9592003,2.1435587,1.3164485,1.3853647,-0.0689162
53,0.65725476,0.57225204,"('uncreative', 'creative')",-0.26301584,-0.18947434,0.1971195,0.1913888,0.0057307
73,0.6440662,0.46195754,"('helpless', 'self-reliant')",-0.48521328,-0.6602657,0.0794265,-0.0991541,0.1785806
32,-0.63523227,-0.80897164,"('unkind', 'kind')",-0.86049616,-0.8529223,-0.7478642,-0.830947,0.0830828
25,0.62356,1.1273972,"('egoistic', 'altruistic')",0.8267851,1.216097,0.7251725,1.1717471,-0.4465746
44,0.6161466,0.7095581,"('prejudiced', 'unprejudiced')",0.6581892,0.38365832,0.6371679,0.5466082,0.0905597
77,-0.5835107,-0.44093665,"('unmotivated', 'motivated')",-0.8993819,-0.95045066,-0.7414463,-0.6956937,-0.0457526
61,-0.55417454,-0.60274714,"('illogical', 'logical')",-0.5609603,-0.41956946,-0.5575674,-0.5111583,-0.0464091
83,0.549896,0.79438776,"('powerless', 'powerful')",0.22523555,0.12974451,0.3875658,0.4620661,-0.0745003
9,-0.5116034,-0.5266162,"('unaffectionate', 'caring')",-0.38095066,-0.14298697,-0.446277,-0.3348016,-0.1114754
1,0.5008609,0.5744792,"('unfriendly', 'friendly')",0.35908228,0.7549563,0.4299716,0.6647178,-0.2347462
50,-0.44321987,-0.60153013,"('clumsy', 'skillful')",-0.36403638,-0.31079134,-0.4036281,-0.4561607,0.0525326
8,-0.4321927,-0.53749126,"('unaffectionate', 'affectionate')",-0.24562258,-0.060088556,-0.3389077,-0.2987899,-0.0401178
42,0.424325,0.16259709,"('unreliable', 'reliable')",-0.90852076,-1.2628531,-0.2420979,-0.550128,0.3080301
14,-0.40667298,-0.35149825,"('antisocial', 'social')",-1.023937,-1.0437996,-0.715305,-0.6976489,-0.0176561
67,-0.37033814,-0.54192394,"('doubtful', 'determined')",0.05635244,-0.324412,-0.1569929,-0.433168,0.2761751
41,-0.3622076,-0.4568918,"('unforgiving', 'forgiving')",-0.55329734,-0.59464103,-0.4577525,-0.5257664,0.0680139
58,0.25356835,0.34779564,"('undiscriminating', 'discriminating')",-0.5766382,-0.4893937,-0.1615349,-0.070799,-0.0907359
19,-0.22680466,-0.05455599,"('inhospitable', 'hospitable')",-0.1479875,-0.063589945,-0.1873961,-0.059073,-0.1283231
29,-0.21578792,0.0026133284,"('unfair', 'fair')",-0.047727995,-0.03143157,-0.131758,-0.0144091,-0.1173489
16,0.20711577,0.12905017,"('unpopular', 'popular')",-0.1410821,-0.09342219,0.0330168,0.017814,0.0152028
17,-0.20456944,-0.23933937,"('nasty', 'nice')",-0.46043614,-0.48844096,-0.3325028,-0.3638902,0.0313874
78,-0.19206086,-0.13481984,"('nonresilient', 'resilient')",-0.6002128,-0.372812,-0.3961368,-0.2538159,-0.1423209
20,-0.15484495,-0.05750757,"('rough', 'thoughtful')",0.038424686,0.12018674,-0.0582101,0.0313396,-0.0895497
54,0.1429049,0.2607023,"('incapable', 'capable')",0.4591892,0.6697952,0.3010471,0.4652488,-0.1642017
79,0.13245405,0.005879416,"('wavering', 'unwavering')",0.4807668,0.53947926,0.3066104,0.2726793,0.0339311
87,0.12486709,-0.22660887,"('unsuccessful', 'successful')",-0.22938177,-0.2982305,-0.0522573,-0.2624197,0.2101624
27,-0.09645236,0.01142754,"('hardhearted', 'softhearted')",0.046115465,0.31074563,-0.0251684,0.1610866,-0.186255
47,0.06491704,-0.2373522,"('stupid', 'smart')",1.2529236,1.4087005,0.6589203,0.5856741,0.0732462
84,-0.061053116,-0.0049962318,"('inferior', 'superior')",0.33276898,0.33441257,0.1358579,0.1647082,-0.0288503
4,0.045264795,0.11238273,"('disliked', 'liked')",-1.6792212,-2.1052244,-0.8169782,-0.9964208,0.1794426
59,0.019096687,0.0989753,"('foolish', 'wise')",0.39340064,0.5665768,0.2062487,0.332776,-0.1265273
