,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
1,-2.0769908,-1.9698027,"('unfriendly', 'friendly')",-0.51526845,-0.5672291,0.28592858,0.45228392,1.5592059,1.3428303,-0.1867813,-0.1854794,-0.0013019
53,-2.0129242,-1.9412324,"('uncreative', 'creative')",0.2591198,0.2511092,0.6279234,0.7692805,1.262738,1.0115154,0.0342143,0.0226682,0.0115461
9,-1.9598083,-1.958491,"('unaffectionate', 'caring')",0.71740955,0.6535101,0.63240314,0.6820732,1.4367836,1.385726,0.206697,0.1907046,0.0159924
8,-1.9518219,-2.0041227,"('unaffectionate', 'affectionate')",0.81073165,0.66898566,0.86651975,0.8838392,1.3786576,1.3739932,0.2760218,0.2306738,0.045348
44,1.7803909,1.6613876,"('prejudiced', 'unprejudiced')",-2.0207264,-2.1613836,-1.4091588,-1.4869255,-1.3837488,-1.325916,-0.7583108,-0.8282094,0.0698986
28,-1.6997207,-1.7719333,"('disloyal', 'loyal')",-0.13161862,-0.16101897,-0.12145269,-0.3249029,0.23331957,0.04842998,-0.4298681,-0.5523563,0.1224882
48,-1.6499455,-1.6272769,"('unintelligent', 'intelligent')",0.58118105,0.43995902,-0.45877755,-0.5560041,-1.2859732,-1.4427958,-0.7033788,-0.7965294,0.0931506
57,-1.6148841,-1.499694,"('unimaginative', 'imaginative')",0.32829598,0.3783074,-0.14766106,0.027555808,-2.882338,-2.9045,-1.0791469,-0.9995826,-0.0795643
32,-1.4348664,-1.4888192,"('unkind', 'kind')",-0.24622346,-0.36046597,0.24590202,0.18495513,0.32943988,0.3957391,-0.276437,-0.3171478,0.0407108
77,-1.4099461,-1.486183,"('unmotivated', 'motivated')",0.0868428,-0.046441123,-0.2467505,-0.2947088,-0.4322885,-0.43151462,-0.5005355,-0.5647119,0.0641764
23,-1.4070679,-1.4839356,"('insincere', 'sincere')",0.5693774,0.53329134,-0.30256295,-0.3725705,4.721508,4.7712445,0.8953136,0.8620074,0.0333062
0,-1.3766264,-1.5527636,"('unsociable', 'sociable')",0.8217506,0.74903905,0.83756167,0.6532266,-0.24688855,-0.2593308,0.0089493,-0.1024572,0.1114065
73,1.3669345,1.4199358,"('helpless', 'self-reliant')",1.1461011,1.1613176,-0.46573916,-0.35209015,-3.3150866,-3.3124826,-0.3169475,-0.2708298,-0.0461177
86,-1.276095,-1.2692285,"('uninfluential', 'influential')",1.6362787,1.6505482,0.22982351,0.32469192,-0.9455347,-0.91547334,-0.0888819,-0.0523654,-0.0365165
