,burlington_male,burlington_female,tuple,northern_male,northern_female,santa_male,santa_female,fe_male,fe_female,cp_male,cp_female,average_male,average_female,male-female
31,-4.2247705,-3.6613266,"('evil', 'good')",-0.60591245,-0.5331152,0.10069431,0.47031957,0.3835023,0.65025127,-1.2561042,-1.263182,-1.1205181,-0.8674107,-0.2531074
80,3.976775,3.531996,"('dominated', 'dominating')",0.31273758,0.28259742,-0.6088258,-0.7627055,-0.9023792,-1.0716102,-0.7191645,-0.66040474,0.4118286,0.2639746,0.147854
36,-3.9509192,-3.4007185,"('hostile', 'amicable')",-0.3017316,-0.33511326,-0.06385427,0.17276661,0.5338708,0.64382696,-0.8468474,-0.65806574,-0.9258964,-0.7154608,-0.2104356
85,-3.8777812,-3.2992396,"('insignificant', 'prestigious')",-0.19285783,-0.2227767,0.87819976,1.2071882,1.6092857,1.8788817,-1.0292662,-0.9199741,-0.522484,-0.2711841,-0.2512999
35,-3.7504861,-3.4141757,"('corrupt', 'incorrupt')",-0.40215242,-0.4455213,1.7605855,1.7170087,0.71721375,0.6748251,-1.1180269,-0.8927868,-0.5585732,-0.47213,-0.0864432
52,-3.1350284,-2.4810667,"('irrational', 'rational')",0.011101417,-0.07336853,1.2996869,1.4946796,0.9012489,1.0399879,-0.069229856,0.18134828,-0.1984442,0.0323161,-0.2307603
60,2.9606645,2.464239,"('inefficient', 'efficient')",0.17489803,0.31754535,-2.1522107,-2.2399793,-1.1874155,-1.2152232,-0.010777362,0.22756249,-0.0429682,-0.0891711,0.0462029
56,2.9255815,2.7605956,"('impractical', 'practical')",0.413634,0.40406474,-1.1844445,-1.3638289,-0.6692693,-0.6927022,0.2031148,0.0036360845,0.3377233,0.2223531,0.1153702
79,-2.8368843,-2.4789853,"('wavering', 'unwavering')",-0.021790475,-0.25736478,0.77966624,0.8854514,0.6720231,0.69029075,-0.01572639,-0.2278625,-0.2845424,-0.2776941,-0.0068483
51,2.7897587,2.4791496,"('uneducated', 'educated')",0.07273159,0.025291026,-0.7360801,-0.90363926,-0.23115966,-0.2203891,0.27481544,0.24979395,0.4340132,0.3260412,0.107972
75,-2.7166893,-2.6427953,"('meek', 'impulsive')",0.110993795,-0.114524126,1.1639158,1.3154222,0.2285004,0.30117017,-0.6410737,-0.6731274,-0.3708706,-0.3627709,-0.0080997
55,2.6899474,2.0378985,"('incompetent', 'clever')",-0.6272294,-0.5840448,-2.0179284,-1.9803355,-1.4649315,-1.558191,0.087645546,0.25690752,-0.2664993,-0.365553,0.0990537
10,2.6822722,2.117175,"('unsympathetic', 'sympathetic')",-0.42770666,-0.7599786,-2.1145513,-2.3695393,-1.6665778,-1.9286146,0.78187644,0.51235306,-0.1489374,-0.4857208,0.3367834
70,2.5868227,2.0846555,"('lethargic', 'energetic')",-0.015271403,-0.17844704,-1.1008873,-1.3057196,-0.7938159,-0.9009915,0.42252913,0.43205136,0.2198755,0.0263098,0.1935657
69,-2.5803583,-2.2038038,"('lazy', 'industrious')",0.50759256,0.71594155,0.18603495,0.29403096,1.0696933,1.1581911,-1.8512417,-1.7595074,-0.5336558,-0.3590295,-0.1746263
63,2.575878,2.1816058,"('unperceptive', 'insightful')",0.28237405,0.11507273,-0.93407744,-1.0203586,0.1264199,-0.017467037,0.4318272,0.28935754,0.4964843,0.3096421,0.1868422
81,2.5648386,2.0295105,"('submissive', 'aggressive')",-0.25156784,-0.37116283,-1.4930629,-1.6694129,-1.3904815,-1.4597443,-0.63452405,-0.8484075,-0.2409595,-0.4638434,0.2228839
46,2.4029696,1.9124404,"('uncompetitive', 'competitive')",0.9064735,0.85692924,-1.7648127,-1.6817517,-0.45128673,-0.5372168,-0.47081414,-0.5348719,0.1245059,0.0031058,0.1214001
1,-2.399114,-2.026003,"('unfriendly', 'friendly')",-0.33454308,-0.5527414,-0.6275685,-0.4978063,1.0073714,1.0220666,1.7765968,1.55796,-0.1154514,-0.0993048,-0.0161466
6,-2.3828073,-1.8579872,"('distant', 'open')",-0.12081157,-0.17242177,1.0606143,1.2368572,1.3637518,1.3683391,0.24204212,0.5277165,0.0325579,0.2205008,-0.1879429
62,2.3604732,1.8163835,"('incompetent', 'brilliant')",-0.460407,-0.4725433,-1.5435605,-1.6208352,-1.104312,-1.1552356,0.49992174,0.44912982,-0.0495769,-0.1966202,0.1470433
7,2.3560092,1.923076,"('insensitive', 'sensitive')",-0.23691443,-0.28655905,-0.8118059,-1.0239636,-0.6730258,-0.81614155,0.932437,0.7518172,0.31334,0.1096458,0.2036942
5,-2.2934465,-1.715982,"('distant', 'outgoing')",-0.36985368,-0.32915622,0.6084838,0.7158246,0.71443963,0.8019483,-0.6040666,-0.410591,-0.3888887,-0.1875912,-0.2012975
8,-2.2827845,-2.0798113,"('unaffectionate', 'affectionate')",-0.18213466,-0.28376213,-0.6224624,-0.4814614,0.5291498,0.59352833,1.4789336,1.1883141,-0.2158596,-0.2126385,-0.0032211
25,-1.9641813,-1.667529,"('egoistic', 'altruistic')",1.0092477,1.206522,1.0404341,1.1201495,1.5710322,1.7454929,0.6639428,0.74524057,0.4640951,0.6299752,-0.1658801
13,1.9474682,1.6516907,"('impolite', 'polite')",-0.46327168,-0.5680183,-0.63570416,-1.0381539,-1.1617587,-1.4802692,-0.023992885,-0.21814989,-0.0674519,-0.3305801,0.2631282
43,1.9312689,1.8234828,"('irresponsible', 'responsible')",-0.7259283,-0.6828971,-1.5353218,-1.445182,-1.0978397,-1.0459596,0.8735222,0.6434869,-0.1108597,-0.1414138,0.0305541
18,-1.9117608,-2.0923069,"('disagreeable', 'welcoming')",-0.31111932,-0.23295127,0.5956269,0.6519772,0.14365205,0.17537561,-0.58724385,-0.22362538,-0.414169,-0.3443061,-0.0698629
76,1.8599402,1.338277,"('anxious', 'daring')",-0.5965054,-0.73327154,-0.12290729,-0.19401512,-0.7563933,-0.8268829,0.41386688,0.45256042,0.1596002,0.0073336,0.1522666
86,1.818953,1.5356084,"('uninfluential', 'influential')",-0.14751588,-0.25125647,-2.0149977,-2.116067,-0.7726502,-0.95158106,0.091714464,0.03951709,-0.2048992,-0.3487558,0.1438566
65,1.7563752,1.2722007,"('insecure', 'secure')",-0.28838113,-0.31530875,-1.4698026,-1.5974501,-1.7660582,-1.8373331,0.007916134,-0.113976516,-0.3519901,-0.5183735,0.1663834
12,1.6662226,1.4887545,"('unsupportive', 'supportive')",0.16648683,0.080336295,-0.98644793,-1.020123,-0.88185245,-0.85016054,-1.4185983,-1.4906822,-0.2908379,-0.358375,0.0675371
16,-1.6143208,-1.283214,"('unpopular', 'popular')",0.5750642,0.4919882,1.0498599,1.1557077,1.0066402,0.97706354,0.23259532,0.11211693,0.2499678,0.2907325,-0.0407647
21,1.56966,1.2948782,"('immoral', 'moral')",0.15506461,0.09471983,-1.6686995,-1.8081434,-1.2828933,-1.3453763,-0.6060686,-0.3695796,-0.3665874,-0.4267002,0.0601128
19,-1.5586226,-1.5469432,"('inhospitable', 'hospitable')",-0.5123753,-0.5730985,-0.36506033,-0.3631683,-0.083645925,-0.027648231,-0.62134516,-0.5827805,-0.6282099,-0.6187277,-0.0094822
54,-1.5417392,-1.3832558,"('incapable', 'capable')",-1.5228344,-1.4286817,-0.1557867,-0.109670825,-0.86566824,-0.7395635,0.62414944,0.764394,-0.6923759,-0.5793556,-0.1130203
45,1.4979212,0.9724624,"('incompetent', 'competent')",-0.47998458,-0.6437229,-2.3503273,-2.321247,-1.4123111,-1.5857979,-0.10671078,-0.19994526,-0.5702825,-0.7556501,0.1853676
32,1.4924539,1.5165153,"('unkind', 'kind')",-0.19735849,-0.2743383,-0.41762528,-0.57012,-0.5073918,-0.6694001,1.6484329,1.3117912,0.4037023,0.2628896,0.1408127
44,-1.4207982,-1.1347928,"('prejudiced', 'unprejudiced')",-0.35174617,-0.06156401,0.8545126,0.9125842,-0.55811316,-0.39831337,-1.5074217,-1.1638501,-0.5967134,-0.3691872,-0.2275262
14,1.4142344,1.032606,"('antisocial', 'social')",-0.5808854,-0.6218335,-2.5057526,-2.6798737,-1.3725387,-1.4991431,-0.9837371,-0.91271186,-0.8057359,-0.9361912,0.1304553
0,1.4080524,1.061173,"('unsociable', 'sociable')",-0.1960088,-0.21712554,-1.6044043,-1.8354034,-1.2804947,-1.3799385,-0.28096625,-0.24709624,-0.3907643,-0.5236782,0.1329139
2,-1.38,-1.4119213,"('unlikable', 'likable')",-0.26853827,-0.19633038,0.074655995,0.1712232,0.63584006,0.74264073,0.3790727,0.4261875,-0.1117939,-0.0536401,-0.0581538
33,-1.3701365,-1.2785378,"('wrong', 'right')",0.68927985,0.7056869,0.88552004,0.7903633,1.1245179,1.1487037,-0.24326521,-0.17535134,0.2171832,0.238173,-0.0209898
48,1.3298591,1.1346796,"('unintelligent', 'intelligent')",-0.29918706,-0.27846283,-1.4047323,-1.3599072,-0.5079849,-0.5538396,0.5800704,0.3987342,-0.060395,-0.1317592,0.0713642
30,1.3283036,0.8625141,"('intolerant', 'tolerant')",-1.0128824,-1.0653315,-1.047547,-1.0784209,-1.17868,-1.1370353,0.17675257,0.069998376,-0.3468106,-0.469655,0.1228444
72,1.2289853,1.1617445,"('unambitious', 'ambitious')",-0.09566671,-0.18474749,-0.22738951,-0.28175834,-0.163969,-0.176248,0.34250093,0.40169764,0.2168922,0.1841377,0.0327545
11,1.1973553,1.0557383,"('unhelpful', 'helpful')",-0.29258206,-0.48284328,-0.92143255,-1.107153,-0.8759873,-1.0747774,2.2534032,1.7376741,0.2721513,0.0257277,0.2464236
59,-1.182743,-0.84054244,"('foolish', 'wise')",0.055744648,0.0033336943,1.6517521,1.79438,1.6278085,1.6630114,0.34772858,0.0710499,0.5000581,0.5382465,-0.0381884
42,1.1700085,0.85393703,"('unreliable', 'reliable')",0.13590638,-0.14194682,0.072530404,-0.005087085,-0.060823243,-0.02270834,-2.7627177,-2.809328,-0.2890191,-0.4250267,0.1360076
57,1.1548533,0.84306365,"('unimaginative', 'imaginative')",-1.0469142,-1.3819944,-1.385991,-1.4310503,-1.26436,-1.3786432,-3.080234,-3.1777318,-1.1245292,-1.3052711,0.1807419
71,1.1094394,1.3182287,"('diffident', 'self-confident')",1.0899112,1.2699472,-0.3480553,-0.3888139,0.82643586,0.9716989,0.77391964,0.9502509,0.6903301,0.8242623,-0.1339322
82,1.0951692,0.9802785,"('poor', 'rich')",0.1346044,-0.07298671,-0.2635565,-0.29964545,0.22755967,0.10219298,6.9095616,6.577676,1.6206676,1.457503,0.1631646
24,1.0798731,0.81063104,"('dishonest', 'honest')",-0.7419034,-0.78237355,-0.5917634,-0.5609068,-0.63711476,-0.6570677,1.1973732,1.1857239,0.0612929,-0.0007986,0.0620915
41,-1.0736775,-1.1372863,"('unforgiving', 'forgiving')",-0.3727078,-0.6204481,-0.5978654,-0.54040074,-0.37016043,-0.43890795,-0.022198293,0.026475186,-0.4873219,-0.5421136,0.0547917
39,1.0469275,1.0078515,"('exploitative', 'cooperative')",-0.39288062,-0.15041086,-0.6563027,-0.63907945,-0.61743516,-0.53862834,-0.17972247,-0.07057871,-0.1598827,-0.0781692,-0.0817135
88,1.0222818,1.0230671,"('low', 'eminent')",-0.108925804,-0.14536037,-0.9902295,-0.8932906,-0.38859057,-0.32164764,0.37229282,0.23137273,-0.0186343,-0.0211717,0.0025374
23,0.97585464,0.7180273,"('insincere', 'sincere')",-0.9461188,-1.0856147,-0.63600457,-0.7570631,-1.1183025,-1.2649741,6.5164704,6.1863093,0.9583798,0.7593369,0.1990429
28,0.95559776,0.79795516,"('disloyal', 'loyal')",-0.016674802,-0.35890022,-0.084684186,-0.27469626,0.29292703,0.015795419,1.3256179,1.0814368,0.4945567,0.2523182,0.2422385
64,0.8918532,0.88919127,"('shy', 'confident')",-0.091697715,0.12237969,-0.59665173,-0.48762,-0.6163065,-0.3491543,-6.5156245,-6.1654882,-1.3856854,-1.1981383,-0.1875471
27,-0.87360543,-0.82326186,"('hardhearted', 'softhearted')",-0.8599788,-0.676715,-0.05613222,-0.011905026,-0.57734597,-0.53622556,1.3274162,1.3483933,-0.2079292,-0.1399429,-0.0679863
37,0.8699306,0.7575461,"('fake', 'genuine')",0.10576938,0.052959055,0.12409745,-0.059590243,0.11457875,-0.023868687,0.3748384,0.6418398,0.3178429,0.2737772,0.0440657
29,-0.85885835,-0.7601317,"('unfair', 'fair')",-0.053382974,-0.14767113,0.64635277,0.5689084,-0.0029907078,0.063875064,-0.5021533,-0.33054352,-0.1542065,-0.1211126,-0.0330939
47,0.8554482,0.89529896,"('stupid', 'smart')",-0.5804164,-0.5938643,-0.53177804,-0.5397944,-0.18383476,-0.2763456,5.3911896,5.3748336,0.9901217,0.9720257,0.018096
4,-0.7572726,-0.6137189,"('disliked', 'liked')",-0.46251673,-0.57304895,-0.082359195,0.021586452,0.6187693,0.7711889,-7.8308873,-7.733439,-1.7028534,-1.6254864,-0.077367
50,-0.7444982,-0.94966966,"('clumsy', 'skillful')",-0.0749132,-0.41055876,0.01736869,-0.0065157637,0.26092505,0.02763544,0.39927775,0.1682569,-0.028368,-0.2341704,0.2058024
73,-0.7402378,-0.6862072,"('helpless', 'self-reliant')",-0.23512723,-0.32219595,0.5452844,0.53825396,0.07511224,0.025001526,-3.7456288,-3.6676033,-0.8201195,-0.8225502,0.0024307
68,-0.6764548,-0.8764003,"('dependent', 'independent')",-1.0767416,-0.86394155,-0.59358865,-0.5655415,-1.2908973,-1.2436806,-1.7359823,-1.3448862,-1.074733,-0.97889,-0.095843
61,0.644449,0.5542171,"('illogical', 'logical')",-0.44845188,-0.52611136,-0.77400416,-0.78049994,-0.8960176,-0.9526972,-0.09520921,-0.13410416,-0.3138468,-0.3678391,0.0539923
74,0.59186286,0.31267858,"('undedicated', 'dedicated')",-0.7510015,-0.68845093,-1.199819,-0.96064574,-0.941293,-0.7833171,-0.06357792,0.045626737,-0.4727657,-0.4148217,-0.057944
83,0.5891962,0.62214065,"('powerless', 'powerful')",0.49976677,0.61001986,-0.68699723,-0.6878236,0.009408034,0.025419801,-0.64780056,-0.41423613,-0.0472853,0.0311041,-0.0783894
66,-0.5891328,-0.5940615,"('inactive', 'active')",0.03814268,0.0030358136,0.4323522,0.5219679,1.0919849,1.0525315,0.2107049,0.16827284,0.2368104,0.2303493,0.0064611
84,0.55309916,0.59978074,"('inferior', 'superior')",0.42189336,0.4789009,0.2141193,0.26808286,0.09035141,0.15245381,0.2517622,0.083377466,0.3062451,0.3165192,-0.0102741
20,-0.5425348,-0.45447215,"('rough', 'thoughtful')",-1.0924237,-1.0692052,-0.4006951,-0.3686082,-0.80793256,-0.92202467,0.35381696,0.4953947,-0.4979538,-0.4637831,-0.0341707
87,0.542387,0.5297514,"('unsuccessful', 'successful')",-0.66496074,-0.66369826,-1.4600062,-1.5606713,-1.0016336,-1.1689132,-0.26973593,-0.4633198,-0.5707899,-0.6653703,0.0945804
58,-0.53131354,-0.4988958,"('undiscriminating', 'discriminating')",-0.024582654,-0.18620414,-1.3841827,-1.2904795,0.2804389,0.23832461,-0.46890548,-0.21214814,-0.4257091,-0.3898806,-0.0358285
40,0.5243864,0.35294443,"('stingy', 'generous')",0.5346691,0.38175645,0.5251184,0.44247922,0.637759,0.5607889,-1.7782937,-1.8098596,0.0887278,-0.0143781,0.1031059
9,-0.5035328,-0.33217418,"('unaffectionate', 'caring')",-0.07592963,-0.18217546,-0.47492987,-0.47620746,0.10402268,0.10346491,1.8714566,1.6660516,0.1842174,0.1557919,0.0284255
67,0.5016918,0.51343244,"('doubtful', 'determined')",0.7826965,0.95921814,0.18860474,0.08458198,0.1760939,0.32707766,-0.7967994,-0.5398404,0.1704575,0.268894,-0.0984365
49,-0.4786392,-0.5555456,"('unable', 'able')",-1.6081226,-1.5350006,-1.0996231,-0.973059,-1.1024579,-1.0980519,-0.32005715,-0.23707345,-0.92178,-0.8797461,-0.0420339
77,-0.47450393,-0.6375304,"('unmotivated', 'motivated')",-0.66166204,-0.44353876,-1.4055705,-1.1993093,-0.55029976,-0.35321736,-1.6794534,-1.4519873,-0.9542979,-0.8171165,-0.1371814
17,-0.44944197,-0.52102894,"('nasty', 'nice')",-0.20561233,-0.3172801,0.88072985,0.75744486,0.19220485,0.12503695,-0.60350835,-0.7732352,-0.0371256,-0.1458125,0.1086869
3,0.31218523,0.09748873,"('repellent', 'pleasant')",-0.19417597,-0.25868145,-0.78978294,-0.7105677,-1.0696499,-1.0627207,0.4632943,0.6433769,-0.2556259,-0.2582209,0.002595
38,-0.31161737,-0.25465137,"('untruthful', 'truthful')",-0.22917138,-0.36725843,-0.23270349,-0.21000546,0.17318788,0.21765232,0.06763184,-0.02814512,-0.1065345,-0.1284816,0.0219471
34,-0.29510945,-0.24964455,"('mean', 'honorable')",0.08550091,0.06923424,-0.7534594,-0.7863506,-0.5026404,-0.43577698,4.6576185,4.611727,0.6383821,0.6418379,-0.0034558
15,-0.2867073,-0.398651,"('boring', 'funny')",-0.30718377,-0.43576533,0.232644,0.0728952,0.40267462,0.2464591,0.19654171,0.026757285,0.0475939,-0.0976609,0.1452548
22,0.20446423,-0.17865176,"('untrustworthy', 'trustworthy')",-1.0374308,-1.2662276,-0.40503237,-0.60998803,-0.88878626,-1.1824929,-0.93590564,-0.97925276,-0.6125382,-0.8433227,0.2307845
26,-0.10002833,-0.08470663,"('hardhearted', 'benevolent')",0.54714984,0.39191723,-0.505206,-0.46186978,0.7772959,0.6302817,1.0131528,0.84717417,0.3464728,0.2645593,0.0819135
78,0.074744284,0.09514881,"('nonresilient', 'resilient')",0.24491009,0.11690712,-0.5898869,-0.5863203,-0.31202355,-0.47987628,-0.01354059,-0.18475911,-0.1191593,-0.20778,0.0886207
53,0.06779127,0.21869433,"('uncreative', 'creative')",-0.8227735,-0.8509378,-0.25139105,-0.19275384,0.17295253,0.16804135,0.77717376,0.66667473,-0.0112494,0.0019438,-0.0131932
