,campbell_male,campbell_female,tuple,soup_male,soup_female,co_male,co_female,average_male,average_female,male-female
73,2.1214428,2.042843,"('helpless', 'self-reliant')",-0.15769362,-0.17005664,-3.116134,-3.2698703,-0.3841283,-0.4656946,0.0815663
65,-1.886997,-1.2493488,"('insecure', 'secure')",-1.8340807,-1.4411002,-0.49000493,-0.23926353,-1.4036942,-0.9765708,-0.4271234
69,1.8308835,1.2816323,"('lazy', 'industrious')",1.3272508,1.0939432,-0.5153902,-0.8492119,0.8809148,0.5087879,0.3721269
46,-1.6116288,-1.1458694,"('uncompetitive', 'competitive')",-0.85834914,-0.66639525,-1.8908067,-1.4164362,-1.4535948,-1.0762336,-0.3773612
17,-1.5603788,-1.5040377,"('nasty', 'nice')",-0.79954296,-0.57631105,-0.67526966,-0.6317954,-1.0117304,-0.904048,-0.1076824
6,1.4709116,0.86378616,"('distant', 'open')",1.6203536,1.2258621,0.4506536,0.3496143,1.1806396,0.8130875,0.3675521
16,-1.466437,-1.9226648,"('unpopular', 'popular')",-1.0303084,-1.1118561,-0.026106622,-0.010296531,-0.8409506,-1.0149391,0.1739885
33,1.3809013,0.8693984,"('wrong', 'right')",0.44500846,0.31069547,-0.11461449,-0.43220225,0.5704318,0.2492972,0.3211346
37,1.3758253,1.3084188,"('fake', 'genuine')",0.50802475,0.37923092,0.3011329,0.45967546,0.7283277,0.7157751,0.0125526
85,1.37513,0.41385433,"('insignificant', 'prestigious')",0.97400546,0.37318742,-0.11889453,-0.6136663,0.7434136,0.0577918,0.6856218
35,1.3643073,0.8673169,"('corrupt', 'incorrupt')",0.33639506,-0.019376494,-0.45278665,-0.7068839,0.4159719,0.0470188,0.3689531
11,-1.3489444,-0.970508,"('unhelpful', 'helpful')",-0.31689668,-0.05660631,1.7693595,2.1685297,0.0345061,0.3804718,-0.3459657
9,1.3439593,0.81762064,"('unaffectionate', 'caring')",0.9432127,0.6480214,1.3116528,1.3128179,1.1996083,0.9261533,0.273455
5,1.2486614,0.7278744,"('distant', 'outgoing')",1.1330938,0.88241297,0.25380236,0.19300194,0.8785192,0.6010965,0.2774227
71,1.1937008,0.6411192,"('diffident', 'self-confident')",1.9319506,1.6576587,0.5994694,0.44562337,1.2417069,0.9148004,0.3269065
81,-1.1678746,-0.5037067,"('submissive', 'aggressive')",-1.3638699,-0.7854588,-1.4037987,-1.0203875,-1.3118477,-0.769851,-0.5419967
74,1.1536353,1.1114632,"('undedicated', 'dedicated')",0.15945491,0.18868256,-0.48759758,-0.53534985,0.2751642,0.254932,0.0202322
18,-1.1526084,-1.2510254,"('disagreeable', 'welcoming')",-0.42313305,-0.4042439,-0.9260299,-0.8403891,-0.8339238,-0.8318861,-0.0020377
47,-1.1127859,-0.8870066,"('stupid', 'smart')",0.14101452,0.27721158,5.30476,5.775945,1.4443296,1.72205,-0.2777204
25,1.0208663,0.61013645,"('egoistic', 'altruistic')",1.5269601,1.2536694,1.4286314,1.0877128,1.3254859,0.9838395,0.3416464
79,1.0142035,0.49083844,"('wavering', 'unwavering')",-0.0870496,-0.21353312,-0.30996513,-0.29978386,0.2057296,-0.0074929,0.2132225
44,-0.96729064,-1.0072398,"('prejudiced', 'unprejudiced')",-1.0894995,-1.1172895,-1.0694278,-1.1303824,-1.0420726,-1.0849706,0.042898
0,-0.91515326,-0.67200327,"('unsociable', 'sociable')",0.24723624,0.46116197,-0.5535437,-0.43513268,-0.4071536,-0.2153247,-0.1918289
14,-0.9128508,-0.25503778,"('antisocial', 'social')",-0.94273186,-0.33125383,-1.2428257,-1.0159622,-1.0328028,-0.5340846,-0.4987182
63,0.91070557,0.9064294,"('unperceptive', 'insightful')",0.89811325,0.84094465,-0.14375475,0.20876305,0.5550214,0.6520457,-0.0970243
55,-0.90993375,-0.24687445,"('incompetent', 'clever')",-0.34726313,0.013231713,-0.35290724,-0.2329707,-0.5367014,-0.1555378,-0.3811636
61,-0.90135646,-0.73358774,"('illogical', 'logical')",-0.7275349,-0.62145054,-0.12044937,-0.16295831,-0.5831136,-0.5059988,-0.0771148
76,-0.89331794,-0.32753608,"('anxious', 'daring')",-0.8452744,-0.60899603,-0.32073894,-0.012034152,-0.6864438,-0.3161888,-0.370255
13,-0.8915356,-0.39175826,"('impolite', 'polite')",0.043810777,0.31378913,-0.5569302,-0.19398385,-0.4682183,-0.090651,-0.3775673
7,-0.8761823,-0.6163037,"('insensitive', 'sensitive')",-1.0645978,-0.8549845,-0.29895258,-0.1350472,-0.7465776,-0.5354451,-0.2111325
87,-0.87561953,-0.9805984,"('unsuccessful', 'successful')",-0.035626445,-0.05591385,-0.19683416,-0.260709,-0.36936,-0.4324071,0.0630471
