,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
57,-0.5590927,-0.39830482,"('unimaginative', 'imaginative')",0.10119777,0.22923487,-2.1881022,-2.3433146,-0.881999,-0.8374616,-0.0445374
83,0.5444646,0.6359625,"('powerless', 'powerful')",0.32681674,0.24288487,-0.91285324,-1.0985322,-0.0138573,-0.0732283,0.059371
26,0.5395011,0.767248,"('hardhearted', 'benevolent')",0.11433482,0.42311734,1.5263553,1.7023796,0.7267303,0.9642483,-0.237518
74,-0.5385861,-0.4550809,"('undedicated', 'dedicated')",-0.42895752,-0.40612906,0.0682912,0.18635347,-0.2997508,-0.2249522,-0.0747986
4,0.5292881,0.6772979,"('disliked', 'liked')",-0.15804434,-0.24171992,-5.5302353,-5.6068482,-1.7196638,-1.7237568,0.004093
19,0.5231907,0.6709836,"('inhospitable', 'hospitable')",0.06128103,0.08428609,0.24856764,0.36663288,0.2776798,0.3739675,-0.0962877
39,0.49442875,0.69830227,"('exploitative', 'cooperative')",0.60701954,0.8855021,0.028057996,0.18099996,0.3765021,0.5882681,-0.211766
40,-0.46609122,-0.5806529,"('stingy', 'generous')",0.08563327,-0.13026334,-0.998196,-1.3479216,-0.4595513,-0.6862793,0.226728
61,0.41792503,0.5795091,"('illogical', 'logical')",0.23046254,0.3823196,0.14124104,0.13797273,0.2632095,0.3666005,-0.103391
64,-0.41120344,-0.4997067,"('shy', 'confident')",-0.4608011,-0.53392404,-6.2592087,-6.2885985,-2.3770711,-2.4407431,0.063672
68,0.39987132,0.24759,"('dependent', 'independent')",0.24667513,0.18082008,-0.19699985,-0.40576652,0.1498489,0.0075479,0.142301
27,0.37909335,0.3041616,"('hardhearted', 'softhearted')",0.2939464,0.24747707,1.7793555,1.5396336,0.8174651,0.6970908,0.1203743
1,0.37777334,0.58455366,"('unfriendly', 'friendly')",-0.11135143,0.034120183,1.9006516,1.9115186,0.7223578,0.8433975,-0.1210397
58,0.3281712,0.34949493,"('undiscriminating', 'discriminating')",0.6650612,0.64139754,0.12770158,0.039315015,0.3736447,0.3434025,0.0302422
67,0.29987064,0.36192942,"('doubtful', 'determined')",0.25775012,0.30318066,-1.001771,-0.79328847,-0.1480501,-0.0427261,-0.105324
63,-0.29939649,-0.16370948,"('unperceptive', 'insightful')",0.5112245,0.5017942,1.0405176,0.85185015,0.4174485,0.396645,0.0208035
78,0.29855233,0.11850079,"('nonresilient', 'resilient')",1.8540213,1.4194793,0.56358206,0.20109053,0.9053852,0.5796902,0.325695
88,-0.28196582,-0.050958704,"('low', 'eminent')",-0.1680744,-0.019605162,-0.004221987,0.24222462,-0.1514207,0.0572203,-0.208641
9,-0.27426103,-0.04198221,"('unaffectionate', 'caring')",-0.23935965,-0.101878285,1.407345,1.4752535,0.2979081,0.4437977,-0.1458896
47,0.2737708,0.2408076,"('stupid', 'smart')",0.70801914,0.7573827,5.2171097,5.2624307,2.0662999,2.0868737,-0.0205738
16,0.23087159,0.15299173,"('unpopular', 'popular')",0.44531816,0.21625844,0.4562778,0.28096718,0.3774892,0.2167391,0.1607501
7,-0.21595505,-0.3092816,"('insensitive', 'sensitive')",0.03211582,-0.049541034,0.885595,0.70830655,0.2339186,0.1164946,0.117424
18,0.2127985,0.24709305,"('disagreeable', 'welcoming')",0.4321559,0.400677,-0.056679416,-0.09339317,0.1960917,0.1847923,0.0112994
30,-0.19566277,-0.09144118,"('intolerant', 'tolerant')",1.0029804,1.0664997,0.92134595,0.97917175,0.5762212,0.6514101,-0.0751889
87,0.18929775,0.14882489,"('unsuccessful', 'successful')",0.8130486,0.7518528,0.58870035,0.5020015,0.5303489,0.4675597,0.0627892
17,0.17895006,0.13418925,"('nasty', 'nice')",-0.16322014,-0.28718606,-0.53447473,-0.51726514,-0.1729149,-0.2234207,0.0505058
2,0.16149607,0.17865396,"('unlikable', 'likable')",0.23234576,0.23831804,0.6662035,0.79198915,0.3533485,0.402987,-0.0496385
8,-0.14697866,0.08525632,"('unaffectionate', 'affectionate')",-0.72592294,-0.54184306,0.80041695,0.81733567,-0.0241616,0.1202496,-0.1444112
11,-0.14224601,-0.065909356,"('unhelpful', 'helpful')",0.9002979,0.9462493,1.959133,2.2690377,0.9057283,1.0497926,-0.1440643
75,-0.11314235,-0.022464722,"('meek', 'impulsive')",0.05166474,0.039860576,-0.2420906,-0.36634132,-0.1011894,-0.1163152,0.0151258
66,0.10741552,-0.0243518,"('inactive', 'active')",-0.30271414,-0.443209,1.1227005,0.96713936,0.3091339,0.1665262,0.1426077
25,0.10622963,0.35198045,"('egoistic', 'altruistic')",0.53578657,0.59560853,1.7150484,1.656365,0.7856882,0.8679847,-0.0822965
37,-0.050979696,-0.2182108,"('fake', 'genuine')",-0.18156636,-0.17068487,0.4325876,0.36137512,0.0666805,-0.0091735,0.075854
29,-0.048937257,-0.3087903,"('unfair', 'fair')",-0.5226742,-0.7690305,-0.33887807,-0.50007653,-0.3034965,-0.5259658,0.2224693
79,-0.034523647,0.13311106,"('wavering', 'unwavering')",-1.1999553,-1.130483,-0.10085505,-0.06548858,-0.4451114,-0.3542868,-0.0908246
44,0.02256814,-0.035917923,"('prejudiced', 'unprejudiced')",-0.1463531,-0.09873191,-1.510797,-1.4080136,-0.5448607,-0.5142212,-0.0306395
77,-0.021858122,-0.10082934,"('unmotivated', 'motivated')",0.9733658,0.6404176,-1.3130082,-1.4321756,-0.1205002,-0.2975291,0.1770289
