,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
26,2.474274,2.3256927,"('hardhearted', 'benevolent')",1.462528,1.1840591,1.7341756,1.5714221,1.8903259,1.6937246,0.1966013
69,2.4684758,2.4408062,"('lazy', 'industrious')",3.0980952,3.1429772,-0.8665607,-0.7431877,1.5666701,1.6135317,-0.0468616
21,-2.3784795,-2.1266818,"('immoral', 'moral')",-2.495682,-2.2372594,-0.43032366,-0.6089664,-1.7681618,-1.6576358,-0.110526
70,-2.3499186,-2.1352587,"('lethargic', 'energetic')",-2.7984498,-2.6205795,0.1521411,0.24257907,-1.6654091,-1.5044198,-0.1609893
85,2.2458205,2.1603777,"('insignificant', 'prestigious')",2.8960562,2.7845411,-1.1145768,-1.0567075,1.3424333,1.2960704,0.0463629
43,-2.1260257,-1.8516309,"('irresponsible', 'responsible')",-2.6498728,-2.4433792,0.285853,0.45065996,-1.4966818,-1.28145,-0.2152318
76,-1.9589472,-1.9094688,"('anxious', 'daring')",-1.7841575,-1.753465,0.050981425,0.05644089,-1.2307077,-1.2021643,-0.0285434
10,-1.9360046,-1.8602698,"('unsympathetic', 'sympathetic')",-3.2275956,-3.1361763,-0.2395522,-0.4073612,-1.8010507,-1.8012691,0.0002184
36,1.8796812,1.6571258,"('hostile', 'amicable')",1.9676611,1.8288841,-0.22254506,-0.38082045,1.2082658,1.0350632,0.1732026
55,-1.8448316,-1.6916354,"('incompetent', 'clever')",-2.3594034,-2.2139823,0.5780046,0.40385613,-1.2087435,-1.1672539,-0.0414896
44,-1.8416353,-1.7376952,"('prejudiced', 'unprejudiced')",-0.8649685,-0.8413497,-1.4506073,-1.4071648,-1.3857371,-1.3287365,-0.0570006
46,-1.8098234,-1.8691261,"('uncompetitive', 'competitive')",-2.4513166,-2.2198234,-0.5741091,-0.696058,-1.6117496,-1.5950023,-0.0167473
40,1.7332016,1.9237875,"('stingy', 'generous')",0.3305177,0.56857324,-2.2987835,-2.1652272,-0.0783548,0.1090445,-0.1873993
1,1.7064788,1.8986635,"('unfriendly', 'friendly')",0.5731777,0.6701218,0.9863108,1.0309794,1.0886557,1.1999215,-0.1112658
81,-1.7036612,-1.6164243,"('submissive', 'aggressive')",-2.0387225,-2.0114105,-0.26249218,-0.61576116,-1.3349587,-1.414532,0.0795733
59,1.6505082,1.5696677,"('foolish', 'wise')",1.8494011,1.8138604,-0.17643926,-0.027762782,1.1078234,1.1185884,-0.010765
45,-1.5801919,-1.3471736,"('incompetent', 'competent')",-2.206781,-1.9532286,-0.32933962,-0.54585683,-1.3721042,-1.2820864,-0.0900178
65,-1.5714414,-1.5293694,"('insecure', 'secure')",-2.337237,-2.2880118,0.67598957,0.6070354,-1.0775629,-1.0701152,-0.0074477
33,1.5355858,1.5242996,"('wrong', 'right')",1.2814529,1.334888,-0.66067874,-0.5423981,0.7187866,0.7722632,-0.0534766
13,-1.5278338,-1.3578389,"('impolite', 'polite')",-1.9781258,-1.7980958,0.3438552,0.3485499,-1.0540348,-0.935795,-0.1182398
22,-1.5034989,-1.2181954,"('untrustworthy', 'trustworthy')",-1.5471231,-1.3561566,-0.20451431,-0.16166466,-1.0850454,-0.9120056,-0.1730398
11,-1.4777613,-1.4764453,"('unhelpful', 'helpful')",-2.0610726,-2.0435224,2.3975623,2.3075545,-0.3804239,-0.4041377,0.0237138
60,-1.4764162,-1.22019,"('inefficient', 'efficient')",-2.7829406,-2.466541,0.15878247,0.29768783,-1.3668582,-1.1296811,-0.2371771
6,1.4509857,1.6038728,"('distant', 'open')",0.6915698,0.80640554,-1.1720952,-0.81197083,0.3234868,0.5327692,-0.2092824
63,-1.3832356,-1.3118155,"('unperceptive', 'insightful')",-1.4868386,-1.3919481,0.18036161,0.13335328,-0.8965709,-0.8568034,-0.0397675
15,1.3659579,1.3186778,"('boring', 'funny')",1.7305229,1.6540803,0.87692636,1.0047606,1.3244691,1.3258395,-0.0013704
9,1.3513702,1.3377321,"('unaffectionate', 'caring')",0.33285064,0.2916836,0.64420485,0.68576694,0.7761419,0.7717276,0.0044143
53,1.3415204,1.4921613,"('uncreative', 'creative')",0.0066099046,0.12464627,0.5741579,0.8179886,0.6407627,0.8115987,-0.170836
71,1.3372258,1.3880441,"('diffident', 'self-confident')",0.85770047,0.940899,0.044653855,0.16927141,0.7465267,0.8327382,-0.0862115
62,-1.2821025,-1.0173302,"('incompetent', 'brilliant')",-1.6804786,-1.3476105,0.05686356,0.25912398,-0.9685725,-0.7019389,-0.2666336
82,-1.2607584,-1.2525606,"('poor', 'rich')",-1.2049414,-1.1538687,5.681319,5.522107,1.0718732,1.0385593,0.0333139
