,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
5,1.257649,1.3855304,"('distant', 'outgoing')",0.8822685,0.92310303,-1.2852911,-0.9019705,0.2848754,0.4688876,-0.1840122
52,1.2552334,0.96734434,"('irrational', 'rational')",1.1321669,0.8432055,-0.43389735,-0.54456013,0.6511676,0.4219966,0.229171
74,1.2488393,1.3243737,"('undedicated', 'dedicated')",-0.6342922,-0.43947685,0.11773916,0.20102118,0.2440954,0.3619727,-0.1178773
3,-1.1990483,-1.0498563,"('repellent', 'pleasant')",-1.4945322,-1.4123958,0.63721156,0.462851,-0.6854564,-0.666467,-0.0189894
51,-1.0983326,-1.133471,"('uneducated', 'educated')",-0.7857382,-0.6889114,1.1043324,1.084621,-0.2599128,-0.2459205,-0.0139923
30,-1.0649314,-1.0195837,"('intolerant', 'tolerant')",-0.87117124,-0.8937261,0.7211075,0.63705724,-0.4049984,-0.4254175,0.0204191
56,-1.0605867,-0.83465433,"('impractical', 'practical')",-1.2635012,-0.94451004,0.27328947,0.37525278,-0.6835995,-0.4679705,-0.215629
64,-1.0213639,-0.8648053,"('shy', 'confident')",-1.773854,-1.5670848,-5.471049,-5.185974,-2.7554223,-2.539288,-0.2161343
35,1.0064629,0.7735674,"('corrupt', 'incorrupt')",2.0248404,1.6955743,-0.9835229,-1.0103588,0.6825935,0.486261,0.1963325
39,0.96859354,1.0947597,"('exploitative', 'cooperative')",-0.36172435,-0.2588093,0.68985295,0.8085852,0.4322407,0.5481785,-0.1159378
80,-0.9323484,-1.0758835,"('dominated', 'dominating')",-1.5404998,-1.5903486,-0.13630414,-0.38867673,-0.8697174,-1.0183029,0.1485855
31,0.91880757,1.1259815,"('evil', 'good')",1.3910475,1.6104562,-1.6808482,-1.3856189,0.2096689,0.450273,-0.2406041
42,-0.89720476,-0.7283146,"('unreliable', 'reliable')",-0.7613718,-0.61558956,-2.7344186,-2.4556785,-1.4643316,-1.2665275,-0.1978041
68,-0.8672156,-0.8354441,"('dependent', 'independent')",-0.91449785,-0.85781556,-1.5791609,-1.4752051,-1.1202915,-1.0561549,-0.0641366
0,-0.8626961,-0.96820545,"('unsociable', 'sociable')",-1.5500331,-1.5703596,0.31806302,0.020291654,-0.6982221,-0.8394245,0.1412024
84,0.8598281,0.90186024,"('inferior', 'superior')",0.6119963,0.68272096,0.5467154,0.63575566,0.6728466,0.7401123,-0.0672657
37,-0.8331801,-0.8545673,"('fake', 'genuine')",-2.2221093,-2.1826568,-0.24299392,-0.3620006,-1.0994278,-1.1330749,0.0336471
14,-0.82047266,-0.7614139,"('antisocial', 'social')",-1.1480764,-1.1571875,0.27254227,-0.028721776,-0.5653356,-0.6491077,0.0837721
8,0.7824545,0.7023568,"('unaffectionate', 'affectionate')",0.41018575,0.17180039,-0.10323088,-0.12867329,0.3631365,0.2484946,0.1146419
18,0.7705944,0.8894417,"('disagreeable', 'welcoming')",0.54389536,0.65453047,-1.0458229,-0.95511913,0.0895557,0.1962844,-0.1067287
72,0.7472307,0.70820636,"('unambitious', 'ambitious')",-0.64858925,-0.62227327,-0.47217697,-0.3813856,-0.1245118,-0.0984842,-0.0260276
2,0.73599386,0.9406835,"('unlikable', 'likable')",0.38839924,0.55298215,0.977025,1.0642684,0.7004727,0.8526447,-0.152172
29,-0.7280566,-0.33001703,"('unfair', 'fair')",-0.24077825,0.03468861,-1.0301521,-0.89664143,-0.666329,-0.3973233,-0.2690057
57,-0.7061429,-0.5864911,"('unimaginative', 'imaginative')",-1.1469407,-0.9017595,-2.9217408,-2.7664328,-1.591608,-1.4182278,-0.1733802
4,0.700092,0.7312658,"('disliked', 'liked')",1.0412282,1.1766212,-6.4477634,-6.2406654,-1.5688144,-1.4442595,-0.1245549
66,0.6624519,0.45210966,"('inactive', 'active')",0.39956912,0.12491976,0.12878275,-0.12478454,0.3969346,0.1507483,0.2461863
88,0.6568184,0.4732273,"('low', 'eminent')",0.3812017,0.26167515,-0.04662717,-0.08178893,0.3304643,0.2177045,0.1127598
17,-0.6272902,-0.5878172,"('nasty', 'nice')",0.010165871,-0.02354763,-0.33448264,-0.20954546,-0.3172023,-0.2736368,-0.0435655
7,-0.62088424,-0.45790398,"('insensitive', 'sensitive')",-1.294659,-1.1108314,0.1323815,0.17151499,-0.5943873,-0.4657401,-0.1286472
54,0.57806945,0.5679276,"('incapable', 'capable')",0.5659121,0.6130202,0.47805482,0.5809501,0.5406788,0.5872993,-0.0466205
78,-0.5339121,-0.57736826,"('nonresilient', 'resilient')",-0.5629706,-0.5270161,-0.049704712,-0.030581735,-0.3821958,-0.378322,-0.0038738
77,-0.49946404,-0.53717715,"('unmotivated', 'motivated')",-1.0090953,-0.8317055,-1.0267547,-0.9035177,-0.8451047,-0.7574668,-0.0876379
16,0.48607802,0.24498688,"('unpopular', 'popular')",1.2063259,1.094882,0.27728057,0.14062744,0.6565615,0.4934988,0.1630627
27,-0.4676512,-0.41247958,"('hardhearted', 'softhearted')",-1.2699206,-1.4950466,-0.069888055,-0.10616188,-0.6024866,-0.6712294,0.0687428
12,0.45446473,0.62634057,"('unsupportive', 'supportive')",-0.37346876,-0.20515603,-1.8123306,-1.6045095,-0.5771116,-0.3944416,-0.18267
41,-0.4444726,-0.14159802,"('unforgiving', 'forgiving')",-0.41970864,-0.14684048,0.6869628,0.65545905,-0.0590728,0.1223402,-0.181413
86,0.44376507,0.37089032,"('uninfluential', 'influential')",-0.72251785,-0.7047819,-0.22632031,-0.42924067,-0.1683577,-0.2543774,0.0860197
73,0.43449214,0.52329934,"('helpless', 'self-reliant')",0.5059901,0.5525125,-3.404299,-3.3157282,-0.8212722,-0.7466388,-0.0746334
34,-0.42929992,-0.44492772,"('mean', 'honorable')",-0.20437631,-0.08082853,4.922498,4.832901,1.4296074,1.4357149,-0.0061075
87,0.39691156,-0.04086886,"('unsuccessful', 'successful')",0.37392306,0.072078325,0.8200122,0.4733102,0.5302823,0.1681732,0.3621091
58,0.37262678,0.2764755,"('undiscriminating', 'discriminating')",0.42457232,0.56878763,-0.08247763,-0.052191675,0.2382405,0.2643571,-0.0261166
38,-0.37024564,-0.34308404,"('untruthful', 'truthful')",-0.1809539,-0.06886011,-0.1293,-0.115092516,-0.2268332,-0.1756789,-0.0511543
32,-0.34651697,-0.31905475,"('unkind', 'kind')",-0.92510754,-0.88169163,1.3150002,1.3017104,0.0144585,0.0336547,-0.0191962
19,-0.32623023,-0.3087353,"('inhospitable', 'hospitable')",-0.12386231,-0.02241426,-0.7409799,-0.47995314,-0.3970242,-0.2703676,-0.1266566
47,-0.31109548,-0.20328498,"('stupid', 'smart')",0.30772123,0.3672324,5.182628,5.0457807,1.726418,1.7365761,-0.0101581
61,0.28870806,0.29876715,"('illogical', 'logical')",-0.37718174,-0.38749298,-0.3210354,-0.29258683,-0.136503,-0.1271042,-0.0093988
24,-0.28434676,-0.09390698,"('dishonest', 'honest')",-1.4896777,-1.3330832,0.5335642,0.6206449,-0.4134868,-0.2687817,-0.1447051
25,0.28022864,0.18469805,"('egoistic', 'altruistic')",0.64027405,0.6401081,0.55513597,0.538636,0.4918795,0.4544807,0.0373988
75,-0.2489389,-0.12789515,"('meek', 'impulsive')",1.0129004,1.0499593,-0.47428954,-0.35974854,0.0965573,0.1874385,-0.0908812
23,-0.24035633,-0.22705187,"('insincere', 'sincere')",-1.300863,-1.2145783,5.6021357,5.3900976,1.3536388,1.3161558,0.037483
50,0.23694184,0.12499001,"('clumsy', 'skillful')",0.6367474,0.5842718,-0.087455794,-0.15098763,0.2620778,0.1860914,0.0759864
20,-0.15996225,-0.13328803,"('rough', 'thoughtful')",-0.71205735,-0.6287812,0.5519411,0.45815402,-0.1066928,-0.1013051,-0.0053877
67,0.15436871,0.20688002,"('doubtful', 'determined')",0.8413043,0.8330434,0.13873371,0.035255186,0.3781356,0.3583929,0.0197427
28,-0.12706369,-0.2493905,"('disloyal', 'loyal')",-0.90062296,-0.8749208,1.0797268,0.84412324,0.0173467,-0.093396,0.1107427
49,-0.11313264,-0.13995026,"('unable', 'able')",-0.42848665,-0.31656632,-0.71003926,-0.44048905,-0.4172195,-0.2990019,-0.1182176
83,0.03963501,0.068284415,"('powerless', 'powerful')",-0.05403485,0.07732694,-1.2151439,-1.2699679,-0.4098479,-0.3747855,-0.0350624
48,-0.021461293,-0.09622653,"('unintelligent', 'intelligent')",-1.0256151,-1.0966623,0.12191869,0.08290148,-0.3083859,-0.3699958,0.0616099
79,-0.003824017,-0.17031054,"('wavering', 'unwavering')",0.9825669,0.92116594,-0.96045655,-0.87222296,0.0060954,-0.0404559,0.0465513
