,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
74,1.8626664,1.8822863,"('undedicated', 'dedicated')",-0.03168706,0.0069165565,-0.049446963,0.0298071,0.5938441,0.63967,-0.0458259
9,1.6922512,1.6458782,"('unaffectionate', 'caring')",0.9400682,0.96119404,1.3686465,1.5808944,1.3336554,1.3959889,-0.0623335
25,1.6742013,1.6744124,"('egoistic', 'altruistic')",1.3889146,1.4157647,1.1986443,1.2684833,1.4205867,1.4528867,-0.0323
1,1.6383857,1.4606487,"('unfriendly', 'friendly')",1.2609628,1.14631,1.2618347,1.4745605,1.3870611,1.3605064,0.0265547
71,1.4535472,1.1577231,"('diffident', 'self-confident')",1.5506968,1.6664803,0.45312625,0.5987439,1.1524568,1.1409825,0.0114743
33,1.4255621,1.352286,"('wrong', 'right')",1.4651115,1.5800995,-0.54285026,-0.25644612,0.7826078,0.8919798,-0.109372
47,-1.415929,-1.2614288,"('stupid', 'smart')",0.11895579,0.3347331,4.81312,4.8101315,1.1720489,1.2944786,-0.1224297
12,1.3989761,1.40354,"('unsupportive', 'supportive')",1.1333517,1.1739726,-1.4181607,-1.1006415,0.371389,0.4922904,-0.1209014
79,1.3722864,1.402753,"('wavering', 'unwavering')",-0.5341674,-0.46848747,-0.21630725,-0.03294418,0.2072706,0.3004404,-0.0931698
44,-1.3291371,-1.0945373,"('prejudiced', 'unprejudiced')",-1.3662099,-1.0064952,-1.627847,-1.525253,-1.4410645,-1.2087619,-0.2323026
46,-1.3061625,-1.6561993,"('uncompetitive', 'competitive')",0.27474838,-0.062140513,-0.4295375,-0.7033801,-0.4869839,-0.80724,0.3202561
82,-1.2770622,-0.9268497,"('poor', 'rich')",-0.32420558,-0.24502869,6.3517957,6.2094264,1.5835093,1.6791827,-0.0956734
16,-1.2389431,-1.4424661,"('unpopular', 'popular')",-0.15597647,-0.03884292,0.04584165,0.0042792484,-0.4496926,-0.4923433,0.0426507
19,1.2322013,1.4136152,"('inhospitable', 'hospitable')",-0.9019514,-0.7130343,-0.20006493,0.015847752,0.043395,0.2388096,-0.1954146
36,1.1786312,1.1153479,"('hostile', 'amicable')",-0.42793506,-0.5499277,-0.8690162,-0.9495921,-0.03944,-0.1280573,0.0886173
73,1.1654047,1.2680334,"('helpless', 'self-reliant')",0.9003356,1.0613765,-3.3131647,-2.828179,-0.4158081,-0.1662563,-0.2495518
49,-1.1452816,-1.1016228,"('unable', 'able')",-0.56914914,-0.3314929,-0.5490707,-0.32781327,-0.7545005,-0.5869763,-0.1675242
26,1.0837619,0.8197738,"('hardhearted', 'benevolent')",1.1927283,1.0778784,1.5006557,1.4300705,1.2590486,1.1092408,0.1498078
30,-1.0753094,-1.0839605,"('intolerant', 'tolerant')",-0.23564813,-0.22154161,0.31083173,0.3357155,-0.3333753,-0.3232622,-0.0101131
45,-1.0262302,-1.1418449,"('incompetent', 'competent')",0.15687531,-0.10740189,-0.009512413,0.040880583,-0.2929558,-0.4027887,0.1098329
17,-0.95660913,-0.9349876,"('nasty', 'nice')",-1.4291272,-1.3862454,-0.6558426,-0.49561778,-1.0138597,-0.9389503,-0.0749094
85,0.9119222,0.90608555,"('insignificant', 'prestigious')",0.22591905,0.3554973,-0.64377564,-0.4666477,0.1646885,0.2649784,-0.1002899
28,0.88340074,0.6467353,"('disloyal', 'loyal')",0.19167571,-0.017739762,1.1879286,1.0104253,0.754335,0.5464736,0.2078614
8,0.84960777,0.99322,"('unaffectionate', 'affectionate')",0.1310058,0.19756976,0.6924622,0.86459714,0.5576919,0.6851289,-0.127437
65,-0.8182964,-1.0092895,"('insecure', 'secure')",-0.21248153,-0.43027565,-0.10769188,-0.2044106,-0.3794899,-0.5479919,0.168502
43,-0.80509514,-0.8469811,"('irresponsible', 'responsible')",-0.42834187,-0.29692653,0.32076603,0.46681222,-0.3042237,-0.2256985,-0.0785252
