,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
81,-0.7920216,-0.95323074,"('submissive', 'aggressive')",0.5839822,0.38380933,-0.402256,-0.5516649,-0.2034318,-0.3736955,0.1702637
32,0.78369087,0.7519631,"('unkind', 'kind')",-0.041632034,-0.06594053,1.3103489,1.3602978,0.6841359,0.6821068,0.0020291
38,0.7107444,0.87897325,"('untruthful', 'truthful')",0.41722405,0.59113306,0.24800998,0.6738532,0.4586595,0.7146532,-0.2559937
78,0.7094009,0.24112669,"('nonresilient', 'resilient')",1.0901219,0.88134885,0.45771247,0.30354223,0.7524118,0.4753393,0.2770725
10,-0.69465625,-0.88619375,"('unsympathetic', 'sympathetic')",-0.65772635,-0.8526921,-0.33894035,-0.38008225,-0.5637743,-0.7063227,0.1425484
23,0.6846791,0.61405236,"('insincere', 'sincere')",0.105733946,0.010241331,6.1296067,6.0787363,2.3066732,2.2343434,0.0723298
3,-0.68375075,-0.81050956,"('repellent', 'pleasant')",-0.38890937,-0.65337,0.71820223,0.5372115,-0.1181526,-0.3088894,0.1907368
72,0.660962,0.8840108,"('unambitious', 'ambitious')",0.3801927,0.4791164,-0.5591829,-0.17389491,0.1606572,0.3964108,-0.2357536
54,0.6511742,0.73795617,"('incapable', 'capable')",-0.15988627,0.13687202,0.9011595,1.1225406,0.4641492,0.6657896,-0.2016404
70,-0.64937925,-0.74327683,"('lethargic', 'energetic')",-0.22031364,-0.33125702,0.54350686,0.57165766,-0.1087287,-0.1676254,0.0588967
84,0.64466673,0.6143591,"('inferior', 'superior')",0.5876182,0.6089651,0.8028653,0.8385142,0.6783834,0.6872795,-0.0088961
53,0.6443261,0.534132,"('uncreative', 'creative')",0.25070128,0.15290447,0.25606814,0.26068395,0.3836985,0.3159068,0.0677917
48,-0.63268816,-0.97680104,"('unintelligent', 'intelligent')",0.5795367,0.2995643,0.3250821,0.13794486,0.0906435,-0.179764,0.2704075
62,-0.6302867,-0.67983913,"('incompetent', 'brilliant')",0.8538143,0.9415317,0.5447798,0.7862182,0.2561025,0.3493036,-0.0932011
39,0.6210903,0.47954044,"('exploitative', 'cooperative')",-0.85871553,-0.78369963,-0.111939564,-0.17198345,-0.1165216,-0.1587142,0.0421926
50,0.6145931,0.6266874,"('clumsy', 'skillful')",-0.40675917,-0.21905248,0.5759735,0.69971424,0.2612691,0.3691164,-0.1078473
21,-0.6027094,-0.74731994,"('immoral', 'moral')",0.48641273,0.14517428,-0.53917706,-0.71547365,-0.2184912,-0.4392064,0.2207152
13,-0.5922257,-0.8731584,"('impolite', 'polite')",0.15674728,-0.09082227,-0.4211719,-0.61537373,-0.2855501,-0.5264515,0.2409014
88,-0.56475204,-0.39824045,"('low', 'eminent')",-0.41820922,-0.35151178,-0.15387937,-0.091580704,-0.3789469,-0.2804443,-0.0985026
68,-0.56001604,-0.6515568,"('dependent', 'independent')",-0.9633371,-1.1004759,-1.118741,-1.1938779,-0.880698,-0.9819702,0.1012722
27,0.5562316,0.6198862,"('hardhearted', 'softhearted')",0.14621137,0.17330965,0.7545677,0.96542966,0.4856702,0.5862085,-0.1005383
64,-0.5541873,-0.7922396,"('shy', 'confident')",0.5906236,0.47950542,-5.913896,-5.7479057,-1.9591532,-2.0202133,0.0610601
66,0.5401393,0.42199588,"('inactive', 'active')",-0.37422422,-0.16879842,0.7252852,0.6159311,0.2970668,0.2897095,0.0073573
75,-0.49074534,-0.07525628,"('meek', 'impulsive')",-0.6946107,-0.41185203,-0.46160454,-0.26524878,-0.5489868,-0.2507857,-0.2982011
2,0.4885081,0.6990601,"('unlikable', 'likable')",1.5275339,1.6979127,0.6538836,0.7423577,0.8899752,1.0464435,-0.1564683
83,-0.46835557,-0.6259422,"('powerless', 'powerful')",0.75745195,0.76432055,-0.792,-0.7852183,-0.1676345,-0.2156133,0.0479788
55,-0.46817085,-0.7503465,"('incompetent', 'clever')",0.4914751,0.124123335,0.41450292,0.089674786,0.1459357,-0.1788495,0.3247852
20,-0.4643673,-0.5501317,"('rough', 'thoughtful')",-0.9514027,-0.81785065,-0.031552333,0.103630394,-0.4824408,-0.4214507,-0.0609901
34,-0.43184927,-0.45178849,"('mean', 'honorable')",0.19360931,0.2549601,5.080395,4.9346538,1.6140518,1.5792751,0.0347767
41,0.4280749,0.40866715,"('unforgiving', 'forgiving')",0.14257605,-0.08383674,-0.17753784,-0.17402712,0.1310377,0.0502678,0.0807699
22,-0.41059607,-0.6175455,"('untrustworthy', 'trustworthy')",-0.42924473,-0.61994106,-0.85379946,-0.94932204,-0.5645467,-0.7289362,0.1643895
52,0.40681463,0.3600463,"('irrational', 'rational')",-0.65397745,-0.6810159,-0.22552334,-0.12526487,-0.1575621,-0.1487448,-0.0088173
59,0.39659345,0.6594181,"('foolish', 'wise')",0.3479079,0.674681,-0.3457428,0.121895716,0.1329195,0.4853316,-0.3524121
69,0.3786039,0.38747948,"('lazy', 'industrious')",1.2650741,1.5045516,-1.0697116,-0.83868515,0.1913222,0.3511153,-0.1597931
29,-0.3759458,-0.33919156,"('unfair', 'fair')",-0.46182805,-0.4898739,-0.44792685,-0.33646676,-0.4285669,-0.3885107,-0.0400562
80,-0.3633617,-0.53688264,"('dominated', 'dominating')",-0.016709223,-0.10465065,-0.1859416,-0.21670276,-0.1886708,-0.2860787,0.0974079
56,0.35157567,0.46825576,"('impractical', 'practical')",0.6341678,0.67584074,-0.54624736,-0.23418799,0.1464987,0.3033028,-0.1568041
15,0.32537225,0.23125327,"('boring', 'funny')",0.54862446,0.5413542,-0.24158186,-0.1739337,0.210805,0.1995579,0.0112471
58,0.32494664,0.26275244,"('undiscriminating', 'discriminating')",0.6794818,0.51232046,0.27736366,0.2174119,0.427264,0.3308283,0.0964357
67,-0.31422475,-0.1761894,"('doubtful', 'determined')",-0.28539568,-0.09871037,-0.5473972,-0.35015628,-0.3823392,-0.208352,-0.1739872
60,-0.30369636,-0.44125754,"('inefficient', 'efficient')",1.0182137,0.7877186,-0.022249093,0.03415054,0.2307561,0.1268705,0.1038856
5,0.28613782,0.52190095,"('distant', 'outgoing')",0.044512093,0.27539128,-0.65602356,-0.157837,-0.1084579,0.2131517,-0.3216096
18,-0.25106707,-0.112424955,"('disagreeable', 'welcoming')",-0.113462366,-0.23202372,-0.9253574,-0.98828495,-0.4299623,-0.4442445,0.0142822
4,0.23680823,0.15951729,"('disliked', 'liked')",0.49808955,0.48678744,-6.3679233,-6.0344434,-1.8776752,-1.7960463,-0.0816289
86,0.22694169,-0.10011025,"('uninfluential', 'influential')",0.9224937,0.54990256,0.062889986,-0.11869965,0.4041084,0.1103642,0.2937442
7,0.18814433,0.064379595,"('insensitive', 'sensitive')",0.6623043,0.52848345,0.7005676,0.78426707,0.5170054,0.4590433,0.0579621
40,-0.17472324,-0.34409818,"('stingy', 'generous')",0.28602952,0.025539905,-2.0422223,-2.0572095,-0.6436387,-0.7919226,0.1482839
76,-0.16558772,-0.17475328,"('anxious', 'daring')",-0.757853,-0.7028114,-0.07185353,-0.14636792,-0.3317647,-0.3413109,0.0095462
11,-0.15685332,-0.18405055,"('unhelpful', 'helpful')",0.19639564,0.228782,2.4369988,2.460753,0.8255137,0.8351614,-0.0096477
37,0.14267944,0.38993177,"('fake', 'genuine')",-0.465887,-0.42101467,0.31719536,0.5148778,-0.0020041,0.161265,-0.1632691
6,0.14229083,0.3938951,"('distant', 'open')",0.19350651,0.44946316,-0.73914766,-0.29577294,-0.1344501,0.1825285,-0.3169786
0,0.12513,-0.44263816,"('unsociable', 'sociable')",0.51349574,0.13204733,-0.33225548,-0.638305,0.1021234,-0.3162986,0.418422
51,0.118810914,-0.20098044,"('uneducated', 'educated')",0.24631459,-0.20546365,1.2558464,0.7552841,0.540324,0.11628,0.424044
61,-0.10812946,-0.388095,"('illogical', 'logical')",0.2346414,0.10429743,0.3144043,0.13099001,0.1469721,-0.0509358,0.1979079
14,-0.10523797,-0.42549416,"('antisocial', 'social')",0.7194753,0.4005012,-0.33077884,-0.64955074,0.0944862,-0.2248479,0.3193341
42,0.09229155,0.10593062,"('unreliable', 'reliable')",0.1469728,0.2794029,-2.7388108,-2.4365146,-0.8331822,-0.683727,-0.1494552
31,0.080657974,0.05638779,"('evil', 'good')",-0.2880185,-0.37687764,-1.3276576,-1.2183344,-0.5116727,-0.5129414,0.0012687
63,0.05275491,-0.21851616,"('unperceptive', 'insightful')",1.0306593,0.8657061,0.7318308,0.85523045,0.6050816,0.5008068,0.1042748
87,-0.04588966,-0.19994806,"('unsuccessful', 'successful')",0.819003,0.8165888,1.2372974,1.1656741,0.6701369,0.5941049,0.076032
77,-0.036326386,-0.43197185,"('unmotivated', 'motivated')",0.45996225,0.1998738,-1.3478307,-1.4182744,-0.3080649,-0.5501242,0.2420593
35,0.024408054,0.24213955,"('corrupt', 'incorrupt')",-1.4876435,-1.2256187,-1.2979486,-1.0621953,-0.9203947,-0.6818914,-0.2385033
57,-0.015447957,-0.18369219,"('unimaginative', 'imaginative')",0.10374595,-0.080002494,-2.798074,-2.6815102,-0.9032586,-0.981735,0.0784764
24,1.7631799e-05,0.19454908,"('dishonest', 'honest')",0.57869744,0.7366389,0.39981222,0.72545534,0.3261758,0.5522145,-0.2260387
