,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,male-female
46,1.1385036,1.2575384,"('uncompetitive', 'competitive')",2.2475917,2.8375058,0.9794992,1.1209652,-0.0913059,-0.15179597,1.0685722,1.2660533,-0.1974811
78,1.0919994,1.2305055,"('nonresilient', 'resilient')",1.206296,1.2549402,0.34178874,0.107389614,-0.9360486,-0.8152679,0.4260089,0.4443918,-0.0183829
85,-1.0917356,-1.1653593,"('insignificant', 'prestigious')",-4.034948,-4.6234455,-1.7967036,-2.1847262,-0.4022017,-0.47829932,-1.8313971,-2.1129577,0.2815606
50,-1.0201601,-1.0853791,"('clumsy', 'skillful')",-1.3332,-1.2994828,-0.34515187,-0.6587931,0.888498,1.0180144,-0.4525035,-0.5064101,0.0539066
37,-0.9658398,-1.0536402,"('fake', 'genuine')",0.31938362,0.43001407,-0.7002703,-0.5734039,-0.18490542,-0.24462521,-0.382908,-0.3604138,-0.0224942
4,-0.95121026,-0.9883699,"('disliked', 'liked')",-1.717726,-2.3716638,-0.69946617,-0.9570919,-2.1056685,-1.9444954,-1.3685178,-1.5654054,0.1968876
61,0.89414865,0.8389273,"('illogical', 'logical')",0.9494206,0.886024,0.43993127,0.37262273,-0.11813359,-0.22559634,0.5413418,0.4679944,0.0733474
84,0.8494037,0.7398839,"('inferior', 'superior')",0.09209763,-0.004528463,-0.12470919,0.014080171,0.46430877,0.39954448,0.3202752,0.287245,0.0330302
22,0.8489093,0.87481576,"('untrustworthy', 'trustworthy')",1.806993,1.9805626,0.7210922,0.8521687,0.28147975,0.18576564,0.9146186,0.9733282,-0.0587096
52,-0.7734211,-1.0300128,"('irrational', 'rational')",-2.2847152,-2.73906,-0.94361794,-1.2474619,-0.5901716,-0.81905615,-1.1479814,-1.4588977,0.3109163
27,-0.7635973,-0.7752532,"('hardhearted', 'softhearted')",-1.0860555,-0.9978108,0.11985244,0.20485696,-0.048706733,0.022984203,-0.4446268,-0.3863057,-0.0583211
57,0.7386583,0.70294034,"('unimaginative', 'imaginative')",0.9641813,1.1590248,-0.36512136,-0.26515606,-2.1906607,-2.1788945,-0.2132356,-0.1455213,-0.0677143
12,0.6952201,0.63417435,"('unsupportive', 'supportive')",1.4807341,1.5802386,0.615468,0.6715916,-0.62063855,-0.6460482,0.5426959,0.5599891,-0.0172932
82,0.6777102,0.8094343,"('poor', 'rich')",0.5260964,1.0166537,1.1422074,1.2423341,2.0679598,2.23837,1.1034935,1.3266981,-0.2232046
77,0.6700215,0.6164421,"('unmotivated', 'motivated')",0.78905976,0.8318425,-0.37064645,-0.52007383,-1.0507025,-1.3206218,0.0094331,-0.0981028,0.1075359
73,-0.6655973,-0.87149334,"('helpless', 'self-reliant')",0.3002052,-0.16682915,-1.0993093,-1.2990716,-1.4164681,-1.5359524,-0.7202924,-0.9683366,0.2480442
80,0.6611819,0.69590354,"('dominated', 'dominating')",2.2273304,2.4526196,0.6201928,0.80398184,0.5901861,0.5548597,1.0247228,1.1268412,-0.1021184
39,0.63381237,0.6148404,"('exploitative', 'cooperative')",1.4668446,1.3343211,1.0873686,0.91042167,0.753672,0.45257026,0.9854244,0.8280383,0.1573861
83,0.6091697,0.6535055,"('powerless', 'powerful')",0.72380847,0.87350404,-0.32256576,-0.23408085,0.06374196,-0.06822191,0.2685386,0.3061767,-0.0376381
26,0.5866278,0.91123116,"('hardhearted', 'benevolent')",0.50972617,0.5755383,0.29281047,0.57791394,-0.4134814,-0.11699805,0.2439208,0.4869213,-0.2430005
44,-0.5785487,-0.7137906,"('prejudiced', 'unprejudiced')",-1.4424471,-1.7059015,-1.1524624,-1.4161718,-0.576665,-0.6647907,-0.9375308,-1.1251637,0.1876329
51,0.57038385,0.74768406,"('uneducated', 'educated')",1.4073297,1.8378892,2.0578735,2.1895702,0.65874106,0.8095363,1.1735821,1.39617,-0.2225879
47,0.562239,0.5555215,"('stupid', 'smart')",0.6166632,0.930144,0.22812477,0.30380595,2.3480625,2.2788048,0.9387723,1.0170691,-0.0782968
11,0.5544744,0.4956621,"('unhelpful', 'helpful')",1.1567552,1.6270945,1.0564358,1.0856588,0.55651414,0.49814272,0.8310449,0.9266395,-0.0955946
38,0.5323461,0.49797612,"('untruthful', 'truthful')",-1.1723893,-1.3436593,0.43914065,0.3137541,-0.9869481,-1.2067295,-0.2969626,-0.4346646,0.137702
32,0.5217558,0.6428321,"('unkind', 'kind')",2.0418062,2.6188736,0.9942247,1.1728753,1.0505154,1.1500752,1.1520755,1.3961639,-0.2440884
59,-0.5095178,-0.74202204,"('foolish', 'wise')",-1.9442127,-2.300138,-0.4953011,-0.9352419,0.5359026,0.41577983,-0.6032822,-0.8904055,0.2871233
41,0.46216732,0.49607626,"('unforgiving', 'forgiving')",0.86066157,1.0411503,-0.10181737,-0.06428574,-0.18483922,-0.1232352,0.2590431,0.3374264,-0.0783833
58,0.453595,0.504562,"('undiscriminating', 'discriminating')",0.66168153,0.5838433,-0.07798764,-0.17773636,-0.95947385,-0.9128708,0.0194538,-0.0005504,0.0200042
40,0.42859656,0.28440845,"('stingy', 'generous')",-0.01851819,-0.24467456,0.6616816,0.67967314,-0.38967702,-0.3610181,0.1705207,0.0895972,0.0809235
13,0.42396143,0.63937414,"('impolite', 'polite')",1.1134831,1.7505354,1.1916411,1.3753048,-0.029859278,0.0349468,0.6748065,0.9500403,-0.2752338
0,0.41826004,0.5981432,"('unsociable', 'sociable')",1.8794439,2.452836,0.25607082,0.6171914,-0.8955794,-0.8622524,0.4145489,0.7014795,-0.2869306
87,-0.41141844,-0.33006904,"('unsuccessful', 'successful')",1.2181848,1.1636891,0.6805314,0.73793423,0.5481672,0.6124264,0.5088663,0.5459952,-0.0371289
86,0.40245038,0.51992303,"('uninfluential', 'influential')",0.9806246,1.4026004,0.7482289,1.1045108,-1.1638489,-1.0986701,0.2418637,0.482091,-0.2402273
63,0.38175923,0.37918997,"('unperceptive', 'insightful')",1.8327591,2.066302,2.2275834,2.199661,0.6702417,0.6093508,1.2780858,1.3136259,-0.0355401
71,-0.33050266,-0.43152222,"('diffident', 'self-confident')",0.16052307,-0.14111705,0.49521804,0.2804307,-0.44152117,-0.58505195,-0.0290707,-0.2193151,0.1902444
68,-0.32319638,-0.46597034,"('dependent', 'independent')",0.65604454,0.48916492,0.7058457,0.49568868,-0.86404985,-1.0365815,0.043661,-0.1294246,0.1730856
2,0.3211226,0.15205657,"('unlikable', 'likable')",1.2275574,1.0770108,1.2739205,1.0303583,0.16731602,0.082191706,0.7474791,0.5854043,0.1620748
7,0.31654868,0.41723838,"('insensitive', 'sensitive')",1.7474123,2.4771428,0.39688912,0.6862919,-0.053324632,-0.11383659,0.6018814,0.8667092,-0.2648278
18,-0.31241834,-0.2586156,"('disagreeable', 'welcoming')",-0.45567757,-0.2722536,0.6459505,0.5331759,-0.41518253,-0.39887816,-0.134332,-0.0991429,-0.0351891
1,-0.30521485,-0.29130554,"('unfriendly', 'friendly')",-0.7153824,-0.96609557,-0.4348715,-0.5100099,-1.0821447,-1.0994979,-0.6344033,-0.7167273,0.082324
43,0.28734246,0.36966354,"('irresponsible', 'responsible')",1.4127498,1.7185773,0.32886586,0.49325997,-0.19372219,-0.23704104,0.458809,0.5861149,-0.1273059
30,0.23233587,0.36153138,"('intolerant', 'tolerant')",1.961984,2.369914,0.7401323,1.0777173,-0.7822816,-0.77379745,0.5380427,0.7588413,-0.2207986
23,0.22930051,0.1267568,"('insincere', 'sincere')",1.0382608,1.7242471,0.68051606,0.77223176,1.9592918,1.7418382,0.9768423,1.0912685,-0.1144262
67,-0.218451,-0.1588203,"('doubtful', 'determined')",0.059454627,0.4015962,0.43449092,0.5996425,0.98291516,1.0463338,0.3146024,0.4721881,-0.1575857
75,-0.21560748,-0.4011812,"('meek', 'impulsive')",-1.846504,-2.5777905,-0.046348512,-0.41684043,0.11793339,0.03940505,-0.4976316,-0.8391017,0.3414701
42,-0.2125036,-0.04991717,"('unreliable', 'reliable')",1.3348186,1.5891602,0.90148604,0.827112,-0.2208277,0.02214636,0.4507433,0.5971254,-0.1463821
54,-0.2088309,-0.3240818,"('incapable', 'capable')",-1.00723,-0.84477,0.16447586,-0.09663289,-0.3594175,-0.5315672,-0.3527506,-0.449263,0.0965124
10,0.1904266,0.4219833,"('unsympathetic', 'sympathetic')",0.71382344,1.7438905,0.264192,0.77537525,-0.7336057,-0.47378084,0.1087091,0.616867,-0.5081579
3,-0.1844808,-0.21501788,"('repellent', 'pleasant')",0.95507044,1.0109627,0.31119227,0.45162344,0.3714975,0.3123436,0.3633198,0.389978,-0.0266582
70,0.16519162,0.17519514,"('lethargic', 'energetic')",0.59243673,1.2476007,0.673466,0.87045145,0.22072436,0.28539944,0.4129547,0.6446617,-0.231707
8,-0.15409759,-0.30162656,"('unaffectionate', 'affectionate')",-2.1343863,-2.2727785,-0.06679653,-0.110600345,-1.3206971,-1.3455244,-0.9189944,-1.0076325,0.0886381
65,0.1339695,0.20720035,"('insecure', 'secure')",1.3827786,1.9482986,0.7953957,1.0711827,0.035814837,0.06937234,0.5869896,0.8240135,-0.2370239
88,-0.09870223,0.051213406,"('low', 'eminent')",-0.09217079,0.4207192,0.49028972,0.7127805,-0.050666604,0.029265853,0.0621875,0.3034948,-0.2413073
28,0.097424105,0.1474363,"('disloyal', 'loyal')",0.16140574,0.5658344,0.05510509,0.27398843,-0.64594615,-0.6026503,-0.0830028,0.0961522,-0.179155
29,-0.09380175,-0.070485175,"('unfair', 'fair')",-1.0523374,-1.2077655,-1.1342088,-1.1340452,-0.13941236,-0.09145203,-0.6049401,-0.625937,0.0209969
45,0.09357639,0.16502447,"('incompetent', 'competent')",0.4317365,0.8322239,-0.34379467,-0.114779204,-0.5874029,-0.3813714,-0.1014712,0.1252744,-0.2267456
15,0.078581795,0.15624918,"('boring', 'funny')",-0.6735005,-0.46780336,-0.18268701,-0.057050064,-0.2884685,-0.15325192,-0.2665185,-0.130464,-0.1360545
34,0.074906245,0.000684103,"('mean', 'honorable')",0.012721712,0.04342323,0.30686513,0.3554786,1.5872386,1.5816759,0.4954329,0.4953155,0.0001174
64,-0.060174316,-0.081037454,"('shy', 'confident')",1.2066333,0.9860792,0.99389505,0.9957048,-1.4530001,-1.5082158,0.1718385,0.0981327,0.0737058
33,-0.05284205,-0.06468752,"('wrong', 'right')",-0.09579541,-0.4692709,0.23275325,0.007408811,-0.08970925,-0.30919316,-0.0013984,-0.2089357,0.2075373
69,-0.04724242,-0.12070359,"('lazy', 'industrious')",-1.5360335,-2.60892,-0.15323544,-0.58363664,-0.7527712,-0.80372936,-0.6223207,-1.0292475,0.4069268
49,0.04471757,0.050313283,"('unable', 'able')",-0.22195014,-0.16571459,-0.26098418,-0.20062262,-0.13267611,-0.23600125,-0.1427232,-0.1380063,-0.0047169
9,-0.044488948,-0.06460629,"('unaffectionate', 'caring')",-0.22237365,-0.21351865,0.4284159,0.46024242,-0.8404204,-0.9590214,-0.1697168,-0.194226,0.0245092
24,-0.030341256,-0.20265651,"('dishonest', 'honest')",0.34257057,0.6640197,1.1398475,1.43681,0.20529373,0.14969932,0.4143426,0.5119681,-0.0976255
17,-0.028370757,-0.06887787,"('nasty', 'nice')",-0.09983941,-0.13114953,-0.8664114,-0.8751605,-0.0765912,-0.039105,-0.2678032,-0.2785732,0.01077
16,0.023313709,-0.12987691,"('unpopular', 'popular')",-1.8077419,-2.0012481,-0.67681223,-0.93605417,-0.24343136,-0.24556184,-0.6761679,-0.8281853,0.1520174
25,0.022547014,-0.17455864,"('egoistic', 'altruistic')",-1.0892144,-1.614265,0.6437082,0.42389894,-0.57180625,-0.7817072,-0.2486914,-0.536658,0.2879666
76,0.01931192,0.098599374,"('anxious', 'daring')",1.6529695,2.3174365,0.5355086,0.8915406,0.24027695,0.3180827,0.6120167,0.9064147,-0.294398
53,0.005995443,-0.1399155,"('uncreative', 'creative')",0.48195204,0.28260216,0.5599022,0.5072733,-0.29772976,-0.29381207,0.18753,0.089037,0.098493
74,0.004367348,0.05502762,"('undedicated', 'dedicated')",1.2409778,1.3440415,0.15618174,0.18175822,-0.13565193,-0.10527168,0.3164687,0.3688889,-0.0524202
