,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
39,2.454082,2.564102,"('exploitative', 'cooperative')",0.48389405,0.4969008,0.15227671,0.19654262,1.0300843,1.0858485,-0.0557642
24,2.160924,2.0887103,"('dishonest', 'honest')",-0.2896245,-0.07652813,0.73925436,1.0128616,0.8701846,1.008348,-0.1381634
42,1.7135423,1.7599686,"('unreliable', 'reliable')",0.9926524,1.0621595,-2.6037831,-2.397375,0.0341372,0.1415844,-0.1074472
76,1.6840645,1.9226044,"('anxious', 'daring')",1.4829459,1.6599964,0.602283,0.719534,1.2564311,1.434045,-0.1776139
70,1.6324975,1.3953792,"('lethargic', 'energetic')",0.8941425,1.0143846,0.8241334,0.90065926,1.1169244,1.1034744,0.01345
73,1.6146408,1.6055015,"('helpless', 'self-reliant')",0.5979197,0.5683672,-3.1570663,-2.9624877,-0.3148352,-0.262873,-0.0519622
74,1.5816591,1.5819391,"('undedicated', 'dedicated')",-0.6733647,-0.4287092,-0.259059,-0.04646198,0.2164118,0.3689227,-0.1525109
71,1.4942166,1.5122777,"('diffident', 'self-confident')",1.7796389,1.914059,0.87015116,0.7092033,1.3813356,1.3785133,0.0028223
13,1.3782438,1.8360285,"('impolite', 'polite')",-0.07999108,0.20660104,-0.24849372,-0.0075658634,0.3499197,0.6783545,-0.3284348
40,1.3238441,0.8635129,"('stingy', 'generous')",0.60972553,0.3876695,-1.583595,-1.7846682,0.1166582,-0.1778286,0.2944868
61,1.3186649,1.3401476,"('illogical', 'logical')",-0.07580277,-0.05468677,0.3007814,0.2555093,0.5145478,0.5136567,0.0008911
49,-1.2452859,-0.79980826,"('unable', 'able')",-0.92274284,-0.68584013,-0.34070674,-0.2584121,-0.8362452,-0.5813535,-0.2548917
10,1.1928318,1.169653,"('unsympathetic', 'sympathetic')",0.05286812,0.12973127,-0.20119041,-0.051505834,0.3481698,0.4159595,-0.0677897
22,1.1688397,0.7825326,"('untrustworthy', 'trustworthy')",-0.7011846,-0.63249,-0.99518436,-0.8291832,-0.1758431,-0.2263802,0.0505371
12,1.1483246,1.1955515,"('unsupportive', 'supportive')",1.7610294,1.8762083,-1.6114947,-1.4864732,0.4326198,0.5284288,-0.095809
31,-1.1426934,-1.3071618,"('evil', 'good')",-1.3424314,-1.4101142,-0.8645136,-0.9083788,-1.1165462,-1.2085516,0.0920054
58,1.0966022,0.60976386,"('undiscriminating', 'discriminating')",0.6823174,0.5319798,0.1884545,-0.027261924,0.6557914,0.3714939,0.2842975
