,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
72,1.0747793,1.181877,"('unambitious', 'ambitious')",1.2337477,1.2675271,-0.90094334,-0.67510283,0.4691946,0.5914338,-0.1222392
60,1.0598171,1.3894238,"('inefficient', 'efficient')",0.5025408,0.766851,-0.21027286,0.08394888,0.450695,0.7467412,-0.2960462
66,0.9835972,0.6627915,"('inactive', 'active')",0.67635864,0.57709634,1.7870001,1.5015079,1.1489853,0.9137986,0.2351867
9,0.967635,0.966892,"('unaffectionate', 'caring')",1.0679032,1.1388749,1.2296209,1.3118701,1.0883864,1.1392123,-0.0508259
78,-0.9436973,-1.0540131,"('nonresilient', 'resilient')",1.1800219,1.1208981,0.42521235,0.14177094,0.2205123,0.069552,0.1509603
16,-0.8823015,-0.9376517,"('unpopular', 'popular')",-0.6074229,-0.55688995,0.5016706,0.40152493,-0.3293513,-0.3643389,0.0349876
30,0.8656102,1.2532476,"('intolerant', 'tolerant')",1.4321635,1.5825336,0.7986492,1.1938287,1.0321409,1.3432032,-0.3110623
18,0.83609813,0.9178514,"('disagreeable', 'welcoming')",-0.5211279,-0.43610823,-0.4541155,-0.40026453,-0.0463818,0.0271595,-0.0735413
43,0.78895235,0.89857715,"('irresponsible', 'responsible')",0.4676684,0.74270386,0.38457897,0.7763909,0.5470666,0.8058906,-0.258824
63,0.7782227,0.89550006,"('unperceptive', 'insightful')",1.3683672,1.4974897,1.0576162,1.1466197,1.0680687,1.1798698,-0.1118011
44,-0.76593435,-0.8569491,"('prejudiced', 'unprejudiced')",-0.63519573,-0.525994,-1.1666089,-1.1020097,-0.855913,-0.8283176,-0.0275954
81,0.7650111,0.92328674,"('submissive', 'aggressive')",0.6284143,0.57274014,-0.93551666,-0.7154219,0.1526362,0.2602017,-0.1075655
38,0.755536,1.0169367,"('untruthful', 'truthful')",0.10531688,0.30791008,-0.021856245,0.28354073,0.2796655,0.5361292,-0.2564637
26,0.7398708,0.66734445,"('hardhearted', 'benevolent')",0.65994227,0.5747844,1.4494779,1.5714104,0.9497636,0.9378464,0.0119172
62,0.7266574,1.1393315,"('incompetent', 'brilliant')",0.33101964,0.7083994,-0.13632268,0.23869687,0.3071181,0.6954759,-0.3883578
7,0.6628744,0.6410882,"('insensitive', 'sensitive')",1.0913271,1.1401552,0.8938814,0.8763218,0.8826942,0.885855,-0.0031608
4,-0.65223575,-0.60818374,"('disliked', 'liked')",-0.18544266,-0.19927457,-6.88875,-6.6424985,-2.5754762,-2.483319,-0.0921572
69,-0.63811266,-0.8467208,"('lazy', 'industrious')",0.57653445,0.50771475,-0.2836579,-0.41610885,-0.1150787,-0.251705,0.1366263
23,0.6184302,0.94052595,"('insincere', 'sincere')",0.7400321,0.9981976,5.807484,5.918758,2.3886488,2.6191605,-0.2305117
41,0.6109022,0.6264509,"('unforgiving', 'forgiving')",-0.17888802,-0.12027564,-0.33669844,-0.2082413,0.0317719,0.0993113,-0.0675394
34,-0.5965477,-0.3778722,"('mean', 'honorable')",0.51727784,0.58446604,6.281702,6.1492214,2.0674774,2.1186051,-0.0511277
15,-0.59186953,-0.437326,"('boring', 'funny')",-0.213289,-0.12189795,0.28460875,0.31991395,-0.1735166,-0.07977,-0.0937466
32,0.5824751,0.9632528,"('unkind', 'kind')",-0.02286338,0.21391442,0.64966327,0.8680042,0.4030917,0.6817238,-0.2786321
87,0.56977516,0.7977203,"('unsuccessful', 'successful')",0.99849445,1.1136308,0.8112635,0.7522276,0.7931777,0.8878596,-0.0946819
17,0.5563108,0.5057092,"('nasty', 'nice')",0.22758898,0.40892637,-0.30959052,-0.29925314,0.1581031,0.2051275,-0.0470244
36,-0.5252663,-0.7841047,"('hostile', 'amicable')",-0.9779408,-1.0407827,0.32942784,0.2927593,-0.3912597,-0.5107094,0.1194497
29,-0.5201306,-0.5121327,"('unfair', 'fair')",-0.031328816,-0.08696398,-0.39611012,-0.48583484,-0.3158565,-0.3616438,0.0457873
67,-0.5137332,-0.09322742,"('doubtful', 'determined')",0.5094652,0.56450105,-0.38836724,-0.18174486,-0.1308784,0.0965096,-0.227388
77,-0.49697688,-0.5641274,"('unmotivated', 'motivated')",0.9384426,0.93470705,-1.0719317,-0.99914324,-0.2101553,-0.2095212,-0.0006341
45,0.49053392,0.34964332,"('incompetent', 'competent')",-0.38526186,-0.15924492,-0.54431367,-0.38580975,-0.1463472,-0.0651371,-0.0812101
80,0.4761268,0.42851678,"('dominated', 'dominating')",-0.22153574,-0.3317831,-1.0052078,-1.1350284,-0.2502056,-0.3460982,0.0958926
35,0.47145715,0.2798517,"('corrupt', 'incorrupt')",-1.5537758,-1.5662975,-0.1865726,-0.22890417,-0.4229637,-0.5051167,0.082153
86,0.46361554,0.2504942,"('uninfluential', 'influential')",-0.62350297,-0.62054425,-0.2586758,-0.33985522,-0.1395211,-0.2366351,0.097114
25,0.4572416,0.28091758,"('egoistic', 'altruistic')",0.13412252,0.056915812,1.5607991,1.5239213,0.7173878,0.6205849,0.0968029
28,0.4552626,0.3674748,"('disloyal', 'loyal')",0.059227653,0.08730637,0.7075004,0.6707986,0.4073302,0.3751933,0.0321369
27,0.4418442,0.0358318,"('hardhearted', 'softhearted')",0.518361,0.37908328,1.7609035,1.517402,0.9070362,0.6441057,0.2629305
65,0.43753237,0.8051748,"('insecure', 'secure')",-0.5999261,-0.526316,-0.6753688,-0.50070846,-0.2792542,-0.0739499,-0.2053043
51,0.40120664,0.69021946,"('uneducated', 'educated')",-0.10083275,-0.10175514,0.07445651,0.04699173,0.1249435,0.2118187,-0.0868752
56,0.39859432,1.091365,"('impractical', 'practical')",0.7235055,1.0643573,-0.418982,-0.036216408,0.2343726,0.7065019,-0.4721293
54,0.39746475,0.3752563,"('incapable', 'capable')",0.1675284,0.33094677,1.1127803,1.2331725,0.5592578,0.6464585,-0.0872007
1,0.3951965,0.05915457,"('unfriendly', 'friendly')",-0.032462943,-0.07828285,1.7442192,1.7089579,0.7023176,0.5632765,0.1390411
2,0.3623746,0.7236612,"('unlikable', 'likable')",1.0576365,1.3497324,0.63801557,0.9457196,0.6860089,1.006371,-0.3203621
52,-0.32915035,-0.36404818,"('irrational', 'rational')",-0.16006137,-0.27338874,-0.24110451,-0.2836183,-0.2434388,-0.3070184,0.0635796
50,0.3247452,0.3610233,"('clumsy', 'skillful')",-0.07184439,0.030681849,0.33848587,0.39160904,0.1971289,0.2611047,-0.0639758
5,-0.30738512,-0.26281813,"('distant', 'outgoing')",-0.24552545,-0.05696667,-0.09882878,0.030093633,-0.2172465,-0.0965637,-0.1206828
48,-0.2808575,-0.49071625,"('unintelligent', 'intelligent')",-0.22947371,-0.28117168,0.26733702,0.17099172,-0.0809981,-0.2002987,0.1193006
33,0.25895518,0.17982632,"('wrong', 'right')",0.49538314,0.4616201,-0.3095606,-0.37612277,0.1482592,0.0884412,0.059818
55,0.25212798,0.29733258,"('incompetent', 'clever')",-0.31695473,-0.21796659,-0.19058476,-0.115734786,-0.0851372,-0.0121229,-0.0730143
11,0.24198647,0.43654406,"('unhelpful', 'helpful')",0.45030347,0.6572234,1.9925737,2.2435977,0.8949545,1.1124551,-0.2175006
75,-0.21875174,-0.33307612,"('meek', 'impulsive')",-0.002679618,-0.0685474,-0.32122326,-0.26304457,-0.1808849,-0.221556,0.0406711
47,-0.2054259,-0.124535166,"('stupid', 'smart')",0.31020454,0.48725155,5.829345,5.9273643,1.9780413,2.0966935,-0.1186522
46,0.20469698,0.047677368,"('uncompetitive', 'competitive')",0.4883749,0.569082,-0.83583814,-0.8015845,-0.0475888,-0.0616084,0.0140196
84,0.1942773,0.17642935,"('inferior', 'superior')",-1.1167227,-1.1907145,0.6219547,0.5578901,-0.1001636,-0.1521317,0.0519681
37,0.18047798,-0.09654958,"('fake', 'genuine')",0.15136328,0.046462025,0.5929711,0.5824246,0.3082708,0.1774457,0.1308251
53,-0.1791676,-0.39074874,"('uncreative', 'creative')",0.6691197,0.6487538,0.9154447,0.9009283,0.4684656,0.3863111,0.0821545
88,-0.17279011,0.100112684,"('low', 'eminent')",-0.86656046,-0.7833248,0.025329378,0.16443612,-0.3380071,-0.1729253,-0.1650818
64,0.1701265,0.29863992,"('shy', 'confident')",0.7242996,0.71131754,-6.9875407,-6.7521296,-2.0310383,-1.9140574,-0.1169809
68,-0.14996654,-0.047642626,"('dependent', 'independent')",-1.5846093,-1.7591108,-0.44617656,-0.55758125,-0.7269174,-0.7881115,0.0611941
0,-0.14026645,-0.075516015,"('unsociable', 'sociable')",-0.1772337,-0.1093822,-0.68692297,-0.5720213,-0.3348077,-0.2523065,-0.0825012
57,-0.13579471,-0.58452123,"('unimaginative', 'imaginative')",0.4377524,0.22113559,-2.608671,-2.6046767,-0.7689044,-0.9893541,0.2204497
21,0.12575412,0.3607931,"('immoral', 'moral')",0.84185505,0.91839474,-0.70828503,-0.5712956,0.0864414,0.2359641,-0.1495227
83,0.11815718,-0.058182623,"('powerless', 'powerful')",1.3097696,1.3551772,-0.6086985,-0.61643374,0.2730761,0.2268536,0.0462225
8,-0.11165594,-0.24476492,"('unaffectionate', 'affectionate')",-0.2568832,-0.12314676,0.7240267,0.8140893,0.1184958,0.1487259,-0.0302301
79,-0.10549812,-0.03937403,"('wavering', 'unwavering')",-0.33868003,-0.07797846,0.2581798,0.2584473,-0.0619995,0.0470316,-0.1090311
14,0.092816584,0.31428242,"('antisocial', 'social')",1.0481367,1.184724,-0.8950817,-0.75442946,0.0819572,0.2481923,-0.1662351
59,-0.08165562,-0.038081117,"('foolish', 'wise')",0.23875865,0.31840256,0.452259,0.59092516,0.2031207,0.2904155,-0.0872948
82,-0.0721263,0.12023283,"('poor', 'rich')",-0.16855298,-0.01015321,5.8125677,5.888728,1.8572961,1.9996026,-0.1423065
20,0.0686003,-0.16568638,"('rough', 'thoughtful')",-0.31453323,-0.42184567,1.1380484,1.167502,0.2973718,0.1933233,0.1040485
19,-0.062396694,0.015587631,"('inhospitable', 'hospitable')",-0.60593283,-0.44547325,-0.0016415901,0.107837915,-0.2233237,-0.1073492,-0.1159745
85,0.044528563,-0.05940116,"('insignificant', 'prestigious')",1.1017662,1.0221325,0.7758445,0.6080055,0.6407131,0.523579,0.1171341
3,-0.03247377,-0.0609272,"('repellent', 'pleasant')",0.16491605,0.055724666,0.27839884,0.2767579,0.136947,0.0905185,0.0464285
6,0.022130735,-0.09508613,"('distant', 'open')",-0.65218097,-0.47966918,0.6481256,0.71706533,0.0060251,0.0474367,-0.0414116
