,baxter_male,baxter_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
71,2.0065413,1.5378312,"('diffident', 'self-confident')",1.210723,0.9382318,0.7487666,0.70469797,1.3220103,1.0602536,0.2617567
44,-1.9467223,-1.8207321,"('prejudiced', 'unprejudiced')",0.19034836,0.11980067,-1.2637398,-1.1214869,-1.0067046,-0.9408061,-0.0658985
75,-1.8761024,-2.4653444,"('meek', 'impulsive')",-0.22174816,-0.66265327,-0.47384664,-0.5665646,-0.8572324,-1.2315207,0.3742883
9,1.6167588,1.1583794,"('unaffectionate', 'caring')",0.53514993,0.5456307,1.3285944,1.2380198,1.1601678,0.9806767,0.1794911
16,-1.5374705,-1.8946966,"('unpopular', 'popular')",0.031683892,0.08175576,0.6012011,0.66325676,-0.3015285,-0.383228,0.0816995
39,1.5240015,2.4398017,"('exploitative', 'cooperative')",0.6171216,1.1363702,-0.1138511,0.1963487,0.6757573,1.2575068,-0.5817495
61,1.4419334,1.891124,"('illogical', 'logical')",-0.4441176,-0.025042877,0.15386838,0.3799873,0.3838947,0.7486895,-0.3647948
74,1.2985699,1.3386039,"('undedicated', 'dedicated')",0.60340905,0.65049624,0.10744934,0.19086719,0.6698094,0.7266558,-0.0568464
12,1.2758487,1.3597306,"('unsupportive', 'supportive')",0.73535645,0.7093398,-1.6816512,-1.7191174,0.1098513,0.116651,-0.0067997
26,1.2419071,0.5401218,"('hardhearted', 'benevolent')",1.5291401,1.674332,1.7969302,1.908616,1.5226591,1.3743566,0.1483025
57,-1.1562253,-0.97270566,"('unimaginative', 'imaginative')",-0.39323375,-0.16869219,-2.5802717,-2.5693398,-1.3765769,-1.2369126,-0.1396643
78,1.1507503,0.8686761,"('nonresilient', 'resilient')",1.2165442,1.018813,0.3569969,0.18603304,0.9080971,0.691174,0.2169231
56,1.1160057,1.5959215,"('impractical', 'practical')",1.1397511,0.9390368,-0.3089785,-0.36901414,0.6489261,0.7219814,-0.0730553
32,1.0994282,1.3426884,"('unkind', 'kind')",0.16776165,0.22616078,0.82241565,0.78639597,0.6965352,0.7850817,-0.0885465
43,1.0746062,1.597076,"('irresponsible', 'responsible')",0.6503299,0.8335787,0.28055656,0.43458298,0.6684976,0.9550792,-0.2865816
48,1.0733111,1.4848175,"('unintelligent', 'intelligent')",0.3784954,0.323225,0.4954321,0.3523311,0.6490796,0.7201246,-0.071045
66,-1.0701762,-1.464992,"('inactive', 'active')",0.81716955,0.7604805,0.9771533,1.0769217,0.2413822,0.1241367,0.1172455
1,1.0677854,0.34450293,"('unfriendly', 'friendly')",0.5786221,0.6015019,1.9569169,1.8917,1.2011081,0.9459016,0.2552065
4,-1.0663786,-1.9145396,"('disliked', 'liked')",-0.45587742,-0.5932306,-6.608093,-6.5824876,-2.7101164,-3.0300859,0.3199695
64,-1.0520741,-0.6668167,"('shy', 'confident')",-0.09689485,0.032791965,-6.6930037,-6.517975,-2.6139908,-2.3839998,-0.229991
27,0.9615467,0.9146513,"('hardhearted', 'softhearted')",0.13537954,0.09932035,1.4544941,1.5411676,0.8504734,0.851713,-0.0012396
59,0.958762,-0.059684515,"('foolish', 'wise')",0.83590204,0.607641,0.69349015,0.7625326,0.8293847,0.4368297,0.392555
3,-0.9476681,-0.40776843,"('repellent', 'pleasant')",-0.33563817,-0.36844575,0.14693262,0.15036923,-0.3787912,-0.208615,-0.1701762
41,0.9463417,0.9897667,"('unforgiving', 'forgiving')",-0.02389545,0.28605366,-0.13645445,0.08396891,0.2619973,0.4532631,-0.1912658
68,-0.88917446,-0.3138628,"('dependent', 'independent')",-0.04800728,-0.13457063,-0.7872593,-0.77767223,-0.5748137,-0.4087019,-0.1661118
23,0.8266059,1.2289567,"('insincere', 'sincere')",0.47163314,0.27184364,5.496642,5.457408,2.2649603,2.3194027,-0.0544424
