,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,male-female
1,-2.0582628,-2.0468621,"('unfriendly', 'friendly')",2.0159984,1.5360585,-0.0211322,-0.2554018,0.2342696
53,-1.9041109,-1.7568431,"('uncreative', 'creative')",1.0763999,0.9793783,-0.4138555,-0.3887324,-0.0251231
86,-1.6157631,-1.7043275,"('uninfluential', 'influential')",0.6138072,0.47449774,-0.5009779,-0.6149149,0.113937
10,-1.5633337,-1.6079214,"('unsympathetic', 'sympathetic')",-0.115520254,-0.024330124,-0.839427,-0.8161258,-0.0233012
63,-1.497329,-1.4897045,"('unperceptive', 'insightful')",1.3666068,1.062815,-0.0653611,-0.2134448,0.1480837
77,-1.2990537,-1.1720599,"('unmotivated', 'motivated')",-0.96605384,-0.9575276,-1.1325538,-1.0647937,-0.0677601
23,-1.2824335,-1.1521244,"('insincere', 'sincere')",4.10533,4.1706347,1.4114482,1.5092552,-0.097807
21,-1.2448943,-1.0721303,"('immoral', 'moral')",-1.2419318,-0.85428476,-1.243413,-0.9632075,-0.2802055
19,-1.231766,-1.1004469,"('inhospitable', 'hospitable')",-0.6692879,-0.77591324,-0.950527,-0.9381801,-0.0123469
44,1.1835326,1.3972437,"('prejudiced', 'unprejudiced')",-1.713144,-1.4790385,-0.2648057,-0.0408974,-0.2239083
11,-1.1746536,-0.8990819,"('unhelpful', 'helpful')",1.0749332,1.0005219,-0.0498602,0.05072,-0.1005802
73,1.1231135,1.0973545,"('helpless', 'self-reliant')",-2.0980213,-2.2221735,-0.4874539,-0.5624095,0.0749556
51,-1.0760654,-1.0190415,"('uneducated', 'educated')",-0.0016913116,0.43360686,-0.5388784,-0.2927173,-0.2461611
48,-1.0309732,-1.067302,"('unintelligent', 'intelligent')",0.000880884,-0.0064586345,-0.5150462,-0.5368803,0.0218341
20,-1.0240297,-0.98573416,"('rough', 'thoughtful')",1.2685645,1.2635707,0.1222674,0.1389183,-0.0166509
69,0.99767345,1.0186901,"('lazy', 'industrious')",-0.11087568,-0.34532383,0.4433989,0.3366832,0.1067157
37,0.9623894,0.92605644,"('fake', 'genuine')",0.8281881,0.77875626,0.8952888,0.8524064,0.0428824
61,-0.9531848,-0.8888231,"('illogical', 'logical')",1.1229407,1.1946813,0.0848779,0.1529291,-0.0680512
85,-0.94875443,-0.94856554,"('insignificant', 'prestigious')",-0.34529412,-0.5671752,-0.6470243,-0.7578704,0.1108461
9,-0.9227848,-0.8710135,"('unaffectionate', 'caring')",1.2449005,0.9212455,0.1610578,0.025116,0.1359418
80,0.9041816,0.7697234,"('dominated', 'dominating')",0.44609338,0.4969262,0.6751375,0.6333248,0.0418127
78,-0.9040915,-1.2224337,"('nonresilient', 'resilient')",0.9813293,0.6807271,0.0386189,-0.2708533,0.3094722
27,-0.9030116,-1.0770979,"('hardhearted', 'softhearted')",0.3760041,0.21020603,-0.2635038,-0.4334459,0.1699421
0,-0.88026816,-1.0352875,"('unsociable', 'sociable')",-0.046462864,0.110543706,-0.4633655,-0.4623719,-0.0009936
64,0.84938526,0.7784918,"('shy', 'confident')",-3.9761374,-3.8378317,-1.5633761,-1.52967,-0.0337061
88,-0.8384368,-0.71228594,"('low', 'eminent')",0.10102502,0.32333118,-0.3687059,-0.1944774,-0.1742285
57,-0.82980275,-0.88486403,"('unimaginative', 'imaginative')",-0.79214025,-0.98156804,-0.8109715,-0.933216,0.1222445
24,-0.8030522,-0.6576418,"('dishonest', 'honest')",0.7575988,0.85451,-0.0227267,0.0984341,-0.1211608
16,-0.76126754,-0.7295649,"('unpopular', 'popular')",-0.22037753,-0.27601472,-0.4908226,-0.5027898,0.0119672
82,-0.743117,-0.5588592,"('poor', 'rich')",4.5172544,4.837045,1.8870687,2.1390929,-0.2520242
54,-0.72623575,-0.5135765,"('incapable', 'capable')",0.37519854,0.40225032,-0.1755186,-0.0556631,-0.1198555
32,-0.72435975,-0.5139371,"('unkind', 'kind')",0.51919276,0.8169465,-0.1025835,0.1515047,-0.2540882
58,-0.6804,-0.9359177,"('undiscriminating', 'discriminating')",1.2106942,0.75253296,0.2651471,-0.0916924,0.3568395
43,-0.6772941,-0.4656033,"('irresponsible', 'responsible')",1.301522,1.5640931,0.312114,0.5492449,-0.2371309
38,-0.6746127,-0.54074717,"('untruthful', 'truthful')",0.2664023,0.057020884,-0.2041052,-0.2418631,0.0377579
8,-0.65933096,-0.6119305,"('unaffectionate', 'affectionate')",0.7025916,0.38102925,0.0216303,-0.1154506,0.1370809
13,-0.65765005,-0.62034136,"('impolite', 'polite')",-0.36788678,-0.16516066,-0.5127684,-0.392751,-0.1200174
41,-0.6373653,-0.67674285,"('unforgiving', 'forgiving')",0.827706,0.53510046,0.0951703,-0.0708212,0.1659915
71,-0.6350062,-0.6425175,"('diffident', 'self-confident')",0.5950456,0.3036027,-0.0199803,-0.1694574,0.1494771
74,-0.58829224,-0.5195876,"('undedicated', 'dedicated')",1.0980159,1.0882947,0.2548618,0.2843536,-0.0294918
70,-0.5774996,-0.71099454,"('lethargic', 'energetic')",0.41912252,0.32233238,-0.0791886,-0.1943311,0.1151425
36,-0.52987283,-0.5291694,"('hostile', 'amicable')",0.92464054,0.70806044,0.1973839,0.0894455,0.1079384
4,0.5055071,0.32784462,"('disliked', 'liked')",-3.8376198,-4.193528,-1.6660564,-1.9328418,0.2667854
28,-0.49830556,-0.48754367,"('disloyal', 'loyal')",1.1882999,1.2154498,0.3449972,0.3639531,-0.0189559
29,-0.49562395,-0.5849582,"('unfair', 'fair')",-0.14445695,-0.3668762,-0.3200405,-0.4759172,0.1558767
30,0.4877942,0.6486577,"('intolerant', 'tolerant')",0.64086145,0.8741207,0.5643278,0.7613892,-0.1970614
46,-0.4793719,-0.48404056,"('uncompetitive', 'competitive')",0.14028616,0.25727424,-0.1695429,-0.1133832,-0.0561597
31,-0.46864042,-0.5356289,"('evil', 'good')",-0.41856858,-0.8700361,-0.4436045,-0.7028325,0.259228
26,-0.44778794,-0.4861477,"('hardhearted', 'benevolent')",2.828337,2.6670682,1.1902745,1.0904603,0.0998142
55,-0.43651992,-0.37239388,"('incompetent', 'clever')",0.18471187,0.42967293,-0.125904,0.0286395,-0.1545435
52,-0.41992497,-0.43849888,"('irrational', 'rational')",-0.12292928,-0.26211232,-0.2714271,-0.3503056,0.0788785
3,-0.41527387,-0.333053,"('repellent', 'pleasant')",-0.18779416,0.13308989,-0.301534,-0.0999816,-0.2015524
56,0.38823837,0.3813025,"('impractical', 'practical')",0.8894491,1.0141922,0.6388438,0.6977473,-0.0589035
18,-0.380494,-0.1548666,"('disagreeable', 'welcoming')",-1.1388015,-1.0969032,-0.7596477,-0.6258849,-0.1337628
83,0.37828952,0.33150563,"('powerless', 'powerful')",-0.249185,-0.29835945,0.0645523,0.0165731,0.0479792
75,0.3678434,0.41181743,"('meek', 'impulsive')",-1.1135452,-1.3746651,-0.3728509,-0.4814239,0.108573
35,0.36200565,0.41952652,"('corrupt', 'incorrupt')",-0.8207828,-0.9144329,-0.2293886,-0.2474532,0.0180646
87,-0.3575322,-0.39979166,"('unsuccessful', 'successful')",1.411985,1.5864617,0.5272264,0.593335,-0.0661086
7,-0.352442,-0.4140176,"('insensitive', 'sensitive')",0.8267756,0.68953764,0.2371668,0.13776,0.0994068
40,0.35111696,0.17940408,"('stingy', 'generous')",-1.1412143,-1.4906484,-0.3950486,-0.6556221,0.2605735
42,0.3477359,0.3751043,"('unreliable', 'reliable')",-1.6715608,-1.6749676,-0.6619124,-0.6499317,-0.0119807
49,-0.32299346,-0.30365264,"('unable', 'able')",-0.5478448,-0.5223909,-0.4354191,-0.4130218,-0.0223973
12,-0.31386918,-0.4211035,"('unsupportive', 'supportive')",-0.646721,-0.94375986,-0.4802951,-0.6824317,0.2021366
14,0.30290124,0.2667102,"('antisocial', 'social')",0.75167173,1.0180866,0.5272865,0.6423984,-0.1151119
72,-0.28925496,-0.22269976,"('unambitious', 'ambitious')",0.8240152,0.81503195,0.2673801,0.2961661,-0.028786
34,-0.2765118,-0.28218514,"('mean', 'honorable')",3.805067,3.7172484,1.7642777,1.7175317,0.046746
47,-0.25535405,-0.10250205,"('stupid', 'smart')",4.2131243,4.3443804,1.9788852,2.1209393,-0.1420541
79,0.2434722,0.11997511,"('wavering', 'unwavering')",-0.15427583,-0.6100045,0.0445982,-0.2450147,0.2896129
84,0.2367692,-0.031768966,"('inferior', 'superior')",0.8383758,0.65658706,0.5375725,0.312409,0.2251635
6,-0.22637385,-0.16249117,"('distant', 'open')",0.056022305,-0.28180552,-0.0851758,-0.2221483,0.1369725
2,0.22236197,0.5535853,"('unlikable', 'likable')",0.24301144,0.46393228,0.2326867,0.5087588,-0.2760721
76,-0.20910235,-0.17964438,"('anxious', 'daring')",-0.235714,0.078460015,-0.2224082,-0.0505922,-0.171816
67,0.1877202,0.3932867,"('doubtful', 'determined')",-0.4501047,-0.24591503,-0.1311923,0.0736858,-0.2048781
39,0.16881777,0.4172388,"('exploitative', 'cooperative')",0.45597792,0.7137598,0.3123978,0.5654993,-0.2531015
