,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,male-female
66,-0.16188331,-0.20661572,"('inactive', 'active')",0.9121,0.69103134,0.3751084,0.2422078,0.1329006
22,-0.15613148,-0.15084606,"('untrustworthy', 'trustworthy')",-0.28368938,-0.36275974,-0.2199104,-0.2568029,0.0368925
50,0.14544521,0.24569741,"('clumsy', 'skillful')",-0.4702773,-0.4878344,-0.162416,-0.1210685,-0.0413475
62,-0.14302674,-0.049240086,"('incompetent', 'brilliant')",0.52834487,0.48567617,0.1926591,0.218218,-0.0255589
33,0.111647315,0.2189242,"('wrong', 'right')",-0.07318638,-0.3112078,0.0192305,-0.0461418,0.0653723
59,0.108918354,0.30675703,"('foolish', 'wise')",-0.18539047,-0.2606431,-0.0382361,0.023057,-0.0612931
45,-0.10065782,-0.26857293,"('incompetent', 'competent')",1.5822414,1.2621703,0.7407918,0.4967987,0.2439931
15,0.09849778,0.06386387,"('boring', 'funny')",-0.21975568,-0.22897884,-0.060629,-0.0825575,0.0219285
5,-0.088098556,-0.0935726,"('distant', 'outgoing')",0.017836653,-0.3617059,-0.035131,-0.2276393,0.1925083
17,-0.08626518,-0.29674315,"('nasty', 'nice')",-1.3466163,-1.4556309,-0.7164407,-0.876187,0.1597463
81,-0.077334516,0.09076115,"('submissive', 'aggressive')",-0.7893028,-0.4520386,-0.4333187,-0.1806387,-0.25268
25,0.077282876,0.021210138,"('egoistic', 'altruistic')",0.927082,0.8582256,0.5021824,0.4397179,0.0624645
68,-0.024133543,-0.06374748,"('dependent', 'independent')",-0.9089713,-0.81393087,-0.4665524,-0.4388392,-0.0277132
65,-0.018487565,-0.01421953,"('insecure', 'secure')",0.52427673,0.790688,0.2528946,0.3882342,-0.1353396
60,-0.0065938495,0.07800886,"('inefficient', 'efficient')",0.14473636,0.4700888,0.0690713,0.2740488,-0.2049775
