,xerox_male,xerox_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,male-female
12,-1.7262465,-1.5960871,"('unsupportive', 'supportive')",0.2529152,0.40721467,-1.7262319,-1.7844906,-1.066521,-0.991121,-0.0754
65,-1.6503704,-1.5030893,"('insecure', 'secure')",0.32275552,0.27995202,0.29043725,0.10003019,-0.3457259,-0.374369,0.0286431
11,-1.6403685,-1.612574,"('unhelpful', 'helpful')",-1.4380859,-1.585702,2.102286,1.8006486,-0.3253895,-0.4658758,0.1404863
3,-1.5789976,-1.4945252,"('repellent', 'pleasant')",0.9473636,0.9225764,1.1493399,1.144799,0.1725686,0.1909501,-0.0183815
36,1.5018053,1.3492913,"('hostile', 'amicable')",-1.2017919,-1.1910547,-0.7726911,-0.7183978,-0.1575592,-0.1867204,0.0291612
38,-1.4796607,-1.5376284,"('untruthful', 'truthful')",-0.8682366,-1.033103,-0.02438221,-0.3869322,-0.7907598,-0.9858878,0.195128
32,-1.4696729,-1.4438024,"('unkind', 'kind')",-0.084139615,-0.11987792,1.0148004,0.83711356,-0.1796707,-0.2421889,0.0625182
24,-1.4536126,-1.3577998,"('dishonest', 'honest')",-1.1548126,-1.2311157,0.8070445,0.42276913,-0.6004602,-0.7220488,0.1215886
62,-1.4161092,-1.491736,"('incompetent', 'brilliant')",0.62822783,0.42958975,0.6758869,0.25681296,-0.0373315,-0.2684445,0.231113
7,-1.3675045,-1.2063987,"('insensitive', 'sensitive')",0.5251384,0.3670294,0.90161866,0.75783736,0.0197509,-0.0271773,0.0469282
47,-1.3249782,-1.1925733,"('stupid', 'smart')",-0.008055165,-0.08599387,5.686783,5.6037807,1.4512498,1.4417378,0.009512
6,1.3214439,1.2188506,"('distant', 'open')",-0.888328,-0.8227504,-0.57758516,-0.58419216,-0.0481564,-0.0626973,0.0145409
77,-1.3095238,-1.2635971,"('unmotivated', 'motivated')",1.1218408,1.009959,-1.3124987,-1.2774405,-0.5000606,-0.5103596,0.010299
28,-1.2048197,-1.2942924,"('disloyal', 'loyal')",-0.11521231,-0.33411208,1.5093168,1.1691825,0.0630949,-0.153074,0.2161689
74,-1.1847645,-1.1988704,"('undedicated', 'dedicated')",-0.022630822,0.084961444,-0.051206492,-0.15295297,-0.4195339,-0.4222873,0.0027534
72,-1.1641269,-1.1574894,"('unambitious', 'ambitious')",0.049977668,-0.083530486,0.08558477,-0.20431271,-0.3428548,-0.4817775,0.1389227
52,1.1547492,1.1101478,"('irrational', 'rational')",-1.6780306,-1.4609647,-0.44122627,-0.3850365,-0.3215026,-0.2452844,-0.0762182
59,1.1451658,1.1247791,"('foolish', 'wise')",-1.0731922,-1.009769,-0.23788214,-0.40000594,-0.0553029,-0.0949986,0.0396957
80,-1.127767,-0.96472543,"('dominated', 'dominating')",1.1729002,1.1723311,0.007833121,0.0621709,0.0176555,0.0899255,-0.07227
73,1.124273,1.0544411,"('helpless', 'self-reliant')",0.024548396,0.102038026,-3.542552,-3.7468197,-0.7979102,-0.8634469,0.0655367
33,1.0995647,1.0744457,"('wrong', 'right')",0.51994836,0.71064985,-0.83604,-0.87677896,0.2611577,0.3027722,-0.0416145
42,-1.0983517,-0.9318311,"('unreliable', 'reliable')",1.0376441,1.29484,-2.7937756,-2.7766097,-0.9514944,-0.8045336,-0.1469608
30,-1.0705907,-0.8201933,"('intolerant', 'tolerant')",0.7893133,0.9658553,0.4846767,0.4412591,0.0677998,0.1956404,-0.1278406
25,1.0580894,1.0222095,"('egoistic', 'altruistic')",0.71463156,0.63669866,0.860069,1.0080425,0.8775966,0.8889836,-0.011387
79,1.0495795,0.94956905,"('wavering', 'unwavering')",-1.2956365,-1.2786347,-0.4052816,-0.584722,-0.2171129,-0.3045959,0.087483
37,-1.0425103,-0.862929,"('fake', 'genuine')",-0.06404074,-0.012037322,0.85823834,0.655485,-0.0827709,-0.0731604,-0.0096105
31,1.0330952,0.8669522,"('evil', 'good')",-1.5314052,-1.50917,-1.5109882,-1.4585766,-0.6697661,-0.7002648,0.0304987
76,-1.0284843,-0.78550863,"('anxious', 'daring')",0.7366382,0.8131629,0.21986777,0.24174683,-0.0239928,0.0898004,-0.1137932
68,-0.8839277,-0.9777131,"('dependent', 'independent')",0.123530716,-0.009051019,-0.31732535,-0.47535512,-0.3592408,-0.4873731,0.1281323
84,0.8443233,0.7895354,"('inferior', 'superior')",0.506806,0.49228564,0.8824122,0.8771832,0.7445138,0.7196681,0.0248457
40,0.71135134,0.6989092,"('stingy', 'generous')",0.9950133,0.99136263,-1.4826126,-1.5440067,0.074584,0.048755,0.025829
82,-0.6991264,-0.68361497,"('poor', 'rich')",1.3387986,1.2127091,6.913087,6.6063285,2.5175864,2.3784742,0.1391122
16,0.68060833,0.5063598,"('unpopular', 'popular')",-0.7902842,-0.99453145,-0.07552099,-0.13251173,-0.0617323,-0.2068945,0.1451622
61,-0.6613563,-0.63743764,"('illogical', 'logical')",0.5015999,0.43856582,0.8098244,0.836294,0.2166893,0.2124741,0.0042152
5,0.6573363,0.45682883,"('distant', 'outgoing')",-0.8096706,-0.874841,-0.7924365,-0.96542686,-0.3149236,-0.4611464,0.1462228
78,-0.642272,-0.57077724,"('nonresilient', 'resilient')",1.0019329,1.0572778,0.4954794,0.43744034,0.2850468,0.3079803,-0.0229335
53,-0.60755163,-0.77965957,"('uncreative', 'creative')",0.32621247,0.025124066,0.8572244,0.544661,0.1919617,-0.0699582,0.2619199
66,0.6062309,0.4967615,"('inactive', 'active')",1.4867921,1.4086968,0.88321435,1.1119255,0.9920791,1.0057945,-0.0137154
15,0.57748616,0.3677228,"('boring', 'funny')",-1.5897143,-1.7608981,-0.0985434,-0.108975746,-0.3702572,-0.500717,0.1304598
49,-0.56748456,-0.6219442,"('unable', 'able')",-0.6823187,-0.7208284,0.16300361,-0.082942046,-0.3622666,-0.4752382,0.1129716
50,0.5260467,0.66084117,"('clumsy', 'skillful')",0.18816315,0.3402718,0.41430193,0.2794414,0.3761706,0.4268514,-0.0506808
48,-0.5154471,-0.5313257,"('unintelligent', 'intelligent')",-0.4353612,-0.35718715,0.6089249,0.5045344,-0.1139611,-0.1279928,0.0140317
44,0.46787855,0.5756588,"('prejudiced', 'unprejudiced')",-0.9080573,-0.8894399,-1.690617,-1.4350965,-0.7102652,-0.5829592,-0.127306
34,-0.44172034,-0.31391114,"('mean', 'honorable')",-0.028191097,-0.09276301,5.907631,5.780395,1.8125731,1.7912404,0.0213327
88,-0.42751217,-0.35870975,"('low', 'eminent')",-0.45418918,-0.38628444,-0.32769895,-0.37745622,-0.4031334,-0.3741501,-0.0289833
71,0.40907556,0.38612273,"('diffident', 'self-confident')",0.99074525,0.9691988,0.2138549,0.10663852,0.5378919,0.48732,0.0505719
83,0.39947414,0.29640275,"('powerless', 'powerful')",0.9531451,0.96238565,-0.36161056,-0.430803,0.3303362,0.2759951,0.0543411
67,-0.38353232,-0.46223518,"('doubtful', 'determined')",0.123644546,0.027991727,-0.8425784,-0.86099756,-0.3674887,-0.431747,0.0642583
8,0.3718845,0.35189325,"('unaffectionate', 'affectionate')",-0.77022326,-0.60466176,0.62633675,0.64130723,0.0759993,0.1295129,-0.0535136
29,0.30990458,0.14644837,"('unfair', 'fair')",-0.079120666,-0.2850299,-0.25814664,-0.34596604,-0.0091209,-0.1615159,0.152395
2,0.22875619,0.23372203,"('unlikable', 'likable')",1.2587713,1.2338609,0.4336466,0.42794013,0.6403913,0.631841,0.0085503
1,0.21297683,-0.08830393,"('unfriendly', 'friendly')",-0.26027328,-0.39908338,0.8852942,0.65009505,0.2793326,0.0542359,0.2250967
26,0.20773558,0.27717507,"('hardhearted', 'benevolent')",0.8838368,1.0152148,1.0464736,1.2469015,0.712682,0.8464305,-0.1337485
58,-0.18914616,-0.053483278,"('undiscriminating', 'discriminating')",0.8647274,0.9145897,0.21794249,0.1563557,0.2978412,0.339154,-0.0413128
19,-0.15165456,-0.17998487,"('inhospitable', 'hospitable')",-1.0932857,-0.9535587,-0.6740587,-0.7114149,-0.6396663,-0.6149861,-0.0246802
9,-0.13663034,-0.20574501,"('unaffectionate', 'caring')",0.096438065,0.1429373,1.5047911,1.3756707,0.4881996,0.437621,0.0505786
54,0.12793249,0.12531632,"('incapable', 'capable')",-0.23316248,-0.0068609677,0.7554109,0.6696983,0.216727,0.2627179,-0.0459909
87,-0.12615027,-0.2407287,"('unsuccessful', 'successful')",0.6912916,0.46502185,1.2587776,0.9418565,0.607973,0.3887165,0.2192565
39,0.08365478,0.28180766,"('exploitative', 'cooperative')",-0.51002026,-0.42020416,0.08022754,0.26004615,-0.1153793,0.0405499,-0.1559292
20,-0.079848014,-0.0919053,"('rough', 'thoughtful')",0.6859336,0.7396109,0.79166895,0.8965589,0.4659182,0.5147549,-0.0488367
18,0.071770325,0.3164558,"('disagreeable', 'welcoming')",-0.5674662,-0.31446669,-0.6357184,-0.4483763,-0.3771381,-0.1487957,-0.2283424
27,0.071727164,0.15068334,"('hardhearted', 'softhearted')",-0.009286284,0.15174666,1.264677,1.422398,0.4423726,0.5749427,-0.1325701
4,-0.06021526,-0.30798882,"('disliked', 'liked')",0.1932102,-0.09676185,-7.1985908,-7.409784,-2.3551985,-2.6048449,0.2496464
17,-0.0046802983,0.019910099,"('nasty', 'nice')",-1.6185064,-1.6468467,-0.85992074,-0.7702256,-0.8277025,-0.7990541,-0.0286484
