,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.2091606,-2.096272,"('unfriendly', 'friendly')",1.0657207,1.2620964,-0.34418294,0.14409088,1.4894774,1.5622456,0.0004636,0.2180402,-0.2175766
53,-1.7097211,-1.5294474,"('uncreative', 'creative')",-0.8160164,-0.6615262,0.052231863,0.33965856,1.0354792,1.140873,-0.3595066,-0.1776106,-0.181896
8,-1.6712219,-1.5305681,"('unaffectionate', 'affectionate')",0.21289009,0.38182652,-0.838803,-0.46191186,0.11533654,0.23758548,-0.5454496,-0.343267,-0.2021826
57,-1.5212774,-1.7703292,"('unimaginative', 'imaginative')",-0.44086793,-0.7377578,-0.78286445,-0.8897176,-2.2993493,-2.3671486,-1.2610898,-1.4412384,0.1801486
25,-1.2315093,-1.1978704,"('egoistic', 'altruistic')",0.18245196,0.2376956,1.0150154,1.1055236,1.4325368,1.3056605,0.3496237,0.3627523,-0.0131286
58,-1.2110584,-1.2382215,"('undiscriminating', 'discriminating')",-0.9994687,-1.2375762,0.5835109,0.28228915,0.026899602,-0.11311069,-0.4000291,-0.5766549,0.1766258
36,-1.1936777,-1.2602317,"('hostile', 'amicable')",-0.25062752,-0.3382861,-0.89627934,-0.9605924,-0.06365267,-0.29600778,-0.6010593,-0.7137795,0.1127202
5,-1.1645889,-0.9670144,"('distant', 'outgoing')",0.456632,0.7781551,-0.82673186,-0.37390015,-0.28893566,-0.05583668,-0.4559061,-0.154649,-0.3012571
31,-1.1013805,-1.2092755,"('evil', 'good')",-0.39953998,-0.4787897,-1.1677397,-1.1921834,-1.1889327,-1.4269725,-0.9643982,-1.0768052,0.112407
0,-1.0838379,-1.3885231,"('unsociable', 'sociable')",0.036005795,-0.07583164,-0.673957,-0.5949596,-0.33654302,-0.38893038,-0.514583,-0.6120611,0.0974781
73,1.056206,1.209907,"('helpless', 'self-reliant')",0.73039323,0.7050427,0.18349944,0.24392588,-3.3614025,-3.169245,-0.347826,-0.2525923,-0.0952337
6,-1.0362493,-0.9078262,"('distant', 'open')",0.5799503,0.8082286,-0.8700606,-0.59778494,0.41680098,0.44063464,-0.2273897,-0.064187,-0.1632027
86,-0.9620451,-1.1153467,"('uninfluential', 'influential')",0.14209889,-0.031253148,-0.20447403,-0.17390531,-0.150339,-0.1650979,-0.2936898,-0.3714008,0.077711
2,0.9553779,0.78456557,"('unlikable', 'likable')",1.4972752,1.4227631,1.7019842,1.8775282,0.82268465,0.8615197,1.2443305,1.2365942,0.0077363
