,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
51,-0.3458632,-0.5281093,"('uneducated', 'educated')",0.23221032,-0.02644733,1.1195718,1.0762764,-1.2303098,-1.3526788,-0.28217325,-0.29411805,-0.7431929,-0.72394204,-0.2082928,-0.3081698,0.099877
72,-0.34386793,-0.2670268,"('unambitious', 'ambitious')",-0.0719719,0.09722291,0.7297611,0.440864,-2.0706673,-1.8387759,-0.53424025,-0.47200516,-1.1573763,-1.0270201,-0.5747271,-0.5111235,-0.0636036
88,0.32885316,0.35571012,"('low', 'eminent')",0.3454923,0.5826595,0.5669438,0.58926815,-1.33559,-1.3858258,0.3921791,0.41262442,-1.1537731,-1.0517837,-0.1426491,-0.0828912,-0.0597579
62,-0.32083437,-0.07881035,"('incompetent', 'brilliant')",-0.16797128,0.040568598,0.7647724,1.1273254,-2.15061,-1.5805105,-1.4561479,-1.2356008,-1.4724345,-1.17116,-0.8005376,-0.4830313,-0.3175063
24,-0.31944683,-0.092575684,"('dishonest', 'honest')",-1.2948048,-1.0269156,0.2117582,0.39157405,-1.904908,-1.7119526,-0.4997027,-0.30619586,-0.9539093,-0.8285596,-0.7935023,-0.5957709,-0.1977314
29,-0.31648117,-0.22504012,"('unfair', 'fair')",-1.5894203,-1.4309736,-1.5384182,-1.3467765,0.4602354,0.525817,-0.28508422,-0.26818585,-0.8656118,-0.8725102,-0.6891301,-0.6029449,-0.0861852
27,-0.3097586,-0.39779508,"('hardhearted', 'softhearted')",-1.3716753,-1.4420838,-0.6496907,-0.6615411,-0.36326674,-0.43793687,-0.51717263,-0.7378511,-0.3119954,-0.46175644,-0.5872598,-0.6898274,0.1025676
42,0.30882943,0.145536,"('unreliable', 'reliable')",-0.56653273,-0.6633024,0.24769506,0.10082485,0.33532777,0.39521202,0.16810969,0.21979384,-1.7264835,-2.0734434,-0.205509,-0.3125632,0.1070542
11,-0.29734108,-0.25959072,"('unhelpful', 'helpful')",0.11409396,0.19623227,0.5900853,0.7673,-1.8576591,-1.5096724,-1.2890756,-1.1893356,0.887991,1.2009668,-0.3086509,-0.1323499,-0.176301
13,-0.29576242,-0.5308909,"('impolite', 'polite')",-0.30233246,-0.5309402,1.7312052,1.8440763,-1.4434271,-1.087551,-1.0102026,-0.8948777,-0.5033214,-0.45577914,-0.3039735,-0.2759937,-0.0279798
23,0.29171118,0.23108506,"('insincere', 'sincere')",-0.19006357,-0.12907813,1.2536238,1.4023936,-3.3227963,-3.2202444,-1.0798582,-0.97504675,1.854526,2.174272,-0.1988095,-0.0861031,-0.1127064
4,-0.28597933,-0.09269543,"('disliked', 'liked')",0.42796504,0.5989137,-1.0318424,-0.80250883,1.7098659,2.1238158,0.6415599,0.8763363,-3.2988305,-3.5057056,-0.3062102,-0.1336407,-0.1725695
35,0.26326984,0.5246232,"('corrupt', 'incorrupt')",0.6926667,0.95713305,-0.43371037,-0.60738367,3.1524253,3.0067267,0.6643548,0.6886004,0.14102331,0.19458309,0.7466716,0.7940471,-0.0473755
61,0.24713303,0.28209668,"('illogical', 'logical')",0.22386192,0.35302058,0.45255938,0.47507888,-0.35304826,-0.3413137,0.4084314,0.4384322,-0.39175886,-0.47404125,0.0978631,0.1222122,-0.0243491
47,-0.18745229,-0.24453305,"('stupid', 'smart')",-0.34823713,-0.30711922,0.26544768,0.38483712,-1.4050957,-1.0671172,0.10101368,0.14211667,1.711157,2.0165906,0.0228055,0.1541291,-0.1313236
20,0.18289988,0.21407089,"('rough', 'thoughtful')",0.507676,0.45098,0.3728115,0.32597372,-1.2554028,-1.0829791,0.28412694,0.21326603,-1.2113439,-1.0638973,-0.1865387,-0.1570976,-0.0294411
25,-0.16611515,-0.32933125,"('egoistic', 'altruistic')",0.36422694,0.2924909,-1.5646473,-1.7560885,-0.28199795,-0.74249506,0.93302,0.7197488,1.0277498,0.8499278,0.0520394,-0.1609579,0.2129973
32,0.16278495,-0.020826962,"('unkind', 'kind')",-0.20444484,-0.25320783,0.39846745,0.2481177,-2.3269646,-2.2726066,-0.4692433,-0.50869596,-0.0674617,-0.02676164,-0.4178103,-0.4723302,0.0545199
39,0.16252927,0.2119886,"('exploitative', 'cooperative')",-0.22734499,-0.37464848,1.2222472,1.1182287,-0.63166004,-0.52335054,-0.14828388,-0.14570056,-0.27715978,-0.24860363,0.0167213,0.006319,0.0104023
59,0.13207594,0.31329617,"('foolish', 'wise')",-0.38716584,0.03383942,-0.57395285,-0.6591922,1.6221064,1.3885927,1.2658486,1.2679701,-0.39608836,-0.5050024,0.2771373,0.306584,-0.0294467
21,-0.121364556,-0.4853019,"('immoral', 'moral')",-1.0799744,-1.3890605,1.0365355,1.0926639,-2.2498684,-2.036356,-1.0651243,-1.15122,-2.3879998,-2.359715,-0.977966,-1.0548316,0.0768656
74,0.106990516,0.07120678,"('undedicated', 'dedicated')",0.164662,0.10558757,0.98086315,0.96924996,-0.7530278,-0.52603585,0.27816147,0.36736858,0.20644543,0.13116007,0.1640158,0.1864228,-0.022407
64,-0.08534531,-0.18219943,"('shy', 'confident')",-0.8268877,-0.8797109,0.57758653,0.4635812,0.2371678,0.35310575,-0.41491616,-0.42812663,-3.869661,-4.0778875,-0.7303427,-0.791873,0.0615303
41,0.082518734,-0.10742363,"('unforgiving', 'forgiving')",-0.37271932,-0.46081492,-0.305537,-0.1451836,-1.657346,-1.1113317,-0.47195494,-0.4217369,-0.86767614,-0.78541,-0.5987858,-0.5053168,-0.093469
40,0.051669694,-0.11381419,"('stingy', 'generous')",0.3171063,0.19593048,-0.24937676,-0.26674524,-1.0341146,-1.0007362,-0.112540044,-0.14983773,-1.6931615,-1.8377843,-0.4534028,-0.5288312,0.0754284
18,0.038999297,-0.209502,"('disagreeable', 'welcoming')",-0.13320933,-0.26172936,-0.1256544,-0.35487175,-1.459161,-1.4525132,0.31357467,0.2311687,-1.5240263,-1.7145689,-0.4815795,-0.6270028,0.1454233
31,0.03849134,-0.030173022,"('evil', 'good')",-0.43252155,-0.53741735,-2.533216,-2.615553,1.0509918,0.881454,0.38485864,0.25109613,-0.5421811,-0.76909757,-0.3389295,-0.4699484,0.1310189
67,0.0029746545,0.029544946,"('doubtful', 'determined')",0.15769088,0.22356257,0.64386487,0.607283,0.14503115,0.044446275,0.01260598,0.01219314,-0.633104,-0.77672607,0.0548439,0.023384,0.0314599
