,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,2.534092,2.4418228,"('insignificant', 'prestigious')",1.7570236,1.9260743,-2.1662383,-2.1916978,1.9081115,1.5175512,2.8479521,2.8138564,0.8797663,0.64157605,1.2934513,1.1915304,0.1019209
66,2.2709672,1.9675646,"('inactive', 'active')",1.7636299,1.6913847,0.3110215,0.05731982,1.64971,1.3037758,2.6163597,2.537228,2.8596733,2.5333471,1.9118937,1.68177,0.2301237
58,2.2248876,1.8258908,"('undiscriminating', 'discriminating')",1.6288286,1.3656064,0.97321445,1.1075306,-0.32497883,0.0726832,0.76746917,0.7420323,0.47087264,0.37826678,0.9567157,0.9153351,0.0413806
45,-1.9606032,-1.8735558,"('incompetent', 'competent')",-1.8389794,-1.7457565,-0.26332605,0.15139116,-1.6738186,-1.0858617,-0.8214747,-0.5833869,-1.3145401,-1.0634997,-1.3121236,-1.0334449,-0.2786787
3,-1.7471117,-1.817654,"('repellent', 'pleasant')",-1.2866341,-1.4374804,0.21172604,0.12003965,-2.380776,-2.4780786,-1.2035438,-1.2385523,0.38891706,0.5490334,-1.0029038,-1.0504487,0.0475449
9,1.7228453,1.869046,"('unaffectionate', 'caring')",1.1857828,1.5862263,-0.31367028,-0.14509282,-1.0090835,-0.91150254,1.266442,1.2264409,0.5039677,0.58319414,0.5593807,0.7013853,-0.1420046
22,-1.5561123,-1.6382747,"('untrustworthy', 'trustworthy')",-1.8486527,-2.0591776,0.8857112,0.81741256,-1.3511227,-0.9568734,-1.0204527,-0.94346285,-1.5296106,-1.5417094,-1.0700401,-1.0536809,-0.0163592
1,1.5303313,1.255621,"('unfriendly', 'friendly')",0.7873369,0.9412072,-0.8958254,-0.79237074,-1.5866828,-1.4878082,1.3638865,1.301985,0.81476074,0.6940636,0.3356345,0.318783,0.0168515
26,1.507285,1.4480042,"('hardhearted', 'benevolent')",1.0677083,1.343628,-0.7448415,-0.7047793,-0.2233913,-0.08881482,3.2611153,3.2170959,0.8691696,0.9110169,0.9561742,1.0210251,-0.0648509
83,1.485953,1.5400496,"('powerless', 'powerful')",1.4004616,1.5451615,1.4092684,1.3815643,-0.26620525,0.035633944,0.525691,0.5802913,-0.98432726,-0.90235543,0.5951402,0.6967243,-0.1015841
81,-1.4661528,-1.5114911,"('submissive', 'aggressive')",-0.70080864,-0.7975901,1.4581616,1.402163,-2.0994306,-2.0574522,-0.81442106,-0.8117741,-1.5841835,-1.6546245,-0.8678058,-0.9051282,0.0373224
2,1.4451369,1.370695,"('unlikable', 'likable')",1.0103418,0.9330874,0.9820397,0.7607209,-0.3624143,-0.2879394,1.058142,1.0899163,0.079261966,0.17286596,0.7020846,0.6732244,0.0288602
71,1.4322141,1.2667626,"('diffident', 'self-confident')",2.1374466,2.2167997,0.46110934,0.32318503,0.6884246,0.5984845,0.85591185,0.81476957,0.32331768,0.24639827,0.9830706,0.9110667,0.0720039
36,1.418859,1.4064064,"('hostile', 'amicable')",2.032191,2.0675063,-1.385591,-1.4251355,1.7777098,1.5702156,1.3014966,1.3156418,0.6394912,0.649487,0.9640261,0.930687,0.0333391
60,-1.4112793,-1.3028715,"('inefficient', 'efficient')",-1.3447726,-1.3582234,0.5032501,0.7854609,-2.8342762,-2.224476,-1.189227,-0.98416305,-0.9113239,-0.71246946,-1.1979382,-0.9661238,-0.2318144
14,-1.3952047,-1.3503703,"('antisocial', 'social')",-1.4230156,-1.4218526,0.0038637016,0.12904748,-2.1089892,-1.7636057,-0.28454444,-0.15618892,-1.77801,-1.6268451,-1.1643167,-1.0316359,-0.1326808
86,-1.3826718,-1.5735619,"('uninfluential', 'influential')",-0.5070915,-0.5844111,0.04640825,0.21275643,-2.5496888,-2.3621323,0.1286644,0.003704235,-1.1072543,-1.1048228,-0.8952723,-0.9014113,0.006139
70,-1.3809011,-1.6121243,"('lethargic', 'energetic')",-0.8410099,-1.1636537,0.9803691,0.9339464,-1.4256684,-1.056395,-0.67533356,-0.54715407,-0.6690403,-0.6784798,-0.6685973,-0.6873101,0.0187128
65,-1.259327,-1.1970052,"('insecure', 'secure')",-1.6850086,-1.7040251,0.10565451,0.2669743,-2.5272143,-2.2716818,-1.060674,-0.96041584,-1.5450639,-1.4802139,-1.3286055,-1.2243946,-0.1042109
10,-1.2039671,-1.3866122,"('unsympathetic', 'sympathetic')",-0.67445135,-0.83821553,0.52472067,0.8450537,-2.9627357,-2.613003,-0.46224666,-0.44531408,-0.018308513,0.0065269694,-0.7994981,-0.7385941,-0.060904
48,-1.1683189,-1.2323467,"('unintelligent', 'intelligent')",-0.9232531,-0.75268865,-1.0752195,-0.7635426,-3.1921809,-3.1064463,-0.7699285,-0.8474201,-2.0895922,-1.9419197,-1.5364156,-1.4407274,-0.0956882
8,1.1512406,1.1448576,"('unaffectionate', 'affectionate')",0.74324834,1.041578,-1.2996053,-1.0832765,-0.3400432,-0.3352242,1.4713604,1.3773763,0.8491497,0.79776955,0.4292251,0.4905135,-0.0612884
30,-1.1332129,-1.0461591,"('intolerant', 'tolerant')",-2.2885122,-2.295488,-0.23374034,0.22065058,-1.8787786,-1.5241919,-1.0539345,-1.0146493,-1.4902382,-1.3876895,-1.3464028,-1.1745879,-0.1718149
5,1.1166601,1.2395245,"('distant', 'outgoing')",0.34425592,0.63523066,-1.5184646,-1.5250936,2.0044546,2.1148975,1.063133,1.1797755,0.37251928,0.42196333,0.5637597,0.6777163,-0.1139566
33,1.0869347,0.98802024,"('wrong', 'right')",0.31237087,0.38916397,0.080022104,-0.007329207,0.99334943,0.8394825,0.86020064,0.7353068,-0.6265741,-0.8335864,0.4510506,0.351843,0.0992076
69,1.0382646,0.80691946,"('lazy', 'industrious')",1.3563619,1.0837928,-0.29420742,-0.94783646,2.986154,2.3565872,1.5199479,1.2814751,0.73004586,0.3748278,1.2227612,0.825961,0.3968002
57,-1.0336914,-1.2483456,"('unimaginative', 'imaginative')",-0.53908163,-0.5761645,-0.1506617,0.06838229,-1.8646674,-1.2328213,-0.4421116,-0.32509258,-1.3524066,-1.4710027,-0.8971034,-0.7975074,-0.099596
79,1.033137,1.0526793,"('wavering', 'unwavering')",1.120032,1.230792,-0.77238023,-0.88762087,0.6325618,0.3607294,0.98047704,1.2251545,0.35335335,0.41710874,0.5578635,0.5664738,-0.0086103
77,-1.0329494,-1.13025,"('unmotivated', 'motivated')",-0.2796736,-0.43082163,-0.005297791,0.011375493,-2.1961474,-2.1806054,-0.3612272,-0.40154055,-0.33322704,-0.34110403,-0.7014204,-0.745491,0.0440706
82,-1.0227275,-0.97720265,"('poor', 'rich')",-0.71458155,-0.55933404,-0.10664558,0.026159257,-1.8073119,-1.8210275,-1.083649,-0.9194523,2.5365248,3.105536,-0.3663985,-0.1908869,-0.1755116
54,1.0109605,0.89568955,"('incapable', 'capable')",1.0097907,0.91494095,-0.39987582,-0.55696994,-0.047266297,-0.18521109,0.7366375,0.6823678,0.25357252,0.047705837,0.4273032,0.2997539,0.1275493
12,1.0035664,0.827666,"('unsupportive', 'supportive')",1.045944,1.0193597,0.87773454,0.96377563,-1.2219107,-0.9705373,0.81212914,0.86590767,-1.2509925,-1.3389851,0.2110785,0.2278644,-0.0167859
76,-0.99298584,-0.77383226,"('anxious', 'daring')",-0.78293926,-0.6792382,1.515727,1.9044257,-1.26941,-0.9171379,-0.05665929,0.19287834,-0.223945,0.07522963,-0.3017021,-0.0329458,-0.2687563
6,0.9440318,1.018817,"('distant', 'open')",0.4465655,0.82503456,-1.4495499,-1.4480697,1.6477729,1.7228385,1.1552712,1.2343256,0.43103027,0.37670314,0.529187,0.6216082,-0.0924212
52,0.9237118,0.90211475,"('irrational', 'rational')",-0.8240506,-0.6533123,-2.1997378,-2.2062728,0.7568417,0.30445772,1.020675,0.8261712,-0.31455323,-0.55446726,-0.1061856,-0.2302181,0.1240325
49,-0.9192255,-0.74896044,"('unable', 'able')",-0.30610064,-0.22543229,-0.47786465,-0.27014214,-0.40379345,-0.21534085,-0.10377212,-0.049360454,-0.80990994,-0.6929368,-0.5034444,-0.3670288,-0.1364156
84,0.89616466,0.98686004,"('inferior', 'superior')",1.3407873,1.3830125,1.0472811,1.1976187,0.70011634,0.60323405,1.2219979,1.1704339,0.6598295,0.6700747,0.9776962,1.0018724,-0.0241762
0,-0.89261144,-1.0655625,"('unsociable', 'sociable')",-0.7080293,-0.8677435,0.31502613,0.5600363,-1.3478217,-1.1475437,-0.019565562,-0.006431047,-0.27218676,-0.1416136,-0.4875314,-0.4448097,-0.0427217
87,0.85205996,0.85819125,"('unsuccessful', 'successful')",0.8789533,0.7704505,1.1165394,1.0988564,1.2700999,1.1542838,2.2310364,2.2398505,1.1809099,1.2023957,1.2549332,1.2206713,0.0342619
50,0.83609253,0.8547377,"('clumsy', 'skillful')",0.32020035,0.40666074,1.1026833,1.0425003,1.0800452,0.93708026,1.5182195,1.5680181,0.6194727,0.6178343,0.9127855,0.9044719,0.0083136
55,-0.829117,-0.92163223,"('incompetent', 'clever')",-1.1593342,-1.2146112,1.0374486,1.3776326,-2.4204955,-2.159435,-1.1193681,-1.1634374,-1.6972216,-1.512679,-1.031348,-0.9323603,-0.0989877
80,-0.8176671,-0.9462354,"('dominated', 'dominating')",-0.24140087,-0.46658203,1.6697358,1.5693045,-0.2924766,-0.05773966,-0.41861033,-0.4735834,-0.31128365,-0.4235791,-0.0686171,-0.1330692,0.0644521
37,-0.7931098,-0.9087202,"('fake', 'genuine')",-1.1983924,-1.4033823,1.0021613,0.98379195,-0.19732615,-0.049627304,-0.47445828,-0.4140324,0.20502838,0.12151359,-0.2426828,-0.2784094,0.0357266
28,-0.7411262,-0.5268422,"('disloyal', 'loyal')",-0.75071496,-0.5279237,-0.38099465,-0.18254486,-1.6155014,-1.5907874,-0.05324731,0.00039217994,-0.46597168,-0.431276,-0.667926,-0.5431637,-0.1247623
78,0.68767774,0.4096371,"('nonresilient', 'resilient')",1.5103216,1.3347887,0.6422014,0.5678894,-0.45055202,-0.39188132,1.3658458,1.2026172,1.9589788,1.95652,0.9524122,0.8465952,0.105817
16,0.68337595,0.673525,"('unpopular', 'popular')",0.21065336,0.23015398,-1.1310489,-1.0835698,0.6615493,0.3762269,0.7582229,0.57678556,0.3151693,0.15719278,0.2496537,0.1550524,0.0946013
63,0.6250863,0.34831613,"('unperceptive', 'insightful')",0.8257131,0.75768554,0.82032984,0.9498857,-1.7619817,-1.3672129,0.82667047,1.0293205,-0.04587885,0.12342335,0.2149899,0.306903,-0.0919131
44,-0.6167609,-0.55988544,"('prejudiced', 'unprejudiced')",-0.5684966,-0.7322162,-1.3239934,-1.5739901,0.59130895,0.50722736,-1.7032031,-1.760372,-1.1300087,-1.3074399,-0.791859,-0.904446,0.112587
73,0.5918254,0.8079013,"('helpless', 'self-reliant')",-0.8041036,-0.71975595,0.85134256,0.9144868,1.8129045,2.034614,-0.3052698,-0.21589306,-1.931198,-2.012118,0.0359169,0.1348725,-0.0989556
19,-0.5194562,-0.3523258,"('inhospitable', 'hospitable')",-0.1604015,-0.0058326647,-0.052617304,-0.053423494,0.7961159,0.87182426,-0.36141255,-0.2328811,0.32995123,0.40055287,0.0053633,0.1046523,-0.099289
68,-0.46586156,-0.692492,"('dependent', 'independent')",-0.90919524,-1.0455273,0.17898008,-0.04970543,-0.19074847,-0.38992384,-0.9863857,-1.0057898,-1.2026536,-1.252863,-0.5959774,-0.7393835,0.1434061
46,0.45678946,0.18499482,"('uncompetitive', 'competitive')",1.3208312,0.9476272,2.3534925,2.5669775,-2.268342,-1.6994374,-0.12464993,-0.08612836,0.44842356,0.53068537,0.3644241,0.4074532,-0.0430291
56,-0.4197472,-0.3100267,"('impractical', 'practical')",-0.8011471,-0.67743963,0.550306,0.85696685,-1.9211333,-1.4053507,-1.2102832,-0.9616906,-0.82509166,-0.70473284,-0.7711828,-0.5337123,-0.2374705
53,0.40399322,0.13497102,"('uncreative', 'creative')",0.41525856,0.49279118,-0.4170525,-0.2967099,-1.2163166,-1.0223017,1.4001642,1.4559338,1.6147667,1.5781207,0.3668023,0.3904675,-0.0236652
38,0.40143853,0.3988833,"('untruthful', 'truthful')",0.11578637,0.26204658,-0.3601125,-0.29148716,-0.32886383,-0.13139099,-0.7046328,-0.44145963,-0.09685622,0.014326736,-0.1622067,-0.0315135,-0.1306932
7,-0.38582712,-0.5478389,"('insensitive', 'sensitive')",-0.83128023,-0.90658504,0.959168,0.91350585,-1.8654121,-1.6854751,-0.67741954,-0.72015667,-0.60650724,-0.6472533,-0.5678797,-0.5989672,0.0310875
75,0.37439802,0.47775096,"('meek', 'impulsive')",0.34765524,0.5064402,0.17595336,-0.078953244,1.5672249,1.6380395,-0.26052496,-0.1476437,0.68103755,0.87511015,0.4809573,0.5451239,-0.0641666
17,-0.372059,-0.24619603,"('nasty', 'nice')",-0.35749647,-0.25052243,-0.8869081,-0.63831955,0.7420067,0.85433006,-0.06732339,0.082510695,-0.6441579,-0.49497786,-0.264323,-0.1155292,-0.1487938
34,0.36558408,0.2438261,"('mean', 'honorable')",0.72009504,0.54573774,-0.30027634,-0.41748205,-0.85248184,-0.8372475,0.30922562,0.3935186,3.597716,3.89768,0.6399771,0.6376721,0.002305
15,0.3624292,0.5328207,"('boring', 'funny')",-0.9882088,-0.74434745,-0.9042355,-0.5978377,0.99468505,1.0909674,0.2718715,0.26933247,-0.5968778,-0.55939037,-0.1433894,-0.0014092,-0.1419802
43,-0.35414314,-0.40811908,"('irresponsible', 'responsible')",-0.80706376,-0.7285596,0.18036772,0.3775248,-2.8578234,-2.3671806,-1.1105595,-0.9202195,-0.48754013,-0.25377923,-0.9061271,-0.7167222,-0.1894049
