,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.200212,-1.767856,"('hostile', 'amicable')",-0.3395057,-0.00757597,-1.2698588,-0.887716,-0.3821428
1,-2.1624029,-1.95874,"('unfriendly', 'friendly')",1.3442599,1.4893004,-0.4090715,-0.2347198,-0.1743517
53,-2.032978,-1.9717721,"('uncreative', 'creative')",0.61036706,0.58653134,-0.7113055,-0.6926204,-0.0186851
8,-2.0095475,-1.7671807,"('unaffectionate', 'affectionate')",0.37864766,0.62915945,-0.8154499,-0.5690106,-0.2464393
6,-1.9934719,-1.7084128,"('distant', 'open')",0.10225111,0.28399903,-0.9456104,-0.7122068,-0.2334036
9,-1.8364453,-1.7984086,"('unaffectionate', 'caring')",0.890569,0.95199823,-0.4729382,-0.4232052,-0.049733
5,-1.7269483,-1.5089847,"('distant', 'outgoing')",-0.15249284,-0.0036803335,-0.9397206,-0.7563325,-0.1833881
19,-1.6932466,-1.671558,"('inhospitable', 'hospitable')",-0.20194383,1.47027895e-05,-0.9475952,-0.8357717,-0.1118235
31,-1.670382,-1.3450592,"('evil', 'good')",-1.220015,-1.0445919,-1.4451985,-1.1948255,-0.250373
79,-1.6213053,-1.4615247,"('wavering', 'unwavering')",-0.13469796,-0.021717867,-0.8780016,-0.7416213,-0.1363803
81,1.5964372,1.2917928,"('submissive', 'aggressive')",-0.24204753,-0.40230095,0.6771948,0.4447459,0.2324489
85,-1.5251884,-1.2061437,"('insignificant', 'prestigious')",0.40723845,0.65485996,-0.558975,-0.2756419,-0.2833331
60,1.3683984,0.8521696,"('inefficient', 'efficient')",0.415313,0.17558248,0.8918557,0.513876,0.3779797
52,-1.3006971,-1.0216116,"('irrational', 'rational')",-0.20106554,0.0022562705,-0.7508813,-0.5096776,-0.2412037
80,1.2248045,0.9322297,"('dominated', 'dominating')",-1.0856333,-1.2924811,0.0695856,-0.1801257,0.2497113
38,-1.1150117,-1.2079126,"('untruthful', 'truthful')",0.10945433,0.09096082,-0.5027787,-0.5584759,0.0556972
86,-1.0936053,-1.3248143,"('uninfluential', 'influential')",-0.381768,-0.55037737,-0.7376866,-0.9375958,0.1999092
88,-1.0537932,-1.1064066,"('low', 'eminent')",0.2480918,0.24724585,-0.4028507,-0.4295804,0.0267297
23,-1.0525964,-1.263221,"('insincere', 'sincere')",5.1993346,5.2370963,2.073369,1.9869376,0.0864314
62,1.0389969,0.72985286,"('incompetent', 'brilliant')",0.5481212,0.37167963,0.7935591,0.5507662,0.2427929
24,-1.0015212,-1.1726562,"('dishonest', 'honest')",0.4693772,0.46838287,-0.266072,-0.3521367,0.0860647
44,0.9971329,0.931074,"('prejudiced', 'unprejudiced')",-1.4255958,-1.4028699,-0.2142314,-0.235898,0.0216666
54,-0.9954707,-0.7833907,"('incapable', 'capable')",0.9208943,1.2184477,-0.0372882,0.2175285,-0.2548167
56,0.97529304,0.42715234,"('impractical', 'practical')",0.062221125,-0.32951468,0.5187571,0.0488188,0.4699383
10,-0.9621974,-1.4359192,"('unsympathetic', 'sympathetic')",-0.09406018,-0.38647568,-0.5281288,-0.9111974,0.3830686
63,-0.936719,-1.190889,"('unperceptive', 'insightful')",1.2705615,0.9651348,0.1669212,-0.1128771,0.2797983
61,-0.934142,-1.1024041,"('illogical', 'logical')",-0.20630424,-0.16743004,-0.5702231,-0.6349171,0.064694
58,-0.9332741,-0.8472687,"('undiscriminating', 'discriminating')",-0.09076109,-0.08823287,-0.5120176,-0.4677508,-0.0442668
72,-0.8972682,-0.72323334,"('unambitious', 'ambitious')",-1.3046167,-1.1065809,-1.1009424,-0.9149071,-0.1860353
64,0.8953191,0.81202507,"('shy', 'confident')",-5.7747493,-6.0796213,-2.4397151,-2.6337981,0.194083
28,-0.8215778,-0.75553393,"('disloyal', 'loyal')",0.46690607,0.64416087,-0.1773359,-0.0556865,-0.1216494
55,0.81920844,0.5679941,"('incompetent', 'clever')",0.08829677,-0.06618522,0.4537526,0.2509044,0.2028482
25,-0.8159478,-0.6521889,"('egoistic', 'altruistic')",1.1904317,1.1993533,0.187242,0.2735822,-0.0863402
67,0.7599227,0.7007793,"('doubtful', 'determined')",-0.541206,-0.40405402,0.1093583,0.1483627,-0.0390044
66,-0.7358081,-0.64290595,"('inactive', 'active')",0.55138785,0.836939,-0.0922101,0.0970165,-0.1892266
26,-0.72735703,-0.70073843,"('hardhearted', 'benevolent')",1.240932,1.2316775,0.2567875,0.2654696,-0.0086821
69,0.727011,0.86621964,"('lazy', 'industrious')",-0.042161196,0.10448325,0.3424249,0.4853514,-0.1429265
16,-0.7246807,-0.5102156,"('unpopular', 'popular')",0.43488544,0.6067343,-0.1448976,0.0482593,-0.1931569
35,-0.7047951,-0.3341997,"('corrupt', 'incorrupt')",-0.38368565,-0.04160413,-0.5442404,-0.1879019,-0.3563385
82,-0.702082,-0.7472584,"('poor', 'rich')",5.527461,5.716322,2.4126894,2.4845319,-0.0718425
39,0.6991833,0.47965124,"('exploitative', 'cooperative')",-0.07211986,-0.021094035,0.3135317,0.2292786,0.0842531
14,0.6941052,0.3853954,"('antisocial', 'social')",-0.62405246,-0.7218143,0.0350264,-0.1682094,0.2032358
71,-0.68332773,-0.588212,"('diffident', 'self-confident')",0.2975362,0.4249139,-0.1928958,-0.0816491,-0.1112467
42,0.6246799,0.39186928,"('unreliable', 'reliable')",-2.7166085,-2.9489012,-1.0459642,-1.2785159,0.2325517
73,0.61977565,0.66786814,"('helpless', 'self-reliant')",-2.7395337,-2.7770016,-1.0598791,-1.0545667,-0.0053124
57,-0.61608595,-0.8935576,"('unimaginative', 'imaginative')",-2.2918992,-2.6853116,-1.4539926,-1.7894346,0.335442
74,-0.59021086,-0.7688328,"('undedicated', 'dedicated')",-0.306448,-0.47528145,-0.4483294,-0.6220571,0.1737277
34,-0.58879155,-0.7140231,"('mean', 'honorable')",5.9002533,5.9607644,2.655731,2.6233706,0.0323604
3,-0.56917334,-0.68766356,"('repellent', 'pleasant')",-0.06361176,-0.18413517,-0.3163925,-0.4358994,0.1195069
76,0.5551185,0.41378003,"('anxious', 'daring')",0.35787904,0.23786607,0.4564988,0.3258231,0.1306757
29,-0.5429119,-0.31729442,"('unfair', 'fair')",-0.57978606,-0.36703444,-0.561349,-0.3421644,-0.2191846
78,-0.526035,-0.5200829,"('nonresilient', 'resilient')",0.86989003,0.7983387,0.1719275,0.1391279,0.0327996
2,0.51819867,0.46127817,"('unlikable', 'likable')",0.37726477,0.41919684,0.4477317,0.4402375,0.0074942
30,0.49845594,0.20614392,"('intolerant', 'tolerant')",1.4315469,1.3787433,0.9650015,0.7924436,0.1725579
37,0.40786466,0.27800655,"('fake', 'genuine')",0.3001089,0.36751416,0.3539868,0.3227603,0.0312265
27,-0.40139964,-0.39337572,"('hardhearted', 'softhearted')",1.5019155,1.6348994,0.5502579,0.6207618,-0.0705039
65,0.38725755,0.11270842,"('insecure', 'secure')",-0.3971413,-0.56087387,-0.0049419,-0.2240827,0.2191408
11,-0.3695911,-0.7319148,"('unhelpful', 'helpful')",1.8932699,1.599589,0.7618394,0.4338371,0.3280023
40,0.3656695,0.5080654,"('stingy', 'generous')",-1.2783036,-1.3051188,-0.4563171,-0.3985267,-0.0577904
22,-0.34971958,-0.57912755,"('untrustworthy', 'trustworthy')",-0.79559875,-0.9740338,-0.5726591,-0.7765807,0.2039216
41,-0.3446709,-0.3190882,"('unforgiving', 'forgiving')",0.007924575,-0.031738948,-0.1683732,-0.1754136,0.0070404
48,0.29485413,0.3512146,"('unintelligent', 'intelligent')",0.96754396,0.94530845,0.6311991,0.6482615,-0.0170624
59,-0.2925743,-0.018044086,"('foolish', 'wise')",0.25788158,0.5181371,-0.0173464,0.2500465,-0.2673929
77,-0.292448,-0.493306,"('unmotivated', 'motivated')",-0.79302996,-0.98184586,-0.542739,-0.7375759,0.1948369
12,-0.26875487,-0.45170796,"('unsupportive', 'supportive')",-1.4833739,-1.7018045,-0.8760644,-1.0767562,0.2006918
7,-0.2684145,-0.51687896,"('insensitive', 'sensitive')",0.74175286,0.5560649,0.2366692,0.019593,0.2170762
50,0.26349849,0.37798098,"('clumsy', 'skillful')",0.44972023,0.5624245,0.3566093,0.4702027,-0.1135934
83,-0.26148203,-0.2914876,"('powerless', 'powerful')",-1.146548,-1.0831412,-0.704015,-0.6873144,-0.0167006
4,-0.23665963,-0.17554402,"('disliked', 'liked')",-5.6356344,-5.9377093,-2.936147,-3.0566268,0.1204798
0,-0.22774202,-0.5113259,"('unsociable', 'sociable')",-0.43650365,-0.5781438,-0.3321228,-0.5447348,0.212612
13,0.20896006,-0.28603426,"('impolite', 'polite')",-0.26133442,-0.38975325,-0.0261872,-0.3378938,0.3117066
18,-0.20338067,-0.054365937,"('disagreeable', 'welcoming')",-0.28455314,-0.14329441,-0.2439669,-0.0988302,-0.1451367
84,0.19674563,0.36201623,"('inferior', 'superior')",1.2654858,1.3874949,0.7311157,0.8747556,-0.1436399
49,0.18853804,0.29505804,"('unable', 'able')",0.22237149,0.21441735,0.2054548,0.2547377,-0.0492829
75,-0.16665813,-0.055781983,"('meek', 'impulsive')",-0.25042227,-0.23796028,-0.2085402,-0.1468711,-0.0616691
68,0.15311426,0.16603987,"('dependent', 'independent')",-0.2041423,-0.11432845,-0.025514,0.0258557,-0.0513697
15,0.14106709,0.14266983,"('boring', 'funny')",0.4600567,0.46485814,0.3005619,0.303764,-0.0032021
21,0.13630447,-0.2818846,"('immoral', 'moral')",-0.53079486,-0.7195017,-0.1972452,-0.5006931,0.3034479
45,-0.12839676,-0.39826033,"('incompetent', 'competent')",-0.14346771,-0.4065406,-0.1359322,-0.4024005,0.2664683
51,-0.1238321,-0.3393824,"('uneducated', 'educated')",0.5568289,0.5320973,0.2164984,0.0963574,0.120141
33,-0.10616821,0.00011106022,"('wrong', 'right')",-0.65085137,-0.357781,-0.3785098,-0.178835,-0.1996748
87,0.101565555,-0.13829826,"('unsuccessful', 'successful')",0.57624006,0.62090456,0.3389028,0.2413031,0.0975997
43,-0.09398168,-0.44328725,"('irresponsible', 'responsible')",0.4798313,0.35438687,0.1929248,-0.0444502,0.237375
20,-0.065337814,-0.049996473,"('rough', 'thoughtful')",1.233173,1.2054099,0.5839176,0.5777067,0.0062109
32,-0.04168731,-0.31795713,"('unkind', 'kind')",0.8136062,0.8095574,0.3859594,0.2458001,0.1401593
70,-0.040002264,-0.41459724,"('lethargic', 'energetic')",0.83334726,0.50675094,0.3966725,0.0460768,0.3505957
