,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
85,3.8575172,3.9191275,"('insignificant', 'prestigious')",3.942756,4.105356,0.13984478,0.4606218,-0.0102353245,0.30214593,1.9824706,2.1968129,-0.2143423
36,3.354403,3.2459853,"('hostile', 'amicable')",3.3841906,3.6708329,-0.36408028,0.091098875,-0.2390098,0.12506212,1.5338758,1.7832447,-0.2493689
10,-3.1224468,-2.9303896,"('unsympathetic', 'sympathetic')",-2.5710301,-2.716115,-0.47714046,-0.752088,0.21225744,0.08366889,-1.4895899,-1.5787309,0.089141
45,-2.7682445,-2.6264584,"('incompetent', 'competent')",-1.9684936,-2.2045488,-0.2706651,-0.7400004,-0.22809584,-0.61656624,-1.3088748,-1.5468934,0.2380186
60,-2.7468827,-2.5259688,"('inefficient', 'efficient')",-2.010766,-2.1467617,0.6115645,0.37720674,0.16116878,-0.051432215,-0.9962288,-1.0867389,0.0905101
81,-2.723051,-2.2319822,"('submissive', 'aggressive')",-1.4676194,-1.5737572,1.1729436,1.0113678,-0.25457785,-0.4253368,-0.8180762,-0.8049271,-0.0131491
70,-2.541946,-2.2297108,"('lethargic', 'energetic')",-1.2663275,-1.520955,0.2763953,-0.047150336,1.3266401,0.8831386,-0.5513095,-0.7286693,0.1773598
55,-2.4242566,-2.430643,"('incompetent', 'clever')",-2.110109,-2.3867266,0.36678976,0.052821156,0.406396,0.10250047,-0.940295,-1.165512,0.225217
33,2.3417764,2.263109,"('wrong', 'right')",2.1477745,2.2062702,0.4096334,0.5301262,-0.61247134,-0.5021228,1.0716782,1.1243457,-0.0526675
5,2.2877643,2.3332064,"('distant', 'outgoing')",2.125109,2.2925644,-1.0952204,-0.8914273,-0.7073437,-0.4582064,0.6525773,0.8190342,-0.1664569
52,2.274849,2.093047,"('irrational', 'rational')",1.9304613,2.0002313,-0.5947853,-0.4057505,-0.3304383,-0.26024616,0.8200217,0.8568203,-0.0367986
22,-2.2145464,-2.0845056,"('untrustworthy', 'trustworthy')",-1.7574953,-1.9804265,0.38670292,-0.07669578,-0.774033,-1.046331,-1.0898429,-1.2969897,0.2071468
82,-2.1773396,-2.3027453,"('poor', 'rich')",-2.0719535,-2.184481,-0.99379706,-0.9866349,6.2661214,6.224771,0.2557577,0.1877275,0.0680302
9,2.1197858,2.251633,"('unaffectionate', 'caring')",2.3174973,2.360297,0.68783283,0.72456676,1.2191463,1.3534681,1.5860655,1.6724912,-0.0864257
71,2.0604584,2.2197645,"('diffident', 'self-confident')",2.9926698,3.1695874,0.953715,0.8462899,0.5536556,0.57574356,1.6401247,1.7028463,-0.0627216
1,2.0537298,1.9656197,"('unfriendly', 'friendly')",2.03966,1.9868425,0.48363498,0.35771066,1.5792793,1.8760034,1.539076,1.5465441,-0.0074681
6,1.9722195,1.9167475,"('distant', 'open')",1.6709566,1.8066413,-1.3066294,-1.0913826,-0.12906554,0.15567112,0.5518703,0.6969193,-0.145049
76,-1.9450248,-1.8856002,"('anxious', 'daring')",-1.5689878,-1.6695527,0.32026732,0.3260245,0.4469005,0.36869153,-0.6867113,-0.7151092,0.0283979
69,1.9269414,1.8988522,"('lazy', 'industrious')",2.4399428,2.5323153,0.39417863,0.40929934,-1.2972246,-1.2199702,0.8659595,0.9051242,-0.0391647
79,1.8500441,1.6492293,"('wavering', 'unwavering')",1.3861027,1.4837854,-0.96676433,-0.78491104,-0.10668627,0.021160975,0.540674,0.5923162,-0.0516422
66,1.8221109,1.933306,"('inactive', 'active')",2.0000553,2.1005116,1.8251348,1.6787708,1.1189425,1.0427969,1.6915607,1.6888463,0.0027144
3,-1.8047324,-1.6555694,"('repellent', 'pleasant')",-1.893763,-1.8975941,0.63730496,0.509396,0.5684477,0.38011768,-0.6231856,-0.6659124,0.0427268
44,-1.7720609,-1.573662,"('prejudiced', 'unprejudiced')",-1.5392144,-1.5781617,-0.6678964,-0.4609123,-1.6979218,-1.6228538,-1.4192734,-1.3088975,-0.1103759
65,-1.7502263,-1.8061699,"('insecure', 'secure')",-1.72737,-1.7993841,0.7198934,0.4490551,0.095600784,-0.16519211,-0.6655255,-0.8304228,0.1648973
83,1.6837659,1.8300453,"('powerless', 'powerful')",2.0736375,2.075711,0.9503762,1.1484426,-0.5994138,-0.60572344,1.0270914,1.112119,-0.0850276
13,-1.5712919,-1.2353165,"('impolite', 'polite')",-1.6590149,-1.4438738,-0.024774987,-0.050136354,0.102516055,-0.006797217,-0.7881415,-0.684031,-0.1041105
58,1.5655783,1.3989666,"('undiscriminating', 'discriminating')",1.7163302,1.4695424,1.7634735,1.3650916,0.4278448,0.25777313,1.3683068,1.1228434,0.2454634
11,-1.5645089,-1.3064277,"('unhelpful', 'helpful')",-1.169168,-1.2846407,-0.55964226,-0.6081873,2.4896212,2.5285962,-0.2009245,-0.1676648,-0.0332597
35,1.5453353,1.5169033,"('corrupt', 'incorrupt')",1.5229543,1.7265403,-1.0399808,-0.67103446,-0.7620708,-0.40211013,0.3165595,0.5425748,-0.2260153
73,1.5285115,1.5643728,"('helpless', 'self-reliant')",1.8193865,1.7784008,0.40430102,0.48870683,-3.5487177,-3.5521042,0.0508703,0.069844,-0.0189737
26,1.4992287,1.5678998,"('hardhearted', 'benevolent')",1.9546347,1.8799798,1.1954927,1.2334639,1.1443214,1.4202561,1.4484193,1.5253999,-0.0769806
0,-1.453484,-1.4174168,"('unsociable', 'sociable')",-0.80447435,-0.8836787,0.3846714,0.07541665,-0.2611027,-0.48614314,-0.5335974,-0.6779555,0.1443581
12,1.3979878,1.4298989,"('unsupportive', 'supportive')",1.780764,1.6765351,1.5960791,1.3309997,-1.1670616,-1.2338758,0.9019423,0.8008895,0.1010528
57,-1.3669264,-1.3354751,"('unimaginative', 'imaginative')",-0.7428292,-0.8278744,-0.51839215,-0.69475764,-2.4760225,-2.5520804,-1.2760425,-1.3525469,0.0765044
