,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
59,1.3505139,1.3567352,"('foolish', 'wise')",1.0432843,1.0599691,-0.87808186,-0.72871464,0.13787122,0.23331182,0.413397,0.4803253,-0.0669283
46,-1.3440524,-1.2833225,"('uncompetitive', 'competitive')",-1.0320424,-1.1490062,1.0280707,0.86395186,-0.38659623,-0.39114437,-0.4336551,-0.4898803,0.0562252
62,-1.3390603,-1.1785277,"('incompetent', 'brilliant')",-0.736294,-0.89513206,0.52248687,0.35910532,0.4584367,0.18453628,-0.2736077,-0.3825046,0.1088969
37,-1.3240762,-1.437357,"('fake', 'genuine')",-0.5047418,-0.8666459,-0.06220316,-0.43120992,0.75666827,0.625296,-0.2835882,-0.5274792,0.243891
14,-1.3172768,-1.0867143,"('antisocial', 'social')",-0.4875107,-0.6960562,1.468448,1.3353392,-0.37770116,-0.6873805,-0.1785102,-0.2837029,0.1051927
2,1.3124485,1.6695358,"('unlikable', 'likable')",2.1661253,2.361567,2.163949,2.456876,0.56249404,0.732537,1.5512543,1.8051289,-0.2538746
40,1.2770735,1.2169104,"('stingy', 'generous')",1.2073272,0.9363435,1.1205316,0.8102444,-1.0739746,-1.2964166,0.6327394,0.4167704,0.215969
30,-1.2767885,-1.0825114,"('intolerant', 'tolerant')",-0.6537016,-0.6653093,-0.16018404,-0.10624242,0.7972552,0.7769442,-0.3233547,-0.2692797,-0.054075
31,1.2676965,1.1475549,"('evil', 'good')",1.1461033,1.1995795,-0.8490971,-0.7598519,-1.2875259,-1.2438217,0.0692942,0.0858652,-0.016571
28,-1.2370445,-0.9005827,"('disloyal', 'loyal')",-0.7033134,-0.6601937,-0.06530678,-0.112242185,1.0667137,1.1719396,-0.2347378,-0.1252697,-0.1094681
48,-1.2275628,-1.5182227,"('unintelligent', 'intelligent')",-1.5782102,-1.8814238,-0.5114951,-0.8634923,0.34318608,0.27520773,-0.7435205,-0.9969828,0.2534623
80,-1.1839918,-1.2687567,"('dominated', 'dominating')",-0.9899902,-1.443805,1.6445091,1.1523286,-0.33194715,-0.69461346,-0.215355,-0.5637116,0.3483566
8,1.1292195,1.2610285,"('unaffectionate', 'affectionate')",1.7221807,1.7837298,-0.005679719,0.117796205,0.51890755,0.7314644,0.8411571,0.9735047,-0.1323476
34,1.0814927,1.1294587,"('mean', 'honorable')",1.3968394,1.4424052,0.44680387,0.3238468,6.3821154,6.2869353,2.3268127,2.2956614,0.0311513
21,-1.0417774,-0.8422879,"('immoral', 'moral')",-0.51674354,-0.5693481,0.3133885,0.28571966,-0.750041,-1.0126041,-0.4987934,-0.5346301,0.0358367
61,1.0154128,0.87077576,"('illogical', 'logical')",0.847201,0.9363747,0.34431982,0.16882437,0.31197387,0.22481969,0.6297268,0.5501986,0.0795282
77,-0.97606385,-0.839659,"('unmotivated', 'motivated')",-0.59541446,-0.6722169,0.3681612,0.24913546,-1.2750181,-1.3528073,-0.6195838,-0.6538869,0.0343031
43,-0.96223897,-0.8057409,"('irresponsible', 'responsible')",-0.5867363,-0.718338,0.4899175,0.45314333,0.8915363,0.8676107,-0.0418804,-0.0508312,0.0089508
51,-0.95735073,-0.8828276,"('uneducated', 'educated')",-0.05306311,-0.22982767,1.1883105,0.8978508,1.6567649,1.4775772,0.4586654,0.3156932,0.1429722
24,-0.93077886,-0.68508816,"('dishonest', 'honest')",-1.1479213,-1.2425476,-0.5945981,-0.58957475,0.96524936,0.9971187,-0.4270122,-0.3800229,-0.0469893
54,0.83143175,0.9935833,"('incapable', 'capable')",1.3053198,1.3988867,0.63463855,0.7009229,1.1619911,1.1931413,0.9833453,1.0716336,-0.0882883
4,0.8093579,0.927819,"('disliked', 'liked')",1.2161155,1.2775204,0.2372963,0.16775116,-6.6419983,-6.5388656,-1.0948071,-1.0414438,-0.0533633
68,-0.80814904,-0.9693529,"('dependent', 'independent')",-1.1769638,-1.1849709,-0.08643586,-0.22125067,-0.31671128,-0.4804961,-0.597065,-0.7140177,0.1169527
86,-0.73176336,-0.8541826,"('uninfluential', 'influential')",-0.030130949,-0.20351246,0.45957607,0.10427988,0.5031016,0.23881677,0.0501958,-0.1786496,0.2288454
87,0.7296175,0.59925926,"('unsuccessful', 'successful')",1.2782751,1.1169055,1.6600896,1.3236248,1.2434193,1.0365962,1.2278503,1.0190965,0.2087538
84,0.6921,0.73057455,"('inferior', 'superior')",0.25107935,0.33618936,0.27356964,0.21156734,0.78287023,0.8728367,0.4999048,0.537792,-0.0378872
56,-0.6864229,-0.58111304,"('impractical', 'practical')",-0.88334876,-0.9684604,0.54763806,0.32130647,0.14311159,-0.014891174,-0.2197555,-0.3107895,0.091034
74,0.65737355,0.56999207,"('undedicated', 'dedicated')",0.34627834,0.14225447,1.4763194,1.1543173,0.5754654,0.565058,0.7638592,0.6079054,0.1559538
7,-0.64093196,-0.6234743,"('insensitive', 'sensitive')",-0.47180378,-0.5947722,0.4080423,0.12226159,1.428532,1.08935,0.1809596,-0.0016587,0.1826183
63,0.63766015,0.65002006,"('unperceptive', 'insightful')",0.9448296,0.7637536,1.6606133,1.3747454,1.4776134,1.2210841,1.1801791,1.0024008,0.1777783
19,0.6338802,0.5881618,"('inhospitable', 'hospitable')",0.87347543,0.9916416,-1.0657936,-0.99358696,-0.105194256,0.068219244,0.0840919,0.1636089,-0.079517
49,-0.61420786,-0.60161674,"('unable', 'able')",-0.24609952,-0.2959984,-0.58246595,-0.5719814,-0.1522288,-0.2683006,-0.3987505,-0.4344743,0.0357238
75,0.6134836,0.7824956,"('meek', 'impulsive')",0.72913384,0.7942879,-0.7610468,-0.6315268,-0.50702447,-0.40051973,0.0186366,0.1361842,-0.1175476
32,-0.6116904,-0.40296084,"('unkind', 'kind')",-0.48516962,-0.49526024,0.4971649,0.40466034,1.1976259,1.3092773,0.1494827,0.2039291,-0.0544464
78,0.599872,0.43837938,"('nonresilient', 'resilient')",0.92825264,0.8765392,1.4819919,1.3142006,0.19073537,0.1499747,0.800213,0.6947734,0.1054396
29,0.5672269,0.4526863,"('unfair', 'fair')",-0.18092822,-0.29365838,0.09452172,-0.16394158,-0.47161147,-0.71380067,0.0023022,-0.1796786,0.1819808
15,0.5633809,0.62452376,"('boring', 'funny')",1.1849391,1.3817943,-0.8938938,-0.72487855,0.3904026,0.33884358,0.3112072,0.4050708,-0.0938636
23,-0.54675025,-0.5056441,"('insincere', 'sincere')",-0.44639876,-0.58809805,0.13470873,-0.05285993,6.704648,6.6092463,1.4615519,1.365661,0.0958909
41,0.5002526,0.75266635,"('unforgiving', 'forgiving')",0.4908798,0.49256936,0.90582794,0.8930965,0.30507708,0.20036468,0.5505093,0.5846742,-0.0341649
25,0.48454073,0.70096153,"('egoistic', 'altruistic')",1.4858694,1.6092056,-0.04297954,0.24752246,1.3607602,1.4816792,0.8220477,1.0098422,-0.1877945
72,0.4614551,0.41485134,"('unambitious', 'ambitious')",-0.0053633526,-0.045805223,0.6251609,0.5512989,-0.33377138,-0.32965922,0.1868703,0.1476715,0.0391988
53,0.45592138,0.43376008,"('uncreative', 'creative')",0.37025532,0.47007024,0.06368158,0.26563737,0.9990706,1.235264,0.4722322,0.6011829,-0.1289507
38,0.4332086,0.64520174,"('untruthful', 'truthful')",0.37934318,0.40634507,-0.41084886,-0.3685112,0.15283476,0.37735564,0.1386344,0.2650978,-0.1264634
20,0.42998335,0.25731847,"('rough', 'thoughtful')",0.5687162,0.34326723,1.6547518,1.5089228,1.0838685,0.99517375,0.93433,0.7761706,0.1581594
47,-0.42615992,-0.34638178,"('stupid', 'smart')",0.3675947,0.28415474,0.1531111,0.093624584,5.5607038,5.3342047,1.4138124,1.3414005,0.0724119
88,-0.42555577,-0.21374226,"('low', 'eminent')",-0.5831493,-0.51802486,-1.5926373,-1.345724,0.18237156,0.37541288,-0.6047427,-0.4255195,-0.1792232
16,0.3107169,0.33359957,"('unpopular', 'popular')",0.30545554,0.3752588,-0.49355426,-0.3772632,0.23904431,0.22951049,0.0904156,0.1402764,-0.0498608
64,-0.30358684,-0.12529418,"('shy', 'confident')",-0.49850512,-0.45242244,1.2557315,1.0664177,-6.6635346,-6.735256,-1.5524738,-1.5616388,0.009165
50,0.24856652,0.25232813,"('clumsy', 'skillful')",0.17588869,0.17658618,0.16748327,0.3134976,0.27535754,0.36673248,0.216824,0.2772861,-0.0604621
27,-0.23496695,-0.25240093,"('hardhearted', 'softhearted')",0.24630673,0.22962306,-0.23935542,-0.3799862,1.4705007,1.3699032,0.3106213,0.2417848,0.0688365
17,0.22675507,0.06283123,"('nasty', 'nice')",-0.092908874,-0.04631619,-1.1577883,-1.1500119,-0.6191439,-0.6338834,-0.4107715,-0.4418451,0.0310736
18,-0.17891607,0.09247191,"('disagreeable', 'welcoming')",0.6698564,0.83066696,-0.4792051,-0.24031597,-0.3525281,-0.42105204,-0.0851982,0.0654427,-0.1506409
67,-0.16276729,0.12185264,"('doubtful', 'determined')",-0.94580704,-0.85705763,0.45224497,0.3894483,-0.86908877,-0.83900833,-0.3813545,-0.2961913,-0.0851632
42,0.09541862,0.33324182,"('unreliable', 'reliable')",-0.0104012275,-0.019135972,1.1448642,1.0852618,-2.863575,-2.9877458,-0.4084233,-0.3970945,-0.0113288
39,0.029499453,0.09204531,"('exploitative', 'cooperative')",-0.34512895,-0.24120858,1.2800702,1.2325096,0.10839282,0.05933343,0.2682084,0.28567,-0.0174616
