,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.2167842,-2.255174,"('unsympathetic', 'sympathetic')",-0.7285477,-0.7778165,-1.472666,-1.5164952,0.0438292
86,-2.0426674,-2.2661526,"('uninfluential', 'influential')",-0.23319018,-0.5068838,-1.1379287,-1.3865182,0.2485895
53,-1.7726274,-1.7599398,"('uncreative', 'creative')",0.6315147,0.6097429,-0.5705563,-0.5750985,0.0045422
1,-1.7567823,-1.8680438,"('unfriendly', 'friendly')",1.8932018,1.8236492,0.0682098,-0.0221973,0.0904071
9,-1.6961472,-1.6552767,"('unaffectionate', 'caring')",0.9654864,1.0273651,-0.3653304,-0.3139558,-0.0513746
28,-1.4147638,-1.4395815,"('disloyal', 'loyal')",0.5829638,0.56193817,-0.4159,-0.4388217,0.0229217
57,-1.3579193,-1.3583373,"('unimaginative', 'imaginative')",-2.5693831,-2.5940354,-1.9636512,-1.9761863,0.0125351
24,-1.2773279,-1.4185159,"('dishonest', 'honest')",0.35963076,0.3614644,-0.4588486,-0.5285258,0.0696772
73,1.2634149,1.1992954,"('helpless', 'self-reliant')",-2.6036394,-2.5246832,-0.6701123,-0.6626939,-0.0074184
23,-1.246572,-1.2364554,"('insincere', 'sincere')",5.03653,5.1586123,1.894979,1.9610784,-0.0660994
36,-1.1880922,-1.3717152,"('hostile', 'amicable')",0.49666843,0.25834942,-0.3457119,-0.5566829,0.210971
0,-1.138046,-1.1830325,"('unsociable', 'sociable')",-0.6306781,-0.6985802,-0.8843621,-0.9408064,0.0564443
7,-1.1275268,-1.0564338,"('insensitive', 'sensitive')",0.46329224,0.4363809,-0.3321173,-0.3100265,-0.0220908
45,-1.1064075,-1.0812228,"('incompetent', 'competent')",-0.45979267,-0.50347704,-0.7831001,-0.7923499,0.0092498
25,-1.0901414,-1.2139915,"('egoistic', 'altruistic')",1.7185829,1.4871596,0.3142207,0.136584,0.1776367
44,1.0780317,1.1033636,"('prejudiced', 'unprejudiced')",-1.2308936,-1.2592912,-0.076431,-0.0779638,0.0015328
8,-1.0684457,-0.99377596,"('unaffectionate', 'affectionate')",1.101959,1.1741697,0.0167567,0.0901968,-0.0734401
48,-1.003409,-0.9580724,"('unintelligent', 'intelligent')",0.66555494,0.7103617,-0.168927,-0.1238554,-0.0450716
54,-0.9980914,-0.94291043,"('incapable', 'capable')",1.1612592,1.3782355,0.0815839,0.2176625,-0.1360786
13,-0.98208904,-1.0306267,"('impolite', 'polite')",-0.9082204,-0.8375308,-0.9451547,-0.9340787,-0.011076
38,-0.9802574,-1.0239394,"('untruthful', 'truthful')",-0.16131742,-0.060748264,-0.5707874,-0.5423438,-0.0284436
69,0.97053456,0.7472513,"('lazy', 'industrious')",-0.054134004,-0.28322494,0.4582003,0.2320132,0.2261871
72,-0.917576,-0.7230932,"('unambitious', 'ambitious')",-0.8291116,-0.48362094,-0.8733438,-0.6033571,-0.2699867
61,-0.9107122,-0.9401723,"('illogical', 'logical')",-0.014948949,-0.103630744,-0.4628306,-0.5219015,0.0590709
51,-0.89125437,-0.98045903,"('uneducated', 'educated')",0.24565345,0.08248022,-0.3228005,-0.4489894,0.1261889
65,-0.83301574,-0.784356,"('insecure', 'secure')",-0.7626028,-0.55462515,-0.7978092,-0.6694906,-0.1283186
77,-0.8175228,-0.9241456,"('unmotivated', 'motivated')",-1.2633829,-1.2997302,-1.0404528,-1.1119379,0.0714851
32,-0.7676555,-0.855937,"('unkind', 'kind')",0.37965685,0.36902502,-0.1939993,-0.243456,0.0494567
82,-0.7649265,-0.6289767,"('poor', 'rich')",5.773268,5.9997163,2.5041709,2.6853697,-0.1811988
3,-0.7086842,-0.6762165,"('repellent', 'pleasant')",-0.05518145,0.024967438,-0.3819328,-0.3256245,-0.0563083
46,-0.69532585,-0.63110024,"('uncompetitive', 'competitive')",-0.97656655,-0.94829327,-0.8359462,-0.7896968,-0.0462494
12,-0.6459924,-0.6415037,"('unsupportive', 'supportive')",-1.6697307,-1.7749283,-1.1578615,-1.208216,0.0503545
18,-0.64591795,-0.64750534,"('disagreeable', 'welcoming')",-0.25639576,-0.3891182,-0.4511569,-0.5183117,0.0671548
84,0.6389575,0.68889743,"('inferior', 'superior')",1.3090492,1.3506371,0.9740034,1.0197673,-0.0457639
79,-0.6350247,-0.78165406,"('wavering', 'unwavering')",0.18103848,0.061472356,-0.2269931,-0.3600909,0.1330978
88,-0.6176284,-0.6402092,"('low', 'eminent')",0.4094548,0.40843478,-0.1040868,-0.1158872,0.0118004
22,-0.61118186,-0.5987169,"('untrustworthy', 'trustworthy')",-1.0971552,-1.0461589,-0.8541685,-0.8224379,-0.0317306
17,-0.6077303,-0.36870033,"('nasty', 'nice')",-0.65989435,-0.5767365,-0.6338123,-0.4727184,-0.1610939
70,-0.5903585,-0.543537,"('lethargic', 'energetic')",0.31794474,0.40343043,-0.1362069,-0.0700533,-0.0661536
74,-0.5801681,-0.6045015,"('undedicated', 'dedicated')",0.002780877,-0.08658835,-0.2886936,-0.3455449,0.0568513
66,-0.5755376,-0.69920295,"('inactive', 'active')",0.9673921,0.8558649,0.1959272,0.078331,0.1175962
31,-0.53029895,-0.71423745,"('evil', 'good')",-0.43386292,-0.6820907,-0.4820809,-0.6981641,0.2160832
39,0.5152836,0.44820732,"('exploitative', 'cooperative')",0.195005,0.24146122,0.3551443,0.3448343,0.01031
41,-0.51014555,-0.5921224,"('unforgiving', 'forgiving')",-0.1260701,-0.3208969,-0.3181078,-0.4565096,0.1384018
50,0.48324722,0.5518018,"('clumsy', 'skillful')",0.43002534,0.43460423,0.4566363,0.493203,-0.0365667
67,0.4808814,0.56709355,"('doubtful', 'determined')",-0.5496917,-0.3294252,-0.0344051,0.1188342,-0.1532393
21,-0.47102016,-0.5374396,"('immoral', 'moral')",-0.823073,-0.8751793,-0.6470466,-0.7063094,0.0592628
43,-0.46524534,-0.45450425,"('irresponsible', 'responsible')",0.3432774,0.43982807,-0.060984,-0.0073381,-0.0536459
78,-0.46334743,-0.51934725,"('nonresilient', 'resilient')",0.36260203,0.23630843,-0.0503727,-0.1415194,0.0911467
42,0.4171886,0.47923642,"('unreliable', 'reliable')",-3.0110998,-2.9171607,-1.2969556,-1.2189622,-0.0779934
55,-0.3987134,-0.30280963,"('incompetent', 'clever')",-0.1509923,-0.12951446,-0.2748529,-0.216162,-0.0586909
62,-0.3983553,-0.03992503,"('incompetent', 'brilliant')",-0.17363356,0.20227134,-0.2859944,0.0811732,-0.3671676
71,-0.39366874,-0.492855,"('diffident', 'self-confident')",0.66380906,0.6497609,0.1350702,0.0784529,0.0566173
85,0.37986737,0.30988112,"('insignificant', 'prestigious')",1.3841559,1.119913,0.8820117,0.714897,0.1671147
15,0.36951077,0.384584,"('boring', 'funny')",0.51700896,0.58682525,0.4432599,0.4857046,-0.0424447
81,-0.36569417,-0.24354163,"('submissive', 'aggressive')",-0.97383064,-0.7805655,-0.6697624,-0.5120535,-0.1577089
11,-0.36305317,-0.28054205,"('unhelpful', 'helpful')",1.2679524,1.4090573,0.4524496,0.5642576,-0.111808
63,-0.36135545,-0.5065707,"('unperceptive', 'insightful')",0.90745515,0.9079453,0.2730498,0.2006873,0.0723625
75,0.3552481,0.51797175,"('meek', 'impulsive')",-0.12084898,-0.04451571,0.1171996,0.236728,-0.1195284
49,-0.35488057,-0.0026267767,"('unable', 'able')",-0.10025455,0.20428604,-0.2275676,0.1008296,-0.3283972
87,0.35477236,0.36357796,"('unsuccessful', 'successful')",0.7403402,0.82136434,0.5475563,0.5924711,-0.0449148
