,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
88,-1.7533928,-1.5861787,"('low', 'eminent')",-1.1906452,-1.0177152,-1.1601187,-0.9535064,0.56006116,0.6315476,-0.8860238,-0.7314632,-0.1545606
77,-1.4186952,-1.6063321,"('unmotivated', 'motivated')",-0.33567637,-0.53133285,0.8192809,0.817686,-0.9668779,-1.033284,-0.4754921,-0.5883157,0.1128236
9,1.3315494,1.1822268,"('unaffectionate', 'caring')",0.22962582,-0.03833092,0.48256227,0.2731325,1.2516735,1.0432241,0.8238527,0.6150631,0.2087896
12,1.2898736,1.095423,"('unsupportive', 'supportive')",1.0888299,0.9553859,-0.52501,-0.6450879,-1.8043864,-1.9352304,0.0123268,-0.1323774,0.1447042
50,-1.2726477,-1.3564345,"('clumsy', 'skillful')",-0.63575804,-0.6617176,0.7189158,0.7108459,0.66455567,0.64712566,-0.1312336,-0.1650451,0.0338115
16,-1.2300369,-1.1299176,"('unpopular', 'popular')",-0.9578588,-0.9403153,0.14464319,0.1569263,0.5812693,0.4662156,-0.3654958,-0.3617727,-0.0037231
53,1.214134,1.1024089,"('uncreative', 'creative')",-0.7311874,-0.88143766,0.46368477,0.4443704,1.3925369,1.1647305,0.584792,0.457518,0.127274
40,1.1742318,1.0059294,"('stingy', 'generous')",0.7542399,0.4969237,1.0859252,0.9577284,-1.5754209,-1.8098578,0.359744,0.1626809,0.1970631
68,-1.1668464,-1.222281,"('dependent', 'independent')",-0.48726702,-0.42479843,-1.4379263,-1.4469584,-0.42478675,-0.5445983,-0.8792066,-0.9096591,0.0304525
71,1.1615963,1.0392808,"('diffident', 'self-confident')",1.3165313,1.1703137,0.6753961,0.6287838,0.51838124,0.38889214,0.9179761,0.8068177,0.1111584
25,1.1125557,1.1278102,"('egoistic', 'altruistic')",-0.90936923,-0.92629135,0.8386431,0.7765176,1.4132706,1.465447,0.613775,0.6108708,0.0029042
73,1.0278836,1.1111139,"('helpless', 'self-reliant')",1.2332681,1.2033936,0.85091895,0.9285273,-3.7060246,-3.6820693,-0.1484885,-0.1097586,-0.0387299
72,1.0173168,0.9169721,"('unambitious', 'ambitious')",0.7417186,0.57613295,-0.9214602,-0.96176064,-0.77052826,-0.8186729,0.0167617,-0.0718321,0.0885938
65,-1.0149833,-1.1354321,"('insecure', 'secure')",-0.76789176,-0.80058086,-0.24335259,-0.21874715,-0.05345955,0.011722069,-0.5199218,-0.5357595,0.0158377
44,-1.014912,-0.796033,"('prejudiced', 'unprejudiced')",-0.17577828,0.05002986,-0.18266717,-0.056134652,-1.5131781,-1.347556,-0.7216339,-0.5374234,-0.1842105
8,0.9831635,0.98120826,"('unaffectionate', 'affectionate')",-0.22916314,-0.3591854,-0.53465295,-0.6816555,0.523247,0.40831742,0.1856486,0.0871712,0.0984774
33,0.94410145,0.92453957,"('wrong', 'right')",0.63093424,0.47096688,1.3983891,1.3851186,-0.9465869,-1.019966,0.5067095,0.4401647,0.0665448
52,0.9220068,1.043116,"('irrational', 'rational')",0.0052322317,0.049309835,0.09457518,0.12090038,-0.42320204,-0.44900465,0.149653,0.1910804,-0.0414274
62,0.89355177,0.60064006,"('incompetent', 'brilliant')",0.7390437,0.57804245,-0.2254314,-0.294772,0.45361218,0.31346548,0.4651941,0.299344,0.1658501
27,0.8651629,0.77754575,"('hardhearted', 'softhearted')",0.22361787,0.22751802,0.04430784,-0.019459924,1.4634777,1.3199503,0.6491416,0.5763885,0.0727531
80,0.8616322,0.6229646,"('dominated', 'dominating')",0.7580822,0.6744597,-0.2925012,-0.32566136,-0.7307551,-0.75676954,0.1491145,0.0537484,0.0953661
