,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,male-female
26,-0.8907733,-0.9263296,"('hardhearted', 'benevolent')",0.32938856,0.3546596,1.7423421,1.6493506,0.3936524,0.3592269,0.0344255
12,-0.88105786,-0.85110873,"('unsupportive', 'supportive')",1.2190933,1.167463,-1.2233369,-1.1054355,-0.2951005,-0.2630271,-0.0320734
75,0.87106305,1.1935079,"('meek', 'impulsive')",-1.258368,-0.9802114,-0.7715344,-0.62915516,-0.3862798,-0.1386195,-0.2476603
59,0.86287993,0.9925778,"('foolish', 'wise')",0.5839482,0.34661803,0.24883813,0.18882546,0.5652221,0.5093404,0.0558817
13,-0.84295076,-1.322761,"('impolite', 'polite')",0.16225936,-0.2886574,-0.43995032,-0.33333242,-0.3735472,-0.6482503,0.2747031
45,-0.8415749,-1.1159103,"('incompetent', 'competent')",1.1490531,1.0619049,-0.18137722,-0.2573319,0.0420337,-0.1037791,0.1458128
52,-0.81770563,-0.88682556,"('irrational', 'rational')",-0.975926,-1.1734707,0.08066198,-0.2812329,-0.5709898,-0.7805097,0.2095199
3,-0.8041772,-1.0857794,"('repellent', 'pleasant')",0.28095895,0.1460579,0.10549002,0.07784337,-0.1392427,-0.2872927,0.14805
19,0.7922656,0.98874867,"('inhospitable', 'hospitable')",-0.6298735,-0.5840429,-0.1271547,-0.08014188,0.0117458,0.108188,-0.0964422
38,-0.7833382,-0.6662587,"('untruthful', 'truthful')",0.6365374,0.6960111,-0.095259145,0.124921694,-0.0806867,0.051558,-0.1322447
7,-0.76039404,-0.9735357,"('insensitive', 'sensitive')",1.049011,1.0210465,0.9795734,1.0428257,0.4227301,0.3634455,0.0592846
42,0.7224607,0.78872055,"('unreliable', 'reliable')",0.42985666,0.3694365,-2.6670837,-2.5243337,-0.5049222,-0.4553922,-0.04953
14,-0.7114799,-1.0733984,"('antisocial', 'social')",0.884689,0.77340096,-0.646732,-0.559221,-0.157841,-0.2864061,0.1285651
81,-0.7076728,-1.1097267,"('submissive', 'aggressive')",-0.40656418,-0.50854576,-0.89599764,-0.75037855,-0.6700782,-0.7895503,0.1194721
18,-0.6741723,-0.64226943,"('disagreeable', 'welcoming')",-0.47011176,-0.8475878,-0.64624995,-0.80781555,-0.5968447,-0.7658909,0.1690462
55,-0.61566997,-0.93523055,"('incompetent', 'clever')",1.3332986,1.1728522,0.15741497,0.15110241,0.2916812,0.1295747,0.1621065
84,0.6068087,0.45885894,"('inferior', 'superior')",0.6844108,0.63028187,1.0658377,1.1285019,0.7856857,0.7392143,0.0464714
21,-0.6019734,-0.8379562,"('immoral', 'moral')",0.4097142,0.2457117,-0.58300835,-0.52181226,-0.2584225,-0.3713523,0.1129298
58,-0.5931128,-0.48642778,"('undiscriminating', 'discriminating')",0.3361822,0.35519317,0.22899517,0.15791658,-0.0093118,0.008894,-0.0182058
79,0.575897,0.8766319,"('wavering', 'unwavering')",-0.26965448,-0.25035164,0.0015683379,0.15965901,0.1026036,0.2619798,-0.1593762
70,-0.51936686,-0.5755073,"('lethargic', 'energetic')",0.80334777,0.8291196,0.86493564,1.1235174,0.3829722,0.4590433,-0.0760711
65,-0.5080596,-1.0684706,"('insecure', 'secure')",1.2245033,0.81441116,-0.06507512,-0.031228334,0.2171229,-0.0950959,0.3122188
16,-0.48785943,-0.515528,"('unpopular', 'popular')",-1.0124503,-1.202147,0.31604376,0.08018896,-0.3947553,-0.5458287,0.1510734
20,-0.4703305,-0.3791014,"('rough', 'thoughtful')",0.52907234,0.6689677,1.3410609,1.3504909,0.4666009,0.5467858,-0.0801849
82,-0.41222873,-0.39078242,"('poor', 'rich')",0.33631688,0.36131713,5.649954,5.7614474,1.8580139,1.9106607,-0.0526468
17,-0.39286196,-0.42483044,"('nasty', 'nice')",0.07393936,0.07687975,-0.5511509,-0.5949998,-0.2900245,-0.3143168,0.0242923
24,-0.3905847,-0.4634226,"('dishonest', 'honest')",0.806043,0.6482799,0.45115292,0.5615258,0.2888704,0.2487944,0.040076
50,0.36746925,0.4153888,"('clumsy', 'skillful')",0.35094094,0.27454528,0.7350556,0.7262165,0.4844886,0.4720502,0.0124384
69,0.35214865,0.7034498,"('lazy', 'industrious')",0.5185001,0.6956729,-0.645097,-0.7207336,0.0751839,0.2261297,-0.1509458
22,-0.34661135,-0.47262788,"('untrustworthy', 'trustworthy')",-0.062491134,-0.2831094,-0.88908875,-0.8772795,-0.4327304,-0.5443389,0.1116085
71,0.33822966,0.27805218,"('diffident', 'self-confident')",1.5550227,1.5917356,0.6835158,0.7477823,0.8589227,0.8725234,-0.0136007
4,0.33481357,0.58297986,"('disliked', 'liked')",-1.1768242,-1.1626021,-6.275633,-6.429372,-2.3725478,-2.3363314,-0.0362164
51,-0.32192063,-0.67483926,"('uneducated', 'educated')",0.46815363,0.19887413,0.45948833,0.4150887,0.2019071,-0.0202921,0.2221992
47,-0.32049546,-0.34493953,"('stupid', 'smart')",0.5709354,0.5841914,4.868762,4.990448,1.7064007,1.7432334,-0.0368327
2,-0.30389133,-0.15118249,"('unlikable', 'likable')",0.98412615,0.9245788,0.3080957,0.39631656,0.3294435,0.3899043,-0.0604608
39,0.28333852,0.1095144,"('exploitative', 'cooperative')",0.60081947,0.70521355,0.17801505,0.32363725,0.3540577,0.3794551,-0.0253974
30,-0.27134073,-0.65753025,"('intolerant', 'tolerant')",0.5591669,0.24704655,0.856253,0.8258852,0.3813597,0.1384672,0.2428925
74,-0.25032037,-0.2614259,"('undedicated', 'dedicated')",1.3875542,1.412208,0.22574165,0.23999023,0.4543251,0.4635908,-0.0092657
56,0.22653946,0.117108464,"('impractical', 'practical')",1.9912479,2.0799458,-0.1283567,0.1586962,0.6964769,0.7852502,-0.0887733
76,-0.19977254,-0.21590966,"('anxious', 'daring')",1.1519669,1.1883122,0.42029724,0.6563226,0.4574972,0.5429084,-0.0854112
87,0.19001713,-0.089534625,"('unsuccessful', 'successful')",0.8376355,0.7619171,1.2455019,1.1542474,0.7577182,0.6088766,0.1488416
83,-0.18444125,-0.15239654,"('powerless', 'powerful')",-0.44789314,-0.18990184,-1.0839481,-0.9374429,-0.5720942,-0.4265804,-0.1455138
37,-0.17593777,-0.1473389,"('fake', 'genuine')",-0.16406517,0.018708477,0.27777886,0.46422845,-0.0207414,0.111866,-0.1326074
25,-0.16959253,-0.06393906,"('egoistic', 'altruistic')",-0.062413305,-0.06360244,1.1822757,1.1442819,0.3167566,0.3389134,-0.0221568
29,0.1689005,0.29280323,"('unfair', 'fair')",-0.07455026,-0.014581917,-0.52488613,-0.5572692,-0.143512,-0.093016,-0.050496
68,-0.1481759,-0.28830427,"('dependent', 'independent')",0.15879159,0.033973306,-0.5187553,-0.567887,-0.1693799,-0.2740726,0.1046927
85,-0.13056901,0.27878252,"('insignificant', 'prestigious')",-0.6059001,-0.53238094,0.53342605,0.4329701,-0.067681,0.0597906,-0.1274716
5,0.12212343,0.67905116,"('distant', 'outgoing')",-0.79948527,-0.6480746,-0.5289151,-0.4016688,-0.4020923,-0.1235641,-0.2785282
64,0.09891721,-0.23928404,"('shy', 'confident')",-0.34826657,-0.6686195,-6.0368795,-6.147742,-2.0954097,-2.3518818,0.2564721
6,0.075790495,0.6483012,"('distant', 'open')",-0.92501473,-0.7416141,-0.1675446,-0.09814718,-0.3389229,-0.06382,-0.2751029
66,0.061782975,0.33394814,"('inactive', 'active')",-0.68236053,-0.39402246,0.76447296,0.8063424,0.0479651,0.248756,-0.2007909
80,-0.052505374,-0.21387224,"('dominated', 'dominating')",-0.5059467,-0.62632936,-1.0047601,-0.9515847,-0.5210707,-0.5972621,0.0761914
36,0.0446232,0.36225566,"('hostile', 'amicable')",-1.2854127,-1.271011,-0.24945661,-0.442213,-0.4967487,-0.4503228,-0.0464259
15,0.04169194,0.010791922,"('boring', 'funny')",-0.7906324,-0.800198,-0.015538942,-0.059119556,-0.2548265,-0.2828419,0.0280154
31,-0.00848829,0.30978373,"('evil', 'good')",-1.037849,-0.94374985,-1.3288168,-1.5540663,-0.791718,-0.7293441,-0.0623739
