,fidelity_male,fidelity_female,tuple,national_male,national_female,info_male,info_female,svcs_male,svcs_female,inc_male,inc_female,average_male,average_female,male-female
39,2.397103,2.0458226,"('exploitative', 'cooperative')",1.7389961,1.5884423,1.5204988,1.2685059,1.8195852,1.5893157,0.023194883,-0.14264612,1.4998756,1.269888,0.2299876
23,1.7892848,1.7534192,"('insincere', 'sincere')",1.2596995,1.2651457,1.5116221,1.4502244,0.36658156,0.14521968,4.7354965,4.487423,1.9325369,1.8202864,0.1122505
60,1.6805413,1.6582917,"('inefficient', 'efficient')",1.4926887,1.6521436,3.3813355,3.3272758,2.7172387,2.3587263,0.01305244,0.06395068,1.8569712,1.8120775,0.0448937
7,1.6307086,1.5233486,"('insensitive', 'sensitive')",0.7864914,0.8560025,0.6518634,0.5272206,0.9723267,0.6840203,0.55211204,0.39207053,0.9187004,0.7965325,0.1221679
12,1.6003648,1.6276445,"('unsupportive', 'supportive')",0.78089726,0.76678026,0.85382336,0.75003093,-0.276521,-0.38943517,-1.7146178,-1.7253952,0.2487893,0.2059251,0.0428642
31,-1.5991904,-1.6589509,"('evil', 'good')",-1.7344815,-1.956191,-2.0680783,-2.0408921,-2.0018692,-1.7962735,-1.0638964,-1.0842541,-1.6935032,-1.7073124,0.0138092
35,-1.5989522,-1.771004,"('corrupt', 'incorrupt')",-2.0087519,-2.2149494,-2.0047164,-1.9911935,-1.6442927,-1.4365166,-0.045694042,-0.20273164,-1.4604815,-1.5232791,0.0627976
4,-1.5895581,-1.6374716,"('disliked', 'liked')",-1.8910199,-2.0569675,-1.9786443,-2.045834,-1.1246225,-0.99353474,-5.3235736,-5.388381,-2.3814837,-2.4244377,0.042954
62,1.5539519,1.663421,"('incompetent', 'brilliant')",0.4112912,0.6408929,1.4489331,1.479271,1.4628215,1.3523415,-0.50576186,-0.31205177,0.8742472,0.964775,-0.0905278
10,1.5435537,1.5946901,"('unsympathetic', 'sympathetic')",1.3085533,1.4658996,0.22933036,0.091145605,0.5476716,0.16192478,-0.2217579,-0.2661659,0.6814702,0.6094988,0.0719714
30,1.5367651,1.592991,"('intolerant', 'tolerant')",0.29031765,0.281672,1.7424712,1.6760279,1.612588,1.5017316,0.9051943,0.88649845,1.2174672,1.1877842,0.029683
65,1.5339061,1.5034736,"('insecure', 'secure')",1.683227,1.8509884,2.0295131,1.8846111,1.7658924,1.5394913,-0.18367314,-0.079304084,1.365773,1.339852,0.025921
44,-1.4738752,-1.4423198,"('prejudiced', 'unprejudiced')",0.40396008,0.44665056,-0.17677236,-0.03293058,1.2479928,1.407525,-1.4899696,-1.3672079,-0.2977329,-0.1976565,-0.1000764
83,1.4352024,1.4547395,"('powerless', 'powerful')",0.5523514,0.5942101,0.63336086,0.6472393,-0.4755063,-0.44383076,-1.0269055,-0.9047899,0.2237006,0.2695137,-0.0458131
6,-1.4019039,-1.2239332,"('distant', 'open')",-2.4330728,-2.4629898,-1.6050363,-1.5472356,-2.1349792,-1.9454235,0.151129,0.090588465,-1.4847727,-1.4177987,-0.066974
5,-1.3952969,-1.2475637,"('distant', 'outgoing')",-2.468724,-2.5522716,-1.339328,-1.262712,-1.8305886,-1.5936406,-0.6012467,-0.62095004,-1.5270369,-1.4554276,-0.0716093
11,1.3814453,1.3022532,"('unhelpful', 'helpful')",1.0022593,0.96922016,2.4325683,2.410819,0.6469579,0.5172106,1.7346019,1.6419765,1.4395665,1.3682959,0.0712706
34,1.3249917,1.3635252,"('mean', 'honorable')",0.22817719,0.18049055,0.649021,0.6955228,-0.1611031,-0.15536372,5.3297043,5.2409153,1.4741583,1.465018,0.0091403
75,-1.3236098,-1.0939951,"('meek', 'impulsive')",-1.6628743,-1.6812557,-1.0335696,-0.7711607,-0.5205943,-0.25566196,-0.48200986,-0.18489777,-1.0045316,-0.7973942,-0.2071374
61,1.2879226,1.2483283,"('illogical', 'logical')",0.10558408,0.015313093,1.695712,1.4907719,0.4769481,0.3154836,-0.016359018,-0.18666999,0.7099615,0.5766454,0.1333161
24,1.2382354,1.2275598,"('dishonest', 'honest')",0.42018494,0.37284988,0.3722114,0.3184364,0.22972187,0.056312118,0.57572913,0.47962573,0.5672165,0.4909568,0.0762597
68,-1.1419045,-1.0588789,"('dependent', 'independent')",-0.141697,-0.007161811,-0.4580977,-0.3614709,-0.3501599,-0.32697153,-0.8370326,-0.8536828,-0.5857783,-0.5216332,-0.0641451
78,1.1104945,1.0932351,"('nonresilient', 'resilient')",-0.15094092,-0.16068336,-0.042667966,-0.081565775,-0.65051925,-0.7752228,0.2446494,0.24800491,0.1022032,0.0647536,0.0374496
13,1.0834703,1.1438298,"('impolite', 'polite')",1.2986621,1.4995008,1.8061651,1.7595174,1.7068024,1.5468544,-0.2577943,-0.18431284,1.1274611,1.153078,-0.0256169
56,1.0595539,1.2359364,"('impractical', 'practical')",1.2320073,1.4858075,1.8715246,1.9942445,1.1388346,1.0942187,-0.3939624,-0.28387082,0.9815916,1.1052673,-0.1236757
28,1.0580213,0.891734,"('disloyal', 'loyal')",0.6385567,0.45040214,0.23247491,-0.118126884,-0.21454541,-0.5726073,1.0811529,0.7301612,0.5591321,0.2763126,0.2828195
29,-1.0530767,-1.0398045,"('unfair', 'fair')",-0.71159786,-0.7323386,-0.6764848,-0.6597725,-0.57246953,-0.5597051,-0.75728333,-0.752884,-0.7541824,-0.7489009,-0.0052815
